date,hour,datetime,ecs_az,topshut,botshut,eastVent,westVent,pwfs2_see,windSpeed,windDir,p2_mean,Error,Adjusted Timestamp,operador
1/1/22 0:00,0:58:54,44562.04091,172,103.7,9.6,30,30,1.92,3,141.5,1.92,60,1/1/22 0:58,op1
1/1/22 0:00,1:06:26,44562.04614,175.7,103.7,9.6,30,30,0.79,1.4,142.5,0.79,60,1/1/22 1:06,op1
1/1/22 0:00,1:07:15,44562.04671,175.7,103.7,9.6,30,30,0.86,1.4,141.5,0.91,60,1/1/22 1:07,op1
1/1/22 0:00,1:08:55,44562.04787,175.7,103.7,9.6,30,30,0.86,1.4,138,0.84,60,1/1/22 1:09,op1
1/1/22 0:00,2:34:36,44562.10737,282,103.7,9.6,30,30,0.48,2,93,0.48,60,1/1/22 2:34,op1
1/1/22 0:00,2:35:07,44562.10772,282,103.7,9.6,30,30,0.59,2,190,0.6825,60,1/1/22 2:36,op1
1/1/22 0:00,2:37:07,44562.10911,282,103.7,9.6,30,30,0.66,2,346.5,0.6075,60,1/1/22 2:38,op1
1/1/22 0:00,2:39:07,44562.1105,281.9,103.7,9.6,30,30,0.69,1.5,334.5,0.5775,60,1/1/22 2:40,op1
1/1/22 0:00,2:41:08,44562.1119,281.9,103.7,9.6,30,30,0.59,1.5,340,0.5625,60,1/1/22 2:42,op1
1/1/22 0:00,2:43:08,44562.11329,281.9,103.7,9.6,30,30,0.46,1.5,344.5,0.4875,60,1/1/22 2:44,op1
1/1/22 0:00,2:45:08,44562.11468,281.9,103.7,9.6,30,30,0.54,1.7,333.5,0.5925,60,1/1/22 2:46,op1
1/1/22 0:00,2:47:08,44562.11607,280.8,103.7,9.6,30,30,0.59,1.7,325,0.5475,60,1/1/22 2:48,op1
1/1/22 0:00,2:49:09,44562.11747,280.8,103.7,9.6,30,30,0.57,1.7,318.5,0.5475,60,1/1/22 2:50,op1
1/1/22 0:00,2:51:09,44562.11886,280.8,103.7,9.6,30,30,0.53,1.7,322.5,0.55,60,1/1/22 2:51,op1
1/1/22 0:00,2:55:42,44562.12202,279.5,103.7,9.6,30,30,0.55,1.7,326.5,0.633333333,60,1/1/22 2:55,op1
1/1/22 0:00,2:57:13,44562.12307,279.5,103.7,9.6,30,30,0.66,1.7,320,0.5775,60,1/1/22 2:57,op1
1/1/22 0:00,2:59:13,44562.12446,279.5,103.7,9.6,30,30,0.61,1.7,316.5,0.5625,60,1/1/22 2:59,op1
1/1/22 0:00,3:01:14,44562.12586,278.3,103.7,9.6,30,30,0.55,1.7,316.5,0.51,60,1/1/22 3:01,op1
1/1/22 0:00,3:03:15,44562.12726,265.2,103.7,9.6,30,30,0.53,1.7,317.5,0.53,60,1/1/22 3:03,op1
1/1/22 0:00,3:18:39,44562.13796,340.75,103.7,9.6,30,30,0.63,1.7,302.5,0.63,60,1/1/22 3:18,op1
1/1/22 0:00,3:19:09,44562.1383,340.1,103.7,9.6,30,30,0.5,1.4,302,0.52,60,1/1/22 3:19,op1
1/1/22 0:00,3:21:10,44562.1397,339.9,103.7,9.6,30,30,0.48,1.4,304.5,0.44,60,1/1/22 3:21,op1
1/1/22 0:00,3:23:10,44562.14109,339.5,103.7,9.6,30,30,0.46,1.4,307,0.4675,60,1/1/22 3:23,op1
1/1/22 0:00,3:25:10,44562.14248,339.5,103.7,9.6,30,30,0.42,1.6,307,0.485,60,1/1/22 3:25,op1
1/1/22 0:00,3:27:10,44562.14387,338.7,103.7,9.6,30,30,0.47,1.6,305.5,0.49,60,1/1/22 3:27,op1
1/1/22 0:00,3:29:11,44562.14527,337.9,103.7,9.6,30,30,0.48,1.5,297.5,0.4825,60,1/1/22 3:29,op1
1/1/22 0:00,3:31:11,44562.14666,337.2,103.7,9.6,30,30,0.51,1.5,295,0.52,60,1/1/22 3:31,op1
1/1/22 0:00,3:33:11,44562.14805,336.5,103.7,9.6,30,30,0.49,1.5,303.5,0.53,60,1/1/22 3:33,op1
1/1/22 0:00,3:35:12,44562.14945,336.5,103.7,9.6,30,30,0.57,1.7,304.5,0.575,60,1/1/22 3:35,op1
1/1/22 0:00,3:37:12,44562.15084,335.2,103.7,9.6,30,30,0.62,1.7,308.5,0.67,60,1/1/22 3:37,op1
1/1/22 0:00,3:39:12,44562.15223,335.2,103.7,9.6,30,30,0.5,1.9,313.5,0.4925,60,1/1/22 3:39,op1
1/1/22 0:00,3:41:12,44562.15362,333.4,103.7,9.6,30,30,0.64,1.9,317,0.595,60,1/1/22 3:41,op1
1/1/22 0:00,3:45:01,44562.15627,329.3,103.7,9.6,30,30,0.52,2.3,317,0.62,60,1/1/22 3:46,op1
1/1/22 0:00,3:47:02,44562.15767,329.3,103.7,9.6,30,30,0.71,2.3,312.5,0.6275,60,1/1/22 3:48,op1
1/1/22 0:00,3:49:02,44562.15906,328.6,103.7,9.6,30,30,0.55,2.2,311.5,0.605,60,1/1/22 3:50,op1
1/1/22 0:00,4:46:26,44562.19892,113.2,103.7,9.6,30,30,1.58,4.4,295.5,1.58,60,1/1/22 4:46,op1
1/1/22 0:00,4:46:56,44562.19927,113.2,103.7,9.6,30,30,1.85,4.4,293.5,1.3975,60,1/1/22 4:47,op1
1/1/22 0:00,4:48:57,44562.20066,113.2,103.7,9.6,30,30,1.7,4.4,297.5,1.545,60,1/1/22 4:49,op1
1/1/22 0:00,4:51:12,44562.20223,113.2,103.7,9.6,30,30,1.14,4.1,296.5,1.21,60,1/1/22 4:51,op1
1/1/22 0:00,4:53:12,44562.20362,113.2,103.7,9.6,30,30,1.07,4.1,294.5,1.005,60,1/1/22 4:53,op1
1/1/22 0:00,4:55:13,44562.20502,113.2,103.7,9.6,30,30,1.12,4.4,292.5,1.045,60,1/1/22 4:55,op1
1/1/22 0:00,4:58:12,44562.20709,113.2,103.7,9.6,30,30,1.44,4.4,291,1.61,60,1/1/22 4:58,op1
1/1/22 0:00,4:59:43,44562.20814,113.2,103.7,9.6,30,30,1.67,4.8,283,1.57,60,1/1/22 4:59,op1
1/1/22 0:00,5:01:14,44562.20919,113.2,103.7,9.6,30,30,1.41,4.8,280,1.345,60,1/1/22 5:01,op1
1/1/22 0:00,5:03:14,44562.21059,113.2,103.7,9.6,30,30,1.45,4.8,287.5,1.45,60,1/1/22 5:03,op1
1/1/22 0:00,5:05:17,44562.21201,113.2,103.7,9.6,30,30,1.42,3.4,288,1.4225,60,1/1/22 5:05,op1
1/1/22 0:00,5:07:18,44562.21341,113.2,103.7,9.6,30,30,1.4,3.4,279.5,1.37,60,1/1/22 5:07,op1
1/1/22 0:00,5:09:04,44562.21464,113.2,103.7,9.6,30,30,1.17,5.7,285,1.196666667,60,1/1/22 5:09,op1
1/1/22 0:00,5:10:58,44562.21596,113.2,103.7,9.6,30,30,1.07,5.7,279,1.16,60,1/1/22 5:11,op1
1/1/22 0:00,5:12:59,44562.21736,113.2,103.7,9.6,30,30,0.95,5.7,280.5,1.1875,60,1/1/22 5:14,op1
1/1/22 0:00,5:15:00,44562.21876,113.2,103.7,9.6,30,30,1.35,5.4,270.5,1.166666667,60,1/1/22 5:16,op1
1/1/22 0:00,5:17:01,44562.22016,113.2,103.7,9.6,30,30,1.19,5.4,272,1.145,60,1/1/22 5:18,op1
1/1/22 0:00,5:19:01,44562.22155,113.2,103.7,9.6,30,30,0.81,5.8,270.5,1.0375,60,1/1/22 5:20,op1
1/1/22 0:00,5:21:02,44562.22295,113.2,103.7,9.6,30,30,1.11,5.8,270,0.995,60,1/1/22 5:22,op1
1/1/22 0:00,5:23:03,44562.22435,113.2,103.7,9.6,30,30,1.07,5.8,272,1.0575,60,1/1/22 5:24,op1
1/1/22 0:00,5:25:04,44562.22575,113.2,103.7,9.6,30,30,0.86,4.3,261.5,0.82,60,1/1/22 5:25,op1
1/1/22 0:00,5:27:05,44562.22715,113.2,103.7,9.6,30,30,0.9,4.3,271.5,0.865,60,1/1/22 5:28,op1
1/1/22 0:00,5:29:05,44562.22854,113.2,103.7,9.6,30,30,1,4.8,276.5,0.965,60,1/1/22 5:30,op1
1/1/22 0:00,5:31:37,44562.23029,113.2,103.7,9.6,30,30,0.92,4.8,274.5,0.936666667,60,1/1/22 5:32,op1
1/1/22 0:00,5:33:07,44562.23134,113.2,103.7,9.6,30,30,0.99,4.8,274,1.0825,60,1/1/22 5:34,op1
1/1/22 0:00,5:35:08,44562.23274,113.2,103.7,9.6,30,30,1.21,5.5,274,1.02,60,1/1/22 5:36,op1
1/1/22 0:00,5:38:51,44562.23532,123.2,103.7,9.6,30,30,0.92,5.5,273.5,0.92,60,1/1/22 5:38,op1
1/1/22 0:00,5:39:21,44562.23567,123.2,103.7,9.6,30,30,1.98,5.6,273.5,1.165,60,1/1/22 5:39,op1
1/1/22 0:00,5:41:50,44562.23739,123.2,103.7,9.6,30,30,1.11,5.6,276,1.22,60,1/1/22 5:41,op1
1/1/22 0:00,5:43:21,44562.23844,123.2,103.7,9.6,30,30,0.96,5.6,273.5,0.956666667,60,1/1/22 5:43,op1
1/1/22 0:00,5:45:53,44562.2402,123.2,103.7,9.6,30,30,0.96,4.6,270.5,0.856666667,60,1/1/22 5:45,op1
1/1/22 0:00,5:47:24,44562.24125,123.2,103.7,9.6,30,30,0.72,4.6,276.5,0.695,60,1/1/22 5:47,op1
1/2/22 0:00,0:28:06,44563.01952,151.7,103.9,9.6,30,30,1.6,2.4,142.5,1.475,60,1/2/22 0:28,op1
1/2/22 0:00,0:29:07,44563.02022,151.7,103.9,9.6,30,30,1.33,0.7,133.5,1.4025,60,1/2/22 0:30,op1
1/2/22 0:00,0:31:07,44563.02161,154.6,103.9,9.6,30,30,1.51,0.7,105.5,1.4875,60,1/2/22 0:32,op1
1/2/22 0:00,0:33:08,44563.02301,154.6,103.9,9.6,30,30,1.39,0.7,112,1.07,60,1/2/22 0:34,op1
1/2/22 0:00,0:35:08,44563.0244,154.6,103.9,9.6,30,30,0.93,1.9,145,0.98,60,1/2/22 0:36,op1
1/2/22 0:00,0:37:09,44563.0258,158.5,103.9,9.6,30,30,1.43,1.9,75.5,1.105,60,1/2/22 0:37,op1
1/2/22 0:00,0:39:10,44563.0272,158.5,103.9,9.6,30,30,0.99,1.9,116,1.1725,60,1/2/22 0:39,op1
1/2/22 0:00,0:41:10,44563.02859,158.5,103.9,9.6,30,30,1.53,1.9,104.5,1.4675,60,1/2/22 0:41,op1
1/2/22 0:00,0:43:11,44563.02999,160.45,103.9,9.6,30,30,1.32,1.9,111.5,1.4375,60,1/2/22 0:43,op1
1/2/22 0:00,0:45:12,44563.03139,162.4,103.9,9.6,30,30,1.4,1.9,112,1.54,60,1/2/22 0:45,op1
1/2/22 0:00,0:47:12,44563.03278,162.4,103.9,9.6,30,30,0.88,1.9,115.5,1.1725,60,1/2/22 0:47,op1
1/2/22 0:00,0:49:13,44563.03418,165.6,103.9,9.6,30,30,1,1.6,122,1.106666667,60,1/2/22 0:49,op1
1/3/22 0:00,0:24:21,44564.01691,155.7,103.8,9.6,30,30,0.53,4.4,298.5,0.53,60,1/3/22 0:24,op3
1/3/22 0:00,0:25:11,44564.01749,155.7,103.8,9.6,30,30,0.8,4.4,289,0.64,60,1/3/22 0:26,op3
1/3/22 0:00,0:27:41,44564.01923,155.7,103.8,9.6,30,30,0.81,4.4,296.5,0.71,60,1/3/22 0:27,op3
1/3/22 0:00,0:29:21,44564.02039,155.7,103.8,9.6,30,30,0.67,4.4,299,0.715,60,1/3/22 0:29,op3
1/3/22 0:00,0:40:50,44564.02836,162.2,103.8,9.6,30,30,0.49,4,281,0.49,60,1/3/22 0:40,op3
1/3/22 0:00,0:41:40,44564.02894,162.2,103.8,9.6,30,30,0.62,4,285,0.625,60,1/3/22 0:41,op3
1/3/22 0:00,0:43:20,44564.0301,162.2,103.8,9.6,30,30,0.62,4,287.5,0.62,60,1/3/22 0:43,op3
1/3/22 0:00,4:47:56,44564.19996,199.7,99.3,2.75,30,30,0.63,3.7,315.5,0.84,60,1/3/22 4:47,op3
1/3/22 0:00,4:48:57,44564.20066,199.7,103.25,0.9,30,30,0.65,3.7,316,0.7575,60,1/3/22 4:49,op3
1/3/22 0:00,4:50:57,44564.20206,199.7,104,0.9,30,30,0.62,3.5,323,0.74,60,1/3/22 4:51,op3
1/3/22 0:00,4:52:58,44564.20345,199.7,104,0.9,30,30,0.64,3.5,325,0.6875,60,1/3/22 4:53,op3
1/3/22 0:00,4:54:59,44564.20485,199.7,104,0.9,30,30,0.67,4.4,315.5,0.6625,60,1/3/22 4:55,op3
1/3/22 0:00,4:57:00,44564.20625,199.7,104,0.9,30,30,0.66,4.4,322,0.6625,60,1/3/22 4:58,op3
1/3/22 0:00,4:59:00,44564.20764,190.1,104,0.9,30,30,0.72,4,318.5,0.785,60,1/3/22 5:00,op3
1/3/22 0:00,5:01:01,44564.20904,190.1,104,0.9,30,30,0.69,4,312.5,0.88,60,1/3/22 5:02,op3
1/3/22 0:00,5:03:02,44564.21044,190.1,104,0.9,30,30,0.91,4,316.5,0.8775,60,1/3/22 5:04,op3
1/3/22 0:00,5:05:02,44564.21183,190.1,104,0.9,30,30,0.5,3.3,321,0.53,60,1/3/22 5:06,op3
1/3/22 0:00,5:07:03,44564.21323,190.1,104,0.9,30,30,0.7,3.3,335.5,0.775,60,1/3/22 5:08,op3
1/3/22 0:00,5:09:04,44564.21463,190.1,104,0.9,30,30,0.81,3.4,326.5,0.8225,60,1/3/22 5:10,op3
1/3/22 0:00,5:11:04,44564.21602,191.6,104,0.9,30,30,0.76,3.4,320.5,0.67,60,1/3/22 5:12,op3
1/3/22 0:00,5:13:05,44564.21742,191.6,104,0.9,30,30,0.6,3.4,320.5,0.705,60,1/3/22 5:14,op3
1/3/22 0:00,5:15:06,44564.21882,191.6,104,0.9,30,30,0.85,3,322,0.755,60,1/3/22 5:16,op3
1/3/22 0:00,5:17:06,44564.22021,191.6,104,0.9,30,30,0.7,3,325,0.6625,60,1/3/22 5:18,op3
1/3/22 0:00,5:19:07,44564.22161,191.6,104,0.9,30,30,0.61,3.8,309,0.64,60,1/3/22 5:20,op3
1/3/22 0:00,5:21:08,44564.22301,191.6,104,0.9,30,30,0.61,3.8,328.5,0.63,60,1/3/22 5:22,op3
1/3/22 0:00,5:23:08,44564.2244,191.6,104,0.9,30,30,0.63,3.8,335,0.61,60,1/3/22 5:24,op3
1/3/22 0:00,5:25:09,44564.2258,193.1,104,0.9,30,30,0.58,2.7,333.5,0.6525,60,1/3/22 5:25,op3
1/3/22 0:00,5:27:10,44564.2272,193.1,104,0.9,30,30,0.68,2.7,295,0.6425,60,1/3/22 5:27,op3
1/3/22 0:00,5:29:10,44564.22859,193.1,104,0.9,30,30,0.76,3.1,301.5,0.6875,60,1/3/22 5:29,op3
1/3/22 0:00,5:31:11,44564.22999,193.1,104,0.9,30,30,0.96,3.1,67.5,0.86,60,1/3/22 5:31,op3
1/3/22 0:00,5:33:11,44564.23138,193.1,104,0.9,30,30,0.74,3.1,331.5,0.7475,60,1/3/22 5:33,op3
1/3/22 0:00,5:35:12,44564.23278,193.1,104,0.9,30,30,0.75,3.8,334.5,0.845,60,1/3/22 5:35,op3
1/3/22 0:00,5:37:13,44564.23418,193.1,104,0.9,30,30,0.83,3.8,330,0.785,60,1/3/22 5:37,op3
1/3/22 0:00,5:39:13,44564.23557,194.6,104,0.9,30,30,0.71,3.3,325.5,0.7025,60,1/3/22 5:39,op3
1/3/22 0:00,5:41:14,44564.23697,194.6,104,0.9,30,30,0.65,3.3,322.5,0.6425,60,1/3/22 5:41,op3
1/3/22 0:00,5:43:15,44564.23837,194.6,104,0.9,30,30,0.62,3.3,327,0.65,60,1/3/22 5:43,op3
1/3/22 0:00,5:45:15,44564.23976,194.6,104,0.9,30,30,0.6,2.8,336.5,0.72,60,1/3/22 5:45,op3
1/3/22 0:00,5:47:16,44564.24116,194.6,104,0.9,30,30,0.75,2.8,177,0.815,60,1/3/22 5:47,op3
1/3/22 0:00,5:49:17,44564.24256,194.6,104,0.9,30,30,0.83,2.7,342.5,0.955,60,1/3/22 5:49,op3
1/3/22 0:00,5:51:17,44564.24395,194.6,104,0.9,30,30,0.92,2.7,322.5,0.87,60,1/3/22 5:51,op3
1/3/22 0:00,5:53:18,44564.24535,194.6,104,0.9,30,30,0.76,2.7,327.5,0.7,60,1/3/22 5:53,op3
1/3/22 0:00,5:55:19,44564.24675,196.1,104,0.9,30,30,0.7,2.2,329.5,0.67,60,1/3/22 5:55,op3
1/3/22 0:00,5:57:19,44564.24814,196.1,104,0.9,30,30,0.66,2.2,335.5,0.6125,60,1/3/22 5:57,op3
1/3/22 0:00,5:59:20,44564.24954,146.45,59.75,5.25,24.5,15,0.6,2.2,307,0.625,60,1/3/22 5:59,op3
1/4/22 0:00,0:25:12,44565.01751,288.5,103.8,9.6,95,95,0.83,1.8,293,0.663333333,60,1/4/22 0:26,op3
1/4/22 0:00,0:27:43,44565.01925,288.5,103.8,9.6,95,95,0.69,1.8,288.5,0.64,60,1/4/22 0:27,op3
1/4/22 0:00,0:29:23,44565.02041,355,103.8,9.6,95,95,0.7,0.7,294,0.725,60,1/4/22 0:29,op3
1/4/22 0:00,0:31:39,44565.02198,355,103.8,9.6,95,95,0.58,0.7,288,0.516666667,60,1/4/22 0:31,op3
1/4/22 0:00,0:33:09,44565.02303,351.5,103.8,9.6,95,95,0.81,0.7,276.5,0.5975,60,1/4/22 0:33,op3
1/4/22 0:00,0:35:10,44565.02443,233.7,103.8,9.6,95,95,0.54,1.1,285.5,0.64,60,1/4/22 0:35,op3
1/5/22 0:00,0:42:02,44566.02919,340.5,103.9,9.6,95,95,1.19,0.9,77.5,1.19,60,1/5/22 0:42,op8
1/5/22 0:00,0:45:57,44566.03192,336.9,103.9,9.6,95,95,0.64,0.9,267.5,0.64,60,1/5/22 0:45,op8
1/5/22 0:00,0:49:14,44566.0342,335.15,103.9,9.6,95,95,0.81,0.9,237.5,0.765,60,1/5/22 0:49,op8
1/5/22 0:00,2:36:10,44566.10845,158.2,103.9,9.6,95,95,0.84,1,51.5,0.825,60,1/5/22 2:36,op8
1/5/22 0:00,2:37:09,44566.10914,151.6,103.9,9.6,95,95,0.74,1,47.5,0.74,60,1/5/22 2:37,op8
1/5/22 0:00,2:39:26,44566.11072,145,103.9,9.6,95,95,0.65,1,35,1.01,60,1/5/22 2:39,op8
1/5/22 0:00,2:40:56,44566.11177,145,103.9,9.6,95,95,1.69,1,48,1.2575,60,1/5/22 2:41,op8
1/5/22 0:00,2:42:57,44566.11317,145,103.9,9.6,95,95,0.94,1,85,0.83,60,1/5/22 2:43,op8
1/5/22 0:00,2:44:57,44566.11456,145,103.9,9.6,95,95,0.84,1,68,0.846666667,60,1/5/22 2:45,op8
1/5/22 0:00,2:46:58,44566.11596,145,103.9,9.6,95,95,0.93,1,30.5,0.9275,60,1/5/22 2:47,op8
1/5/22 0:00,2:48:59,44566.11736,145,103.9,9.6,95,95,1.21,1.5,20,1.21,60,1/5/22 2:48,op8
1/5/22 0:00,2:51:50,44566.11934,151.9,103.9,9.6,95,95,0.67,1.5,159,0.75,60,1/5/22 2:51,op8
1/5/22 0:00,2:53:20,44566.12038,151.9,103.9,9.6,95,95,0.71,1.5,353,0.64,60,1/5/22 2:53,op8
1/5/22 0:00,2:55:21,44566.12178,151.9,103.9,9.6,95,95,0.5,0.3,345,0.5475,60,1/5/22 2:55,op8
1/5/22 0:00,2:57:22,44566.12318,151.9,103.9,9.6,95,95,0.43,0.3,20.5,0.5475,60,1/5/22 2:57,op8
1/5/22 0:00,2:59:22,44566.12457,151.9,103.9,9.6,95,95,0.59,0.3,182,0.6025,60,1/5/22 2:59,op8
1/5/22 0:00,3:01:23,44566.12597,151.9,103.9,9.6,95,95,0.67,0.3,179.5,0.743333333,60,1/5/22 3:01,op8
1/5/22 0:00,3:02:54,44566.12702,151.9,103.9,9.6,95,95,0.45,0.3,17,0.575,60,1/5/22 3:03,op8
1/5/22 0:00,3:04:54,44566.12841,151.9,103.9,9.6,95,95,0.53,0.3,339.5,0.515,60,1/5/22 3:05,op8
1/5/22 0:00,3:06:55,44566.12981,151.9,103.9,9.6,95,95,0.49,0.3,330.5,0.51,60,1/5/22 3:07,op8
1/5/22 0:00,3:08:56,44566.13121,151.9,103.9,9.6,95,95,0.54,0.3,326.5,0.4925,60,1/5/22 3:09,op8
1/5/22 0:00,3:10:56,44566.1326,155.25,103.9,9.6,95,95,0.51,0.9,310,0.45,60,1/5/22 3:11,op8
1/5/22 0:00,3:12:57,44566.134,158.6,103.9,9.6,95,95,0.49,0.9,301.5,0.4575,60,1/5/22 3:13,op8
1/5/22 0:00,3:14:58,44566.1354,158.6,103.9,9.6,95,95,0.51,0.1,294.5,0.5025,60,1/5/22 3:15,op8
1/5/22 0:00,3:16:58,44566.13679,158.6,103.9,9.6,95,95,0.44,0.1,288,0.45,60,1/5/22 3:17,op8
1/5/22 0:00,3:18:59,44566.13819,158.6,103.9,9.6,95,95,0.51,0.2,303.5,0.455,60,1/5/22 3:20,op8
1/5/22 0:00,3:20:59,44566.13958,158.6,103.9,9.6,95,95,0.48,0.2,299,0.475,60,1/5/22 3:22,op8
1/5/22 0:00,3:23:00,44566.14098,158.6,103.9,9.6,95,95,0.41,0.2,294.5,0.5175,60,1/5/22 3:24,op8
1/5/22 0:00,3:25:01,44566.14238,158.6,103.9,9.6,95,95,0.42,0.4,290.5,0.4275,60,1/5/22 3:26,op8
1/5/22 0:00,3:27:01,44566.14377,158.6,103.9,9.6,95,95,0.57,0.4,286.5,0.57,60,1/5/22 3:28,op8
1/5/22 0:00,3:29:02,44566.14517,159.35,103.9,9.6,95,95,0.54,1.3,281.5,0.525,60,1/5/22 3:30,op8
1/5/22 0:00,3:31:03,44566.14657,160.1,103.9,9.6,95,95,0.52,1.3,280,0.48,60,1/5/22 3:32,op8
1/5/22 0:00,3:33:03,44566.14796,160.1,103.9,9.6,95,95,0.48,1.3,280.5,0.5425,60,1/5/22 3:34,op8
1/5/22 0:00,3:35:04,44566.14936,160.1,103.9,9.6,95,95,0.56,1,276,0.475,60,1/5/22 3:36,op8
1/5/22 0:00,3:37:05,44566.15076,160.1,103.9,9.6,95,95,0.46,1,270.5,0.4625,60,1/5/22 3:38,op8
1/5/22 0:00,3:39:05,44566.15215,160.1,103.9,9.6,95,95,0.56,1.3,269.5,0.5025,60,1/5/22 3:40,op8
1/5/22 0:00,3:41:06,44566.15355,160.1,103.9,9.6,95,95,0.46,1.3,276,0.4225,60,1/5/22 3:42,op8
1/5/22 0:00,3:43:07,44566.15495,160.1,103.9,9.6,95,95,0.46,1.3,274,0.44,60,1/5/22 3:44,op8
1/5/22 0:00,3:45:07,44566.15634,160.8,103.9,9.6,95,95,0.48,0.7,271.5,0.4825,60,1/5/22 3:46,op8
1/5/22 0:00,3:47:08,44566.15774,161.5,103.9,9.6,95,95,0.58,0.7,270,0.475,60,1/5/22 3:48,op8
1/5/22 0:00,3:49:09,44566.15914,161.5,103.9,9.6,95,95,0.44,1,269.5,0.445,60,1/5/22 3:49,op8
1/5/22 0:00,3:51:09,44566.16053,161.5,103.9,9.6,95,95,0.38,1,285.5,0.41,60,1/5/22 3:51,op8
1/5/22 0:00,3:53:10,44566.16193,161.5,103.9,9.6,95,95,0.46,1,284.5,0.44,60,1/5/22 3:53,op8
1/5/22 0:00,3:55:11,44566.16333,161.5,103.9,9.6,95,95,0.64,1.3,285.5,0.4675,60,1/5/22 3:55,op8
1/5/22 0:00,3:57:11,44566.16472,161.5,103.9,9.6,95,95,0.38,1.3,290,0.4225,60,1/5/22 3:57,op8
1/5/22 0:00,3:59:12,44566.16612,161.5,103.9,9.6,95,95,0.41,1.3,286.5,0.455,60,1/5/22 3:59,op8
1/5/22 0:00,4:01:12,44566.16751,163,103.9,9.6,95,95,0.38,1.3,289.5,0.4325,60,1/5/22 4:01,op8
1/5/22 0:00,4:03:13,44566.16891,163,103.9,9.6,95,95,0.55,1.3,286,0.465,60,1/5/22 4:03,op8
1/5/22 0:00,4:05:14,44566.17031,163,103.9,9.6,95,95,0.41,1.3,297,0.4025,60,1/5/22 4:05,op8
1/5/22 0:00,4:07:14,44566.1717,163,103.9,9.6,95,95,0.42,1.3,295,0.4575,60,1/5/22 4:07,op8
1/5/22 0:00,4:09:15,44566.1731,163,103.9,9.6,95,95,0.52,0.9,295.5,0.47,60,1/5/22 4:09,op8
1/5/22 0:00,4:11:16,44566.1745,163,103.9,9.6,95,95,0.42,0.9,294.5,0.4675,60,1/5/22 4:11,op8
1/5/22 0:00,4:13:16,44566.17589,163,103.9,9.6,95,95,0.44,0.9,287.5,0.515,60,1/5/22 4:13,op8
1/5/22 0:00,4:15:17,44566.17729,164.5,103.9,9.6,95,95,0.45,0.8,288.5,0.475,60,1/5/22 4:15,op8
1/5/22 0:00,4:17:18,44566.17869,164.5,103.9,9.6,95,95,0.39,0.8,294,0.55,60,1/5/22 4:17,op8
1/5/22 0:00,4:19:18,44566.18008,164.5,103.9,9.6,95,95,0.56,0.6,297,0.4975,60,1/5/22 4:19,op8
1/5/22 0:00,4:21:19,44566.18148,164.5,103.9,9.6,95,95,0.45,0.6,296.5,0.4975,60,1/5/22 4:21,op8
1/5/22 0:00,4:23:20,44566.18288,164.5,103.9,9.6,95,95,0.57,0.6,295,0.5425,60,1/5/22 4:23,op8
1/5/22 0:00,4:25:20,44566.18427,164.5,103.9,9.6,95,95,0.42,0.6,310,0.4525,60,1/5/22 4:25,op8
1/5/22 0:00,4:27:21,44566.18567,165.3,103.9,9.6,95,95,0.43,0.6,308.5,0.4425,60,1/5/22 4:27,op8
1/5/22 0:00,4:29:22,44566.18707,166.1,103.9,9.6,95,95,0.52,0.6,308.5,0.46,60,1/5/22 4:29,op8
1/5/22 0:00,4:31:22,44566.18846,166.1,103.9,9.6,95,95,0.49,0.6,304,0.5225,60,1/5/22 4:31,op8
1/5/22 0:00,4:33:23,44566.18986,166.1,103.9,9.6,95,95,0.46,0.6,295.5,0.46,60,1/5/22 4:33,op8
1/5/22 0:00,4:34:54,44566.19091,166.1,103.9,9.6,95,95,0.4,0.6,294.5,0.4,60,1/5/22 4:35,op8
1/5/22 0:00,4:36:54,44566.1923,166.1,103.9,9.6,95,95,0.44,0.6,294.5,0.44,60,1/5/22 4:37,op8
1/5/22 0:00,4:38:55,44566.1937,166.1,103.9,9.6,95,95,0.47,0.6,290.5,0.465,60,1/5/22 4:39,op8
1/5/22 0:00,4:40:56,44566.1951,166.9,103.9,9.6,95,95,0.48,0.6,294,0.53,60,1/5/22 4:41,op8
1/5/22 0:00,4:43:41,44566.19701,167.7,103.9,9.6,95,95,0.5,0.6,298.5,0.49,60,1/5/22 4:43,op8
1/5/22 0:00,4:45:12,44566.19806,167.7,103.9,9.6,95,95,0.48,1.2,299.5,0.49,60,1/5/22 4:45,op8
1/5/22 0:00,4:47:12,44566.19945,167.7,103.9,9.6,95,95,0.51,1.2,295.5,0.4975,60,1/5/22 4:47,op8
1/5/22 0:00,4:49:13,44566.20085,167.7,103.9,9.6,95,95,0.53,1.4,293.5,0.455,60,1/5/22 4:49,op8
1/5/22 0:00,4:51:13,44566.20224,159.45,103.9,9.6,95,95,0.5,1.4,294,0.46,60,1/5/22 4:51,op8
1/5/22 0:00,5:37:43,44566.23453,168.9,103.9,9.6,95,95,0.42,0.8,291.5,0.396666667,60,1/5/22 5:37,op8
1/5/22 0:00,5:39:14,44566.23558,168.9,103.9,9.6,95,95,0.39,1.3,291,0.7575,60,1/5/22 5:39,op8
1/5/22 0:00,5:41:16,44566.237,168.9,103.9,9.6,95,95,0.89,1.3,292,0.7825,60,1/5/22 5:41,op8
1/5/22 0:00,5:43:19,44566.23842,168.9,103.9,9.6,95,95,0.32,1.3,296.5,0.685,60,1/5/22 5:43,op8
