datetime,pwfs2_see
2021-12-31 11:53:34.205634,0.3414726461863115
2022-01-01 00:08:34.019115,0.0
2022-01-01 00:57:14.316781,0.0
2022-01-01 00:58:04.953508,7.54726475106887
2022-01-01 00:58:55.044313,1.916648030718634
2022-01-01 01:06:26.109998,0.7853224935169003
2022-01-01 01:07:16.086386,0.864124927733887
2022-01-01 01:08:06.046107,0.95681838383091
2022-01-01 01:08:56.036168,0.8579545494799072
2022-01-01 01:09:46.132677,0.7893964517834742
2022-01-01 01:10:36.114451,0.8665213069221424
2022-01-01 02:34:36.769593,0.48440097691621736
2022-01-01 02:35:06.850759,0.5949606720190374
2022-01-01 02:35:36.932264,0.5813301779789586
2022-01-01 02:36:07.013472,0.7853144529822481
2022-01-01 02:36:37.095331,0.7678297967694373
2022-01-01 02:37:07.176470,0.6562503690356456
2022-01-01 02:37:37.257769,0.6127724445435624
2022-01-01 02:38:07.341854,0.5925602932744297
2022-01-01 02:38:37.420881,0.5670138093236456
2022-01-01 02:39:07.502017,0.6943299135125744
2022-01-01 02:39:37.583411,0.5422692930110872
2022-01-01 02:40:07.664786,0.5406671686082899
2022-01-01 02:40:37.747097,0.5420145685995496
2022-01-01 02:41:07.827636,0.5907314827622078
2022-01-01 02:41:37.909035,0.5978341323417908
2022-01-01 02:42:07.990410,0.5876226091404156
2022-01-01 02:42:38.072144,0.4722726383154415
2022-01-01 02:43:08.153259,0.4629984010909702
2022-01-01 02:43:38.234694,0.4647519187755207
2022-01-01 02:44:08.316138,0.5261059815981564
2022-01-01 02:44:38.397808,0.5046009047354914
2022-01-01 02:45:08.478875,0.5378678835600058
2022-01-01 02:45:38.560930,0.5978054404223794
2022-01-01 02:46:08.641689,0.6293413622414253
2022-01-01 02:46:38.723397,0.5962307298199198
2022-01-01 02:47:08.804539,0.5856876506458636
2022-01-01 02:47:38.886015,0.6104751854729353
2022-01-01 02:48:08.967353,0.4748700962179232
2022-01-01 02:48:39.049026,0.5197116474665567
2022-01-01 02:49:09.130204,0.5693607541237897
2022-01-01 02:49:39.211574,0.5803114998091509
2022-01-01 02:50:09.292950,0.5468549833711921
2022-01-01 02:50:39.374692,0.4940286171927969
2022-01-01 02:51:09.455903,0.5271174853895346
2022-01-01 02:51:39.537239,0.4765102246231511
2022-01-01 02:52:09.618578,0.5181898522272216
2022-01-01 02:52:39.700304,0.6663750280059292
2022-01-01 02:55:42.606538,0.5469926306284139
2022-01-01 02:56:12.770353,0.6755246753369571
2022-01-01 02:56:42.934575,0.6719401192272644
2022-01-01 02:57:13.098739,0.6588230213129922
2022-01-01 02:57:43.263278,0.5427439851973805
2022-01-01 02:58:13.427164,0.5948397209365215
2022-01-01 02:58:43.591403,0.5162486351151697
2022-01-01 02:59:13.755626,0.6100471859943933
2022-01-01 02:59:43.920202,0.5017605740597187
2022-01-01 03:00:14.084020,0.5552562772756631
2022-01-01 03:00:44.248220,0.5847768172442412
2022-01-01 03:01:14.412386,0.5491086235223599
2022-01-01 03:01:44.576934,0.5019794410221932
2022-01-01 03:02:14.740884,0.5128539441974005
2022-01-01 03:02:44.905096,0.4845410423026692
2022-01-01 03:03:15.069210,0.5263459018055969
2022-01-01 03:18:39.396906,0.6286433441443345
2022-01-01 03:19:09.477987,0.4966196893663054
2022-01-01 03:19:39.559421,0.526189072097284
2022-01-01 03:20:09.640834,0.5238351106852432
2022-01-01 03:20:39.722476,0.5296234469518333
2022-01-01 03:21:09.803656,0.481488905551913
2022-01-01 03:21:39.885108,0.4274985438353619
2022-01-01 03:22:09.966528,0.42005298063570795
2022-01-01 03:22:40.048144,0.4326357355506327
2022-01-01 03:23:10.129270,0.4593072010732273
2022-01-01 03:23:40.210840,0.5070629383563963
2022-01-01 03:24:10.292079,0.46493103288695076
2022-01-01 03:24:40.373803,0.442370750796751
2022-01-01 03:25:10.454915,0.42398279636507175
2022-01-01 03:25:40.536611,0.5661758087199789
2022-01-01 03:26:10.617720,0.44081996292386955
2022-01-01 03:26:40.699641,0.5099468507103778
2022-01-01 03:27:10.780579,0.4699272914834671
2022-01-01 03:27:40.861966,0.5378686863958938
2022-01-01 03:28:10.943355,0.4488543072456711
2022-01-01 03:28:41.025053,0.5017510805566886
2022-01-01 03:29:11.106223,0.4808963167732929
2022-01-01 03:29:41.187621,0.5487553600541936
2022-01-01 03:30:11.268933,0.4680882337976819
2022-01-01 03:30:41.350670,0.43049121183543976
2022-01-01 03:31:11.431838,0.5135836786263503
2022-01-01 03:31:41.513295,0.5804594692372474
2022-01-01 03:32:11.594591,0.48747006743217747
2022-01-01 03:32:41.676408,0.49808428985670405
2022-01-01 03:33:11.757469,0.49485862595848895
2022-01-01 03:33:41.838904,0.5232190341694688
2022-01-01 03:34:11.920243,0.635136938851068
2022-01-01 03:34:42.001969,0.4678687946194714
2022-01-01 03:35:12.083090,0.5651466366116038
2022-01-01 03:35:42.164568,0.5117311624050433
2022-01-01 03:36:12.245877,0.6435624827452429
2022-01-01 03:36:42.327579,0.5809006898617975
2022-01-01 03:37:12.408731,0.6234630645643904
2022-01-01 03:37:42.490144,0.7917506728428336
2022-01-01 03:38:12.571498,0.7805683329507456
2022-01-01 03:38:42.653200,0.48678118723782254
2022-01-01 03:39:12.734371,0.5032759359636106
2022-01-01 03:39:42.815858,0.470554486894322
2022-01-01 03:40:12.897151,0.522128982012125
2022-01-01 03:40:42.978864,0.48403846200955736
2022-01-01 03:41:13.059992,0.6428316027308404
2022-01-01 03:41:43.141459,0.5481505416155923
2022-01-01 03:45:02.060964,0.5220133104168699
2022-01-01 03:45:32.142037,0.7292557610050908
2022-01-01 03:46:02.223393,0.609537419984783
2022-01-01 03:46:32.304780,0.6179881327474558
2022-01-01 03:47:02.386511,0.7091384179790338
2022-01-01 03:47:32.467608,0.5674825545087914
2022-01-01 03:48:02.549057,0.6397545731607486
2022-01-01 03:48:32.630494,0.5897074012725395
2022-01-01 03:49:02.712139,0.5473733179679005
2022-01-01 03:49:32.793257,0.6047506593918582
2022-01-01 03:50:02.874685,0.603154214016495
2022-01-01 03:50:32.956106,0.6698627754926544
2022-01-01 04:46:26.937026,1.57708903881329
2022-01-01 04:46:57.017916,1.850795467172059
2022-01-01 04:47:27.099363,1.382407999619618
2022-01-01 04:47:57.180698,1.254979841580722
2022-01-01 04:48:27.262485,1.10733531403203
2022-01-01 04:48:57.343605,1.696544910191837
2022-01-01 04:49:27.424968,1.656235661644335
2022-01-01 04:49:57.506350,1.521305838465933
2022-01-01 04:50:42.564548,1.296996185119549
2022-01-01 04:51:12.646023,1.140818247066464
2022-01-01 04:51:42.727398,1.29957578340002
2022-01-01 04:52:12.819006,1.438513553270772
2022-01-01 04:52:42.900293,0.9580134006369704
2022-01-01 04:53:12.981675,1.0726963448698
2022-01-01 04:53:43.063090,0.9431875410447431
2022-01-01 04:54:13.565614,2.117059194874518
2022-01-01 04:54:43.657061,2.346437482321295
2022-01-01 04:55:13.738516,1.120576354100619
2022-01-01 04:55:43.819859,0.9655477248386284
2022-01-01 04:58:12.987631,1.44117875547324
2022-01-01 04:58:43.156571,1.784680373058139
2022-01-01 04:59:13.320795,2.64783834771447
2022-01-01 04:59:43.495184,1.668375504373184
2022-01-01 05:00:13.659292,1.551173196493005
2022-01-01 05:00:43.823470,1.49098411810369
2022-01-01 05:01:13.987706,1.40732651726857
2022-01-01 05:01:44.151871,1.377524476415727
2022-01-01 05:02:14.316133,1.288177154175445
2022-01-01 05:02:44.480329,1.299909089054566
2022-01-01 05:03:14.644486,1.445078392041323
2022-01-01 05:04:17.339714,2.401763293515544
2022-01-01 05:04:47.519053,2.120987945437224
2022-01-01 05:05:17.683259,1.417026878681355
2022-01-01 05:05:47.847493,1.301907125493979
2022-01-01 05:06:18.011619,1.5342909867108
2022-01-01 05:06:48.175966,1.435571236070639
2022-01-01 05:07:18.340141,1.397177193470035
2022-01-01 05:07:48.504266,1.53522522373756
2022-01-01 05:08:34.955569,1.167547694608224
2022-01-01 05:09:05.119370,1.167985469450125
2022-01-01 05:09:35.283582,1.214513676131289
2022-01-01 05:10:28.995848,1.209943620168016
2022-01-01 05:10:59.159515,1.06911085911595
2022-01-01 05:11:29.323730,1.091771398710454
2022-01-01 05:11:59.487908,1.903151041857905
2022-01-01 05:12:29.652431,1.324531530689374
2022-01-01 05:12:59.816373,0.9510467249197138
2022-01-01 05:13:29.980577,0.9088889395942955
2022-01-01 05:14:00.144713,1.398778186947122
2022-01-01 05:14:30.309258,1.489377045943953
2022-01-01 05:15:00.473181,1.352468766902992
2022-01-01 05:15:30.984265,2.836751858154872
2022-01-01 05:16:01.148500,1.108784737541629
2022-01-01 05:16:31.312664,1.041210679255057
2022-01-01 05:17:01.476922,1.18763058828101
2022-01-01 05:17:31.641143,0.9283067760498771
2022-01-01 05:18:01.805349,1.219460588901102
2022-01-01 05:18:31.969488,1.23786475436576
2022-01-01 05:19:02.133815,0.8149161177582686
2022-01-01 05:19:32.297946,0.8607838430592804
2022-01-01 05:20:02.462149,0.7941984974065849
2022-01-01 05:20:33.088885,1.689491114878963
2022-01-01 05:21:03.253074,1.112688851687986
2022-01-01 05:21:33.417269,0.9011592490106274
2022-01-01 05:22:03.581503,0.9821636629685944
2022-01-01 05:22:33.745650,0.9878452085241456
2022-01-01 05:23:03.909889,1.07172773300881
2022-01-01 05:23:34.074101,1.168331226090688
2022-01-01 05:24:04.238329,1.005717091136447
2022-01-01 05:24:34.402454,0.9828747312544952
2022-01-01 05:25:04.566719,0.864569016087102
2022-01-01 05:25:34.730946,0.8110874214826728
2022-01-01 05:26:05.166614,2.234741161191368
2022-01-01 05:26:35.330808,0.7947973536662799
2022-01-01 05:27:05.495164,0.8965455931444046
2022-01-01 05:27:35.659267,0.865574510049305
2022-01-01 05:28:05.823434,0.8135790292465457
2022-01-01 05:28:35.987606,0.8802814014913963
2022-01-01 05:29:06.151853,1.004702184474627
2022-01-01 05:29:36.316157,1.049000456677865
2022-01-01 05:30:06.480288,0.9031236301139586
2022-01-01 05:30:36.644417,0.9118894911217488
2022-01-01 05:31:07.210897,2.087970137948229
2022-01-01 05:31:37.375178,0.9224717233033503
2022-01-01 05:32:07.539316,0.8539524179508468
2022-01-01 05:32:37.703453,1.040736006485008
2022-01-01 05:33:07.867707,0.9893594784105455
2022-01-01 05:33:38.031895,0.9998731383508499
2022-01-01 05:34:08.196188,1.23397392816658
2022-01-01 05:34:38.361452,1.11143807674443
2022-01-01 05:35:08.524528,1.214625279692943
2022-01-01 05:35:38.688751,0.9631933206730668
2022-01-01 05:36:08.853093,0.8930887986276341
2022-01-01 05:38:51.646439,0.9229087457976096
2022-01-01 05:39:21.820412,1.984088132057838
2022-01-01 05:39:51.984589,0.8384386856030129
2022-01-01 05:40:22.148790,0.8553192286385866
2022-01-01 05:40:52.313011,0.9750547082562875
2022-01-01 05:41:50.910561,1.106633224991025
2022-01-01 05:42:21.074849,0.7215492574104005
2022-01-01 05:42:51.284258,1.830272789539812
2022-01-01 05:43:21.448464,0.9611135838678859
2022-01-01 05:43:51.612620,1.047204224970613
2022-01-01 05:44:22.158950,2.439410956103
2022-01-01 05:44:52.323162,0.8589889468014162
2022-01-01 05:45:23.020278,2.344164171904352
2022-01-01 05:45:53.184435,0.9553852817472492
2022-01-01 05:46:23.348698,0.8896313518392207
2022-01-01 05:46:53.512886,0.7209453862037111
2022-01-01 05:47:23.677108,0.7175916655881937
2022-01-01 05:47:53.842174,0.6721530066507538
2022-01-01 08:02:35.662470,6.471798849024119
2022-01-01 08:03:26.601313,1.701112159670799
2022-01-01 08:03:56.766266,1.30615335128354
2022-01-01 08:04:26.929724,1.341245587130267
2022-01-01 08:04:57.093929,1.541346965707944
2022-01-01 08:05:27.258105,1.184320678463113
2022-01-01 08:05:57.422337,1.228219869988957
2022-01-01 08:06:27.586521,1.59037752373897
2022-01-01 08:06:57.750839,1.51382514318902
2022-01-01 08:07:27.914879,1.627769635883964
2022-01-01 08:07:58.079153,1.292368244645459
2022-01-01 08:08:28.243345,1.78636115607345
2022-01-01 08:08:58.407549,1.65147533769059
2022-01-01 08:09:28.571679,1.731089136045207
2022-01-01 08:09:58.736095,2.088795594077214
2022-01-01 08:10:28.900184,1.52768570684446
2022-01-01 08:10:59.064387,1.617040068750154
2022-01-01 10:06:10.804059,0.0
2022-01-01 10:06:10.804072,0.0
2022-01-01 10:06:19.414428,1.617040068750154
2022-01-02 00:28:06.261509,1.601478541538048
2022-01-02 00:28:36.425355,1.349627358479475
2022-01-02 00:29:06.589541,1.329544414151648
2022-01-02 00:29:36.753691,1.369946750439106
2022-01-02 00:30:06.918250,1.382918059367626
2022-01-02 00:30:37.082171,1.532895890913792
2022-01-02 00:31:07.246362,1.5149440102399
2022-01-02 00:31:37.410532,1.456160113505942
2022-01-02 00:32:07.575106,1.862181987249353
2022-01-02 00:32:37.738935,1.120287944708446
2022-01-02 00:33:07.903150,1.389280250241674
2022-01-02 00:33:38.067318,1.090543510176785
2022-01-02 00:34:08.231836,0.9489313222537205
2022-01-02 00:34:38.395832,0.8495811419167641
