datetime,oiwfs_see
2021-12-31 11:54:14.125889,0.0
2022-01-01 01:20:22.125934,0.3019025884630388
2022-01-01 01:28:14.125884,0.5697078543083148
2022-01-01 01:29:01.125888,0.6066918834708134
2022-01-01 01:29:48.125884,0.5848502311694377
2022-01-01 01:30:45.125885,0.6057684870125162
2022-01-01 01:31:25.125883,0.6289128733518199
2022-01-01 01:32:05.125883,0.7803463917146903
2022-01-01 01:32:45.125888,0.7072072846315557
2022-01-01 01:33:25.125888,0.6124692643612094
2022-01-01 01:34:05.125883,0.6091895552511496
2022-01-01 01:35:25.126723,0.7346413626011098
2022-01-01 01:36:05.126744,0.726179553665146
2022-01-01 01:36:45.126724,0.7984012754580757
2022-01-01 01:37:56.125882,0.5878444725148985
2022-01-01 01:38:36.125885,0.7255720478261263
2022-01-01 01:39:17.125887,0.7482630745507372
2022-01-01 01:40:22.125873,0.6358416727154165
2022-01-01 01:41:02.125878,0.6414093741099977
2022-01-01 01:41:43.125885,0.6162551880299876
2022-01-01 01:42:23.125884,0.5351492606538916
2022-01-01 01:43:03.125885,0.5639267389497017
2022-01-01 01:43:43.125890,0.5628216620200764
2022-01-01 01:44:23.125887,0.6429884595497934
2022-01-01 01:45:03.125902,0.6749294029034882
2022-01-01 01:45:43.125887,0.5446851704140997
2022-01-01 01:46:23.125890,0.5193561023490799
2022-01-01 01:47:03.125889,0.6626792562158603
2022-01-01 01:47:43.125914,0.5564946550367207
2022-01-01 01:48:23.125885,0.560142477952018
2022-01-01 01:49:03.125887,0.5564521698112923
2022-01-01 01:49:43.125887,0.5125716799560522
2022-01-01 01:50:23.125882,0.5067843864530569
2022-01-01 01:51:03.125887,0.483896799905151
2022-01-01 01:51:43.125883,0.5911222293387404
2022-01-01 01:52:23.125882,0.6701215517530639
2022-01-01 01:53:03.125884,0.564765749329907
2022-01-01 01:53:43.125884,0.6889694806079429
2022-01-01 01:54:24.125883,0.5999026545680309
2022-01-01 01:55:04.125882,0.49115743878359713
2022-01-01 01:55:44.125944,0.5862405677078923
2022-01-01 01:56:24.125949,0.7238258788512968
2022-01-01 01:57:04.125879,0.5834186807622328
2022-01-01 01:57:44.125885,0.5548410545123651
2022-01-01 01:58:24.125878,0.5877334752743922
2022-01-01 01:59:04.125881,0.6185970479246363
2022-01-01 01:59:44.125886,0.6190318947625112
2022-01-01 02:00:24.125880,0.6007120022789918
2022-01-01 02:01:04.125876,0.7016320519496706
2022-01-01 02:01:44.126719,0.6672836195311977
2022-01-01 02:02:24.126718,0.5121197356098678
2022-01-01 02:03:04.126714,0.5632853554845311
2022-01-01 02:03:44.125882,0.5464872248921971
2022-01-01 02:04:24.125881,0.4971307269778248
2022-01-01 02:07:44.126729,0.7396389053379555
2022-01-01 02:08:24.126731,0.6589052486781855
2022-01-01 02:09:04.126721,0.6933836441273334
2022-01-01 02:09:44.126736,0.6179886048085796
2022-01-01 02:10:24.126719,0.7990392884268268
2022-01-01 02:11:04.126719,0.8068156907698117
2022-01-01 02:11:44.126770,0.5921555988631678
2022-01-01 02:12:24.126718,0.5842458921296142
2022-01-01 02:13:04.126729,0.8304663701632894
2022-01-01 02:13:44.126750,0.5582906288202695
2022-01-01 02:14:24.126722,0.5550911768809667
2022-01-01 02:15:05.126727,0.7325982306370317
2022-01-01 02:15:45.126795,0.5755245424601522
2022-01-01 02:16:25.126715,0.5538064391602369
2022-01-01 02:17:05.126725,0.6701926376831018
2022-01-01 02:17:45.126735,0.6134819849071839
2022-01-01 02:18:25.126742,0.6932866228923829
2022-01-01 02:19:05.126722,0.7155037131171172
2022-01-01 02:19:45.126737,0.8626695940367864
2022-01-01 02:20:25.126755,0.8024478985981175
2022-01-01 02:21:05.126729,0.7956642456170246
2022-01-01 02:21:45.126732,0.6789368001072049
2022-01-01 02:22:25.126746,0.7001150991900525
2022-01-01 02:23:05.126770,0.7236318741083096
2022-01-01 02:23:45.126731,0.7141686228605371
2022-01-01 02:24:25.126726,0.7557253624785947
2022-01-01 02:25:05.126727,0.788056788222828
2022-01-01 02:25:45.126731,0.6265909893601169
2022-01-01 02:26:25.126751,0.6834709216069141
2022-01-01 02:27:05.126726,0.7438979611452822
2022-01-01 02:27:46.126734,0.6762102495905064
2022-01-01 02:28:26.126774,0.7820598637932886
2022-01-01 02:30:06.125896,0.0
2022-01-01 03:51:39.127882,0.3815258112635393
2022-01-01 03:58:35.127938,0.8502176610673698
2022-01-01 03:59:21.127924,0.986172381300533
2022-01-01 04:00:07.127988,0.9843978567311267
2022-01-01 04:00:53.128004,1.21216602394163
2022-01-01 04:01:39.127965,1.205644994594165
2022-01-01 04:02:25.128021,1.00056523328114
2022-01-01 04:03:11.127949,1.24971141483239
