,WVP_P2_ind,WVP_Ext_Wind_ind,WVP_Eq_Wind_group,WVP_cpWind_date_time,WVP_VG_date_time,WVP_P2_date_time,WVP_VG_date_time_num,WVP_cpWindSpeed_mean,WVP_VG_East,WVP_VG_West,WVP_seeing_mean,WVP_VG_date,OP_in
1,1,1,1,4/2/22 22:59,4/2/22 23:01,4/2/22 23:01,1648965670,2.7,30,30,0.398,4/2/22,1
2,1,0,1,4/2/22 22:59,4/2/22 23:01,4/2/22 23:01,1648965703,2.7,30,30,0.446,4/2/22,1
3,1,0,1,4/2/22 22:59,4/2/22 23:02,4/2/22 23:02,1648965730,2.7,30,30,0.429,4/2/22,1
4,1,0,1,4/2/22 22:59,4/2/22 23:02,4/2/22 23:02,1648965760,2.7,30,30,0.418,4/2/22,1
5,1,0,1,4/2/22 22:59,4/2/22 23:03,4/2/22 23:03,1648965792,2.7,30,30,0.339,4/2/22,1
6,1,0,1,4/2/22 22:59,4/2/22 23:03,4/2/22 23:03,1648965811,2.7,30,30,0.589,4/2/22,1
7,1,0,1,4/2/22 22:59,4/2/22 23:04,4/2/22 23:04,1648965855,2.7,30,30,0.617,4/2/22,1
8,1,0,1,4/2/22 22:59,4/2/22 23:04,4/2/22 23:04,1648965882,2.7,30,30,1.001,4/2/22,1
9,1,1,2,4/2/22 23:04,4/2/22 23:05,4/2/22 23:05,1648965915,2.7,30,30,0.446,4/2/22,1
10,1,0,2,4/2/22 23:04,4/2/22 23:05,4/2/22 23:05,1648965945,2.7,30,30,0.511,4/2/22,1
11,1,0,2,4/2/22 23:04,4/2/22 23:06,4/2/22 23:06,1648965973,2.7,30,30,0.418,4/2/22,1
12,1,0,2,4/2/22 23:04,4/2/22 23:06,4/2/22 23:06,1648966001,2.7,30,30,0.384,4/2/22,1
13,1,0,2,4/2/22 23:04,4/2/22 23:07,4/2/22 23:07,1648966036,2.7,30,30,0.359,4/2/22,1
14,1,0,2,4/2/22 23:04,4/2/22 23:07,4/2/22 23:07,1648966059,2.7,30,30,0.349,4/2/22,1
15,1,0,2,4/2/22 23:04,4/2/22 23:08,4/2/22 23:08,1648966096,2.7,30,30,1.178,4/2/22,1
16,1,0,2,4/2/22 23:04,4/2/22 23:08,4/2/22 23:08,1648966129,2.7,30,30,0.586,4/2/22,1
17,1,0,2,4/2/22 23:04,4/2/22 23:09,4/2/22 23:09,1648966163,2.7,30,30,0.479,4/2/22,1
18,1,0,2,4/2/22 23:04,4/2/22 23:09,4/2/22 23:09,1648966184,2.7,30,30,0.386,4/2/22,1
19,1,1,3,4/2/22 23:09,4/2/22 23:10,4/2/22 23:10,1648966227,2.2,30,30,0.336,4/2/22,1
20,1,0,3,4/2/22 23:09,4/2/22 23:10,4/2/22 23:10,1648966256,2.2,30,30,0.363,4/2/22,1
21,1,0,3,4/2/22 23:09,4/2/22 23:11,4/2/22 23:11,1648966270,2.2,30,30,0.4005,4/2/22,1
22,1,0,3,4/2/22 23:09,4/2/22 23:13,4/2/22 23:13,1648966407,2.2,30,30,0.369,4/2/22,1
23,1,0,3,4/2/22 23:09,4/2/22 23:13,4/2/22 23:13,1648966427,2.2,30,30,0.919,4/2/22,1
24,1,0,3,4/2/22 23:09,4/2/22 23:14,4/2/22 23:14,1648966444,2.2,30,30,0.4925,4/2/22,1
25,1,1,4,4/2/22 23:14,4/2/22 23:15,4/2/22 23:15,1648966525,2,30,30,0.402,4/2/22,1
26,1,0,4,4/2/22 23:14,4/2/22 23:16,4/2/22 23:16,1648966583,2,30,30,0.4195,4/2/22,1
27,1,0,4,4/2/22 23:14,4/2/22 23:17,4/2/22 23:17,1648966647,2,30,30,0.382,4/2/22,1
28,1,0,4,4/2/22 23:14,4/2/22 23:17,4/2/22 23:17,1648966678,2,30,30,0.4795,4/2/22,1
29,1,0,4,4/2/22 23:14,4/2/22 23:18,4/2/22 23:18,1648966727,2,30,30,0.719,4/2/22,1
30,1,0,4,4/2/22 23:14,4/2/22 23:19,4/2/22 23:20,1648966793,2,30,30,0.3625,4/2/22,1
31,1,1,5,4/2/22 23:19,4/2/22 23:20,4/2/22 23:21,1648966848,1.6,30,30,0.368,4/2/22,1
32,1,0,5,4/2/22 23:19,4/2/22 23:21,4/2/22 23:21,1648966881,1.6,30,30,0.345,4/2/22,1
33,1,0,5,4/2/22 23:19,4/2/22 23:21,4/2/22 23:22,1648966919,1.6,30,30,0.452,4/2/22,1
34,1,0,5,4/2/22 23:19,4/2/22 23:22,4/2/22 23:23,1648966977,1.6,30,30,0.364,4/2/22,1
35,1,0,5,4/2/22 23:19,4/2/22 23:23,4/2/22 23:23,1648966992,1.6,30,30,0.512,4/2/22,1
36,1,0,5,4/2/22 23:19,4/2/22 23:23,4/2/22 23:24,1648967039,1.6,30,30,0.755,4/2/22,1
37,1,0,5,4/2/22 23:19,4/2/22 23:24,4/2/22 23:24,1648967054,1.6,30,30,0.422666667,4/2/22,1
38,1,1,6,4/2/22 23:24,4/2/22 23:26,4/2/22 23:26,1648967162,2.2,30,30,0.448,4/2/22,1
39,1,0,6,4/2/22 23:24,4/2/22 23:26,4/2/22 23:26,1648967164,2.2,30,30,0.467,4/2/22,1
40,1,0,6,4/2/22 23:24,4/2/22 23:26,4/2/22 23:27,1648967208,2.2,30,30,0.369,4/2/22,1
41,1,0,6,4/2/22 23:24,4/2/22 23:27,4/2/22 23:27,1648967249,2.2,30,30,0.344,4/2/22,1
42,1,0,6,4/2/22 23:24,4/2/22 23:27,4/2/22 23:28,1648967256,2.2,30,30,0.316,4/2/22,1
43,1,0,6,4/2/22 23:24,4/2/22 23:28,4/2/22 23:28,1648967303,2.2,30,30,0.374,4/2/22,1
44,1,0,6,4/2/22 23:24,4/2/22 23:29,4/2/22 23:29,1648967341,2.2,30,30,0.589,4/2/22,1
45,1,1,7,4/2/22 23:29,4/2/22 23:30,4/2/22 23:30,1648967402,2.6,30,30,0.372,4/2/22,1
46,1,0,7,4/2/22 23:29,4/2/22 23:30,4/2/22 23:30,1648967408,2.6,30,30,0.404,4/2/22,1
47,1,0,7,4/2/22 23:29,4/2/22 23:31,4/2/22 23:31,1648967493,2.6,30,30,0.322,4/2/22,1
48,1,0,7,4/2/22 23:29,4/2/22 23:31,4/2/22 23:32,1648967509,2.6,30,30,0.448,4/2/22,1
49,1,0,7,4/2/22 23:29,4/2/22 23:32,4/2/22 23:33,1648967578,2.6,30,30,0.359,4/2/22,1
50,1,0,7,4/2/22 23:29,4/2/22 23:33,4/2/22 23:34,1648967639,2.6,30,30,0.351,4/2/22,1
51,1,0,7,4/2/22 23:29,4/2/22 23:34,4/2/22 23:34,1648967664,2.6,30,30,0.378,4/2/22,1
52,1,1,8,4/4/22 23:49,4/4/22 23:51,4/4/22 23:51,1649141464,9.2,0,0,1.304,4/4/22,1
53,1,0,8,4/4/22 23:49,4/4/22 23:51,4/4/22 23:51,1649141502,9.2,0,0,0.863,4/4/22,1
54,1,0,8,4/4/22 23:49,4/4/22 23:53,4/4/22 23:53,1649141624,9.2,0,0,0.65,4/4/22,1
55,1,0,8,4/4/22 23:49,4/4/22 23:53,4/4/22 23:54,1649141640,9.2,0,0,0.517,4/4/22,1
56,1,0,8,4/4/22 23:49,4/4/22 23:54,4/4/22 23:54,1649141674,9.2,0,0,0.436,4/4/22,1
57,1,1,9,4/4/22 23:54,4/4/22 23:55,4/4/22 23:55,1649141715,10.2,0,0,0.533,4/4/22,1
58,1,0,9,4/4/22 23:54,4/4/22 23:56,4/4/22 23:56,1649141784,10.2,0,0,0.6745,4/4/22,1
59,1,0,9,4/4/22 23:54,4/4/22 23:57,4/4/22 23:57,1649141859,10.2,0,0,1.211,4/4/22,1
60,1,0,9,4/4/22 23:54,4/4/22 23:57,4/4/22 23:58,1649141863,10.2,0,0,0.703,4/4/22,1
61,1,0,9,4/4/22 23:54,4/4/22 23:58,4/4/22 23:58,1649141901,10.2,0,0,0.73,4/4/22,1
62,1,0,9,4/4/22 23:54,4/4/22 23:58,4/4/22 23:59,1649141937,10.2,0,0,1.1595,4/4/22,1
63,1,1,10,4/4/22 23:59,4/5/22 0:00,4/5/22 0:00,1649142004,9.8,0,0,0.895333333,4/5/22,1
64,1,0,10,4/4/22 23:59,4/5/22 0:01,4/5/22 0:01,1649142100,9.8,0,0,0.904,4/5/22,1
65,1,0,10,4/4/22 23:59,4/5/22 0:02,4/5/22 0:02,1649142129,9.8,0,0,0.807,4/5/22,1
66,1,1,11,4/5/22 0:04,4/5/22 0:07,4/5/22 0:07,1649142422,11.1,10,10,0.761,4/5/22,1
67,1,0,11,4/5/22 0:04,4/5/22 0:07,4/5/22 0:07,1649142451,11.1,10,10,0.796,4/5/22,1
68,1,0,11,4/5/22 0:04,4/5/22 0:08,4/5/22 0:08,1649142483,11.1,10,10,0.68,4/5/22,1
69,1,0,11,4/5/22 0:04,4/5/22 0:08,4/5/22 0:08,1649142511,11.1,10,10,0.769,4/5/22,1
70,1,0,11,4/5/22 0:04,4/5/22 0:09,4/5/22 0:09,1649142542,11.1,10,10,0.785,4/5/22,1
71,1,0,11,4/5/22 0:04,4/5/22 0:09,4/5/22 0:09,1649142573,11.1,10,10,1.345,4/5/22,1
72,1,0,11,4/5/22 0:04,4/5/22 0:09,4/5/22 0:10,1649142597,11.1,10,10,1.321,4/5/22,1
73,1,1,12,4/5/22 0:09,4/5/22 0:10,4/5/22 0:10,1649142633,11.4,10,10,0.926,4/5/22,1
74,1,0,12,4/5/22 0:09,4/5/22 0:11,4/5/22 0:11,1649142663,11.4,10,10,0.764,4/5/22,1
75,1,0,12,4/5/22 0:09,4/5/22 0:11,4/5/22 0:11,1649142693,11.4,10,10,0.727,4/5/22,1
76,1,0,12,4/5/22 0:09,4/5/22 0:12,4/5/22 0:12,1649142723,11.4,10,10,0.767,4/5/22,1
77,1,0,12,4/5/22 0:09,4/5/22 0:12,4/5/22 0:12,1649142752,11.4,10,10,0.725,4/5/22,1
78,1,0,12,4/5/22 0:09,4/5/22 0:13,4/5/22 0:13,1649142807,11.4,10,10,1.385,4/5/22,1
79,1,0,12,4/5/22 0:09,4/5/22 0:13,4/5/22 0:13,1649142839,11.4,10,10,1.267,4/5/22,1
80,1,0,12,4/5/22 0:09,4/5/22 0:14,4/5/22 0:14,1649142869,11.4,10,10,0.638,4/5/22,1
81,1,1,13,4/5/22 0:14,4/5/22 0:16,4/5/22 0:16,1649142981,11.2,10,10,1.379,4/5/22,1
82,1,0,13,4/5/22 0:14,4/5/22 0:16,4/5/22 0:16,1649143012,11.2,10,10,0.657,4/5/22,1
83,1,0,13,4/5/22 0:14,4/5/22 0:17,4/5/22 0:17,1649143039,11.2,10,10,0.791,4/5/22,1
84,1,0,13,4/5/22 0:14,4/5/22 0:17,4/5/22 0:17,1649143070,11.2,10,10,0.787,4/5/22,1
85,1,0,13,4/5/22 0:14,4/5/22 0:18,4/5/22 0:18,1649143093,11.2,10,10,0.734,4/5/22,1
86,1,0,13,4/5/22 0:14,4/5/22 0:18,4/5/22 0:18,1649143131,11.2,10,10,0.719,4/5/22,1
87,1,0,13,4/5/22 0:14,4/5/22 0:19,4/5/22 0:19,1649143161,11.2,10,10,0.734,4/5/22,1
88,1,0,13,4/5/22 0:14,4/5/22 0:19,4/5/22 0:19,1649143191,11.2,10,10,0.733,4/5/22,1
89,1,1,14,4/5/22 0:19,4/5/22 0:20,4/5/22 0:20,1649143222,11.7,10,10,0.773,4/5/22,1
90,1,0,14,4/5/22 0:19,4/5/22 0:20,4/5/22 0:20,1649143252,11.7,10,10,0.778,4/5/22,1
91,1,0,14,4/5/22 0:19,4/5/22 0:21,4/5/22 0:21,1649143282,11.7,10,10,0.756,4/5/22,1
92,1,0,14,4/5/22 0:19,4/5/22 0:21,4/5/22 0:21,1649143312,11.7,10,10,1.617,4/5/22,1
93,1,0,14,4/5/22 0:19,4/5/22 0:22,4/5/22 0:22,1649143341,11.7,10,10,0.953,4/5/22,1
94,1,0,14,4/5/22 0:19,4/5/22 0:22,4/5/22 0:22,1649143372,11.7,10,10,1.008,4/5/22,1
95,1,0,14,4/5/22 0:19,4/5/22 0:23,4/5/22 0:23,1649143397,11.7,10,10,0.85,4/5/22,1
96,1,0,14,4/5/22 0:19,4/5/22 0:23,4/5/22 0:23,1649143432,11.7,10,10,0.892,4/5/22,1
97,1,0,14,4/5/22 0:19,4/5/22 0:24,4/5/22 0:24,1649143462,11.7,10,10,0.889,4/5/22,1
98,1,0,14,4/5/22 0:19,4/5/22 0:24,4/5/22 0:24,1649143492,11.7,10,10,0.849,4/5/22,1
99,1,1,15,4/5/22 0:24,4/5/22 0:25,4/5/22 0:25,1649143523,10,10,10,0.822,4/5/22,1
100,1,0,15,4/5/22 0:24,4/5/22 0:25,4/5/22 0:25,1649143553,10,10,10,0.8,4/5/22,1
101,1,0,15,4/5/22 0:24,4/5/22 0:26,4/5/22 0:26,1649143579,10,10,10,0.675,4/5/22,1
102,1,0,15,4/5/22 0:24,4/5/22 0:26,4/5/22 0:26,1649143613,10,10,10,0.677,4/5/22,1
103,1,0,15,4/5/22 0:24,4/5/22 0:27,4/5/22 0:27,1649143643,10,10,10,0.706,4/5/22,1
104,1,0,15,4/5/22 0:24,4/5/22 0:27,4/5/22 0:27,1649143673,10,10,10,0.692,4/5/22,1
105,1,0,15,4/5/22 0:24,4/5/22 0:28,4/5/22 0:28,1649143702,10,10,10,0.686,4/5/22,1
106,1,0,15,4/5/22 0:24,4/5/22 0:28,4/5/22 0:28,1649143733,10,10,10,0.66,4/5/22,1
107,1,0,15,4/5/22 0:24,4/5/22 0:29,4/5/22 0:29,1649143761,10,10,10,0.681,4/5/22,1
108,1,0,15,4/5/22 0:24,4/5/22 0:29,4/5/22 0:29,1649143792,10,10,10,0.738,4/5/22,1
109,1,1,16,4/5/22 0:29,4/5/22 0:30,4/5/22 0:30,1649143824,11.5,10,10,0.638,4/5/22,1
110,1,0,16,4/5/22 0:29,4/5/22 0:30,4/5/22 0:30,1649143854,11.5,10,10,0.698,4/5/22,1
111,1,0,16,4/5/22 0:29,4/5/22 0:31,4/5/22 0:31,1649143883,11.5,10,10,0.689,4/5/22,1
112,1,0,16,4/5/22 0:29,4/5/22 0:31,4/5/22 0:31,1649143914,11.5,10,10,0.754,4/5/22,1
113,1,1,17,4/5/22 0:39,4/5/22 0:43,4/5/22 0:43,1649144626,9.2,10,10,1.17,4/5/22,1
114,1,0,17,4/5/22 0:39,4/5/22 0:44,4/5/22 0:44,1649144656,9.2,10,10,0.609,4/5/22,1
115,1,0,17,4/5/22 0:39,4/5/22 0:44,4/5/22 0:44,1649144687,9.2,10,10,0.583,4/5/22,1
116,1,1,18,4/5/22 0:44,4/5/22 0:45,4/5/22 0:45,1649144716,9.8,10,10,0.842,4/5/22,1
117,1,0,18,4/5/22 0:44,4/5/22 0:45,4/5/22 0:45,1649144747,9.8,10,10,0.719,4/5/22,1
118,1,0,18,4/5/22 0:44,4/5/22 0:46,4/5/22 0:46,1649144774,9.8,10,10,0.683,4/5/22,1
119,1,0,18,4/5/22 0:44,4/5/22 0:46,4/5/22 0:46,1649144807,9.8,10,10,0.745,4/5/22,1
120,1,0,18,4/5/22 0:44,4/5/22 0:47,4/5/22 0:47,1649144831,9.8,10,10,0.67,4/5/22,1
121,1,0,18,4/5/22 0:44,4/5/22 0:47,4/5/22 0:47,1649144867,9.8,10,10,0.854,4/5/22,1
122,1,0,18,4/5/22 0:44,4/5/22 0:48,4/5/22 0:48,1649144897,9.8,10,10,0.674,4/5/22,1
123,1,0,18,4/5/22 0:44,4/5/22 0:48,4/5/22 0:48,1649144927,9.8,10,10,0.768,4/5/22,1
124,1,0,18,4/5/22 0:44,4/5/22 0:49,4/5/22 0:49,1649144943,9.8,10,10,0.692,4/5/22,1
125,1,0,18,4/5/22 0:44,4/5/22 0:49,4/5/22 0:49,1649144984,9.8,10,10,0.58,4/5/22,1
126,1,1,19,4/5/22 0:49,4/5/22 0:50,4/5/22 0:50,1649145015,11.5,10,10,0.63,4/5/22,1
127,1,0,19,4/5/22 0:49,4/5/22 0:50,4/5/22 0:50,1649145048,11.5,10,10,0.751,4/5/22,1
128,1,0,19,4/5/22 0:49,4/5/22 0:51,4/5/22 0:51,1649145077,11.5,10,10,0.805,4/5/22,1
129,1,0,19,4/5/22 0:49,4/5/22 0:51,4/5/22 0:51,1649145108,11.5,10,10,0.897,4/5/22,1
130,1,0,19,4/5/22 0:49,4/5/22 0:52,4/5/22 0:52,1649145138,11.5,10,10,0.844,4/5/22,1
131,1,0,19,4/5/22 0:49,4/5/22 0:52,4/5/22 0:52,1649145168,11.5,10,10,0.83,4/5/22,1
132,1,0,19,4/5/22 0:49,4/5/22 0:53,4/5/22 0:53,1649145198,11.5,10,10,0.842,4/5/22,1
133,1,0,19,4/5/22 0:49,4/5/22 0:53,4/5/22 0:53,1649145227,11.5,10,10,0.778,4/5/22,1
134,1,0,19,4/5/22 0:49,4/5/22 0:54,4/5/22 0:54,1649145257,11.5,10,10,0.802,4/5/22,1
135,1,0,19,4/5/22 0:49,4/5/22 0:54,4/5/22 0:54,1649145288,11.5,10,10,0.781,4/5/22,1
136,1,1,20,4/5/22 0:54,4/5/22 0:55,4/5/22 0:55,1649145317,12.9,10,10,1.479,4/5/22,1
137,1,0,20,4/5/22 0:54,4/5/22 0:55,4/5/22 0:55,1649145350,12.9,10,10,0.893,4/5/22,1
138,1,0,20,4/5/22 0:54,4/5/22 0:56,4/5/22 0:56,1649145378,12.9,10,10,0.726,4/5/22,1
139,1,0,20,4/5/22 0:54,4/5/22 0:56,4/5/22 0:56,1649145406,12.9,10,10,0.853,4/5/22,1
140,1,0,20,4/5/22 0:54,4/5/22 0:57,4/5/22 0:57,1649145439,12.9,10,10,0.755,4/5/22,1
141,1,0,20,4/5/22 0:54,4/5/22 0:57,4/5/22 0:57,1649145466,12.9,10,10,0.814,4/5/22,1
142,1,0,20,4/5/22 0:54,4/5/22 0:58,4/5/22 0:58,1649145498,12.9,10,10,0.741,4/5/22,1
143,1,0,20,4/5/22 0:54,4/5/22 0:58,4/5/22 0:58,1649145527,12.9,10,10,0.802,4/5/22,1
144,1,0,20,4/5/22 0:54,4/5/22 0:59,4/5/22 0:59,1649145559,12.9,10,10,1.032,4/5/22,1
145,1,0,20,4/5/22 0:54,4/5/22 0:59,4/5/22 0:59,1649145586,12.9,10,10,0.898,4/5/22,1
146,1,1,21,4/5/22 0:59,4/5/22 1:00,4/5/22 1:00,1649145616,10,10,10,1.055,4/5/22,1
147,1,0,21,4/5/22 0:59,4/5/22 1:00,4/5/22 1:00,1649145650,10,10,10,1.076,4/5/22,1
148,1,0,21,4/5/22 0:59,4/5/22 1:01,4/5/22 1:01,1649145679,10,10,10,1.016,4/5/22,1
149,1,0,21,4/5/22 0:59,4/5/22 1:01,4/5/22 1:01,1649145710,10,10,10,0.854,4/5/22,1
150,1,0,21,4/5/22 0:59,4/5/22 1:02,4/5/22 1:02,1649145740,10,10,10,0.717,4/5/22,1
151,1,0,21,4/5/22 0:59,4/5/22 1:02,4/5/22 1:02,1649145771,10,10,10,0.863,4/5/22,1
152,1,0,21,4/5/22 0:59,4/5/22 1:03,4/5/22 1:03,1649145799,10,10,10,0.846,4/5/22,1
153,1,0,21,4/5/22 0:59,4/5/22 1:03,4/5/22 1:03,1649145812,10,10,10,0.878,4/5/22,1
154,1,0,21,4/5/22 0:59,4/5/22 1:04,4/5/22 1:04,1649145861,10,10,10,1.018,4/5/22,1
155,1,0,21,4/5/22 0:59,4/5/22 1:04,4/5/22 1:04,1649145891,10,10,10,0.793,4/5/22,1
156,1,1,22,4/5/22 1:04,4/5/22 1:05,4/5/22 1:05,1649145920,12.2,10,10,0.708,4/5/22,1
157,1,0,22,4/5/22 1:04,4/5/22 1:05,4/5/22 1:05,1649145951,12.2,10,10,0.683,4/5/22,1
158,1,0,22,4/5/22 1:04,4/5/22 1:06,4/5/22 1:06,1649145981,12.2,10,10,1.475,4/5/22,1
159,1,0,22,4/5/22 1:04,4/5/22 1:06,4/5/22 1:06,1649146012,12.2,10,10,0.744,4/5/22,1
160,1,0,22,4/5/22 1:04,4/5/22 1:07,4/5/22 1:07,1649146042,12.2,10,10,0.721,4/5/22,1
161,1,0,22,4/5/22 1:04,4/5/22 1:07,4/5/22 1:07,1649146072,12.2,10,10,0.596,4/5/22,1
162,1,0,22,4/5/22 1:04,4/5/22 1:08,4/5/22 1:08,1649146101,12.2,10,10,0.655,4/5/22,1
163,1,0,22,4/5/22 1:04,4/5/22 1:08,4/5/22 1:08,1649146132,12.2,10,10,0.761,4/5/22,1
164,1,0,22,4/5/22 1:04,4/5/22 1:09,4/5/22 1:09,1649146162,12.2,10,10,0.618,4/5/22,1
165,1,0,22,4/5/22 1:04,4/5/22 1:09,4/5/22 1:09,1649146193,12.2,10,10,0.784,4/5/22,1
166,1,1,23,4/5/22 1:09,4/5/22 1:10,4/5/22 1:10,1649146221,11.7,10,10,0.792,4/5/22,1
167,1,0,23,4/5/22 1:09,4/5/22 1:10,4/5/22 1:10,1649146229,11.7,10,10,0.572,4/5/22,1
168,1,0,23,4/5/22 1:09,4/5/22 1:11,4/5/22 1:11,1649146281,11.7,10,10,0.783,4/5/22,1
169,1,0,23,4/5/22 1:09,4/5/22 1:11,4/5/22 1:11,1649146311,11.7,10,10,0.731,4/5/22,1
170,1,0,23,4/5/22 1:09,4/5/22 1:12,4/5/22 1:12,1649146343,11.7,10,10,0.603,4/5/22,1
171,1,0,23,4/5/22 1:09,4/5/22 1:12,4/5/22 1:12,1649146370,11.7,10,10,0.637,4/5/22,1
172,1,0,23,4/5/22 1:09,4/5/22 1:13,4/5/22 1:13,1649146403,11.7,10,10,0.636,4/5/22,1
173,1,0,23,4/5/22 1:09,4/5/22 1:13,4/5/22 1:13,1649146433,11.7,10,10,0.779,4/5/22,1
174,1,0,23,4/5/22 1:09,4/5/22 1:14,4/5/22 1:14,1649146463,11.7,10,10,0.831,4/5/22,1
175,1,0,23,4/5/22 1:09,4/5/22 1:14,4/5/22 1:14,1649146493,11.7,10,10,0.645,4/5/22,1
176,1,1,24,4/5/22 1:14,4/5/22 1:15,4/5/22 1:15,1649146524,11.2,10,10,0.671,4/5/22,1
177,1,0,24,4/5/22 1:14,4/5/22 1:15,4/5/22 1:15,1649146554,11.2,10,10,0.784,4/5/22,1
178,1,0,24,4/5/22 1:14,4/5/22 1:16,4/5/22 1:16,1649146582,11.2,10,10,0.711,4/5/22,1
179,1,0,24,4/5/22 1:14,4/5/22 1:16,4/5/22 1:16,1649146613,11.2,10,10,0.713,4/5/22,1
180,1,0,24,4/5/22 1:14,4/5/22 1:17,4/5/22 1:17,1649146632,11.2,10,10,1.539,4/5/22,1
181,1,0,24,4/5/22 1:14,4/5/22 1:17,4/5/22 1:17,1649146674,11.2,10,10,0.565,4/5/22,1
182,1,0,24,4/5/22 1:14,4/5/22 1:18,4/5/22 1:18,1649146703,11.2,10,10,0.608,4/5/22,1
183,1,0,24,4/5/22 1:14,4/5/22 1:18,4/5/22 1:18,1649146734,11.2,10,10,0.673,4/5/22,1
184,1,0,24,4/5/22 1:14,4/5/22 1:19,4/5/22 1:19,1649146764,11.2,10,10,0.765,4/5/22,1
185,1,0,24,4/5/22 1:14,4/5/22 1:19,4/5/22 1:19,1649146793,11.2,10,10,0.659,4/5/22,1
186,1,0,24,4/5/22 1:14,4/5/22 1:20,4/5/22 1:20,1649146824,11.2,10,10,0.624,4/5/22,1
187,1,0,24,4/5/22 1:14,4/5/22 1:20,4/5/22 1:20,1649146855,11.2,10,10,0.699,4/5/22,1
188,1,0,24,4/5/22 1:14,4/5/22 1:21,4/5/22 1:21,1649146885,11.2,10,10,0.92,4/5/22,1
189,1,0,24,4/5/22 1:14,4/5/22 1:21,4/5/22 1:21,1649146915,11.2,10,10,0.669,4/5/22,1
190,1,0,24,4/5/22 1:14,4/5/22 1:22,4/5/22 1:22,1649146945,11.2,10,10,0.562,4/5/22,1
191,1,0,24,4/5/22 1:14,4/5/22 1:22,4/5/22 1:22,1649146974,11.2,10,10,0.54,4/5/22,1
192,1,0,24,4/5/22 1:14,4/5/22 1:23,4/5/22 1:23,1649147004,11.2,10,10,0.743,4/5/22,1
193,1,0,24,4/5/22 1:14,4/5/22 1:23,4/5/22 1:23,1649147027,11.2,10,10,0.656,4/5/22,1
194,1,0,24,4/5/22 1:14,4/5/22 1:24,4/5/22 1:24,1649147065,11.2,10,10,0.807,4/5/22,1
195,1,0,24,4/5/22 1:14,4/5/22 1:24,4/5/22 1:24,1649147095,11.2,10,10,0.728,4/5/22,1
196,1,1,25,4/5/22 1:24,4/5/22 1:25,4/5/22 1:25,1649147125,10.5,10,10,0.684,4/5/22,1
197,1,0,25,4/5/22 1:24,4/5/22 1:25,4/5/22 1:25,1649147155,10.5,10,10,0.766,4/5/22,1
198,1,0,25,4/5/22 1:24,4/5/22 1:26,4/5/22 1:26,1649147185,10.5,10,10,0.786,4/5/22,1
199,1,0,25,4/5/22 1:24,4/5/22 1:26,4/5/22 1:26,1649147212,10.5,10,10,0.588,4/5/22,1
200,1,0,25,4/5/22 1:24,4/5/22 1:27,4/5/22 1:27,1649147245,10.5,10,10,0.629,4/5/22,1
201,1,0,25,4/5/22 1:24,4/5/22 1:27,4/5/22 1:27,1649147274,10.5,10,10,0.601,4/5/22,1
202,1,0,25,4/5/22 1:24,4/5/22 1:28,4/5/22 1:28,1649147306,10.5,10,10,1.61,4/5/22,1
203,1,0,25,4/5/22 1:24,4/5/22 1:28,4/5/22 1:28,1649147336,10.5,10,10,0.626,4/5/22,1
204,1,0,25,4/5/22 1:24,4/5/22 1:29,4/5/22 1:29,1649147366,10.5,10,10,0.619,4/5/22,1
205,1,0,25,4/5/22 1:24,4/5/22 1:29,4/5/22 1:29,1649147395,10.5,10,10,0.681,4/5/22,1
206,1,1,26,4/5/22 1:29,4/5/22 1:30,4/5/22 1:30,1649147411,11.1,10,10,0.626,4/5/22,1
207,1,0,26,4/5/22 1:29,4/5/22 1:30,4/5/22 1:30,1649147454,11.1,10,10,0.618,4/5/22,1
208,1,0,26,4/5/22 1:29,4/5/22 1:31,4/5/22 1:31,1649147487,11.1,10,10,0.556,4/5/22,1
209,1,0,26,4/5/22 1:29,4/5/22 1:31,4/5/22 1:31,1649147517,11.1,10,10,0.618,4/5/22,1
210,1,0,26,4/5/22 1:29,4/5/22 1:32,4/5/22 1:32,1649147547,11.1,10,10,0.586,4/5/22,1
211,1,0,26,4/5/22 1:29,4/5/22 1:32,4/5/22 1:32,1649147575,11.1,10,10,0.477,4/5/22,1
212,1,0,26,4/5/22 1:29,4/5/22 1:33,4/5/22 1:33,1649147604,11.1,10,10,0.532,4/5/22,1
213,1,0,26,4/5/22 1:29,4/5/22 1:33,4/5/22 1:33,1649147635,11.1,10,10,0.529,4/5/22,1
214,1,0,26,4/5/22 1:29,4/5/22 1:34,4/5/22 1:34,1649147666,11.1,10,10,0.453,4/5/22,1
215,1,0,26,4/5/22 1:29,4/5/22 1:34,4/5/22 1:34,1649147696,11.1,10,10,0.554,4/5/22,1
216,1,1,27,4/5/22 1:34,4/5/22 1:35,4/5/22 1:35,1649147725,11.6,10,10,0.55,4/5/22,1
217,1,0,27,4/5/22 1:34,4/5/22 1:35,4/5/22 1:35,1649147758,11.6,10,10,0.649,4/5/22,1
218,1,0,27,4/5/22 1:34,4/5/22 1:36,4/5/22 1:36,1649147787,11.6,10,10,0.876,4/5/22,1
219,1,0,27,4/5/22 1:34,4/5/22 1:36,4/5/22 1:36,1649147804,11.6,10,10,0.743,4/5/22,1
220,1,0,27,4/5/22 1:34,4/5/22 1:37,4/5/22 1:37,1649147847,11.6,10,10,0.687,4/5/22,1
