"group","P2_ind","V1_date","V1_date_time","V1_date_time_num","Vent_Gate_1","Vent_Gate_2","Seeing_mean"
0,1,"04/08/2022",2022-04-08 05:01:47,1649419307.42947,15,50,0.57621217
38,1,"04/08/2022",2022-04-08 05:02:17,1649419337.59364,15,50,0.545948994
0,1,"04/08/2022",2022-04-08 05:04:48,1649419488.41446,15,50,0.47918518
39,1,"04/10/2022",2022-04-10 05:25:01,1649593501.40443,0,0,1.01333059179104
40,1,"04/10/2022",2022-04-10 06:01:18,1649595678.12405,0,0,0.8966977
41,1,"04/11/2022",2022-04-11 00:16:28,1649661388.94894,0,0,0.6998901
0,1,"04/11/2022",2022-04-11 00:16:59,1649661419.11284,0,0,0.52729724
0,1,"04/11/2022",2022-04-11 00:17:29,1649661449.27697,0,0,0.55278945
0,1,"04/11/2022",2022-04-11 00:17:59,1649661479.44124,0,0,0.72305294
0,1,"04/11/2022",2022-04-11 00:18:29,1649661509.60561,0,0,0.66825525
0,1,"04/11/2022",2022-04-11 00:18:59,1649661539.76948,0,0,0.83081447
0,1,"04/11/2022",2022-04-11 00:19:29,1649661569.93365,0,13,0.74740643
0,1,"04/11/2022",2022-04-11 00:20:00,1649661600.09776,10,64,0.6658759
42,1,"04/11/2022",2022-04-11 00:20:30,1649661630.26227,10,80,0.796725875
0,1,"04/11/2022",2022-04-11 00:21:30,1649661690.59163,10,80,0.74093658
43,1,"04/11/2022",2022-04-11 00:22:11,1649661731.95863,10,80,0.931360063333333
44,1,"04/11/2022",2022-04-11 00:24:00,1649661840.60919,10,80,0.68564145
0,1,"04/11/2022",2022-04-11 00:25:00,1649661900.93729,10,80,0.44265376
0,1,"04/11/2022",2022-04-11 00:25:31,1649661931.10146,10,80,0.63353512
0,1,"04/11/2022",2022-04-11 00:26:01,1649661961.26587,10,80,0.77038181
0,1,"04/11/2022",2022-04-11 00:26:31,1649661991.42974,10,80,0.62686352
0,1,"04/11/2022",2022-04-11 00:27:01,1649662021.5939,10,80,0.57788322
0,1,"04/11/2022",2022-04-11 00:27:31,1649662051.75801,10,80,0.69615102
0,1,"04/11/2022",2022-04-11 00:28:01,1649662081.92249,10,80,0.92024629
45,1,"04/11/2022",2022-04-11 00:28:32,1649662112.08642,10,80,0.85010958
0,1,"04/11/2022",2022-04-11 00:29:32,1649662172.41466,10,80,0.80552059
0,1,"04/11/2022",2022-04-11 00:30:02,1649662202.57915,10,80,0.97894767
0,1,"04/11/2022",2022-04-11 00:30:32,1649662232.74302,10,80,0.73887642
46,1,"04/11/2022",2022-04-11 00:31:02,1649662262.90719,10,80,0.88826486
0,1,"04/11/2022",2022-04-11 00:33:03,1649662383.56385,10,80,0.59486184
0,1,"04/11/2022",2022-04-11 00:33:33,1649662413.72796,10,80,0.7290311
0,1,"04/11/2022",2022-04-11 00:34:03,1649662443.89239,10,80,0.75600947
0,1,"04/11/2022",2022-04-11 00:34:34,1649662474.05629,10,80,0.78065521
47,1,"04/11/2022",2022-04-11 00:35:04,1649662504.22057,10,80,1.13287885
0,1,"04/11/2022",2022-04-11 00:36:04,1649662564.54903,10,80,1.0005352
48,1,"04/11/2022",2022-04-11 00:36:34,1649662594.71295,10,80,0.847832113333333
0,1,"04/11/2022",2022-04-11 00:38:05,1649662685.20571,10,80,0.77264715
0,1,"04/11/2022",2022-04-11 00:38:35,1649662715.3696,10,80,0.78728037
49,1,"04/11/2022",2022-04-11 00:39:05,1649662745.53377,10,80,0.81673443
0,1,"04/11/2022",2022-04-11 00:40:05,1649662805.86235,10,80,1.0295321
50,1,"04/11/2022",2022-04-11 00:40:36,1649662836.02628,10,80,0.786684823333333
0,1,"04/11/2022",2022-04-11 00:42:06,1649662926.51895,10,80,0.73394722
0,1,"04/11/2022",2022-04-11 00:42:36,1649662956.68288,10,80,0.62437311
0,1,"04/11/2022",2022-04-11 00:43:06,1649662986.84703,10,80,0.7376035
0,1,"04/11/2022",2022-04-11 00:43:37,1649663017.01165,10,80,0.84062123
51,1,"04/11/2022",2022-04-11 00:44:07,1649663047.1757,10,80,0.72762637
0,1,"04/11/2022",2022-04-11 00:45:07,1649663107.50388,10,80,0.72217201
0,1,"04/11/2022",2022-04-11 00:45:37,1649663137.6678,10,80,0.78812582
0,1,"04/11/2022",2022-04-11 00:46:07,1649663167.83227,10,80,0.73168922
0,1,"04/11/2022",2022-04-11 00:46:37,1649663197.99625,10,80,0.8790276
0,1,"04/11/2022",2022-04-11 00:47:08,1649663228.16033,10,80,0.75894226
0,1,"04/11/2022",2022-04-11 00:47:38,1649663258.32444,10,80,0.70366326
0,1,"04/11/2022",2022-04-11 00:48:08,1649663288.489,10,80,0.6372685
52,1,"04/11/2022",2022-04-11 00:48:38,1649663318.65279,10,80,0.673402665
0,1,"04/11/2022",2022-04-11 00:49:38,1649663378.98125,10,80,0.57055521
0,1,"04/11/2022",2022-04-11 00:50:09,1649663409.14558,10,80,0.84106256
0,1,"04/11/2022",2022-04-11 00:50:39,1649663439.30941,10,80,0.70637499
53,1,"04/11/2022",2022-04-11 00:51:09,1649663469.47359,10,80,0.846185915
0,1,"04/11/2022",2022-04-11 00:52:09,1649663529.80218,10,80,0.74753758
0,1,"04/11/2022",2022-04-11 00:52:39,1649663559.9661,10,80,0.720013
0,1,"04/11/2022",2022-04-11 00:53:10,1649663590.13025,10,80,0.54040034
0,1,"04/11/2022",2022-04-11 00:53:40,1649663620.29434,10,80,0.77605632
0,1,"04/11/2022",2022-04-11 00:54:10,1649663650.4588,10,80,0.61378232
0,1,"04/11/2022",2022-04-11 00:54:40,1649663680.62293,10,80,0.74117149
0,1,"04/11/2022",2022-04-11 00:55:10,1649663710.78688,10,80,0.56303701
54,1,"04/11/2022",2022-04-11 00:55:40,1649663740.95101,10,80,0.54827723
0,1,"04/11/2022",2022-04-11 00:56:41,1649663801.27932,10,80,0.58924801
0,1,"04/16/2022",2022-04-16 02:07:52,1650100072.01015,80,80,0.46371642
0,1,"04/16/2022",2022-04-16 02:08:22,1650100102.174,80,80,0.41408635
0,1,"04/16/2022",2022-04-16 02:08:52,1650100132.33816,80,80,0.49915263
0,1,"04/16/2022",2022-04-16 02:09:22,1650100162.50226,80,80,0.41043307
0,1,"04/16/2022",2022-04-16 02:13:35,1650100415.33469,80,80,0.47464225
0,1,"04/16/2022",2022-04-16 02:14:05,1650100445.49856,80,80,0.61065007
0,1,"04/16/2022",2022-04-16 02:14:36,1650100476.16561,80,80,2.6428264
0,1,"04/16/2022",2022-04-16 02:15:07,1650100507.0687,80,80,4.7731818
0,1,"04/16/2022",2022-04-16 02:15:37,1650100537.41377,80,80,2.6644631
0,1,"04/16/2022",2022-04-16 02:16:07,1650100567.57797,80,80,0.70898623
0,1,"04/16/2022",2022-04-16 02:16:37,1650100597.74215,80,80,0.47254632
0,1,"04/16/2022",2022-04-16 02:17:07,1650100627.90632,80,80,0.47831296
0,1,"04/16/2022",2022-04-16 02:17:38,1650100658.07057,80,80,0.5752605
0,1,"04/16/2022",2022-04-16 02:18:08,1650100688.23471,80,80,0.52757999
0,1,"04/16/2022",2022-04-16 02:18:38,1650100718.39879,80,80,0.44172971
0,1,"04/16/2022",2022-04-16 02:19:08,1650100748.56297,80,80,0.45801615
0,1,"04/16/2022",2022-04-16 02:19:38,1650100778.72713,80,80,0.52154948
0,1,"04/16/2022",2022-04-16 02:20:08,1650100808.8914,80,80,1.0102376
0,1,"04/16/2022",2022-04-16 02:20:39,1650100839.20135,80,80,1.4022023
0,1,"04/16/2022",2022-04-16 02:21:09,1650100869.36544,80,80,0.42928636
0,1,"04/16/2022",2022-04-16 02:21:40,1650100900.01728,80,80,1.7238068
0,1,"04/16/2022",2022-04-16 02:22:10,1650100930.18144,80,80,0.48659561
0,1,"04/16/2022",2022-04-16 02:22:40,1650100960.57182,80,80,1.5493742
0,1,"04/16/2022",2022-04-16 02:23:10,1650100990.73601,80,80,0.44992689
0,1,"04/16/2022",2022-04-16 02:23:41,1650101021.27213,80,80,2.0154801
0,1,"04/16/2022",2022-04-16 02:24:11,1650101051.43635,80,80,0.46666645
0,1,"04/16/2022",2022-04-16 02:24:41,1650101081.60051,80,80,0.41264634
0,1,"04/16/2022",2022-04-16 02:25:11,1650101111.76466,80,80,0.33813645
0,1,"04/16/2022",2022-04-16 02:25:41,1650101141.92877,80,80,0.43972934
55,1,"04/18/2022",2022-04-18 02:31:28,1650274288.37547,100,100,0.312031435
0,1,"04/18/2022",2022-04-18 02:32:28,1650274348.70353,100,100,0.32284212
56,1,"04/18/2022",2022-04-18 02:32:58,1650274378.86771,100,100,0.27364661
57,1,"04/18/2022",2022-04-18 02:33:59,1650274439.19619,100,100,0.27845764
0,1,"04/18/2022",2022-04-18 02:36:30,1650274590.01691,100,100,0.18514401
58,1,"04/18/2022",2022-04-18 02:37:00,1650274620.18107,100,100,0.33777062
59,1,"04/18/2022",2022-04-18 02:38:00,1650274680.50943,100,100,0.357069565
0,1,"04/18/2022",2022-04-18 02:39:00,1650274740.83776,100,100,0.3685803
60,1,"04/18/2022",2022-04-18 02:39:31,1650274771.0022,100,100,0.36992409
61,1,"04/18/2022",2022-04-18 02:41:01,1650274861.49449,100,100,0.389080625
0,1,"04/18/2022",2022-04-18 02:42:01,1650274921.82281,100,100,0.39184968
0,1,"04/18/2022",2022-04-18 19:57:38,1650337058.83448,95,90,0.93992666
0,1,"04/18/2022",2022-04-18 19:58:08,1650337088.99833,95,90,1.1386328
0,1,"04/18/2022",2022-04-18 19:58:39,1650337119.16254,95,90,0.91016317
0,1,"04/18/2022",2022-04-18 19:59:09,1650337149.32669,95,90,0.84652469
0,1,"04/18/2022",2022-04-18 19:59:39,1650337179.49122,95,90,0.66921451
0,1,"04/18/2022",2022-04-18 20:02:41,1650337361.97047,95,90,0.5805404
0,1,"04/18/2022",2022-04-18 20:03:12,1650337392.13433,95,90,0.64284468
62,1,"04/18/2022",2022-04-18 20:03:42,1650337422.29852,95,90,0.524866125714286
0,1,"04/18/2022",2022-04-18 20:07:13,1650337633.44776,95,90,0.36812823
0,1,"04/18/2022",2022-04-18 20:07:43,1650337663.61192,95,90,0.43132808
0,1,"04/18/2022",2022-04-18 20:08:13,1650337693.77606,95,90,0.54184092
63,1,"04/18/2022",2022-04-18 20:08:43,1650337723.94061,95,90,0.3930033675
0,1,"04/18/2022",2022-04-18 20:12:45,1650337965.254,95,90,0.45851584
64,1,"04/18/2022",2022-04-18 20:13:15,1650337995.41784,95,90,0.481880285
0,1,"04/18/2022",2022-04-18 23:10:47,1650348647.56395,0,15,0.42063196
0,1,"04/18/2022",2022-04-18 23:11:17,1650348677.72784,0,15,0.55635855
0,1,"04/18/2022",2022-04-18 23:11:47,1650348707.89207,0,15,0.610604
0,1,"04/18/2022",2022-04-18 23:12:18,1650348738.05619,0,15,0.44072668
0,1,"04/18/2022",2022-04-18 23:12:48,1650348768.22064,0,15,0.56538917
0,1,"04/18/2022",2022-04-18 23:13:18,1650348798.38455,0,15,0.64900412
0,1,"04/18/2022",2022-04-18 23:13:48,1650348828.54871,0,15,0.55214374
0,1,"04/18/2022",2022-04-18 23:14:18,1650348858.71289,0,15,0.58065695
0,1,"04/18/2022",2022-04-18 23:14:48,1650348888.87731,0,15,0.61390129
0,1,"04/18/2022",2022-04-18 23:15:19,1650348919.04131,0,15,0.66155235
0,1,"04/18/2022",2022-04-18 23:15:49,1650348949.20542,0,15,0.6320228
0,1,"04/18/2022",2022-04-18 23:16:19,1650348979.3695,0,15,0.77717079
0,1,"04/18/2022",2022-04-18 23:16:49,1650349009.53406,0,15,0.54540664
65,1,"04/18/2022",2022-04-18 23:17:19,1650349039.70293,0,15,0.64697599
0,1,"04/18/2022",2022-04-18 23:17:49,1650349069.86712,0,15,0.52170868
0,1,"04/18/2022",2022-04-18 23:18:20,1650349100.03133,0,15,0.71570864
0,1,"04/18/2022",2022-04-18 23:18:50,1650349130.19544,0,15,0.731366
0,1,"04/18/2022",2022-04-18 23:19:20,1650349160.35987,0,15,0.65534812
0,1,"04/18/2022",2022-04-18 23:19:50,1650349190.52384,0,15,0.54762496
0,1,"04/18/2022",2022-04-18 23:20:47,1650349247.6684,0,15,0.51562839
0,1,"04/18/2022",2022-04-18 23:21:17,1650349277.83261,0,15,0.59236958
0,1,"04/18/2022",2022-04-18 23:21:47,1650349307.99679,0,15,0.54196465
0,1,"04/18/2022",2022-04-18 23:22:18,1650349338.16101,0,15,0.69452033
0,1,"04/18/2022",2022-04-18 23:22:48,1650349368.32512,0,15,0.60831974
0,1,"04/18/2022",2022-04-18 23:23:18,1650349398.48931,0,15,0.71517863
0,1,"04/18/2022",2022-04-18 23:23:48,1650349428.65345,0,15,0.7255486
0,1,"04/18/2022",2022-04-18 23:24:18,1650349458.81771,0,15,0.78272945
0,1,"04/18/2022",2022-04-18 23:24:48,1650349488.98178,0,15,0.70555497
0,1,"04/18/2022",2022-04-18 23:25:19,1650349519.14607,0,15,0.76328798
0,1,"04/18/2022",2022-04-18 23:25:49,1650349549.3102,0,15,0.61265728
0,1,"04/18/2022",2022-04-18 23:26:19,1650349579.47433,0,15,0.58576571
0,1,"04/18/2022",2022-04-18 23:26:49,1650349609.63845,0,15,0.61633368
0,1,"04/18/2022",2022-04-18 23:27:19,1650349639.80268,0,15,0.59103479
0,1,"04/18/2022",2022-04-18 23:27:49,1650349669.96685,0,15,0.62400666
0,1,"04/18/2022",2022-04-18 23:28:20,1650349700.13108,0,15,0.81383557
0,1,"04/18/2022",2022-04-18 23:28:50,1650349730.29518,0,15,0.6714651
0,1,"04/18/2022",2022-04-18 23:31:13,1650349873.6743,0,15,0.60508198
0,1,"04/18/2022",2022-04-18 23:31:43,1650349903.75544,0,15,0.56417677
0,1,"04/18/2022",2022-04-18 23:32:13,1650349933.83679,0,15,0.63476573
0,1,"04/18/2022",2022-04-18 23:32:43,1650349963.91812,0,15,0.59407351
0,1,"04/18/2022",2022-04-18 23:33:13,1650349993.99978,0,15,0.65724257
0,1,"04/18/2022",2022-04-18 23:33:44,1650350024.08094,0,15,0.65479374
0,1,"04/18/2022",2022-04-18 23:34:14,1650350054.16229,0,15,0.60302258
0,1,"04/18/2022",2022-04-18 23:34:44,1650350084.24361,0,15,0.81778226
0,1,"04/18/2022",2022-04-18 23:35:14,1650350114.32577,0,15,0.69107747
0,1,"04/18/2022",2022-04-18 23:35:44,1650350144.40643,0,15,0.71492497
0,1,"04/18/2022",2022-04-18 23:36:14,1650350174.48777,0,15,0.81163987
0,1,"04/18/2022",2022-04-18 23:36:44,1650350204.5691,0,15,0.75333904
0,1,"04/18/2022",2022-04-18 23:37:14,1650350234.65078,0,15,0.77197887
0,1,"04/18/2022",2022-04-18 23:37:44,1650350264.73216,0,15,0.68907284
0,1,"04/18/2022",2022-04-18 23:38:14,1650350294.81327,0,15,0.81169561
0,1,"04/18/2022",2022-04-18 23:38:44,1650350324.89458,0,15,0.68668185
0,1,"04/18/2022",2022-04-18 23:39:14,1650350354.97637,0,15,0.71012784
0,1,"04/18/2022",2022-04-18 23:39:45,1650350385.05737,0,15,0.60843417
0,1,"04/18/2022",2022-04-18 23:40:15,1650350415.13873,0,15,0.66396219
0,1,"04/18/2022",2022-04-18 23:40:45,1650350445.22013,0,15,0.8048814
0,1,"04/18/2022",2022-04-18 23:41:15,1650350475.30184,0,15,0.6841533
0,1,"04/18/2022",2022-04-18 23:41:45,1650350505.38288,0,15,0.72580186
0,1,"04/18/2022",2022-04-18 23:42:15,1650350535.46426,0,15,0.78323951
0,1,"04/18/2022",2022-04-18 23:46:51,1650350811.56952,0,15,1.9913807
0,1,"04/18/2022",2022-04-18 23:47:31,1650350851.80921,0,15,0.77149161
0,1,"04/18/2022",2022-04-18 23:48:12,1650350892.02658,0,15,0.82184711
0,1,"04/18/2022",2022-04-18 23:48:52,1650350932.24039,0,15,0.70467709
0,1,"04/18/2022",2022-04-18 23:49:32,1650350972.52261,0,15,0.91513784
0,1,"04/18/2022",2022-04-18 23:50:12,1650351012.76006,0,15,0.86304908
0,1,"04/18/2022",2022-04-18 23:50:53,1650351053.14209,0,15,1.7018293
0,1,"04/18/2022",2022-04-18 23:51:33,1650351093.60168,0,15,1.8407943
0,1,"04/18/2022",2022-04-18 23:52:14,1650351134.34217,0,15,1.7693931
0,1,"04/18/2022",2022-04-18 23:52:54,1650351174.57516,0,15,0.77343668
0,1,"04/18/2022",2022-04-18 23:53:34,1650351214.77122,0,15,0.85920443
0,1,"04/18/2022",2022-04-18 23:54:14,1650351254.94908,0,15,0.84417145
0,1,"04/18/2022",2022-04-18 23:54:55,1650351295.18409,0,15,0.80624513
0,1,"04/18/2022",2022-04-18 23:55:35,1650351335.36042,0,15,1.0015409
0,1,"04/19/2022",2022-04-19 00:07:49,1650352069.31431,0,15,3.4829105
0,1,"04/19/2022",2022-04-19 00:08:29,1650352109.43545,0,15,0.85093288
0,1,"04/19/2022",2022-04-19 00:09:09,1650352149.55592,0,15,0.97797965
0,1,"04/19/2022",2022-04-19 00:09:49,1650352189.66642,0,15,0.75608477
0,1,"04/19/2022",2022-04-19 00:10:29,1650352229.83909,0,15,0.69091682
0,1,"04/19/2022",2022-04-19 00:11:09,1650352269.93405,0,15,1.0105387
0,1,"04/19/2022",2022-04-19 00:11:50,1650352310.05426,0,15,0.89985307
0,1,"04/19/2022",2022-04-19 00:12:30,1650352350.15719,0,15,0.6158301
0,1,"04/19/2022",2022-04-19 00:13:10,1650352390.30936,0,15,0.54780647
0,1,"04/19/2022",2022-04-19 00:13:50,1650352430.41994,0,15,0.49832388
0,1,"04/19/2022",2022-04-19 00:14:30,1650352470.55041,0,15,0.51203254
0,1,"04/19/2022",2022-04-19 00:15:10,1650352510.66936,0,15,0.77293909
0,1,"04/19/2022",2022-04-19 00:15:50,1650352550.83023,0,15,0.66035508
0,1,"04/19/2022",2022-04-19 00:16:30,1650352590.9573,0,15,0.52581083
0,1,"04/19/2022",2022-04-19 00:17:11,1650352631.07398,0,15,0.71248421
0,1,"04/19/2022",2022-04-19 00:17:51,1650352671.16484,0,15,0.8627432
0,1,"04/19/2022",2022-04-19 00:18:31,1650352711.29636,0,15,0.66465064
0,1,"04/19/2022",2022-04-19 00:19:11,1650352751.38881,0,15,0.73045119
0,1,"04/19/2022",2022-04-19 00:19:51,1650352791.48575,0,15,0.62278237
0,1,"04/19/2022",2022-04-19 00:20:31,1650352831.57557,0,15,0.62633251
0,1,"04/19/2022",2022-04-19 00:21:11,1650352871.7275,0,15,0.7589519
0,1,"04/19/2022",2022-04-19 00:21:51,1650352911.81893,0,15,0.78427241
0,1,"04/19/2022",2022-04-19 00:22:31,1650352951.90042,0,15,0.69245252
0,1,"04/19/2022",2022-04-19 00:23:11,1650352991.99464,0,15,0.66170562
0,1,"04/19/2022",2022-04-19 00:23:52,1650353032.12372,0,15,0.55915984
0,1,"04/19/2022",2022-04-19 00:24:32,1650353072.18338,0,15,0.52957473
0,1,"04/19/2022",2022-04-19 00:25:12,1650353112.25182,0,15,0.75100711
0,1,"04/19/2022",2022-04-19 00:25:52,1650353152.31328,0,15,0.80383531
0,1,"04/19/2022",2022-04-19 00:26:32,1650353192.40655,0,15,0.72613867
0,1,"04/19/2022",2022-04-19 00:27:12,1650353232.45596,0,15,0.64060305
0,1,"04/19/2022",2022-04-19 00:27:52,1650353272.52096,0,15,0.62811288
0,1,"04/19/2022",2022-04-19 00:28:32,1650353312.58173,0,15,0.57674587
0,1,"04/19/2022",2022-04-19 00:29:12,1650353352.69038,0,15,0.54641097
0,1,"04/19/2022",2022-04-19 00:29:52,1650353392.7507,0,15,0.77016905
0,1,"04/19/2022",2022-04-19 00:30:32,1650353432.82011,0,15,0.61784592
0,1,"04/19/2022",2022-04-19 00:31:12,1650353472.89178,0,15,0.71781097
0,1,"04/19/2022",2022-04-19 00:31:53,1650353513.04267,0,15,0.76490582
0,1,"04/19/2022",2022-04-19 00:32:33,1650353553.17096,0,15,0.70128342
0,1,"04/19/2022",2022-04-19 00:33:13,1650353593.32113,0,15,0.68534721
0,1,"04/19/2022",2022-04-19 00:33:53,1650353633.46124,0,15,0.71911222
0,1,"04/19/2022",2022-04-19 00:34:33,1650353673.59541,0,15,0.77003824
0,1,"04/19/2022",2022-04-19 00:35:13,1650353713.67117,0,15,0.77403045
0,1,"04/19/2022",2022-04-19 00:35:53,1650353753.74924,0,15,0.69031857
0,1,"04/19/2022",2022-04-19 00:36:33,1650353793.81396,0,15,0.78297356
0,1,"04/19/2022",2022-04-19 00:37:13,1650353833.92683,0,15,0.85650005
0,1,"04/19/2022",2022-04-19 00:37:53,1650353873.97514,0,15,1.2090476
0,1,"04/19/2022",2022-04-19 00:38:34,1650353914.03462,0,15,1.0996899
0,1,"04/19/2022",2022-04-19 00:39:14,1650353954.10804,0,15,0.86747924
0,1,"04/19/2022",2022-04-19 00:39:54,1650353994.23067,0,15,0.86039992
0,1,"04/19/2022",2022-04-19 00:40:34,1650354034.32954,0,15,0.90206023
0,1,"04/19/2022",2022-04-19 00:41:14,1650354074.44436,0,15,0.75360933
0,1,"04/19/2022",2022-04-19 00:41:54,1650354114.55988,0,15,2.8960261
0,1,"04/19/2022",2022-04-19 00:42:34,1650354154.71808,0,15,0.95545799
0,1,"04/19/2022",2022-04-19 00:43:14,1650354194.85924,0,15,0.86295187
0,1,"04/19/2022",2022-04-19 00:43:55,1650354235.03498,0,15,0.96632781
0,1,"04/19/2022",2022-04-19 00:44:35,1650354275.2011,0,15,0.93715252
0,1,"04/19/2022",2022-04-19 00:45:15,1650354315.41466,0,15,0.84447832
0,1,"04/19/2022",2022-04-19 00:45:55,1650354355.61401,0,15,0.82595294
0,1,"04/19/2022",2022-04-19 00:46:36,1650354396.71343,0,15,1.6734166
0,1,"04/19/2022",2022-04-19 00:47:28,1650354448.14044,0,15,2.9488084
0,1,"04/19/2022",2022-04-19 00:48:08,1650354488.46455,0,15,1.3174124
0,1,"04/19/2022",2022-04-19 00:48:50,1650354530.14308,0,15,2.4757855
0,1,"04/19/2022",2022-04-19 00:49:30,1650354570.61594,0,15,1.7796436
0,1,"04/19/2022",2022-04-19 00:50:10,1650354610.87211,0,15,0.72244509
0,1,"04/19/2022",2022-04-19 00:50:51,1650354651.11869,0,15,0.76965204
0,1,"04/19/2022",2022-04-19 00:51:31,1650354691.39226,0,15,0.54223625
0,1,"04/19/2022",2022-04-19 00:52:11,1650354731.59934,0,15,0.71349707
0,1,"04/19/2022",2022-04-19 00:52:51,1650354771.74871,0,15,0.6676345
0,1,"04/19/2022",2022-04-19 00:53:31,1650354811.86123,0,15,0.97354554
0,1,"04/19/2022",2022-04-19 00:54:12,1650354852.02958,0,15,0.88264215
0,1,"04/19/2022",2022-04-19 00:54:52,1650354892.1194,0,15,0.90998711
0,1,"04/19/2022",2022-04-19 00:55:32,1650354932.25043,0,15,1.1460597
0,1,"04/19/2022",2022-04-19 00:56:12,1650354972.37894,0,15,2.4074302
0,1,"04/19/2022",2022-04-19 00:56:52,1650355012.50778,0,15,0.91837448
0,1,"04/19/2022",2022-04-19 00:57:32,1650355052.59267,0,15,0.65441314
0,1,"04/19/2022",2022-04-19 00:58:12,1650355092.6738,0,15,0.9118025
0,1,"04/19/2022",2022-04-19 00:58:52,1650355132.74665,0,15,0.7789421
0,1,"04/19/2022",2022-04-19 00:59:32,1650355172.87649,0,15,0.88217559
0,1,"04/19/2022",2022-04-19 01:00:12,1650355212.97544,0,15,1.0234831
0,1,"04/19/2022",2022-04-19 01:00:53,1650355253.07229,0,15,0.71323938
66,1,"04/19/2022",2022-04-19 01:01:33,1650355293.17867,0,15,0.86979339
0,1,"04/19/2022",2022-04-19 01:02:13,1650355333.3582,0,15,0.64067847
0,1,"04/19/2022",2022-04-19 01:02:53,1650355373.49065,0,15,0.64197132
0,1,"04/19/2022",2022-04-19 01:03:33,1650355413.62532,0,15,0.69666365
0,1,"04/19/2022",2022-04-19 01:04:13,1650355453.76165,0,15,1.1010404
0,1,"04/19/2022",2022-04-19 01:04:53,1650355493.95149,0,15,0.91897933
0,1,"04/19/2022",2022-04-19 01:05:34,1650355534.0816,0,15,0.87328045
0,1,"04/19/2022",2022-04-19 01:06:14,1650355574.24436,0,15,0.67883934
0,1,"04/19/2022",2022-04-19 01:06:54,1650355614.43151,0,15,1.0629146
0,1,"04/19/2022",2022-04-19 01:07:34,1650355654.80275,0,15,0.74919644
0,1,"04/19/2022",2022-04-19 01:08:15,1650355695.071,0,15,0.87716778
0,1,"04/19/2022",2022-04-19 01:08:55,1650355735.31761,0,15,1.4647372
0,1,"04/19/2022",2022-04-19 01:09:35,1650355775.42328,0,15,2.1839282
0,1,"04/19/2022",2022-04-19 01:10:15,1650355815.56582,0,15,1.1882223
0,1,"04/19/2022",2022-04-19 01:10:55,1650355855.71476,0,15,0.57785657
0,1,"04/19/2022",2022-04-19 01:11:35,1650355895.89039,0,15,0.56928736
0,1,"04/19/2022",2022-04-19 01:12:16,1650355936.08304,0,15,1.1364891
0,1,"04/19/2022",2022-04-19 01:12:56,1650355976.33506,0,15,0.49064468
0,1,"04/19/2022",2022-04-19 01:13:36,1650356016.55008,0,15,1.2531225
0,1,"04/19/2022",2022-04-19 01:14:16,1650356056.78597,0,15,2.2822443
0,1,"04/19/2022",2022-04-19 01:14:57,1650356097.01596,0,15,2.4771043
0,1,"04/19/2022",2022-04-19 01:15:37,1650356137.19039,0,15,3.2193367
0,1,"04/19/2022",2022-04-19 01:16:17,1650356177.27284,0,15,0.79225055
0,1,"04/19/2022",2022-04-19 01:16:57,1650356217.35888,0,15,0.95954363
0,1,"04/19/2022",2022-04-19 01:17:37,1650356257.46038,0,15,1.021354
0,1,"04/19/2022",2022-04-19 01:18:17,1650356297.66207,0,15,3.4322133
0,1,"04/19/2022",2022-04-19 01:18:57,1650356337.73683,0,15,0.77007368
0,1,"04/19/2022",2022-04-19 01:19:37,1650356377.90273,0,15,3.2129849
0,1,"04/19/2022",2022-04-19 01:20:18,1650356418.11028,0,15,3.5240139
0,1,"04/19/2022",2022-04-19 01:20:58,1650356458.3071,0,15,3.4336823
0,1,"04/19/2022",2022-04-19 01:25:51,1650356751.64505,0,15,0.6999875
0,1,"04/19/2022",2022-04-19 01:26:31,1650356791.76347,0,15,0.8332819
0,1,"04/19/2022",2022-04-19 01:27:11,1650356831.89169,0,15,0.77956975
0,1,"04/19/2022",2022-04-19 01:27:52,1650356872.01805,0,15,1.097983
0,1,"04/19/2022",2022-04-19 01:28:32,1650356912.19974,0,15,1.0773325
0,1,"04/19/2022",2022-04-19 01:29:12,1650356952.3407,0,15,0.97623886
0,1,"04/19/2022",2022-04-19 01:29:52,1650356992.45982,0,15,0.6491809
0,1,"04/19/2022",2022-04-19 01:30:32,1650357032.59498,0,15,1.0894964
0,1,"04/19/2022",2022-04-19 01:31:12,1650357072.76958,0,2,0.8271416
0,1,"04/19/2022",2022-04-19 01:31:52,1650357112.90237,0,0,0.68772066
0,1,"04/19/2022",2022-04-19 01:32:33,1650357153.02677,0,0,0.78358267
0,1,"04/19/2022",2022-04-19 01:33:13,1650357193.15453,0,0,0.94199405
0,1,"04/19/2022",2022-04-19 01:33:53,1650357233.33867,0,0,0.94809097
0,1,"04/19/2022",2022-04-19 01:34:33,1650357273.4709,0,0,0.90811126
0,1,"04/19/2022",2022-04-19 01:35:13,1650357313.56845,0,0,0.90655817
0,1,"04/19/2022",2022-04-19 01:35:53,1650357353.66299,0,0,0.74520235
67,1,"04/19/2022",2022-04-19 01:36:33,1650357393.80727,0,0,0.787297205
68,1,"04/19/2022",2022-04-19 01:37:54,1650357474.00304,0,0,1.008632365
0,1,"04/19/2022",2022-04-19 01:39:14,1650357554.28327,0,0,0.85787043
0,1,"04/19/2022",2022-04-19 01:39:54,1650357594.40633,0,0,1.1901748
