datetime,windSp
2/21/22 7:49 PM,7.2
2/21/22 7:54 PM,5.5
2/21/22 7:59 PM,6.4
2/21/22 8:04 PM,4.8
2/21/22 8:09 PM,7.5
2/21/22 8:14 PM,5.8
2/21/22 8:19 PM,4.4
2/21/22 8:24 PM,7.8
2/21/22 8:29 PM,8.1
2/21/22 8:34 PM,4.8
2/21/22 8:39 PM,5.5
2/21/22 8:44 PM,2.6
2/21/22 8:49 PM,6.6
2/21/22 8:54 PM,9.7
2/21/22 8:59 PM,3.9
2/21/22 9:04 PM,6.5
2/21/22 9:09 PM,5.5
2/21/22 9:14 PM,5.9
2/21/22 9:19 PM,7.2
2/21/22 9:24 PM,6.7
2/21/22 9:29 PM,5
2/21/22 9:34 PM,8
2/21/22 9:39 PM,7.6
2/21/22 9:44 PM,3.8
2/21/22 9:49 PM,4.6
2/21/22 9:54 PM,7.9
2/21/22 9:59 PM,5.1
2/21/22 10:04 PM,8.1
2/21/22 10:09 PM,4.4
2/21/22 10:14 PM,4.9
2/21/22 10:24 PM,7.5
2/21/22 10:29 PM,6.1
2/21/22 10:34 PM,4.6
2/21/22 10:39 PM,6.2
2/21/22 10:44 PM,6.7
2/21/22 10:49 PM,6.8
2/21/22 10:54 PM,6.5
2/21/22 10:59 PM,7.4
2/21/22 11:04 PM,9.7
2/21/22 11:09 PM,8.5
2/21/22 11:24 PM,8.8
2/21/22 11:29 PM,9.9
2/21/22 11:34 PM,8.2
2/21/22 11:39 PM,9.3
2/21/22 11:44 PM,10.2
2/21/22 11:49 PM,9.1
2/21/22 11:54 PM,9.9
2/21/22 11:59 PM,8.5
2/22/22 12:04 AM,10.1
2/22/22 12:09 AM,9.5
2/22/22 12:14 AM,10.1
2/22/22 12:20 AM,9
2/22/22 12:30 AM,8.8
2/22/22 12:35 AM,7.8
2/22/22 12:40 AM,11.4
2/22/22 12:45 AM,11
2/22/22 12:50 AM,9.8
2/22/22 12:54 AM,12.2
2/22/22 12:59 AM,11.3
2/22/22 1:04 AM,12.2
2/22/22 1:09 AM,12.1
2/22/22 1:14 AM,11.1
2/22/22 1:19 AM,9.9
2/22/22 1:24 AM,11.6
2/22/22 1:29 AM,11.9
2/22/22 1:34 AM,10.6
2/22/22 1:39 AM,10.1
2/22/22 1:44 AM,12.6
2/22/22 1:49 AM,12.3
2/22/22 1:54 AM,13.9
2/22/22 1:59 AM,14
2/22/22 2:04 AM,12.5
2/22/22 2:09 AM,17.1
2/22/22 2:14 AM,13.7
2/22/22 2:19 AM,13.8
2/22/22 2:24 AM,15.5
2/22/22 2:29 AM,15.1
2/22/22 2:34 AM,14.1
2/22/22 2:39 AM,16
2/22/22 2:44 AM,13.5
2/22/22 2:49 AM,15.1
2/22/22 2:54 AM,13.6
2/22/22 2:59 AM,14.9
2/22/22 3:04 AM,14.2
2/22/22 3:09 AM,11.7
2/22/22 3:14 AM,14.5
2/22/22 3:19 AM,14.3
2/22/22 3:24 AM,13.2
2/22/22 3:29 AM,15.2
2/22/22 3:34 AM,12.3
2/22/22 3:39 AM,14
2/22/22 3:44 AM,12.7
2/22/22 3:49 AM,14.6
2/22/22 3:54 AM,14.5
2/22/22 3:59 AM,15.2
2/22/22 4:04 AM,14.4
2/22/22 4:09 AM,13.2
2/22/22 4:14 AM,14.8
2/22/22 4:19 AM,15.6
2/22/22 4:24 AM,13.2
2/22/22 4:29 AM,10.2
2/22/22 4:34 AM,11.2
2/22/22 4:39 AM,13.9
2/22/22 4:44 AM,13.3
2/22/22 4:49 AM,15.1
2/22/22 4:54 AM,12.7
2/22/22 4:59 AM,14.3
2/22/22 5:04 AM,13.9
2/22/22 5:09 AM,11.4
2/22/22 5:14 AM,11.9
2/22/22 5:19 AM,12.3
2/22/22 5:24 AM,10.9
2/22/22 5:29 AM,13.6
2/22/22 5:34 AM,16.1
2/22/22 5:39 AM,13.2
2/22/22 5:44 AM,14.8
2/22/22 5:49 AM,10.9
2/22/22 5:54 AM,12.4
2/22/22 5:59 AM,13.8
2/22/22 6:04 AM,14.5
2/22/22 6:09 AM,11.8
2/22/22 6:14 AM,13.4
2/22/22 6:19 AM,15
2/22/22 6:24 AM,14.1
2/22/22 6:29 AM,17.1
2/22/22 6:34 AM,16.1
2/22/22 6:39 AM,16
2/22/22 6:44 AM,15.1
2/22/22 6:49 AM,18
2/22/22 6:54 AM,18.2
2/22/22 6:59 AM,15.1
2/22/22 7:04 AM,16.4
2/22/22 7:09 AM,19.8
2/22/22 7:14 AM,17.2
2/22/22 7:19 AM,13.9
2/22/22 7:24 AM,10.5
2/22/22 7:29 AM,16.7
2/22/22 7:34 AM,16.8
2/22/22 7:39 AM,13.5
2/22/22 7:44 AM,10.6
2/22/22 7:49 AM,16.1
2/22/22 7:54 AM,13.7
2/22/22 7:59 AM,14.1
2/22/22 8:04 AM,17.2
2/22/22 8:09 AM,14.2
2/22/22 8:14 AM,14.4
2/22/22 8:19 AM,15.4
2/22/22 8:24 AM,15.8
2/22/22 8:29 AM,15.4
2/22/22 8:34 AM,17.1
2/22/22 8:39 AM,13.7
2/22/22 8:44 AM,17
2/22/22 8:49 AM,14.9
2/22/22 8:54 AM,14.8
2/22/22 8:59 AM,15.3
2/22/22 9:04 AM,16.3
2/22/22 9:09 AM,15.8
2/22/22 9:14 AM,14.3
2/22/22 9:19 AM,15
2/22/22 9:24 AM,14.4
2/22/22 9:29 AM,13.3
2/22/22 9:34 AM,12.5
2/22/22 9:39 AM,12.9
2/22/22 9:44 AM,12.3
2/22/22 9:49 AM,12.9
2/22/22 9:50 AM,0
2/22/22 9:54 AM,13.3
2/22/22 9:59 AM,12.2
2/22/22 10:04 AM,13.5
2/22/22 10:09 AM,11.8
2/22/22 10:14 AM,14.1
2/22/22 10:19 AM,11.8
2/22/22 10:24 AM,15.2
2/22/22 10:29 AM,14.7
2/22/22 10:34 AM,15.7
2/22/22 10:39 AM,11.8
2/22/22 10:44 AM,14.9
2/22/22 10:49 AM,13.9
2/22/22 10:54 AM,15.5
2/22/22 10:59 AM,17
2/22/22 11:04 AM,13.4
2/22/22 11:09 AM,12
2/22/22 11:14 AM,14.9
2/22/22 11:19 AM,15.1
2/22/22 11:24 AM,15.8
2/22/22 11:29 AM,11.3
2/22/22 11:34 AM,16.2
2/22/22 11:39 AM,12.9
2/22/22 11:44 AM,14.8
2/22/22 11:49 AM,17.5
2/22/22 11:55 AM,13.6
2/22/22 11:59 AM,14.9
2/22/22 12:00 PM,0
2/22/22 12:05 PM,16.7
2/22/22 12:10 PM,10.1
2/22/22 12:15 PM,10.5
2/22/22 12:20 PM,10.1
2/22/22 12:25 PM,17.5
2/22/22 12:30 PM,14.4
2/22/22 12:35 PM,12.1
2/22/22 12:40 PM,12.9
2/22/22 12:45 PM,16
2/22/22 12:49 PM,14
2/22/22 12:54 PM,15.4
2/22/22 12:59 PM,13.4
2/22/22 1:04 PM,11.5
2/22/22 1:09 PM,15.8
2/22/22 1:14 PM,16.5
2/22/22 1:19 PM,15.4
2/22/22 1:24 PM,12.5
2/22/22 1:29 PM,15.2
2/22/22 1:34 PM,15.6
2/22/22 1:39 PM,13.3
2/22/22 1:44 PM,13.9
2/22/22 1:49 PM,11.4
2/22/22 1:54 PM,12.7
2/22/22 1:59 PM,11.6
2/22/22 2:04 PM,14.5
2/22/22 2:09 PM,12.3
2/22/22 2:14 PM,13.4
2/22/22 2:19 PM,13.3
2/22/22 2:24 PM,12.9
2/22/22 2:29 PM,11.6
2/22/22 2:34 PM,11.4
2/22/22 2:39 PM,12.4
2/22/22 2:44 PM,9.8
2/22/22 2:49 PM,12.8
2/22/22 2:54 PM,12.2
2/22/22 2:59 PM,9.9
2/22/22 3:04 PM,9.8
2/22/22 3:09 PM,7.7
2/22/22 3:14 PM,9.1
2/22/22 3:19 PM,10.3
2/22/22 3:24 PM,9.2
2/22/22 3:29 PM,8.9
2/22/22 3:34 PM,8.5
2/22/22 3:39 PM,7.8
2/22/22 3:44 PM,6.5
2/22/22 3:49 PM,6.2
2/22/22 3:54 PM,5.6
2/22/22 3:59 PM,6.5
2/22/22 4:04 PM,6.1
2/22/22 4:09 PM,6.4
2/22/22 4:14 PM,6.5
2/22/22 4:19 PM,7.4
2/22/22 4:25 PM,6.6
2/22/22 4:29 PM,6.5
2/22/22 4:34 PM,4.4
2/22/22 4:39 PM,7.3
2/22/22 4:44 PM,4.9
2/22/22 4:49 PM,7.5
2/22/22 4:54 PM,4.3
2/22/22 4:59 PM,7.1
2/22/22 5:04 PM,5.9
2/22/22 5:09 PM,5.4
2/22/22 5:14 PM,4.4
2/22/22 5:19 PM,5.5
2/22/22 5:24 PM,6
2/22/22 5:29 PM,4.7
2/22/22 5:34 PM,5.3
2/22/22 5:39 PM,4.5
2/22/22 5:44 PM,5.2
2/22/22 5:49 PM,4.3
2/22/22 5:54 PM,4.9
2/22/22 5:59 PM,4.6
2/22/22 6:04 PM,4.4
2/22/22 6:09 PM,6.6
2/22/22 6:14 PM,7.2
2/22/22 6:19 PM,4.1
2/22/22 6:24 PM,2.2
2/22/22 6:29 PM,5.6
2/22/22 6:34 PM,6.6
2/22/22 6:39 PM,3.9
2/22/22 6:44 PM,4.7
2/22/22 6:49 PM,6.6
2/22/22 6:54 PM,4.8
2/22/22 7:04 PM,7.7
2/22/22 7:09 PM,3.9
2/22/22 7:14 PM,6
2/22/22 7:19 PM,7.6
2/22/22 7:24 PM,8
2/22/22 7:29 PM,6.7
2/22/22 7:34 PM,5.8
2/22/22 7:39 PM,6
2/22/22 7:44 PM,5.5
2/22/22 7:49 PM,5.6
2/22/22 7:54 PM,4.6
2/22/22 7:59 PM,6.8
2/22/22 8:04 PM,5.5
2/22/22 8:09 PM,7.3
2/22/22 8:14 PM,8.2
2/22/22 8:19 PM,6.6
2/22/22 8:24 PM,6.2
2/22/22 8:29 PM,5.9
2/22/22 8:34 PM,7.6
2/22/22 8:39 PM,7.9
2/22/22 8:44 PM,6.5
2/22/22 8:49 PM,7
2/22/22 8:54 PM,4.9
2/22/22 8:59 PM,8.1
2/22/22 9:04 PM,8.7
2/22/22 9:09 PM,6.7
2/22/22 9:14 PM,9.6
2/22/22 9:20 PM,9.4
2/22/22 9:25 PM,6.7
2/22/22 9:30 PM,9.5
2/22/22 9:35 PM,7.3
2/22/22 9:40 PM,8.4
2/22/22 9:45 PM,12.2
2/22/22 9:50 PM,8.4
2/22/22 10:00 PM,10.1
2/22/22 10:05 PM,10.3
2/22/22 10:10 PM,12.3
2/22/22 10:15 PM,10.9
2/22/22 10:20 PM,8.4
2/22/22 10:25 PM,10.9
2/22/22 10:30 PM,11.4
2/22/22 10:35 PM,8.9
2/22/22 10:40 PM,11.1
2/22/22 10:45 PM,10.9
2/22/22 10:50 PM,11.9
2/22/22 10:55 PM,11.5
2/22/22 11:00 PM,12.4
2/22/22 11:05 PM,11.1
2/22/22 11:10 PM,10.9
2/22/22 11:15 PM,13.5
2/22/22 11:20 PM,11.8
2/22/22 11:25 PM,14.3
2/22/22 11:30 PM,16.5
2/22/22 11:35 PM,13.4
2/22/22 11:45 PM,14.1
2/22/22 11:50 PM,11.5
2/22/22 11:55 PM,11
2/23/22 12:00 AM,13.8
2/23/22 12:05 AM,12.7
2/23/22 12:10 AM,13
2/23/22 12:15 AM,11.6
2/23/22 12:20 AM,11.8
2/23/22 12:25 AM,12.2
2/23/22 12:30 AM,13.7
2/23/22 12:35 AM,10.9
2/23/22 12:40 AM,13
2/23/22 12:45 AM,12.7
2/23/22 12:50 AM,11.5
2/23/22 12:55 AM,13.4
2/23/22 1:00 AM,13.9
2/23/22 1:05 AM,13.8
2/23/22 1:10 AM,14.5
2/23/22 1:15 AM,13.1
2/23/22 1:20 AM,13.7
2/23/22 1:25 AM,13.9
2/23/22 1:30 AM,14.3
2/23/22 1:35 AM,12.7
2/23/22 1:40 AM,13.2
2/23/22 1:45 AM,10.8
2/23/22 1:50 AM,8.5
2/23/22 1:55 AM,13.2
2/23/22 2:00 AM,11.9
2/23/22 2:05 AM,11.3
2/23/22 2:09 AM,11.1
2/23/22 2:14 AM,13.4
2/23/22 2:19 AM,12.5
2/23/22 2:24 AM,13
2/23/22 2:29 AM,12.3
2/23/22 2:34 AM,13.7
2/23/22 2:39 AM,14
2/23/22 2:44 AM,13.4
2/23/22 2:49 AM,13.2
2/23/22 2:54 AM,14.2
2/23/22 2:59 AM,14.3
2/23/22 3:04 AM,15
2/23/22 3:09 AM,12.8
2/23/22 3:14 AM,14.1
2/23/22 3:19 AM,13.5
2/23/22 3:24 AM,15.7
2/23/22 3:29 AM,14.7
2/23/22 3:34 AM,14.1
2/23/22 3:39 AM,12.9
2/23/22 3:44 AM,13.8
2/23/22 3:49 AM,14.4
2/23/22 3:54 AM,14.6
2/23/22 3:59 AM,15.3
2/23/22 4:04 AM,13.3
2/23/22 4:09 AM,15.3
2/23/22 4:14 AM,12.8
2/23/22 4:19 AM,15
2/23/22 4:24 AM,14.4
2/23/22 4:29 AM,14.6
2/23/22 4:34 AM,15.9
2/23/22 4:39 AM,18.3
2/23/22 4:44 AM,15.3
2/23/22 4:49 AM,15
2/23/22 4:54 AM,13.1
2/23/22 4:59 AM,11.9
2/23/22 5:04 AM,11.8
2/23/22 5:09 AM,15.3
2/23/22 5:14 AM,15.8
2/23/22 5:19 AM,13.8
2/23/22 5:24 AM,15.1
2/23/22 5:29 AM,15.2
2/23/22 5:34 AM,16.4
2/23/22 5:39 AM,16.5
2/23/22 5:44 AM,15.4
2/23/22 5:49 AM,17.2
2/23/22 5:54 AM,14.2
2/23/22 5:59 AM,17.2
2/23/22 6:04 AM,14.3
2/23/22 6:09 AM,13.1
2/23/22 6:14 AM,15.5
2/23/22 6:19 AM,15.2
2/23/22 6:24 AM,16.5
2/23/22 6:29 AM,16.3
2/23/22 6:34 AM,15.9
2/23/22 6:39 AM,16.1
2/23/22 6:44 AM,16.4
2/23/22 6:49 AM,14.1
2/23/22 6:54 AM,15.9
2/23/22 6:59 AM,14.7
2/23/22 7:04 AM,16.5
2/23/22 7:09 AM,13.3
2/23/22 7:14 AM,14
2/23/22 7:19 AM,15.3
2/23/22 7:24 AM,13.2
2/23/22 7:29 AM,15.6
2/23/22 7:34 AM,14.3
2/23/22 7:39 AM,12.7
2/23/22 7:44 AM,14.8
2/23/22 7:49 AM,15.6
2/23/22 7:54 AM,14.5
2/23/22 7:59 AM,13.8
2/23/22 8:04 AM,14.9
2/23/22 8:09 AM,14.8
2/23/22 8:14 AM,13.1
2/23/22 8:19 AM,14.3
2/23/22 8:24 AM,14.1
2/23/22 8:29 AM,13.9
2/23/22 8:34 AM,14.7
2/23/22 8:39 AM,15.9
2/23/22 8:44 AM,14.6
2/23/22 8:49 AM,12.4
2/23/22 8:54 AM,13.1
2/23/22 8:59 AM,13
2/23/22 9:04 AM,15.7
2/23/22 9:09 AM,9.6
2/23/22 9:14 AM,14.3
2/23/22 9:19 AM,15.2
2/23/22 9:24 AM,14.6
2/23/22 9:29 AM,15
2/23/22 9:34 AM,13.9
2/23/22 9:39 AM,15.8
2/23/22 9:44 AM,17.3
2/23/22 9:49 AM,16.1
2/23/22 9:50 AM,0
2/23/22 9:54 AM,15.8
2/23/22 9:59 AM,12
2/23/22 10:04 AM,15
2/23/22 10:09 AM,12.3
2/23/22 10:14 AM,15.1
2/23/22 10:19 AM,13.2
2/23/22 10:24 AM,11.5
2/23/22 10:29 AM,13.1
2/23/22 10:34 AM,13.5
2/23/22 10:39 AM,13.9
2/23/22 10:44 AM,13.1
2/23/22 10:49 AM,13.7
2/23/22 10:54 AM,12.1
2/23/22 10:59 AM,11.8
2/23/22 11:04 AM,12.5
2/23/22 11:09 AM,12.3
2/23/22 11:19 AM,12.9
2/23/22 11:24 AM,12.5
2/23/22 11:29 AM,13.1
2/23/22 11:34 AM,12.3
2/23/22 11:39 AM,9.3
2/23/22 11:44 AM,9.6
2/23/22 11:49 AM,9.5
2/23/22 11:54 AM,12.2
2/23/22 11:59 AM,12.8
2/23/22 12:04 PM,13.4
2/23/22 12:09 PM,13.3
2/23/22 12:13 PM,0
2/23/22 12:14 PM,13.5
2/23/22 12:19 PM,13.1
2/23/22 12:24 PM,9.9
2/23/22 12:26 PM,0
2/23/22 12:30 PM,12
2/23/22 12:35 PM,12.9
2/23/22 12:40 PM,12.7
2/23/22 12:45 PM,11.9
2/23/22 12:49 PM,12.3
2/23/22 12:54 PM,11.7
2/23/22 12:59 PM,12
2/23/22 1:04 PM,12.3
2/23/22 1:09 PM,11.1
2/23/22 1:14 PM,10.8
2/23/22 1:19 PM,8.7
2/23/22 1:24 PM,10.2
2/23/22 1:29 PM,9.9
2/23/22 1:34 PM,11.2
2/23/22 1:44 PM,11.6
2/23/22 1:49 PM,10.4
2/23/22 1:54 PM,10.9
2/23/22 1:59 PM,11.5
2/23/22 2:04 PM,11.7
2/23/22 2:09 PM,14
2/23/22 2:14 PM,11.6
2/23/22 2:19 PM,12.8
2/23/22 2:24 PM,12.7
2/23/22 2:29 PM,12.6
2/23/22 2:34 PM,12.9
2/23/22 2:39 PM,12.5
2/23/22 2:44 PM,9.5
2/23/22 2:49 PM,9.3
2/23/22 2:54 PM,9.9
2/23/22 2:59 PM,10.8
2/23/22 3:04 PM,11.5
2/23/22 3:09 PM,10.4
2/23/22 3:14 PM,9.1
2/23/22 3:19 PM,10.5
2/23/22 3:24 PM,9.1
2/23/22 3:29 PM,10.7
2/23/22 3:34 PM,12
2/23/22 3:39 PM,8.6
2/23/22 3:44 PM,9.5
2/23/22 3:49 PM,8.8
2/23/22 3:54 PM,9.8
2/23/22 3:59 PM,7.7
2/23/22 4:05 PM,8.4
2/23/22 4:10 PM,7.8
2/23/22 4:14 PM,8.3
2/23/22 4:19 PM,7.5
2/23/22 4:24 PM,6.8
2/23/22 4:29 PM,8.4
2/23/22 4:34 PM,9.7
2/23/22 4:39 PM,6.8
2/23/22 4:44 PM,7.7
2/23/22 4:49 PM,9.5
2/23/22 4:54 PM,5.9
2/23/22 4:59 PM,7.1
2/23/22 5:04 PM,3.9
2/23/22 5:09 PM,8.4
2/23/22 5:14 PM,10.9
2/23/22 5:19 PM,11
2/23/22 5:24 PM,8
2/23/22 5:29 PM,7.1
2/23/22 5:34 PM,6.2
2/23/22 5:40 PM,7.3
2/23/22 5:45 PM,8
2/23/22 5:49 PM,8.5
2/23/22 5:54 PM,6.4
2/23/22 5:59 PM,12
2/23/22 6:04 PM,7.3
2/23/22 6:09 PM,6.9
2/23/22 6:14 PM,7.8
2/23/22 6:19 PM,8.3
2/23/22 6:24 PM,7.8
2/23/22 6:29 PM,6.3
2/23/22 6:34 PM,5.2
2/23/22 6:39 PM,7.8
2/23/22 6:44 PM,5.5
2/23/22 6:49 PM,7.1
2/23/22 6:54 PM,7.7
2/23/22 6:59 PM,7.4
2/23/22 7:04 PM,6.7
2/23/22 7:09 PM,9.1
2/23/22 7:14 PM,7.2
2/23/22 7:19 PM,8.7
2/23/22 7:24 PM,7.9
2/23/22 7:29 PM,8
2/23/22 7:34 PM,9.4
2/23/22 7:39 PM,8.7
2/23/22 7:44 PM,7
2/23/22 7:49 PM,4.9
2/23/22 7:54 PM,7.8
2/23/22 7:59 PM,5
2/23/22 8:04 PM,4.3
2/23/22 8:09 PM,8.5
2/23/22 8:14 PM,6.6
2/23/22 8:19 PM,9.1
2/23/22 8:24 PM,4.7
2/23/22 8:29 PM,4.9
2/23/22 8:34 PM,5.4
2/23/22 8:39 PM,7
2/23/22 8:44 PM,4.8
2/23/22 8:49 PM,2.5
2/23/22 8:54 PM,1.4
2/23/22 8:59 PM,4.1
2/23/22 9:04 PM,4.5
2/23/22 9:14 PM,5
2/23/22 9:19 PM,1
2/23/22 9:24 PM,6.1
2/23/22 9:29 PM,5.3
2/23/22 9:34 PM,7.4
2/23/22 9:39 PM,2.7
2/23/22 9:44 PM,2.4
2/23/22 9:54 PM,3.7
2/23/22 9:59 PM,2.7
2/23/22 10:05 PM,1.7
2/23/22 10:10 PM,4.7
2/23/22 10:14 PM,2.7
2/23/22 10:19 PM,3.7
2/23/22 10:30 PM,4
2/23/22 10:35 PM,1.5
2/23/22 10:39 PM,2.5
2/23/22 10:49 PM,3.1
2/23/22 10:54 PM,4.5
2/23/22 10:59 PM,4.1
2/23/22 11:04 PM,4.6
2/23/22 11:09 PM,4
2/23/22 11:19 PM,4.1
2/23/22 11:24 PM,4.2
2/23/22 11:29 PM,4.5
2/23/22 11:34 PM,4
2/23/22 11:39 PM,4.9
2/23/22 11:44 PM,5.3
2/23/22 11:49 PM,6.7
2/23/22 11:54 PM,6.1
2/23/22 11:59 PM,6
2/24/22 12:04 AM,5.9
2/24/22 12:09 AM,9.3
2/24/22 12:14 AM,8.9
2/24/22 12:24 AM,8.1
2/24/22 12:29 AM,9.3
2/24/22 12:34 AM,9.5
2/24/22 12:39 AM,9.9
2/24/22 12:44 AM,10.9
2/24/22 12:49 AM,11.8
2/24/22 12:54 AM,11.9
2/24/22 12:59 AM,10.8
2/24/22 1:04 AM,11.8
2/24/22 1:09 AM,12.3
2/24/22 1:14 AM,11.7
2/24/22 1:19 AM,11.8
2/24/22 1:24 AM,12
2/24/22 1:29 AM,12.2
2/24/22 1:34 AM,12.3
2/24/22 1:44 AM,12
2/24/22 1:49 AM,13.2
2/24/22 1:54 AM,12.5
2/24/22 1:59 AM,13.3
2/24/22 2:04 AM,11.1
2/24/22 2:09 AM,12.6
2/24/22 2:14 AM,11.8
2/24/22 2:19 AM,13.2
2/24/22 2:24 AM,13.3
2/24/22 2:29 AM,12.1
2/24/22 2:34 AM,13.8
2/24/22 2:39 AM,14.3
2/24/22 2:44 AM,13.3
2/24/22 2:49 AM,11.4
2/24/22 2:54 AM,11.5
2/24/22 2:59 AM,11.4
2/24/22 3:04 AM,9.5
2/24/22 3:09 AM,11
2/24/22 3:14 AM,11.1
2/24/22 3:19 AM,11.4
2/24/22 3:24 AM,11
2/24/22 3:29 AM,9.7
2/24/22 3:35 AM,10.1
2/24/22 3:40 AM,8.5
2/24/22 3:45 AM,9
2/24/22 3:50 AM,10.1
2/24/22 3:55 AM,8
2/24/22 4:00 AM,8.4
2/24/22 4:04 AM,8.5
2/24/22 4:09 AM,10.5
2/24/22 4:14 AM,8.3
2/24/22 4:19 AM,8.9
2/24/22 4:24 AM,11.3
2/24/22 4:29 AM,7
2/24/22 4:34 AM,11.3
2/24/22 4:39 AM,8.8
2/24/22 4:44 AM,10.9
2/24/22 4:49 AM,8
2/24/22 4:54 AM,10.1
2/24/22 4:59 AM,8.9
2/24/22 5:04 AM,9
2/24/22 5:09 AM,9.5
2/24/22 5:14 AM,9.8
2/24/22 5:19 AM,9.3
2/24/22 5:24 AM,7.9
2/24/22 5:29 AM,9.5
2/24/22 5:34 AM,6.7
2/24/22 5:39 AM,8.9
2/24/22 5:44 AM,8.6
2/24/22 5:49 AM,7.1
2/24/22 5:55 AM,7.7
2/24/22 6:00 AM,9.3
2/24/22 6:04 AM,8.4
2/24/22 6:09 AM,6.7
2/24/22 6:19 AM,6.9
2/24/22 6:24 AM,8.2
2/24/22 6:29 AM,7.7
2/24/22 6:34 AM,9.3
2/24/22 6:39 AM,8.6
2/24/22 6:44 AM,8.8
2/24/22 6:49 AM,8.5
2/24/22 6:54 AM,8.3
2/24/22 7:00 AM,7.9
2/24/22 7:05 AM,6.9
2/24/22 7:09 AM,6.2
2/24/22 7:14 AM,7.8
2/24/22 7:19 AM,7.6
2/24/22 7:24 AM,5.4
2/24/22 7:29 AM,6.7
2/24/22 7:34 AM,6.3
2/24/22 7:39 AM,5.8
2/24/22 7:44 AM,5.5
2/24/22 7:49 AM,5.7
2/24/22 7:54 AM,5.2
2/24/22 7:59 AM,3.9
2/24/22 8:04 AM,5.6
2/24/22 8:09 AM,5.5
2/24/22 8:14 AM,5.2
2/24/22 8:19 AM,5.1
2/24/22 8:24 AM,5
2/24/22 8:29 AM,4.5
2/24/22 8:34 AM,4.8
2/24/22 8:39 AM,6.1
2/24/22 8:44 AM,6.2
2/24/22 8:49 AM,6.5
2/24/22 8:54 AM,6.6
2/24/22 8:59 AM,6
2/24/22 9:04 AM,6.3
2/24/22 9:09 AM,6.4
2/24/22 9:14 AM,6.5
2/24/22 9:19 AM,6.4
2/24/22 9:24 AM,6.8
2/24/22 9:34 AM,7.1
2/24/22 9:39 AM,6.9
2/24/22 9:44 AM,6.7
2/24/22 9:49 AM,6.8
2/24/22 9:50 AM,0
2/24/22 9:54 AM,7.1
2/24/22 9:59 AM,6.9
2/24/22 10:04 AM,6.8
2/24/22 10:09 AM,6.9
2/24/22 10:15 AM,7.1
2/24/22 10:20 AM,7.3
2/24/22 10:24 AM,7.1
2/24/22 10:29 AM,7.4
2/24/22 10:34 AM,8.1
2/24/22 10:39 AM,7.9
2/24/22 10:44 AM,7.3
2/24/22 10:49 AM,7
2/24/22 10:54 AM,8.1
2/24/22 10:59 AM,7.3
2/24/22 11:04 AM,7.7
2/24/22 11:09 AM,7.9
2/24/22 11:14 AM,8.1
2/24/22 11:19 AM,7.7
2/24/22 11:24 AM,8.2
2/24/22 11:29 AM,8
2/24/22 11:34 AM,7
2/24/22 11:39 AM,7.1
2/24/22 11:44 AM,7.2
2/24/22 11:49 AM,6.8
2/24/22 11:55 AM,0
2/24/22 12:04 PM,8.3
2/24/22 12:10 PM,7.9
2/24/22 12:15 PM,8.5
2/24/22 12:20 PM,9.4
2/24/22 12:24 PM,7.9
2/24/22 12:29 PM,7.5
2/24/22 12:34 PM,9.2
2/24/22 12:39 PM,6.9
2/24/22 12:44 PM,7.9
2/24/22 12:49 PM,5.4
2/24/22 12:54 PM,8.9
2/24/22 12:59 PM,8.2
2/24/22 1:04 PM,6.5
2/24/22 1:09 PM,8.2
2/24/22 1:14 PM,6.7
2/24/22 1:19 PM,6.5
2/24/22 1:24 PM,6.7
2/24/22 1:29 PM,6.2
2/24/22 1:34 PM,6.6
2/24/22 1:39 PM,6.4
2/24/22 1:44 PM,6.9
2/24/22 1:49 PM,5.7
2/24/22 1:54 PM,7.6
2/24/22 2:04 PM,7.5
2/24/22 2:09 PM,7.7
2/24/22 2:14 PM,7.3
2/24/22 2:19 PM,8.1
2/24/22 2:24 PM,6.1
2/24/22 2:29 PM,6.4
2/24/22 2:34 PM,7.7
2/24/22 2:39 PM,6.8
2/24/22 2:44 PM,6.5
2/24/22 2:49 PM,6.6
2/24/22 2:54 PM,6.4
2/24/22 2:59 PM,6.1
2/24/22 3:04 PM,5.6
2/24/22 3:09 PM,5.7
2/24/22 3:14 PM,5.3
2/24/22 3:19 PM,6.7
2/24/22 3:24 PM,5.5
2/24/22 3:29 PM,6.2
2/24/22 3:34 PM,5.8
2/24/22 3:39 PM,5.4
2/24/22 3:44 PM,4.1
2/24/22 3:49 PM,4.4
2/24/22 3:54 PM,4.5
2/24/22 3:59 PM,4
2/24/22 4:04 PM,3.9
2/24/22 4:09 PM,4.5
2/24/22 4:14 PM,4.7
2/24/22 4:19 PM,3.7
2/24/22 4:24 PM,4.3
2/24/22 4:29 PM,2.7
2/24/22 4:34 PM,4.1
2/24/22 4:39 PM,5.4
2/24/22 4:44 PM,5.5
2/24/22 4:49 PM,2.7
2/24/22 4:54 PM,5.1
2/24/22 4:59 PM,3.6
2/24/22 5:04 PM,5.4
2/24/22 5:09 PM,4.8
2/24/22 5:14 PM,5
2/24/22 5:19 PM,2.5
2/24/22 5:24 PM,5.6
2/24/22 5:29 PM,3.6
2/24/22 5:34 PM,5.4
2/24/22 5:39 PM,4.7
2/24/22 5:44 PM,6.9
2/24/22 5:49 PM,5
2/24/22 5:54 PM,3.8
2/24/22 5:59 PM,5.5
2/24/22 6:04 PM,4.5
2/24/22 6:09 PM,5.3
2/24/22 6:14 PM,5
