,VG_date_time_num,WindSpeed_mean,VG_East,VG_West,seeing_mean,VG_date
1,1648965670,2.7,30,30,0.398,4/2/22
2,1648965703,2.7,30,30,0.446,4/2/22
3,1648965730,2.7,30,30,0.429,4/2/22
4,1648965760,2.7,30,30,0.418,4/2/22
5,1648965792,2.7,30,30,0.339,4/2/22
6,1648965811,2.7,30,30,0.589,4/2/22
7,1648965855,2.7,30,30,0.617,4/2/22
8,1648965882,2.7,30,30,1.001,4/2/22
9,1648965915,2.7,30,30,0.446,4/2/22
10,1648965945,2.7,30,30,0.511,4/2/22
11,1648965973,2.7,30,30,0.418,4/2/22
12,1648966001,2.7,30,30,0.384,4/2/22
13,1648966036,2.7,30,30,0.359,4/2/22
14,1648966059,2.7,30,30,0.349,4/2/22
15,1648966096,2.7,30,30,1.178,4/2/22
16,1648966129,2.7,30,30,0.586,4/2/22
17,1648966163,2.7,30,30,0.479,4/2/22
18,1648966184,2.7,30,30,0.386,4/2/22
19,1648966227,2.2,30,30,0.336,4/2/22
20,1648966256,2.2,30,30,0.363,4/2/22
21,1648966270,2.2,30,30,0.4005,4/2/22
22,1648966407,2.2,30,30,0.369,4/2/22
23,1648966427,2.2,30,30,0.919,4/2/22
24,1648966444,2.2,30,30,0.4925,4/2/22
25,1648966525,2,30,30,0.402,4/2/22
26,1648966583,2,30,30,0.4195,4/2/22
27,1648966647,2,30,30,0.382,4/2/22
28,1648966678,2,30,30,0.4795,4/2/22
29,1648966727,2,30,30,0.719,4/2/22
30,1648966793,2,30,30,0.3625,4/2/22
31,1648966848,1.6,30,30,0.368,4/2/22
32,1648966881,1.6,30,30,0.345,4/2/22
33,1648966919,1.6,30,30,0.452,4/2/22
34,1648966977,1.6,30,30,0.364,4/2/22
35,1648966992,1.6,30,30,0.512,4/2/22
36,1648967039,1.6,30,30,0.755,4/2/22
37,1648967054,1.6,30,30,0.422666667,4/2/22
38,1648967162,2.2,30,30,0.448,4/2/22
39,1648967164,2.2,30,30,0.467,4/2/22
40,1648967208,2.2,30,30,0.369,4/2/22
41,1648967249,2.2,30,30,0.344,4/2/22
42,1648967256,2.2,30,30,0.316,4/2/22
43,1648967303,2.2,30,30,0.374,4/2/22
44,1648967341,2.2,30,30,0.589,4/2/22
45,1648967402,2.6,30,30,0.372,4/2/22
46,1648967408,2.6,30,30,0.404,4/2/22
47,1648967493,2.6,30,30,0.322,4/2/22
48,1648967509,2.6,30,30,0.448,4/2/22
49,1648967578,2.6,30,30,0.359,4/2/22
50,1648967639,2.6,30,30,0.351,4/2/22
51,1648967664,2.6,30,30,0.378,4/2/22
52,1649141464,9.2,0,0,1.304,4/4/22
53,1649141502,9.2,0,0,0.863,4/4/22
54,1649141624,9.2,0,0,0.65,4/4/22
55,1649141640,9.2,0,0,0.517,4/4/22
56,1649141674,9.2,0,0,0.436,4/4/22
57,1649141715,10.2,0,0,0.533,4/4/22
58,1649141784,10.2,0,0,0.6745,4/4/22
59,1649141859,10.2,0,0,1.211,4/4/22
60,1649141863,10.2,0,0,0.703,4/4/22
61,1649141901,10.2,0,0,0.73,4/4/22
62,1649141937,10.2,0,0,1.1595,4/4/22
63,1649142004,9.8,0,0,0.895333333,4/5/22
64,1649142100,9.8,0,0,0.904,4/5/22
65,1649142129,9.8,0,0,0.807,4/5/22
66,1649142422,11.1,10,10,0.761,4/5/22
67,1649142451,11.1,10,10,0.796,4/5/22
68,1649142483,11.1,10,10,0.68,4/5/22
69,1649142511,11.1,10,10,0.769,4/5/22
70,1649142542,11.1,10,10,0.785,4/5/22
71,1649142573,11.1,10,10,1.345,4/5/22
72,1649142597,11.1,10,10,1.321,4/5/22
73,1649142633,11.4,10,10,0.926,4/5/22
74,1649142663,11.4,10,10,0.764,4/5/22
75,1649142693,11.4,10,10,0.727,4/5/22
76,1649142723,11.4,10,10,0.767,4/5/22
77,1649142752,11.4,10,10,0.725,4/5/22
78,1649142807,11.4,10,10,1.385,4/5/22
79,1649142839,11.4,10,10,1.267,4/5/22
80,1649142869,11.4,10,10,0.638,4/5/22
81,1649142981,11.2,10,10,1.379,4/5/22
82,1649143012,11.2,10,10,0.657,4/5/22
83,1649143039,11.2,10,10,0.791,4/5/22
84,1649143070,11.2,10,10,0.787,4/5/22
85,1649143093,11.2,10,10,0.734,4/5/22
86,1649143131,11.2,10,10,0.719,4/5/22
87,1649143161,11.2,10,10,0.734,4/5/22
88,1649143191,11.2,10,10,0.733,4/5/22
89,1649143222,11.7,10,10,0.773,4/5/22
90,1649143252,11.7,10,10,0.778,4/5/22
91,1649143282,11.7,10,10,0.756,4/5/22
92,1649143312,11.7,10,10,1.617,4/5/22
93,1649143341,11.7,10,10,0.953,4/5/22
94,1649143372,11.7,10,10,1.008,4/5/22
95,1649143397,11.7,10,10,0.85,4/5/22
96,1649143432,11.7,10,10,0.892,4/5/22
97,1649143462,11.7,10,10,0.889,4/5/22
98,1649143492,11.7,10,10,0.849,4/5/22
99,1649143523,10,10,10,0.822,4/5/22
100,1649143553,10,10,10,0.8,4/5/22
101,1649143579,10,10,10,0.675,4/5/22
102,1649143613,10,10,10,0.677,4/5/22
103,1649143643,10,10,10,0.706,4/5/22
104,1649143673,10,10,10,0.692,4/5/22
105,1649143702,10,10,10,0.686,4/5/22
106,1649143733,10,10,10,0.66,4/5/22
107,1649143761,10,10,10,0.681,4/5/22
108,1649143792,10,10,10,0.738,4/5/22
109,1649143824,11.5,10,10,0.638,4/5/22
110,1649143854,11.5,10,10,0.698,4/5/22
111,1649143883,11.5,10,10,0.689,4/5/22
112,1649143914,11.5,10,10,0.754,4/5/22
113,1649144626,9.2,10,10,1.17,4/5/22
114,1649144656,9.2,10,10,0.609,4/5/22
115,1649144687,9.2,10,10,0.583,4/5/22
116,1649144716,9.8,10,10,0.842,4/5/22
117,1649144747,9.8,10,10,0.719,4/5/22
118,1649144774,9.8,10,10,0.683,4/5/22
119,1649144807,9.8,10,10,0.745,4/5/22
120,1649144831,9.8,10,10,0.67,4/5/22
121,1649144867,9.8,10,10,0.854,4/5/22
122,1649144897,9.8,10,10,0.674,4/5/22
123,1649144927,9.8,10,10,0.768,4/5/22
124,1649144943,9.8,10,10,0.692,4/5/22
125,1649144984,9.8,10,10,0.58,4/5/22
126,1649145015,11.5,10,10,0.63,4/5/22
127,1649145048,11.5,10,10,0.751,4/5/22
128,1649145077,11.5,10,10,0.805,4/5/22
129,1649145108,11.5,10,10,0.897,4/5/22
130,1649145138,11.5,10,10,0.844,4/5/22
131,1649145168,11.5,10,10,0.83,4/5/22
132,1649145198,11.5,10,10,0.842,4/5/22
133,1649145227,11.5,10,10,0.778,4/5/22
134,1649145257,11.5,10,10,0.802,4/5/22
135,1649145288,11.5,10,10,0.781,4/5/22
136,1649145317,12.9,10,10,1.479,4/5/22
137,1649145350,12.9,10,10,0.893,4/5/22
138,1649145378,12.9,10,10,0.726,4/5/22
139,1649145406,12.9,10,10,0.853,4/5/22
140,1649145439,12.9,10,10,0.755,4/5/22
141,1649145466,12.9,10,10,0.814,4/5/22
142,1649145498,12.9,10,10,0.741,4/5/22
143,1649145527,12.9,10,10,0.802,4/5/22
144,1649145559,12.9,10,10,1.032,4/5/22
145,1649145586,12.9,10,10,0.898,4/5/22
146,1649145616,10,10,10,1.055,4/5/22
147,1649145650,10,10,10,1.076,4/5/22
148,1649145679,10,10,10,1.016,4/5/22
149,1649145710,10,10,10,0.854,4/5/22
150,1649145740,10,10,10,0.717,4/5/22
151,1649145771,10,10,10,0.863,4/5/22
152,1649145799,10,10,10,0.846,4/5/22
153,1649145812,10,10,10,0.878,4/5/22
154,1649145861,10,10,10,1.018,4/5/22
155,1649145891,10,10,10,0.793,4/5/22
156,1649145920,12.2,10,10,0.708,4/5/22
157,1649145951,12.2,10,10,0.683,4/5/22
158,1649145981,12.2,10,10,1.475,4/5/22
159,1649146012,12.2,10,10,0.744,4/5/22
160,1649146042,12.2,10,10,0.721,4/5/22
161,1649146072,12.2,10,10,0.596,4/5/22
162,1649146101,12.2,10,10,0.655,4/5/22
163,1649146132,12.2,10,10,0.761,4/5/22
164,1649146162,12.2,10,10,0.618,4/5/22
165,1649146193,12.2,10,10,0.784,4/5/22
166,1649146221,11.7,10,10,0.792,4/5/22
167,1649146229,11.7,10,10,0.572,4/5/22
168,1649146281,11.7,10,10,0.783,4/5/22
169,1649146311,11.7,10,10,0.731,4/5/22
170,1649146343,11.7,10,10,0.603,4/5/22
171,1649146370,11.7,10,10,0.637,4/5/22
172,1649146403,11.7,10,10,0.636,4/5/22
173,1649146433,11.7,10,10,0.779,4/5/22
174,1649146463,11.7,10,10,0.831,4/5/22
175,1649146493,11.7,10,10,0.645,4/5/22
176,1649146524,11.2,10,10,0.671,4/5/22
177,1649146554,11.2,10,10,0.784,4/5/22
178,1649146582,11.2,10,10,0.711,4/5/22
179,1649146613,11.2,10,10,0.713,4/5/22
180,1649146632,11.2,10,10,1.539,4/5/22
181,1649146674,11.2,10,10,0.565,4/5/22
182,1649146703,11.2,10,10,0.608,4/5/22
183,1649146734,11.2,10,10,0.673,4/5/22
184,1649146764,11.2,10,10,0.765,4/5/22
185,1649146793,11.2,10,10,0.659,4/5/22
186,1649146824,11.2,10,10,0.624,4/5/22
187,1649146855,11.2,10,10,0.699,4/5/22
188,1649146885,11.2,10,10,0.92,4/5/22
189,1649146915,11.2,10,10,0.669,4/5/22
190,1649146945,11.2,10,10,0.562,4/5/22
191,1649146974,11.2,10,10,0.54,4/5/22
192,1649147004,11.2,10,10,0.743,4/5/22
193,1649147027,11.2,10,10,0.656,4/5/22
194,1649147065,11.2,10,10,0.807,4/5/22
195,1649147095,11.2,10,10,0.728,4/5/22
196,1649147125,10.5,10,10,0.684,4/5/22
197,1649147155,10.5,10,10,0.766,4/5/22
198,1649147185,10.5,10,10,0.786,4/5/22
199,1649147212,10.5,10,10,0.588,4/5/22
200,1649147245,10.5,10,10,0.629,4/5/22
201,1649147274,10.5,10,10,0.601,4/5/22
202,1649147306,10.5,10,10,1.61,4/5/22
203,1649147336,10.5,10,10,0.626,4/5/22
204,1649147366,10.5,10,10,0.619,4/5/22
205,1649147395,10.5,10,10,0.681,4/5/22
206,1649147411,11.1,10,10,0.626,4/5/22
207,1649147454,11.1,10,10,0.618,4/5/22
208,1649147487,11.1,10,10,0.556,4/5/22
209,1649147517,11.1,10,10,0.618,4/5/22
210,1649147547,11.1,10,10,0.586,4/5/22
211,1649147575,11.1,10,10,0.477,4/5/22
212,1649147604,11.1,10,10,0.532,4/5/22
213,1649147635,11.1,10,10,0.529,4/5/22
214,1649147666,11.1,10,10,0.453,4/5/22
215,1649147696,11.1,10,10,0.554,4/5/22
216,1649147725,11.6,10,10,0.55,4/5/22
217,1649147758,11.6,10,10,0.649,4/5/22
218,1649147787,11.6,10,10,0.876,4/5/22
219,1649147804,11.6,10,10,0.743,4/5/22
220,1649147847,11.6,10,10,0.687,4/5/22
221,1649147877,11.6,10,10,0.598,4/5/22
222,1649147904,11.6,10,10,0.592,4/5/22
223,1649147936,11.6,10,10,0.629,4/5/22
224,1649147969,11.6,10,10,1.291,4/5/22
225,1649147997,11.6,10,10,0.673,4/5/22
226,1649148027,12.2,10,10,0.63,4/5/22
227,1649148059,12.2,10,10,0.672,4/5/22
228,1649148089,12.2,10,10,0.591,4/5/22
229,1649148119,12.2,10,10,0.595,4/5/22
230,1649148148,12.2,10,10,0.802,4/5/22
231,1649148156,12.2,10,10,0.727,4/5/22
232,1649148209,12.2,10,10,0.733,4/5/22
233,1649148239,12.2,10,10,0.637,4/5/22
234,1649148268,12.2,10,10,0.754,4/5/22
235,1649148296,12.2,10,10,0.699,4/5/22
236,1649148330,11.8,10,10,0.647,4/5/22
237,1649148359,11.8,10,10,0.642,4/5/22
238,1649148387,11.8,10,10,0.605,4/5/22
239,1649148419,11.8,10,10,0.496,4/5/22
240,1649148447,11.8,10,10,0.693,4/5/22
241,1649148479,11.8,10,10,0.628,4/5/22
242,1649148509,11.8,10,10,0.764,4/5/22
243,1649148532,11.8,10,10,0.525,4/5/22
244,1649148570,11.8,10,10,0.521,4/5/22
245,1649148600,11.9,10,10,0.654,4/5/22
246,1649148630,11.9,10,10,1.515,4/5/22
247,1649148660,11.9,10,10,0.806,4/5/22
248,1649148690,11.9,10,10,0.589,4/5/22
249,1649148721,11.9,10,10,0.48,4/5/22
250,1649148751,11.9,10,10,0.528,4/5/22
251,1649148781,11.9,10,10,0.508,4/5/22
252,1649148811,11.9,10,10,0.599,4/5/22
253,1649148838,11.9,10,10,0.523,4/5/22
254,1649148869,11.9,10,10,0.612,4/5/22
255,1649148901,11.3,10,10,0.619,4/5/22
256,1649148931,11.3,10,10,0.598,4/5/22
257,1649148955,11.3,10,10,0.57,4/5/22
258,1649148991,11.3,10,10,0.54,4/5/22
259,1649149018,11.3,10,10,0.579,4/5/22
260,1649149051,11.3,10,10,0.665,4/5/22
261,1649149081,11.3,10,10,0.481,4/5/22
262,1649149112,11.3,10,10,0.5,4/5/22
263,1649149140,11.3,10,10,0.516,4/5/22
264,1649149171,11.3,10,10,0.54,4/5/22
265,1649149201,11.9,10,10,0.61,4/5/22
266,1649149208,11.9,10,10,0.623,4/5/22
267,1649149261,11.9,10,10,0.514,4/5/22
268,1649149290,11.9,10,10,0.849,4/5/22
269,1649149321,11.9,10,10,0.657,4/5/22
270,1649149352,11.9,10,10,0.509,4/5/22
271,1649149382,11.9,10,10,0.637,4/5/22
272,1649149412,11.9,10,10,0.671,4/5/22
273,1649149442,11.9,10,10,0.585,4/5/22
274,1649149472,11.9,10,10,0.615,4/5/22
275,1649149502,12,10,10,0.548,4/5/22
276,1649149531,12,10,10,0.597,4/5/22
277,1649149547,12,10,10,0.604,4/5/22
278,1649149590,12,10,10,0.667,4/5/22
279,1649149621,12,10,10,0.614,4/5/22
280,1649149653,12,10,10,0.635,4/5/22
281,1649149683,12,10,10,0.659,4/5/22
282,1649149711,12,10,10,0.605,4/5/22
283,1649149740,12,10,10,0.672,4/5/22
284,1649149773,12,10,10,0.715,4/5/22
285,1649149802,11.9,10,10,0.686,4/5/22
286,1649149831,11.9,10,10,0.57,4/5/22
287,1649149864,11.9,10,10,0.626,4/5/22
288,1649149877,11.9,10,10,0.631,4/5/22
289,1649149924,11.9,10,10,0.628,4/5/22
290,1649149953,11.9,10,10,0.932,4/5/22
291,1649149984,11.9,10,10,0.879,4/5/22
292,1649150014,11.9,10,10,0.797,4/5/22
293,1649150044,11.9,10,10,0.786,4/5/22
294,1649150072,11.9,10,10,0.815,4/5/22
295,1649150104,11.1,10,10,0.835,4/5/22
296,1649150134,11.1,10,10,0.765,4/5/22
297,1649150162,11.1,10,10,0.76,4/5/22
298,1649150177,11.1,10,10,0.769,4/5/22
299,1649150225,11.1,10,10,0.896,4/5/22
300,1649150253,11.1,10,10,0.714,4/5/22
301,1649150283,11.1,10,10,0.563,4/5/22
302,1649150348,11.1,10,10,0.579,4/5/22
303,1649150402,10.5,10,10,0.664,4/5/22
304,1649150429,10.5,10,10,0.587,4/5/22
305,1649150460,10.5,10,10,0.611,4/5/22
306,1649150483,10.5,10,10,0.692,4/5/22
307,1649150524,10.5,10,10,0.68,4/5/22
308,1649150553,10.5,10,10,0.635,4/5/22
309,1649150583,10.5,10,10,0.778,4/5/22
310,1649150614,10.5,10,10,0.656,4/5/22
311,1649150644,10.5,10,10,0.707,4/5/22
312,1649150672,10.5,10,10,0.601,4/5/22
313,1649150702,11.7,10,10,0.629,4/5/22
314,1649150731,11.7,10,10,1.509,4/5/22
315,1649150763,11.7,10,10,0.628,4/5/22
316,1649150781,11.7,10,10,0.566,4/5/22
317,1649150823,11.7,10,10,0.494,4/5/22
318,1649150854,11.7,10,10,0.527,4/5/22
319,1649150884,11.7,10,10,0.544,4/5/22
320,1649150914,11.7,10,10,0.555,4/5/22
321,1649150943,11.7,10,10,0.545,4/5/22
322,1649150974,11.7,10,10,0.57,4/5/22
323,1649151003,11.5,10,10,0.583,4/5/22
324,1649151034,11.5,10,10,0.589,4/5/22
325,1649151064,11.5,10,10,0.544,4/5/22
326,1649151072,11.5,10,10,0.531,4/5/22
327,1649151123,11.5,10,10,0.539,4/5/22
328,1649151151,11.5,10,10,0.553,4/5/22
329,1649151185,11.5,10,10,0.509,4/5/22
330,1649151214,11.5,10,10,0.503,4/5/22
331,1649151245,11.5,10,10,0.584,4/5/22
332,1649151275,11.5,10,10,0.585,4/5/22
333,1649151303,10.5,10,10,0.506,4/5/22
334,1649151336,10.5,10,10,0.565,4/5/22
335,1649151350,10.5,10,10,0.583,4/5/22
336,1649151396,10.5,10,10,1.211,4/5/22
337,1649151425,10.5,10,10,0.538,4/5/22
338,1649151454,10.5,10,10,0.522,4/5/22
339,1649151486,10.5,10,10,0.531,4/5/22
340,1649151516,10.5,10,10,0.518,4/5/22
341,1649151545,10.5,10,10,0.498,4/5/22
342,1649151574,10.5,10,10,0.678,4/5/22
343,1649151606,12.3,10,10,0.646,4/5/22
344,1649151627,12.3,10,10,0.573,4/5/22
345,1649151663,12.3,10,10,0.493,4/5/22
346,1649151695,12.3,10,10,0.515,4/5/22
347,1649151725,12.3,10,10,0.55,4/5/22
348,1649151757,12.3,10,10,0.545,4/5/22
349,1649151786,12.3,10,10,0.488,4/5/22
350,1649152012,11.4,10,10,0.52,4/5/22
351,1649152039,11.4,10,10,0.609,4/5/22
352,1649152072,11.4,10,10,1.284,4/5/22
353,1649152099,11.4,10,10,0.617,4/5/22
354,1649152133,11.4,10,10,0.637,4/5/22
355,1649152159,11.4,10,10,0.723,4/5/22
356,1649152192,11.4,10,10,0.63,4/5/22
357,1649152256,12,10,10,1.106,4/5/22
358,1649152286,12,10,10,0.58,4/5/22
359,1649152307,12,10,10,1.678,4/5/22
360,1649152344,12,10,10,0.524,4/5/22
361,1649152377,12,10,10,0.559,4/5/22
362,1649152398,12,10,10,0.63,4/5/22
363,1649152437,12,10,10,1.627,4/5/22
364,1649152466,12,10,10,1.498,4/5/22
365,1649152497,12,10,10,0.67,4/5/22
366,1649152528,11.3,10,10,0.651,4/5/22
367,1649152554,11.3,10,10,0.584,4/5/22
368,1649152589,11.3,10,10,0.589,4/5/22
369,1649158322,11.9,0,0,0.807,4/5/22
370,1649158371,11.9,0,0,0.614,4/5/22
371,1649158404,11.9,0,0,0.657,4/5/22
372,1649158436,11.9,0,0,0.641,4/5/22
373,1649158441,11.9,0,0,0.699,4/5/22
374,1649158494,11.9,0,0,0.58,4/5/22
375,1649158524,11.8,0,0,0.572,4/5/22
376,1649158552,11.8,0,0,0.708,4/5/22
377,1649158588,11.8,0,0,1.045,4/5/22
378,1649158616,11.8,0,0,1.123,4/5/22
379,1649158647,11.8,0,0,0.806,4/5/22
380,1649158678,11.8,0,0,1.21,4/5/22
381,1649158709,11.8,0,0,1.275,4/5/22
382,1649158724,11.8,0,0,1.244,4/5/22
383,1649158869,11.9,0,0,1.71,4/5/22
384,1649158988,11.9,0,0,0.889,4/5/22
385,1649159029,11.9,0,0,0.951,4/5/22
386,1649159053,11.9,0,0,0.965,4/5/22
387,1649159081,11.9,0,0,1.191,4/5/22
388,1649159103,11.6,0,0,0.981,4/5/22
389,1649159168,11.6,0,0,1.109,4/5/22
390,1649159204,11.6,0,0,0.892,4/5/22
391,1649159236,11.6,0,0,0.739,4/5/22
392,1649159260,11.6,0,0,0.741,4/5/22
393,1649159307,11.6,0,0,0.787,4/5/22
394,1649159345,11.6,0,0,0.728,4/5/22
395,1649159376,11.6,0,0,0.746,4/5/22
396,1649159414,11.8,0,0,0.737,4/5/22
397,1649159450,11.8,0,0,0.655,4/5/22
398,1649241506,6.5,20,20,0.76,4/6/22
399,1649241533,6.5,20,20,0.77,4/6/22
400,1649241554,6.5,20,20,0.748,4/6/22
401,1649241596,6.2,20,20,0.83,4/6/22
402,1649241624,6.2,20,20,1.726,4/6/22
403,1649241658,6.2,20,20,0.722,4/6/22
404,1649241688,6.2,20,20,0.853,4/6/22
405,1649241714,6.2,20,20,0.83,4/6/22
406,1649241746,6.2,20,20,0.707,4/6/22
407,1649241795,6.2,20,20,1.596,4/6/22
408,1649241822,6.2,20,20,0.797,4/6/22
409,1649241854,6.2,20,20,1.721,4/6/22
410,1649241881,6.2,20,20,0.831,4/6/22
411,1649241912,6.4,20,20,0.859,4/6/22
412,1649241945,6.4,20,20,0.881,4/6/22
413,1649241979,6.4,20,20,1.977,4/6/22
414,1649242007,6.4,20,20,0.684,4/6/22
415,1649242043,6.4,20,20,1.498,4/6/22
416,1649242074,6.4,20,20,2.081,4/6/22
417,1649242101,6.4,20,20,0.686,4/6/22
418,1649242129,6.4,20,20,0.679,4/6/22
419,1649242333,6.5,20,20,0.566,4/6/22
420,1649242363,6.5,20,20,0.74,4/6/22
421,1649242395,6.5,20,20,2.159,4/6/22
422,1649242425,6.5,20,20,3.721,4/6/22
423,1649242514,6.8,20,20,2.716,4/6/22
424,1649242562,6.8,20,20,0.887,4/6/22
425,1649242615,6.8,20,20,0.556,4/6/22
426,1649242696,6.8,20,20,1.6,4/6/22
427,1649242729,6.8,20,20,0.846,4/6/22
428,1649242759,6.8,20,20,0.546,4/6/22
429,1649242792,6.8,20,20,1.459,4/6/22
430,1649242822,6.8,20,20,0.616,4/6/22
431,1649242849,6.8,20,20,0.482,4/6/22
432,1649242882,6.8,20,20,0.509,4/6/22
433,1649242909,6.8,20,20,0.528,4/6/22
434,1649242946,6.8,20,20,1.164,4/6/22
435,1649242974,6.8,20,20,0.623,4/6/22
436,1649243005,6.8,20,20,0.65,4/6/22
437,1649243037,6.8,20,20,0.62,4/6/22
438,1649243062,6.8,20,20,0.567,4/6/22
439,1649243091,6.8,20,20,0.595,4/6/22
440,1649243130,6.9,20,20,1.647,4/6/22
441,1649243155,6.9,20,20,0.571,4/6/22
442,1649243184,6.9,20,20,1.281,4/6/22
443,1649243219,6.9,20,20,0.604,4/6/22
444,1649243248,6.9,20,20,0.619,4/6/22
445,1649243268,6.9,20,20,0.943,4/6/22
446,1649243480,7.1,20,20,1.094,4/6/22
447,1649243507,7.1,20,20,0.869,4/6/22
448,1649243541,7.1,20,20,0.88,4/6/22
449,1649243565,7.1,20,20,1.587,4/6/22
450,1649243601,7.1,20,20,0.949,4/6/22
451,1649243631,7.1,20,20,0.837,4/6/22
452,1649243662,7.1,20,20,1.097,4/6/22
453,1649243692,7.1,20,20,0.983,4/6/22
454,1649243747,6.8,20,20,1.966,4/6/22
455,1649243765,6.8,20,20,0.878,4/6/22
456,1649243809,6.8,20,20,1.762,4/6/22
457,1649243837,6.8,20,20,1.091,4/6/22
458,1649243867,6.8,20,20,1.027,4/6/22
459,1649243898,6.8,20,20,0.923,4/6/22
460,1649243929,6.8,20,20,0.912,4/6/22
461,1649243957,6.8,20,20,1.011,4/6/22
462,1649243990,6.8,20,20,0.817,4/6/22
463,1649244020,6.9,20,20,0.8,4/6/22
464,1649244050,6.9,20,20,0.824,4/6/22
465,1649244079,6.9,20,20,0.996,4/6/22
466,1649244110,6.9,20,20,0.844,4/6/22
467,1649244139,6.9,20,20,0.848,4/6/22
468,1649244163,6.9,20,20,2.133,4/6/22
469,1649244188,6.9,20,20,0.768,4/6/22
470,1649244230,6.9,20,20,0.781,4/6/22
471,1649244262,6.9,20,20,0.836,4/6/22
472,1649244293,6.9,20,20,0.875,4/6/22
473,1649244322,6.4,20,20,0.764,4/6/22
474,1649244354,6.4,20,20,0.855,4/6/22
475,1649244383,6.4,20,20,0.916,4/6/22
476,1649244412,6.4,20,20,0.898,4/6/22
477,1649244444,6.4,20,20,0.808,4/6/22
478,1649244474,6.4,20,20,0.868,4/6/22
479,1649244495,6.4,20,20,1.592,4/6/22
480,1649244536,6.4,20,20,0.768,4/6/22
481,1649244556,6.4,20,20,0.885,4/6/22
482,1649244597,6.4,20,20,0.795,4/6/22
483,1649244623,6.5,20,20,0.858,4/6/22
484,1649244639,6.5,20,20,0.955,4/6/22
485,1649244686,6.5,20,20,1.512,4/6/22
486,1649244718,6.5,20,20,0.863,4/6/22
487,1649244743,6.5,20,20,0.831,4/6/22
488,1649244960,6.5,20,20,0.877,4/6/22
489,1649244991,6.5,20,20,1.236,4/6/22
490,1649245016,6.5,20,20,1.076,4/6/22
491,1649245052,6.5,20,20,0.959,4/6/22
492,1649245080,6.5,20,20,0.9,4/6/22
493,1649245112,6.5,20,20,0.933,4/6/22
494,1649245142,6.5,20,20,0.767,4/6/22
495,1649245171,6.5,20,20,0.909,4/6/22
496,1649245200,6.2,20,20,0.851,4/6/22
497,1649245231,6.2,20,20,0.99,4/6/22
498,1649245260,6.2,20,20,0.916,4/6/22
499,1649245292,6.2,20,20,0.759,4/6/22
500,1649245322,6.2,20,20,0.811,4/6/22
501,1649245353,6.2,20,20,1.157,4/6/22
502,1649245381,6.2,20,20,1.266,4/6/22
503,1649245413,6.2,20,20,1.452,4/6/22
504,1649245434,6.2,20,20,2.009,4/6/22
505,1649245468,6.2,20,20,0.993,4/6/22
506,1649245504,6.4,20,20,1.18,4/6/22
507,1649245533,6.4,20,20,1.513,4/6/22
508,1649245563,6.4,20,20,1.534,4/6/22
509,1649245587,6.4,20,20,1.681,4/6/22
510,1649245625,6.4,20,20,1.758,4/6/22
511,1649245655,6.4,20,20,1.036,4/6/22
512,1649245685,6.4,20,20,1.231,4/6/22
513,1649245715,6.4,20,20,1.465,4/6/22
514,1649245738,6.4,20,20,1.109,4/6/22
515,1649245772,6.4,20,20,1.515,4/6/22
516,1649245804,6.3,20,20,1.055,4/6/22
517,1649245833,6.3,20,20,1.109,4/6/22
518,1649245866,6.3,20,20,1.39,4/6/22
519,1649245896,6.3,20,20,1.351,4/6/22
520,1649245922,6.3,20,20,1.102,4/6/22
521,1649245956,6.3,20,20,1.805,4/6/22
522,1649245986,6.3,20,20,2.616,4/6/22
523,1649246013,6.3,20,20,1.53,4/6/22
524,1649246046,6.3,20,20,0.848,4/6/22
525,1649246076,6.3,20,20,0.895,4/6/22
526,1649246104,6.6,20,20,0.901,4/6/22
527,1649246137,6.6,20,20,0.852,4/6/22
528,1649246168,6.6,20,20,0.766,4/6/22
529,1649246194,6.6,20,20,0.736,4/6/22
530,1649246228,6.6,20,20,0.8,4/6/22
531,1649246247,6.6,20,20,0.976,4/6/22
532,1649246287,6.6,20,20,1.073,4/6/22
533,1649246317,6.6,20,20,1.17,4/6/22
534,1649246346,6.6,20,20,1.083,4/6/22
535,1649246376,6.6,20,20,0.791,4/6/22
536,1649246409,6.4,20,20,0.854,4/6/22
537,1649246436,6.4,20,20,1.324,4/6/22
538,1649246466,6.4,20,20,1.183,4/6/22
539,1649246499,6.4,20,20,1.693,4/6/22
540,1649246529,6.4,20,20,0.999,4/6/22
541,1649246560,6.4,20,20,1.224,4/6/22
542,1649246586,6.4,20,20,1.131,4/6/22
543,1649246618,6.4,20,20,0.954,4/6/22
544,1649246648,6.4,20,20,1.064,4/6/22
545,1649246667,6.4,20,20,0.887,4/6/22
546,1649246708,6.3,20,20,0.877,4/6/22
547,1649324666,3.9,30,30,0.556,4/7/22
548,1649324697,3.9,30,30,0.503,4/7/22
549,1649324724,3.8,30,30,0.48,4/7/22
550,1649324756,3.8,30,30,0.457,4/7/22
551,1649324770,3.8,30,30,0.6595,4/7/22
552,1649324829,3.8,30,30,0.42,4/7/22
553,1649324878,3.8,30,30,0.579,4/7/22
554,1649324903,3.8,30,30,0.471,4/7/22
555,1649324935,3.8,30,30,0.524,4/7/22
556,1649324968,3.8,30,30,0.559,4/7/22
557,1649324995,3.8,30,30,0.463,4/7/22
558,1649325027,4.3,30,30,0.529,4/7/22
559,1649325047,4.3,30,30,0.536,4/7/22
560,1649325089,4.3,30,30,0.656,4/7/22
561,1649325117,4.3,30,30,0.499,4/7/22
