4/5/22,26:25.6,0.785567086
4/5/22,26:55.6,0.587950337
4/5/22,27:25.7,0.628679563
4/5/22,27:55.8,0.601049194
4/5/22,28:26.4,1.610241617
4/5/22,28:56.5,0.625732335
4/5/22,29:26.6,0.618957658
4/5/22,29:56.7,0.680594752
4/5/22,30:26.7,0.625570896
4/5/22,30:56.8,0.617724875
4/5/22,31:26.9,0.556139461
4/5/22,31:26.9,0.556139461
4/5/22,31:57.0,0.617606537
4/5/22,32:27.1,0.585915747
4/5/22,32:57.1,0.476660486
4/5/22,33:27.2,0.532239839
4/5/22,33:57.3,0.528554117
4/5/22,34:27.4,0.452941392
4/5/22,34:57.5,0.554483217
4/5/22,35:27.6,0.550305927
4/5/22,35:57.6,0.64888935
4/5/22,36:27.7,0.875873862
4/5/22,36:57.8,0.743282707
4/5/22,37:27.9,0.687164707
4/5/22,37:58.0,0.597569308
4/5/22,38:28.0,0.592109627
4/5/22,38:58.1,0.62932314
4/5/22,39:28.7,1.290944193
4/5/22,39:58.8,0.673170273
4/5/22,40:28.8,0.630314777
4/5/22,40:58.9,0.671790769
4/5/22,41:29.0,0.59097745
4/5/22,41:59.1,0.59538326
4/5/22,42:29.2,0.801733968
4/5/22,42:59.2,0.727075689
4/5/22,43:29.3,0.733170981
4/5/22,43:59.4,0.637033675
4/5/22,44:29.5,0.753903563
4/5/22,44:59.6,0.698863859
4/5/22,45:29.7,0.647435517
4/5/22,45:59.7,0.641636271
4/5/22,46:29.8,0.604666605
4/5/22,46:59.9,0.495931178
4/5/22,47:30.0,0.69326112
4/5/22,48:00.0,0.627682733
4/5/22,48:30.1,0.764019928
4/5/22,49:00.2,0.52489191
4/5/22,49:30.3,0.521013381
4/5/22,50:00.4,0.653904683
4/5/22,50:30.5,1.514999193
4/5/22,51:00.6,0.806291535
4/5/22,51:30.6,0.588886283
4/5/22,52:00.7,0.479658289
4/5/22,52:30.8,0.527860809
4/5/22,53:00.9,0.507786775
4/5/22,53:31.0,0.599080939
4/5/22,54:01.0,0.523340883
4/5/22,54:31.1,0.611713298
4/5/22,55:01.2,0.618501069
4/5/22,55:31.3,0.598356513
4/5/22,56:01.4,0.569623819
4/5/22,56:31.5,0.539805661
4/5/22,57:01.5,0.578963589
4/5/22,57:31.6,0.664773952
4/5/22,58:01.7,0.48061023
4/5/22,58:31.8,0.500039718
4/5/22,59:01.8,0.516190705
4/5/22,59:31.9,0.540237566
4/5/22,00:02.0,0.610038528
4/5/22,00:32.1,0.623160128
4/5/22,01:02.2,0.513571685
4/5/22,01:32.3,0.849043044
4/5/22,02:02.3,0.65742681
4/5/22,02:32.4,0.509206059
4/5/22,03:02.5,0.637375141
4/5/22,03:32.6,0.67108803
4/5/22,04:02.7,0.585299883
4/5/22,04:32.7,0.615216696
4/5/22,05:02.8,0.548435936
4/5/22,05:32.9,0.597355203
4/5/22,06:03.0,0.603913681
4/5/22,06:33.1,0.66677532
4/5/22,07:03.2,0.613513108
4/5/22,07:33.2,0.634566037
4/5/22,08:03.3,0.658898977
4/5/22,08:33.4,0.605093385
4/5/22,09:03.5,0.672068941
4/5/22,09:33.6,0.715396944
4/5/22,10:03.6,0.686435204
4/5/22,10:33.7,0.570210632
4/5/22,11:03.8,0.625709025
4/5/22,11:33.9,0.631313593
4/5/22,12:04.0,0.627786401
4/5/22,12:34.1,0.932204712
4/5/22,13:04.1,0.878616576
4/5/22,13:34.2,0.796605742
4/5/22,14:04.3,0.786018361
4/5/22,14:34.4,0.815448948
4/5/22,15:04.5,0.834806959
4/5/22,15:34.5,0.764633529
4/5/22,16:04.6,0.760412191
4/5/22,16:34.7,0.769363893
4/5/22,17:04.8,0.89578989
4/5/22,17:34.9,0.713691199
4/5/22,18:04.9,0.562595186
