,datetime,fecha,windSp
10338,44603.95069,2/11/22 22:49,5.8
10339,44603.961110000004,2/11/22 23:04,6.4
10340,44603.96458,2/11/22 23:09,6.3
10341,44603.96806,2/11/22 23:14,6.6
10342,44603.97153,2/11/22 23:19,5.0
10343,44603.975,2/11/22 23:24,5.3
10344,44603.97847,2/11/22 23:29,4.9
10345,44603.98194,2/11/22 23:34,5.1
10346,44603.98542,2/11/22 23:39,4.4
10347,44603.98889,2/11/22 23:44,3.7
10348,44603.992360000004,2/11/22 23:49,3.3
10349,44603.99583,2/11/22 23:54,4.4
10350,44604.00625,2/12/22 0:09,4.5
10351,44604.00972,2/12/22 0:14,5.2
10352,44604.01319,2/12/22 0:19,0.1
10353,44604.01667,2/12/22 0:24,3.9
10354,44604.02014,2/12/22 0:29,4.1
10355,44604.023610000004,2/12/22 0:34,4.8
10356,44604.02708,2/12/22 0:39,4.7
10357,44604.03056,2/12/22 0:44,3.4
10358,44604.03403,2/12/22 0:49,4.0
10359,44604.0375,2/12/22 0:54,4.3
10360,44604.04097,2/12/22 0:59,4.7
10361,44604.04444,2/12/22 1:04,4.8
10362,44604.04792,2/12/22 1:09,4.3
10363,44604.05139,2/12/22 1:14,4.6
10364,44604.054860000004,2/12/22 1:19,5.9
10365,44604.05833,2/12/22 1:24,5.2
10366,44604.06181,2/12/22 1:29,6.3
10367,44604.06528,2/12/22 1:34,6.0
10368,44604.06875,2/12/22 1:39,5.2
10369,44604.07917,2/12/22 1:54,5.3
10370,44604.08264,2/12/22 1:59,6.1
10371,44604.09306,2/12/22 2:14,5.0
10372,44604.09653,2/12/22 2:19,5.4
10373,44604.10694,2/12/22 2:34,4.4
10374,44604.11042,2/12/22 2:39,0.1
10375,44604.11389,2/12/22 2:44,4.9
10376,44604.13125,2/12/22 3:09,5.8
10377,44604.13472,2/12/22 3:14,3.3
10378,44604.13819,2/12/22 3:19,5.6
10379,44604.148610000004,2/12/22 3:34,4.2
10380,44604.15208,2/12/22 3:39,4.8
10381,44604.15556,2/12/22 3:44,3.4
10382,44604.15903,2/12/22 3:49,3.2
10383,44604.1625,2/12/22 3:54,5.4
10384,44604.16597,2/12/22 3:59,5.6
10385,44604.179860000004,2/12/22 4:19,2.4
10386,44604.18333,2/12/22 4:24,4.5
10387,44604.18681,2/12/22 4:29,4.1
10388,44604.19028,2/12/22 4:34,2.3
10389,44604.20069,2/12/22 4:49,2.2
10390,44604.20417,2/12/22 4:54,2.8
10391,44604.20764,2/12/22 4:59,0.9
10392,44604.211110000004,2/12/22 5:04,2.1
10393,44604.21458,2/12/22 5:09,1.8
10394,44604.21806,2/12/22 5:14,2.1
10395,44604.22847,2/12/22 5:29,2.5
10396,44604.23194,2/12/22 5:34,2.9
10397,44604.23542,2/12/22 5:39,3.0
10398,44604.23889,2/12/22 5:44,3.8
10399,44604.242360000004,2/12/22 5:49,2.4
10400,44604.25,2/12/22 6:00,3.4
10401,44604.253469999996,2/12/22 6:05,3.8
10402,44604.25694,2/12/22 6:10,3.0
10403,44604.26042,2/12/22 6:15,3.8
10404,44604.263889999995,2/12/22 6:20,3.3
10405,44604.267360000005,2/12/22 6:25,3.7
10406,44604.27083,2/12/22 6:30,4.1
10407,44604.27431,2/12/22 6:35,2.3
10408,44604.27708,2/12/22 6:39,3.3
10409,44604.28056,2/12/22 6:44,3.2
10410,44604.28403,2/12/22 6:49,3.7
10411,44604.2875,2/12/22 6:54,3.2
10412,44604.29097,2/12/22 6:59,4.5
10413,44604.29444,2/12/22 7:04,4.4
10414,44604.304860000004,2/12/22 7:19,3.5
10415,44604.30833,2/12/22 7:24,5.2
10416,44604.31875,2/12/22 7:39,4.4
10417,44604.32222,2/12/22 7:44,5.4
10418,44604.32569,2/12/22 7:49,5.9
10419,44604.32917,2/12/22 7:54,6.4
10420,44604.33681,2/12/22 8:05,5.2
10421,44604.340280000004,2/12/22 8:10,3.2
10422,44604.34375,2/12/22 8:15,4.8
10423,44604.34653,2/12/22 8:19,5.2
10424,44604.35,2/12/22 8:24,4.0
10425,44604.35347,2/12/22 8:29,5.6
10426,44604.35694,2/12/22 8:34,7.0
10427,44604.36042,2/12/22 8:39,5.2
10428,44604.36389,2/12/22 8:44,5.4
10429,44604.367360000004,2/12/22 8:49,6.1
10430,44604.37083,2/12/22 8:54,5.8
10431,44604.37431,2/12/22 8:59,4.9
10432,44604.37778,2/12/22 9:04,5.8
10433,44604.38125,2/12/22 9:09,5.4
10434,44604.38472,2/12/22 9:14,4.6
10435,44604.38819,2/12/22 9:19,4.1
10436,44604.39167,2/12/22 9:24,3.4
10437,44604.39514,2/12/22 9:29,7.8
10438,44604.398610000004,2/12/22 9:34,7.3
10439,44604.40208,2/12/22 9:39,6.2
10440,44604.40556,2/12/22 9:44,5.6
10441,44604.40903,2/12/22 9:49,3.9
10442,44604.4125,2/12/22 9:54,5.2
10443,44604.41597,2/12/22 9:59,7.2
10444,44604.41944,2/12/22 10:04,5.7
10445,44604.42292,2/12/22 10:09,6.1
10446,44604.42639,2/12/22 10:14,7.2
10447,44604.429860000004,2/12/22 10:19,8.7
10448,44604.43333,2/12/22 10:24,5.0
10449,44604.43681,2/12/22 10:29,7.4
10450,44604.44028,2/12/22 10:34,8.9
10451,44604.44375,2/12/22 10:39,5.8
10452,44604.44722,2/12/22 10:44,7.9
10453,44604.45069,2/12/22 10:49,4.3
10454,44604.45417,2/12/22 10:54,5.2
10455,44604.45764,2/12/22 10:59,5.0
10456,44604.461110000004,2/12/22 11:04,6.9
10457,44604.46458,2/12/22 11:09,6.7
10458,44604.46806,2/12/22 11:14,3.8
10459,44604.47153,2/12/22 11:19,2.6
10460,44604.475,2/12/22 11:24,5.9
10461,44604.47847,2/12/22 11:29,6.2
10462,44604.48194,2/12/22 11:34,5.6
10463,44604.48542,2/12/22 11:39,5.4
10464,44604.48889,2/12/22 11:44,6.5
10465,44604.492360000004,2/12/22 11:49,8.1
10466,44604.49583,2/12/22 11:54,5.7
10467,44604.49931,2/12/22 11:59,6.1
10468,44604.50278,2/12/22 12:04,7.4
10469,44604.50625,2/12/22 12:09,5.2
10470,44604.50972,2/12/22 12:14,8.5
10471,44604.51319,2/12/22 12:19,7.0
10472,44604.51667,2/12/22 12:24,5.3
10473,44604.52014,2/12/22 12:29,2.1
10474,44604.523610000004,2/12/22 12:34,4.4
10475,44604.52708,2/12/22 12:39,6.1
10476,44604.53056,2/12/22 12:44,3.6
10477,44604.53403,2/12/22 12:49,5.1
10478,44604.5375,2/12/22 12:54,1.9
10479,44604.54097,2/12/22 12:59,3.9
10480,44604.54444,2/12/22 13:04,5.0
10481,44604.54792,2/12/22 13:09,2.7
10482,44604.55139,2/12/22 13:14,5.2
10483,44604.56181,2/12/22 13:29,6.2
10484,44604.56528,2/12/22 13:34,4.9
10485,44604.56875,2/12/22 13:39,4.6
10486,44604.57222,2/12/22 13:44,3.4
10487,44604.58958,2/12/22 14:09,5.2
10488,44604.59306,2/12/22 14:14,4.3
10489,44604.59653,2/12/22 14:19,4.5
10490,44604.6,2/12/22 14:24,2.4
10491,44604.61042,2/12/22 14:39,3.2
10492,44604.61389,2/12/22 14:44,3.3
10493,44604.617360000004,2/12/22 14:49,2.2
10494,44604.62083,2/12/22 14:54,0.9
10495,44604.62431,2/12/22 14:59,1.6
10496,44604.62778,2/12/22 15:04,1.8
10497,44604.63125,2/12/22 15:09,2.6
10498,44604.63472,2/12/22 15:14,2.3
10499,44604.63819,2/12/22 15:19,1.3
10500,44604.64167,2/12/22 15:24,1.2
10501,44604.64514,2/12/22 15:29,2.7
10502,44604.648610000004,2/12/22 15:34,2.4
10503,44604.65208,2/12/22 15:39,2.0
10504,44604.65556,2/12/22 15:44,1.6
10505,44604.65903,2/12/22 15:49,1.8
10506,44604.6625,2/12/22 15:54,2.4
10507,44604.66597,2/12/22 15:59,1.6
10508,44604.66944,2/12/22 16:04,1.0
10509,44604.67292,2/12/22 16:09,1.3
10510,44604.67639,2/12/22 16:14,1.2
10511,44604.679860000004,2/12/22 16:19,0.4
10512,44604.68333,2/12/22 16:24,0.8
10513,44604.68681,2/12/22 16:29,1.5
10514,44604.69028,2/12/22 16:34,1.6
10515,44604.69375,2/12/22 16:39,1.2
10516,44604.69722,2/12/22 16:44,1.1
10517,44604.70069,2/12/22 16:49,1.7
10518,44604.70417,2/12/22 16:54,1.0
10519,44604.70764,2/12/22 16:59,2.2
10520,44604.711110000004,2/12/22 17:04,1.3
10521,44604.71458,2/12/22 17:09,1.2
10522,44604.71806,2/12/22 17:14,2.4
10523,44604.72153,2/12/22 17:19,2.7
10524,44604.725,2/12/22 17:24,1.4
10525,44604.72847,2/12/22 17:29,2.0
10526,44604.73194,2/12/22 17:34,2.7
10527,44604.73542,2/12/22 17:39,3.2
10528,44604.73889,2/12/22 17:44,3.1
10529,44604.746530000004,2/12/22 17:55,3.2
10530,44604.75,2/12/22 18:00,3.3
10531,44604.753469999996,2/12/22 18:05,2.9
10532,44604.75694,2/12/22 18:10,2.6
10533,44604.76042,2/12/22 18:15,3.1
10534,44604.763889999995,2/12/22 18:20,2.9
10535,44604.767360000005,2/12/22 18:25,2.8
10536,44604.77083,2/12/22 18:30,2.9
10537,44604.77431,2/12/22 18:35,2.8
10538,44604.777780000004,2/12/22 18:40,1.9
10539,44604.78056,2/12/22 18:44,1.5
10540,44604.78403,2/12/22 18:49,1.8
10541,44604.7875,2/12/22 18:54,1.5
10542,44604.79097,2/12/22 18:59,1.8
10543,44604.79444,2/12/22 19:04,1.7
10544,44604.79792,2/12/22 19:09,2.0
10545,44604.80139,2/12/22 19:14,2.2
10546,44604.804860000004,2/12/22 19:19,2.1
10547,44604.80833,2/12/22 19:24,2.0
10548,44604.81181,2/12/22 19:29,2.3
10549,44604.81528,2/12/22 19:34,1.7
10550,44604.81875,2/12/22 19:39,1.5
10551,44604.82222,2/12/22 19:44,2.2
10552,44604.82569,2/12/22 19:49,2.0
10553,44604.82917,2/12/22 19:54,1.9
10554,44604.83264,2/12/22 19:59,2.0
10555,44604.836110000004,2/12/22 20:04,2.6
10556,44604.83958,2/12/22 20:09,1.6
10557,44604.84306,2/12/22 20:14,1.3
10558,44604.84653,2/12/22 20:19,1.1
10559,44604.85,2/12/22 20:24,1.6
10560,44604.85347,2/12/22 20:29,2.1
10561,44604.85694,2/12/22 20:34,1.7
10562,44604.86042,2/12/22 20:39,1.9
10563,44604.86389,2/12/22 20:44,1.7
10564,44604.867360000004,2/12/22 20:49,1.1
10565,44604.87083,2/12/22 20:54,0.4
10566,44604.87431,2/12/22 20:59,1.7
10567,44604.87778,2/12/22 21:04,1.4
10568,44604.88125,2/12/22 21:09,2.0
10569,44604.88472,2/12/22 21:14,2.3
10570,44604.88819,2/12/22 21:19,1.7
10571,44604.89167,2/12/22 21:24,2.6
10572,44604.89514,2/12/22 21:29,1.9
10573,44604.898610000004,2/12/22 21:34,1.4
10574,44604.90208,2/12/22 21:39,1.1
10575,44604.90556,2/12/22 21:44,1.7
10576,44604.90903,2/12/22 21:49,1.1
10577,44604.9125,2/12/22 21:54,1.0
10578,44604.91597,2/12/22 21:59,0.9
10579,44604.91944,2/12/22 22:04,1.5
10580,44604.92292,2/12/22 22:09,1.7
10581,44604.92639,2/12/22 22:14,1.9
10582,44604.929860000004,2/12/22 22:19,2.1
10583,44604.93333,2/12/22 22:24,1.7
10584,44604.93681,2/12/22 22:29,1.3
10585,44604.94028,2/12/22 22:34,1.9
10586,44604.94375,2/12/22 22:39,2.7
10587,44604.94722,2/12/22 22:44,1.7
10588,44604.95069,2/12/22 22:49,2.2
10589,44604.95417,2/12/22 22:54,2.5
10590,44604.95764,2/12/22 22:59,2.3
10591,44604.961110000004,2/12/22 23:04,1.7
10592,44604.96458,2/12/22 23:09,2.4
10593,44604.96806,2/12/22 23:14,3.0
10594,44604.97153,2/12/22 23:19,2.9
10595,44604.975,2/12/22 23:24,4.3
10596,44604.97847,2/12/22 23:29,2.9
10597,44604.98194,2/12/22 23:34,3.2
10598,44604.98542,2/12/22 23:39,3.1
10599,44604.98889,2/12/22 23:44,3.0
10600,44605.00278,2/13/22 0:04,2.9
10601,44605.00625,2/13/22 0:09,1.8
10602,44605.00972,2/13/22 0:14,2.7
10603,44605.01319,2/13/22 0:19,1.1
10604,44605.01667,2/13/22 0:24,2.4
10605,44605.02014,2/13/22 0:29,2.9
10606,44605.023610000004,2/13/22 0:34,0.1
10607,44605.02708,2/13/22 0:39,3.6
10608,44605.03056,2/13/22 0:44,3.2
10609,44605.03403,2/13/22 0:49,3.9
10610,44605.0375,2/13/22 0:54,3.0
10611,44605.04097,2/13/22 0:59,2.9
10612,44605.04444,2/13/22 1:04,3.2
10613,44605.04792,2/13/22 1:09,3.7
10614,44605.05139,2/13/22 1:14,3.6
10615,44605.054860000004,2/13/22 1:19,4.5
10616,44605.05833,2/13/22 1:24,3.4
10617,44605.06181,2/13/22 1:29,3.7
10618,44605.06528,2/13/22 1:34,4.1
10619,44605.06875,2/13/22 1:39,4.0
10620,44605.07222,2/13/22 1:44,4.3
10621,44605.07569,2/13/22 1:49,4.1
10622,44605.07917,2/13/22 1:54,4.0
10623,44605.08264,2/13/22 1:59,4.3
10624,44605.086110000004,2/13/22 2:04,4.6
10625,44605.08958,2/13/22 2:09,5.0
10626,44605.09306,2/13/22 2:14,6.3
10627,44605.10069,2/13/22 2:25,5.5
10628,44605.10417,2/13/22 2:30,4.8
10629,44605.107639999995,2/13/22 2:35,5.4
10630,44605.111110000005,2/13/22 2:40,4.9
10631,44605.128469999996,2/13/22 3:05,6.3
10632,44605.13125,2/13/22 3:09,6.8
10633,44605.13472,2/13/22 3:14,6.5
10634,44605.13819,2/13/22 3:19,6.1
10635,44605.14167,2/13/22 3:24,6.4
10636,44605.14514,2/13/22 3:29,6.0
10637,44605.148610000004,2/13/22 3:34,4.9
10638,44605.15208,2/13/22 3:39,6.6
10639,44605.15556,2/13/22 3:44,4.9
10640,44605.15903,2/13/22 3:49,0.1
10641,44605.1625,2/13/22 3:54,5.0
10642,44605.16597,2/13/22 3:59,5.2
10643,44605.16944,2/13/22 4:04,0.1
10644,44605.17292,2/13/22 4:09,5.4
10645,44605.17639,2/13/22 4:14,4.4
10646,44605.179860000004,2/13/22 4:19,4.5
10647,44605.18333,2/13/22 4:24,5.3
10648,44605.18681,2/13/22 4:29,4.8
10649,44605.19028,2/13/22 4:34,4.0
10650,44605.19375,2/13/22 4:39,4.6
10651,44605.20417,2/13/22 4:54,4.4
10652,44605.21181,2/13/22 5:05,4.4
10653,44605.215280000004,2/13/22 5:10,4.1
10654,44605.21806,2/13/22 5:14,5.5
10655,44605.22153,2/13/22 5:19,5.0
10656,44605.225,2/13/22 5:24,4.7
10657,44605.22847,2/13/22 5:29,5.2
10658,44605.23194,2/13/22 5:34,5.4
10659,44605.23542,2/13/22 5:39,5.8
10660,44605.23889,2/13/22 5:44,6.7
10661,44605.242360000004,2/13/22 5:49,4.7
10662,44605.25625,2/13/22 6:09,5.7
10663,44605.267360000005,2/13/22 6:25,5.4
10664,44605.27014,2/13/22 6:29,4.5
10665,44605.28056,2/13/22 6:44,6.4
10666,44605.28403,2/13/22 6:49,6.0
10667,44605.29792,2/13/22 7:09,6.8
10668,44605.30139,2/13/22 7:14,7.5
10669,44605.304860000004,2/13/22 7:19,6.0
10670,44605.30833,2/13/22 7:24,10.0
10671,44605.31181,2/13/22 7:29,6.6
10672,44605.31528,2/13/22 7:34,7.0
10673,44605.31875,2/13/22 7:39,8.1
10674,44605.32222,2/13/22 7:44,8.2
10675,44605.32569,2/13/22 7:49,7.9
10676,44605.32917,2/13/22 7:54,6.2
10677,44605.33264,2/13/22 7:59,6.6
10678,44605.336110000004,2/13/22 8:04,4.9
10679,44605.33958,2/13/22 8:09,7.9
10680,44605.34306,2/13/22 8:14,8.2
10681,44605.34653,2/13/22 8:19,7.5
10682,44605.35,2/13/22 8:24,5.4
10683,44605.35347,2/13/22 8:29,8.9
10684,44605.35694,2/13/22 8:34,6.5
10685,44605.36042,2/13/22 8:39,7.6
10686,44605.36389,2/13/22 8:44,6.0
10687,44605.367360000004,2/13/22 8:49,8.2
10688,44605.37083,2/13/22 8:54,9.5
10689,44605.37431,2/13/22 8:59,6.4
10690,44605.37778,2/13/22 9:04,7.6
10691,44605.38125,2/13/22 9:09,6.3
10692,44605.38472,2/13/22 9:14,6.8
10693,44605.38819,2/13/22 9:19,9.3
10694,44605.39583,2/13/22 9:30,5.9
10695,44605.39931,2/13/22 9:35,5.7
10696,44605.402780000004,2/13/22 9:40,9.3
10697,44605.40625,2/13/22 9:45,6.4
10698,44605.40903,2/13/22 9:49,6.2
10699,44605.4125,2/13/22 9:54,6.9
10700,44605.41597,2/13/22 9:59,6.7
10701,44605.41944,2/13/22 10:04,4.7
10702,44605.42292,2/13/22 10:09,7.6
10703,44605.42639,2/13/22 10:14,5.7
10704,44605.429860000004,2/13/22 10:19,7.8
10705,44605.43333,2/13/22 10:24,10.6
10706,44605.43681,2/13/22 10:29,5.6
10707,44605.44028,2/13/22 10:34,5.5
10708,44605.44375,2/13/22 10:39,5.0
10709,44605.44722,2/13/22 10:44,7.8
10710,44605.45069,2/13/22 10:49,5.5
10711,44605.45417,2/13/22 10:54,7.4
10712,44605.45764,2/13/22 10:59,4.9
10713,44605.461110000004,2/13/22 11:04,6.0
10714,44605.46458,2/13/22 11:09,1.0
10715,44605.46806,2/13/22 11:14,4.7
10716,44605.47153,2/13/22 11:19,3.8
10717,44605.475,2/13/22 11:24,7.2
10718,44605.47847,2/13/22 11:29,2.9
10719,44605.48194,2/13/22 11:34,6.0
10720,44605.48542,2/13/22 11:39,6.2
10721,44605.48889,2/13/22 11:44,5.2
10722,44605.492360000004,2/13/22 11:49,5.5
10723,44605.5,2/13/22 12:00,6.3
10724,44605.503469999996,2/13/22 12:05,2.7
10725,44605.50694,2/13/22 12:10,4.1
10726,44605.50972,2/13/22 12:14,5.5
10727,44605.51319,2/13/22 12:19,5.7
10728,44605.51667,2/13/22 12:24,1.6
10729,44605.52014,2/13/22 12:29,4.3
10730,44605.527780000004,2/13/22 12:40,2.0
10731,44605.53125,2/13/22 12:45,3.4
10732,44605.534719999996,2/13/22 12:50,2.1
10733,44605.5375,2/13/22 12:54,1.0
10734,44605.54097,2/13/22 12:59,2.7
10735,44605.54444,2/13/22 13:04,3.3
10736,44605.54792,2/13/22 13:09,2.6
10737,44605.55139,2/13/22 13:14,3.1
10738,44605.554860000004,2/13/22 13:19,3.3
10739,44605.55833,2/13/22 13:24,2.8
10740,44605.56181,2/13/22 13:29,1.6
10741,44605.56528,2/13/22 13:34,1.7
10742,44605.56875,2/13/22 13:39,3.4
10743,44605.57222,2/13/22 13:44,1.7
10744,44605.57569,2/13/22 13:49,3.1
10745,44605.57917,2/13/22 13:54,3.9
10746,44605.58264,2/13/22 13:59,0.9
10747,44605.590280000004,2/13/22 14:10,0.6
10748,44605.59375,2/13/22 14:15,0.8
10749,44605.597219999996,2/13/22 14:20,1.4
10750,44605.6,2/13/22 14:24,1.8
10751,44605.60347,2/13/22 14:29,0.8
10752,44605.60694,2/13/22 14:34,2.1
10753,44605.61042,2/13/22 14:39,2.5
10754,44605.61389,2/13/22 14:44,1.9
10755,44605.617360000004,2/13/22 14:49,1.5
10756,44605.62083,2/13/22 14:54,3.6
10757,44605.62431,2/13/22 14:59,2.0
10758,44605.62778,2/13/22 15:04,2.6
10759,44605.63125,2/13/22 15:09,2.9
10760,44605.63472,2/13/22 15:14,2.4
10761,44605.63819,2/13/22 15:19,2.5
10762,44605.64167,2/13/22 15:24,2.6
10763,44605.64514,2/13/22 15:29,2.0
10764,44605.648610000004,2/13/22 15:34,3.0
10765,44605.65208,2/13/22 15:39,3.4
10766,44605.65556,2/13/22 15:44,3.1
10767,44605.65903,2/13/22 15:49,2.9
10768,44605.6625,2/13/22 15:54,2.3
10769,44605.66597,2/13/22 15:59,3.4
10770,44605.66944,2/13/22 16:04,3.3
10771,44605.67292,2/13/22 16:09,4.1
10772,44605.67639,2/13/22 16:14,3.3
10773,44605.679860000004,2/13/22 16:19,2.8
10774,44605.68333,2/13/22 16:24,2.6
10775,44605.68681,2/13/22 16:29,3.3
10776,44605.69444,2/13/22 16:40,2.4
10777,44605.69792,2/13/22 16:45,3.0
10778,44605.701389999995,2/13/22 16:50,3.1
10779,44605.70417,2/13/22 16:54,1.6
10780,44605.70764,2/13/22 16:59,2.3
10781,44605.711110000004,2/13/22 17:04,3.2
10782,44605.71458,2/13/22 17:09,2.3
10783,44605.71806,2/13/22 17:14,3.2
10784,44605.72153,2/13/22 17:19,2.2
10785,44605.725,2/13/22 17:24,1.2
10786,44605.72847,2/13/22 17:29,0.8
10787,44605.73889,2/13/22 17:44,0.1
10788,44605.742360000004,2/13/22 17:49,0.3
10789,44605.74583,2/13/22 17:54,0.4
10790,44605.74931,2/13/22 17:59,0.6
10791,44605.75278,2/13/22 18:04,1.0
10792,44605.75625,2/13/22 18:09,0.7
10793,44605.75972,2/13/22 18:14,0.4
10794,44605.76319,2/13/22 18:19,0.5
10795,44605.76667,2/13/22 18:24,0.8
10796,44605.77014,2/13/22 18:29,1.1
10797,44605.773610000004,2/13/22 18:34,1.3
10798,44605.77708,2/13/22 18:39,1.2
10799,44605.78056,2/13/22 18:44,1.3
10800,44605.78403,2/13/22 18:49,1.5
10801,44605.7875,2/13/22 18:54,1.0
10802,44605.79097,2/13/22 18:59,1.8
10803,44605.79444,2/13/22 19:04,1.4
10804,44605.79792,2/13/22 19:09,0.9
10805,44605.80139,2/13/22 19:14,1.1
10806,44605.804860000004,2/13/22 19:19,0.9
10807,44605.80833,2/13/22 19:24,0.6
10808,44605.81181,2/13/22 19:29,1.3
10809,44605.81528,2/13/22 19:34,1.7
10810,44605.81875,2/13/22 19:39,2.0
10811,44605.82222,2/13/22 19:44,1.1
10812,44605.82569,2/13/22 19:49,0.5
10813,44605.82917,2/13/22 19:54,0.4
10814,44605.83264,2/13/22 19:59,0.7
10815,44605.836110000004,2/13/22 20:04,0.2
10816,44605.83958,2/13/22 20:09,1.3
10817,44605.84306,2/13/22 20:14,0.5
10818,44605.84653,2/13/22 20:19,1.3
10819,44605.85,2/13/22 20:24,1.0
10820,44605.85347,2/13/22 20:29,1.1
10821,44605.85694,2/13/22 20:34,1.0
10822,44605.86042,2/13/22 20:39,1.3
10823,44605.86389,2/13/22 20:44,0.5
10824,44605.867360000004,2/13/22 20:49,0.9
10825,44605.87083,2/13/22 20:54,0.8
10826,44605.87431,2/13/22 20:59,0.7
10827,44605.87778,2/13/22 21:04,0.3
10828,44605.88125,2/13/22 21:09,0.2
10829,44605.88472,2/13/22 21:14,0.4
10830,44605.88819,2/13/22 21:19,0.1
10831,44605.89167,2/13/22 21:24,0.1
10832,44605.89514,2/13/22 21:29,0.2
10833,44605.898610000004,2/13/22 21:34,0.3
10834,44605.90208,2/13/22 21:39,0.8
10835,44605.90556,2/13/22 21:44,0.5
10836,44605.90903,2/13/22 21:49,2.3
10837,44605.9125,2/13/22 21:54,2.7
10838,44605.91597,2/13/22 21:59,2.0
10839,44605.91944,2/13/22 22:04,2.1
10840,44605.92292,2/13/22 22:09,1.7
10841,44605.92639,2/13/22 22:14,2.4
10842,44605.929860000004,2/13/22 22:19,2.2
10843,44605.93333,2/13/22 22:24,2.8
10844,44605.93681,2/13/22 22:29,2.5
10845,44605.94444,2/13/22 22:40,2.1
10846,44605.94792,2/13/22 22:45,3.4
10847,44605.951389999995,2/13/22 22:50,3.5
10848,44605.95417,2/13/22 22:54,3.3
10849,44605.95764,2/13/22 22:59,2.6
10850,44605.961110000004,2/13/22 23:04,2.5
10851,44605.96458,2/13/22 23:09,2.1
10852,44605.96806,2/13/22 23:14,2.3
10853,44605.97153,2/13/22 23:19,1.9
10854,44605.975,2/13/22 23:24,2.6
10855,44605.98542,2/13/22 23:39,1.0
10856,44605.98889,2/13/22 23:44,1.5
10857,44605.992360000004,2/13/22 23:49,1.1
10858,44605.99583,2/13/22 23:54,1.8
10859,44605.99931,2/13/22 23:59,1.5
10860,44606.00278,2/14/22 0:04,1.6
10861,44606.00625,2/14/22 0:09,2.1
10862,44606.00972,2/14/22 0:14,2.0
10863,44606.01319,2/14/22 0:19,2.3
10864,44606.01667,2/14/22 0:24,2.7
10865,44606.02014,2/14/22 0:29,2.9
10866,44606.023610000004,2/14/22 0:34,0.1
10867,44606.02708,2/14/22 0:39,3.6
10868,44606.03056,2/14/22 0:44,2.7
10869,44606.03403,2/14/22 0:49,2.9
10870,44606.0375,2/14/22 0:54,3.3
10871,44606.04097,2/14/22 0:59,3.1
10872,44606.048610000005,2/14/22 1:10,5.2
10873,44606.05208,2/14/22 1:15,5.6
10874,44606.05556,2/14/22 1:20,5.2
10875,44606.059030000004,2/14/22 1:25,6.1
10876,44606.0625,2/14/22 1:30,5.3
10877,44606.065969999996,2/14/22 1:35,5.5
10878,44606.06944,2/14/22 1:40,7.1
10879,44606.07292,2/14/22 1:45,6.5
10880,44606.07569,2/14/22 1:49,5.5
10881,44606.07917,2/14/22 1:54,5.4
10882,44606.08264,2/14/22 1:59,5.3
10883,44606.086110000004,2/14/22 2:04,6.1
10884,44606.08958,2/14/22 2:09,5.4
10885,44606.09306,2/14/22 2:14,5.5
10886,44606.09653,2/14/22 2:19,5.3
10887,44606.1,2/14/22 2:24,5.7
10888,44606.10347,2/14/22 2:29,6.4
10889,44606.10694,2/14/22 2:34,5.5
10890,44606.11042,2/14/22 2:39,5.1
10891,44606.11389,2/14/22 2:44,0.1
10892,44606.117360000004,2/14/22 2:49,5.3
10893,44606.12778,2/14/22 3:04,6.1
10894,44606.13125,2/14/22 3:09,5.4
10895,44606.13472,2/14/22 3:14,4.6
10896,44606.13819,2/14/22 3:19,3.8
10897,44606.14167,2/14/22 3:24,3.9
10898,44606.14514,2/14/22 3:29,4.5
10899,44606.148610000004,2/14/22 3:34,4.4
10900,44606.15208,2/14/22 3:39,4.6
10901,44606.15556,2/14/22 3:44,4.0
10902,44606.16597,2/14/22 3:59,3.0
10903,44606.16944,2/14/22 4:04,3.7
10904,44606.17292,2/14/22 4:09,2.9
10905,44606.17639,2/14/22 4:14,1.8
10906,44606.179860000004,2/14/22 4:19,3.6
10907,44606.18333,2/14/22 4:24,4.3
10908,44606.18681,2/14/22 4:29,3.7
10909,44606.19028,2/14/22 4:34,6.4
10910,44606.19375,2/14/22 4:39,5.6
10911,44606.19722,2/14/22 4:44,3.2
10912,44606.20069,2/14/22 4:49,4.6
10913,44606.20417,2/14/22 4:54,6.5
10914,44606.20764,2/14/22 4:59,7.3
10915,44606.211110000004,2/14/22 5:04,5.0
10916,44606.21458,2/14/22 5:09,5.6
10917,44606.21806,2/14/22 5:14,5.4
10918,44606.22153,2/14/22 5:19,5.9
10919,44606.225,2/14/22 5:24,5.5
10920,44606.22847,2/14/22 5:29,6.5
10921,44606.23194,2/14/22 5:34,6.8
10922,44606.23542,2/14/22 5:39,6.2
10923,44606.23889,2/14/22 5:44,6.4
10924,44606.242360000004,2/14/22 5:49,4.7
10925,44606.24583,2/14/22 5:54,5.0
10926,44606.24931,2/14/22 5:59,7.0
10927,44606.25278,2/14/22 6:04,4.6
10928,44606.25625,2/14/22 6:09,4.9
10929,44606.25972,2/14/22 6:14,4.5
10930,44606.26319,2/14/22 6:19,6.2
10931,44606.26667,2/14/22 6:24,6.5
10932,44606.27014,2/14/22 6:29,8.8
10933,44606.273610000004,2/14/22 6:34,6.6
10934,44606.27708,2/14/22 6:39,4.9
10935,44606.28056,2/14/22 6:44,8.6
10936,44606.28403,2/14/22 6:49,6.4
10937,44606.2875,2/14/22 6:54,7.2
10938,44606.29792,2/14/22 7:09,11.7
