,Datetime,ecs_az_pos
259,44562.05972,230.8
260,44562.06042,230.8
261,44562.06111,230.8
262,44562.06181,230.8
263,44562.0625,230.8
264,44562.06319,230.8
265,44562.06389,230.8
266,44562.06458,230.8
267,44562.06528,230.8
268,44562.065969999996,230.8
269,44562.06667,230.8
270,44562.06736,230.8
271,44562.06806000001,230.8
272,44562.06875,230.8
273,44562.06944,230.8
274,44562.070139999996,230.8
275,44562.070830000004,230.8
276,44562.07153,230.8
277,44562.07222,230.8
278,44562.07292,230.8
279,44562.07361,230.8
280,44562.07431,233.7
281,44562.075,233.7
282,44562.07569,233.7
283,44562.076389999995,233.7
284,44562.07708,233.7
285,44562.07778,233.7
286,44562.07847,233.7
287,44562.07917,233.7
288,44562.07986000001,233.7
289,44562.08056,233.7
290,44562.08125,233.7
291,44562.08194,233.7
292,44562.08264,233.7
293,44562.08333,233.7
294,44562.08403,233.7
295,44562.08472,233.7
296,44562.085419999996,233.7
297,44562.086110000004,233.7
298,44562.08681,233.7
299,44562.0875,233.7
300,44562.088189999995,233.7
301,44562.08889,232.6
302,44562.08958,232.6
303,44562.090280000004,232.6
304,44562.09097,232.6
305,44562.09167,232.6
306,44562.09236,232.6
307,44562.09306,232.6
308,44562.09375,232.6
309,44562.09444,232.6
310,44562.09514,232.6
311,44562.09583,232.6
312,44562.09653,232.6
313,44562.097219999996,232.6
314,44562.09792,232.6
315,44562.09861,232.6
316,44562.09931000001,232.6
317,44562.1,232.6
318,44562.10069,231.5
319,44562.101389999996,231.5
320,44562.102080000004,231.5
321,44562.10278,231.5
322,44562.10347,231.5
323,44562.10417,255.5
324,44562.10486,282.0
325,44562.10556,282.0
326,44562.10625,282.0
327,44562.10694,282.0
328,44562.10737,-0.1
329,44562.107639999995,282.0
330,44562.10772,-0.1
331,44562.10807,-0.1
332,44562.10833,282.0
333,44562.10841,-0.1
334,44562.10876,-0.1
335,44562.10903,282.0
336,44562.10911000001,-0.1
337,44562.10946,-0.1
338,44562.10972,282.0
339,44562.10981,-0.1
340,44562.110160000004,-0.1
341,44562.11042,281.9
342,44562.1105,-0.1
343,44562.11085,-0.1
344,44562.11111000001,281.9
345,44562.1112,-0.1
346,44562.11155,-0.1
347,44562.11181,281.9
348,44562.1119,-0.1
349,44562.112239999995,-0.1
350,44562.1125,281.9
351,44562.11259,-0.1
352,44562.11294,-0.1
353,44562.11319,281.9
354,44562.11329,-0.1
355,44562.113639999996,-0.1
356,44562.11389,281.9
357,44562.11399,-0.1
358,44562.114330000004,-0.1
359,44562.11458,281.9
360,44562.11468,-0.1
361,44562.11503,-0.1
362,44562.11528,281.9
363,44562.11538,-0.1
364,44562.11573,-0.1
365,44562.11597,280.8
366,44562.11607,-0.1
367,44562.11642,-0.1
368,44562.116669999996,280.8
369,44562.11677,-0.1
370,44562.117119999995,-0.1
371,44562.117360000004,280.8
372,44562.11747,-0.1
373,44562.11781,-0.1
374,44562.11806,280.8
375,44562.11816000001,-0.1
376,44562.11851,-0.1
377,44562.11875,280.8
378,44562.11886,-0.1
379,44562.119210000004,-0.1
380,44562.119439999995,280.8
381,44562.11956,-0.1
382,44562.1199,-0.1
383,44562.12014,279.5
384,44562.12083,279.5
385,44562.121530000004,279.5
386,44562.122019999995,-0.1
387,44562.12222,279.5
388,44562.12237,-0.1
389,44562.12272,-0.1
390,44562.12292,279.5
391,44562.12307,-0.1
392,44562.123419999996,-0.1
393,44562.12361,279.5
394,44562.12377,-0.1
395,44562.12412,-0.1
396,44562.12431,279.5
397,44562.12446,-0.1
398,44562.12481,-0.1
399,44562.125,279.5
400,44562.12516,-0.1
401,44562.12551000001,-0.1
402,44562.12569,278.3
403,44562.12586,-0.1
404,44562.12621,-0.1
405,44562.12639,278.3
406,44562.126560000004,-0.1
407,44562.12691,-0.1
408,44562.12708,278.3
409,44562.12726,-0.1
410,44562.12778,252.1
411,44562.128469999996,237.3
412,44562.12917,242.6
413,44562.12986,242.6
414,44562.13056000001,247.6
415,44562.13125,247.6
416,44562.13194,247.6
417,44562.132639999996,247.6
418,44562.133330000004,252.6
419,44562.13403,252.6
420,44562.13472,276.6
421,44562.13542,327.2
422,44562.13611,341.2
423,44562.13681,341.2
424,44562.1375,341.2
425,44562.13796,-0.1
426,44562.13819,340.3
427,44562.1383,-0.1
428,44562.13865,-0.1
429,44562.138889999995,339.9
430,44562.139,-0.1
431,44562.13935,-0.1
432,44562.13958,339.9
433,44562.1397,-0.1
434,44562.14004,-0.1
435,44562.14028,339.9
436,44562.14039,-0.1
437,44562.140739999995,-0.1
438,44562.14097,339.5
439,44562.14109,-0.1
440,44562.14144,-0.1
441,44562.14167,339.5
442,44562.141789999994,-0.1
443,44562.14213,-0.1
444,44562.14236000001,339.5
445,44562.14248,-0.1
446,44562.142830000004,-0.1
447,44562.14306,339.5
448,44562.14318,-0.1
449,44562.14353,-0.1
450,44562.14375,339.5
451,44562.14387,-0.1
452,44562.14422,-0.1
453,44562.14444,337.9
454,44562.14457,-0.1
455,44562.14492,-0.1
456,44562.14514,337.9
457,44562.14527,-0.1
458,44562.145619999996,-0.1
459,44562.14583,337.9
460,44562.14596,-0.1
461,44562.146310000004,-0.1
462,44562.14653,337.9
463,44562.14666000001,-0.1
464,44562.14701,-0.1
465,44562.14722,336.5
466,44562.14736,-0.1
467,44562.1477,-0.1
468,44562.147919999996,336.5
469,44562.14805,-0.1
470,44562.1484,-0.1
471,44562.148610000004,336.5
472,44562.14875,-0.1
473,44562.1491,-0.1
474,44562.14931,336.5
475,44562.14945,-0.1
476,44562.149789999996,-0.1
477,44562.15,336.5
478,44562.15014,-0.1
479,44562.15049,-0.1
480,44562.150689999995,335.2
481,44562.150839999995,-0.1
482,44562.15119,-0.1
483,44562.15139,335.2
484,44562.15153,-0.1
485,44562.15188,-0.1
486,44562.15208,335.2
487,44562.15223,-0.1
488,44562.15258,-0.1
489,44562.152780000004,335.2
490,44562.152930000004,-0.1
491,44562.15328,-0.1
492,44562.15347,333.9
493,44562.15362,-0.1
494,44562.15397,-0.1
495,44562.15417,332.9
496,44562.15486,331.4
497,44562.15556,329.9
498,44562.15625,329.3
499,44562.15627,-0.1
500,44562.15662,-0.1
501,44562.15694,329.3
502,44562.15697,-0.1
503,44562.15732,-0.1
504,44562.15764,329.3
505,44562.15767,-0.1
506,44562.15801,-0.1
507,44562.15833,329.3
508,44562.15836,-0.1
509,44562.15871,-0.1
510,44562.15903,328.6
511,44562.15906000001,-0.1
512,44562.15941,-0.1
513,44562.159719999996,328.6
514,44562.15976,-0.1
515,44562.1601,-0.1
516,44562.16042,328.6
517,44562.16111,156.0
518,44562.16181000001,60.6
519,44562.1625,60.6
520,44562.16319,60.6
521,44562.163889999996,60.6
522,44562.164580000004,60.6
523,44562.16528,60.6
524,44562.16597,60.6
525,44562.16667,64.7
526,44562.16736,64.7
527,44562.16806,64.7
528,44562.16875,64.7
529,44562.16944,64.7
530,44562.170139999995,64.7
531,44562.17083,63.4
532,44562.17153,63.4
533,44562.17222,63.4
534,44562.17292,63.4
535,44562.17361000001,63.4
536,44562.17431,63.4
537,44562.175,62.0
538,44562.17569,62.0
539,44562.17639,62.0
540,44562.17708,62.0
541,44562.17778,62.0
542,44562.17847,62.0
543,44562.179169999996,62.0
544,44562.179860000004,60.6
545,44562.18056,60.6
546,44562.18125,60.6
547,44562.181939999995,60.6
548,44562.18264,60.6
549,44562.18333,60.6
550,44562.184030000004,59.1
551,44562.18472,59.1
552,44562.18542,59.1
553,44562.18611,59.1
554,44562.18681,59.1
555,44562.1875,59.1
556,44562.18819,57.7
557,44562.18889,57.7
558,44562.18958,57.7
559,44562.19028,57.7
560,44562.190969999996,57.7
561,44562.19167,56.2
562,44562.19236,56.2
563,44562.19306000001,56.2
564,44562.19375,56.2
565,44562.19444,56.2
566,44562.195139999996,71.0
567,44562.195830000004,113.2
568,44562.19653,113.2
569,44562.19722,113.2
570,44562.19792,113.2
571,44562.19861,113.2
572,44562.198919999995,-0.1
573,44562.19927,-0.1
574,44562.19931,113.2
575,44562.19962,-0.1
576,44562.19997,-0.1
577,44562.2,113.2
578,44562.200319999996,-0.1
579,44562.20066,-0.1
580,44562.20069,113.2
581,44562.201010000004,-0.1
582,44562.20136,-0.1
583,44562.201389999995,113.2
584,44562.20188,-0.1
585,44562.20208,113.2
586,44562.20223,-0.1
587,44562.20258000001,-0.1
588,44562.20278,113.2
589,44562.20293,-0.1
590,44562.20327,-0.1
591,44562.20347,113.2
592,44562.20362,-0.1
593,44562.20397,-0.1
594,44562.20417,113.2
595,44562.20432,-0.1
596,44562.20467,-0.1
597,44562.20486000001,113.2
598,44562.20502,-0.1
599,44562.205369999996,-0.1
600,44562.20556,113.2
601,44562.20625,113.2
602,44562.20694,113.2
603,44562.207089999996,-0.1
604,44562.20744,-0.1
605,44562.20764,113.2
606,44562.20779,-0.1
607,44562.208139999995,-0.1
608,44562.20833,113.2
609,44562.20849,-0.1
610,44562.20884,-0.1
611,44562.20903,113.2
612,44562.209189999994,-0.1
613,44562.209539999996,-0.1
614,44562.20972,113.2
615,44562.20989,-0.1
616,44562.21024,-0.1
617,44562.210419999996,113.2
618,44562.210589999995,-0.1
619,44562.211110000004,113.2
620,44562.21131,-0.1
621,44562.21166,-0.1
622,44562.21181,113.2
623,44562.21201,-0.1
624,44562.21236000001,-0.1
625,44562.2125,113.2
626,44562.21271,-0.1
627,44562.21306,-0.1
628,44562.213189999995,113.2
629,44562.213410000004,-0.1
630,44562.21376000001,-0.1
631,44562.21389,113.2
632,44562.214289999996,-0.1
633,44562.21458,113.2
634,44562.21464,-0.1
635,44562.21499,-0.1
636,44562.215280000004,113.2
637,44562.21561,-0.1
638,44562.21596,-0.1
639,44562.21597,113.2
640,44562.21631,-0.1
641,44562.21666000001,-0.1
642,44562.21667,113.2
643,44562.21701,-0.1
644,44562.21736,113.2
645,44562.217710000004,-0.1
646,44562.21806,113.2
647,44562.21841,-0.1
648,44562.21875,113.2
649,44562.21876,-0.1
650,44562.21911000001,-0.1
651,44562.21944,113.2
652,44562.21946,-0.1
653,44562.21981,-0.1
654,44562.22014,113.2
655,44562.220160000004,-0.1
656,44562.22051,-0.1
657,44562.22083,113.2
658,44562.22085,-0.1
659,44562.2212,-0.1
660,44562.22153,113.2
661,44562.22155,-0.1
662,44562.2219,-0.1
663,44562.222219999996,113.2
664,44562.22225,-0.1
665,44562.222610000004,-0.1
666,44562.22292,113.2
667,44562.22295,-0.1
668,44562.2233,-0.1
669,44562.22361,113.2
670,44562.22365,-0.1
671,44562.224,-0.1
672,44562.22431000001,113.2
673,44562.22435,-0.1
674,44562.2247,-0.1
675,44562.225,113.2
676,44562.22505,-0.1
677,44562.2254,-0.1
678,44562.22569,113.2
679,44562.22575,-0.1
680,44562.2261,-0.1
681,44562.226389999996,113.2
682,44562.22645,-0.1
683,44562.2268,-0.1
684,44562.227080000004,113.2
685,44562.22715,-0.1
686,44562.2275,-0.1
687,44562.22778,113.2
688,44562.22785,-0.1
689,44562.228189999994,-0.1
690,44562.22847,113.2
691,44562.22854,-0.1
692,44562.22889,-0.1
693,44562.22917,113.2
694,44562.22924,-0.1
695,44562.229589999995,-0.1
696,44562.22986,113.2
697,44562.22994,-0.1
698,44562.23029,-0.1
699,44562.23056,113.2
700,44562.230639999994,-0.1
701,44562.23099,-0.1
702,44562.23125,113.2
703,44562.23134,-0.1
704,44562.23169,-0.1
705,44562.23194,113.2
706,44562.232039999995,-0.1
707,44562.23239,-0.1
708,44562.232639999995,113.2
709,44562.23274,-0.1
710,44562.233089999994,-0.1
711,44562.23333,113.2
712,44562.233439999996,-0.1
713,44562.23403,123.2
714,44562.23472,123.2
715,44562.23532,-0.1
716,44562.23542,123.2
717,44562.23567,-0.1
718,44562.23602,-0.1
719,44562.23611000001,123.2
720,44562.23637,-0.1
721,44562.23672,-0.1
722,44562.23681,123.2
723,44562.237389999995,-0.1
724,44562.2375,123.2
725,44562.23774,-0.1
726,44562.23809,-0.1
727,44562.23819,123.2
728,44562.23844,-0.1
729,44562.238789999996,-0.1
730,44562.23889,123.2
731,44562.23915,-0.1
732,44562.23949,-0.1
733,44562.23958,123.2
734,44562.23985,-0.1
735,44562.2402,-0.1
736,44562.24028,123.2
737,44562.24055,-0.1
738,44562.2409,-0.1
739,44562.24097,123.2
740,44562.24125,-0.1
741,44562.2416,-0.1
742,44562.241669999996,123.2
743,44562.242360000004,98.3
744,44562.24306,84.2
745,44562.24375,84.2
746,44562.244439999995,84.2
747,44562.24514,84.2
748,44562.24583,84.2
749,44562.246530000004,84.2
750,44562.24722,84.2
751,44562.24792,83.5
752,44562.24861,83.5
753,44562.24931,83.5
754,44562.875,180.0
755,44562.87569,180.0
756,44562.87639,180.0
757,44562.87708,180.0
758,44562.87778,180.0
759,44562.878469999996,180.0
760,44562.87917,180.0
761,44562.87986,180.0
762,44562.88056000001,180.0
763,44562.88125,180.0
764,44562.88194,180.0
765,44562.882639999996,180.0
766,44562.883330000004,180.0
767,44562.88403,180.0
768,44562.88472,180.0
769,44562.88542,180.0
770,44562.88611,180.0
771,44562.88681,180.0
772,44562.8875,180.0
773,44562.88819,180.0
774,44562.888889999995,180.0
775,44562.88958,180.0
776,44562.89028,180.0
777,44562.89097,180.0
778,44562.89167,180.0
779,44562.89236000001,180.0
780,44562.89306,180.0
781,44562.89375,180.0
782,44562.89444,180.0
783,44562.89514,180.0
784,44562.89583,180.0
785,44562.89653,180.0
786,44562.89722,180.0
787,44562.897919999996,180.0
788,44562.898610000004,180.0
789,44562.89931,180.0
790,44562.9,180.0
791,44562.900689999995,180.0
792,44562.90139,180.0
793,44562.90208,180.0
794,44562.902780000004,180.0
795,44562.90347,180.0
796,44562.90417,180.0
797,44562.90486,180.0
798,44562.90556,180.0
799,44562.90625,180.0
800,44562.90694,180.0
801,44562.90764,180.0
802,44562.90833,180.0
803,44562.90903,180.0
804,44562.909719999996,180.0
805,44562.91042,180.0
806,44562.91111,180.0
807,44562.91181000001,180.0
808,44562.9125,180.0
809,44562.91319,180.0
810,44562.913889999996,180.0
811,44562.914580000004,180.0
812,44562.91528,180.0
813,44562.91597,180.0
814,44562.91667,180.0
815,44562.91736,180.0
816,44562.91806,180.0
817,44562.91875,180.0
818,44562.91944,180.0
819,44562.920139999995,180.0
820,44562.92083,180.0
821,44562.92153,180.0
822,44562.92222,180.0
823,44562.92292,180.0
824,44562.92361000001,180.0
825,44562.92431,180.0
826,44562.925,180.0
827,44562.92569,180.0
828,44562.92639,180.0
829,44562.92708,180.0
830,44562.92778,180.0
831,44562.92847,180.0
832,44562.929169999996,180.0
833,44562.929860000004,180.0
834,44562.93056,180.0
835,44562.93125,180.0
836,44562.931939999995,180.0
837,44562.93264,180.0
838,44562.93333,180.0
839,44562.934030000004,180.0
840,44562.93472,180.0
841,44562.93542,180.0
842,44562.93611,180.0
843,44562.93681,180.0
844,44562.9375,180.0
845,44562.93819,180.0
846,44562.93889,180.0
847,44562.93958,180.0
848,44562.94028,180.0
849,44562.940969999996,180.0
850,44562.94167,180.0
851,44562.94236,180.0
852,44562.94306000001,180.0
853,44562.94375,180.0
854,44562.94444,180.0
855,44562.945139999996,180.0
856,44562.945830000004,180.0
857,44562.94653,180.0
858,44562.94722,180.0
859,44562.94792,180.0
860,44562.94861,180.0
861,44562.94931,180.0
862,44562.95,180.0
863,44562.95069,180.0
864,44562.951389999995,180.0
865,44562.95208,180.0
866,44562.95278,180.0
867,44562.95347,180.0
868,44562.95417,180.0
869,44562.95486000001,180.0
870,44562.95556,180.0
871,44562.95625,180.0
872,44562.95694,180.0
873,44562.95764,180.0
874,44562.95833,180.0
875,44562.95903,180.0
876,44562.95972,180.0
877,44562.960419999996,180.0
878,44562.961110000004,180.0
879,44562.96181,180.0
880,44562.9625,180.0
881,44562.963189999995,180.0
882,44562.96389,180.0
883,44562.96458,180.0
884,44562.965280000004,180.0
885,44562.96597,180.0
886,44562.96667,180.0
887,44562.96736,180.0
888,44562.96806,180.0
889,44562.96875,180.0
890,44562.96944,180.0
891,44562.97014,180.0
892,44562.97083,180.0
893,44562.97153,180.0
894,44562.972219999996,180.0
895,44562.97292,180.0
896,44562.97361,180.0
897,44562.97431000001,180.0
898,44562.975,180.0
899,44562.97569,180.0
900,44562.976389999996,180.0
901,44562.977080000004,180.0
902,44562.97778,180.0
903,44562.97847,180.0
904,44562.97917,180.0
905,44562.97986,180.0
906,44562.98056,180.0
907,44562.98125,180.0
908,44562.98194,180.0
909,44562.982639999995,180.0
910,44562.98333,180.0
911,44562.98403,180.0
912,44562.98472,180.0
913,44562.98542,180.0
914,44562.98611000001,180.0
915,44562.98681,180.0
916,44562.9875,180.0
917,44562.98819,180.0
918,44562.98889,180.0
919,44562.98958,180.0
920,44562.99028,180.0
921,44562.99097,180.0
922,44562.991669999996,180.0
923,44562.992360000004,180.0
924,44562.99306,180.0
925,44562.99375,180.0
926,44562.994439999995,180.0
927,44562.99514,180.0
928,44562.99583,180.0
929,44562.996530000004,180.0
930,44562.99722,180.0
931,44562.99792,180.0
932,44562.99861,180.0
933,44562.99931,180.0
934,44563.0,180.0
935,44563.00069,180.0
936,44563.00139,180.0
937,44563.00208,180.0
938,44563.00278,180.0
939,44563.003469999996,180.0
940,44563.00417,180.0
941,44563.00486,180.0
942,44563.00556000001,180.0
943,44563.00625,180.0
944,44563.00694,180.0
945,44563.007639999996,180.0
946,44563.008330000004,143.5
947,44563.00903,91.3
948,44563.00972,91.3
949,44563.01042,91.3
950,44563.01111,91.3
951,44563.01181,91.3
952,44563.0125,91.3
953,44563.01319,91.3
954,44563.013889999995,91.3
955,44563.01458,91.3
956,44563.01528,91.3
957,44563.01597,91.3
958,44563.01667,121.0
959,44563.01736000001,151.7
960,44563.01806,151.7
961,44563.01875,151.7
962,44563.01944,151.7
963,44563.01952,-0.1
964,44563.01987,-0.1
965,44563.02014,151.7
966,44563.02022,-0.1
967,44563.020560000004,-0.1
968,44563.02083,151.7
969,44563.02091,-0.1
970,44563.02126,-0.1
971,44563.02153,154.6
972,44563.02161,-0.1
973,44563.02196000001,-0.1
974,44563.02222,154.6
975,44563.02231,-0.1
976,44563.02266,-0.1
977,44563.022919999996,154.6
978,44563.023010000004,-0.1
979,44563.02336,-0.1
980,44563.023610000004,154.6
981,44563.02371,-0.1
982,44563.02406,-0.1
983,44563.02431,154.6
984,44563.0244,-0.1
985,44563.02475,-0.1
986,44563.025,154.6
987,44563.0251,-0.1
988,44563.02545,-0.1
989,44563.025689999995,158.5
990,44563.0258,-0.1
991,44563.02615,-0.1
992,44563.02639,158.5
993,44563.0265,-0.1
994,44563.02685,-0.1
995,44563.02708,158.5
996,44563.0272,-0.1
997,44563.02755,-0.1
998,44563.027780000004,158.5
999,44563.0279,-0.1
1000,44563.02824,-0.1
1001,44563.02847,158.5
1002,44563.028589999994,-0.1
1003,44563.02894,-0.1
1004,44563.02917,158.5
1005,44563.02929,-0.1
1006,44563.02964,-0.1
1007,44563.02986,158.5
1008,44563.029989999995,-0.1
1009,44563.03034,-0.1
1010,44563.03056,162.4
1011,44563.03069,-0.1
1012,44563.031039999994,-0.1
1013,44563.03125,162.4
1014,44563.03139,-0.1
1015,44563.03174,-0.1
1016,44563.03194,162.4
1017,44563.03209,-0.1
1018,44563.03243,-0.1
1019,44563.03264,162.4
1020,44563.03278,-0.1
1021,44563.03313,-0.1
1022,44563.03333,162.4
1023,44563.03348,-0.1
1024,44563.03383,-0.1
1025,44563.03403,162.4
1026,44563.03418,-0.1
1027,44563.034530000004,-0.1
1028,44563.034719999996,168.8
1029,44563.03488,-0.1
1030,44563.03542,210.9
1031,44563.03611,246.9
1032,44563.03681000001,246.9
1033,44563.0375,246.9
1034,44563.03819,246.9
1035,44563.038889999996,246.9
1036,44563.039580000004,246.9
1037,44563.04028,246.9
1038,44563.04097,246.9
1039,44563.04167,246.9
1040,44563.04236,246.9
1041,44563.04306,246.9
1042,44563.04375,246.9
1043,44563.04444,246.9
1044,44563.045139999995,246.9
1045,44563.04583,246.9
1046,44563.04653,246.9
1047,44563.04722,246.9
1048,44563.04792,246.9
1049,44563.04861000001,246.9
1050,44563.04931,246.9
1051,44563.05,246.9
1052,44563.05069,246.9
1053,44563.05139,246.9
1054,44563.05208,246.9
1055,44563.05278,246.9
1056,44563.05347,246.9
1057,44563.054169999996,246.9
1058,44563.054860000004,246.9
1059,44563.05556,246.9
1060,44563.05625,246.9
1061,44563.056939999995,246.9
1062,44563.05764,215.3
1063,44563.05833,184.4
1064,44563.059030000004,184.4
1065,44563.05972,184.4
1066,44563.06042,184.4
1067,44563.06111,184.4
1068,44563.06181,184.4
1069,44563.0625,184.4
1070,44563.06319,185.4
1071,44563.06389,185.4
1072,44563.06458,185.4
1073,44563.06528,185.4
1074,44563.065969999996,185.4
1075,44563.06667,185.4
1076,44563.06736,185.4
1077,44563.06806000001,187.6
1078,44563.06875,187.6
1079,44563.06944,187.6
1080,44563.070139999996,187.6
1081,44563.070830000004,187.6
1082,44563.07153,187.6
1083,44563.07222,187.6
1084,44563.07292,187.6
1085,44563.07361,189.8
1086,44563.07431,189.8
1087,44563.075,189.8
1088,44563.07569,189.8
1089,44563.076389999995,189.8
1090,44563.07708,189.8
1091,44563.07778,189.8
1092,44563.07847,189.8
1093,44563.07917,192.0
1094,44563.07986000001,192.0
