,fecha,hour,datetime,p2,wind
1100,3/30/22,  00:49:59,44650.034719999996,0.78,4.0
1101,3/30/22,  00:54:59,44650.03819,0.69,5.8
1102,3/30/22,  01:14:59,44650.05208,0.6,5.0
1103,3/30/22,  01:20:00,44650.05556,1.43,2.5
1104,3/30/22,  01:43:59,44650.07222,0.91,3.4
1105,3/30/22,  01:48:59,44650.07569,0.83,2.9
1106,3/30/22,  02:03:59,44650.086110000004,0.93,2.1
1107,3/30/22,  02:08:59,44650.08958,0.67,1.6
1108,3/30/22,  02:14:00,44650.09306,0.43,0.7
1109,3/30/22,  02:28:59,44650.10347,1.08,1.9
1110,3/30/22,  02:33:59,44650.10694,0.83,2.6
1111,3/30/22,  03:08:59,44650.13125,0.4,0.2
1112,3/30/22,  04:50:00,44650.201389999995,0.68,1.4
1113,3/30/22,  04:54:59,44650.204860000005,0.65,1.5
1114,3/30/22,  05:19:59,44650.222219999996,0.69,1.4
1115,3/30/22,  05:35:00,44650.232639999995,0.81,1.0
1116,3/30/22,  05:39:59,44650.236110000005,0.97,1.6
1117,3/30/22,  05:44:59,44650.23958,0.76,1.4
1118,3/30/22,  05:50:00,44650.24306,0.82,1.7
1119,3/30/22,  23:30:00,44650.97917,1.79,6.2
1120,3/31/22,  03:13:59,44651.13472,0.5,0.9
1121,3/31/22,  03:18:59,44651.13819,0.49,1.5
1122,3/31/22,  03:24:00,44651.14167,0.49,1.6
1123,3/31/22,  03:29:00,44651.14514,0.51,0.7
1124,3/31/22,  03:33:59,44651.148610000004,0.43,2.4
1125,3/31/22,  03:38:59,44651.15208,0.49,1.5
1126,3/31/22,  03:49:59,44651.159719999996,0.46,2.0
1127,3/31/22,  03:54:59,44651.16319,0.35,2.2
1128,3/31/22,  03:58:59,44651.16597,0.31,1.7
1129,3/31/22,  04:03:59,44651.16944,2.87,1.4
1130,3/31/22,  04:09:00,44651.17292,0.98,0.5
1131,3/31/22,  04:14:00,44651.17639,1.35,1.5
1132,3/31/22,  04:18:59,44651.179860000004,0.85,1.4
1133,3/31/22,  04:23:59,44651.18333,0.68,1.5
1134,3/31/22,  04:29:00,44651.18681,0.61,0.9
1135,4/1/22,  04:18:59,44652.179860000004,0.64,1.5
1136,4/1/22,  04:23:59,44652.18333,0.4,1.1
1137,4/1/22,  04:29:00,44652.18681,0.34,1.5
1138,4/1/22,  04:34:00,44652.19028,0.45,1.7
1139,4/1/22,  04:38:59,44652.19375,0.29,1.3
1140,4/1/22,  05:48:59,44652.242360000004,1.71,0.9
1141,4/1/22,  05:53:59,44652.24583,0.62,1.2
1142,4/1/22,  05:59:00,44652.24931,0.52,0.8
1143,4/1/22,  23:28:59,44652.97847,0.48,5.7
1144,4/2/22,  23:19:00,44653.97153,1.17,6.2
1145,4/2/22,  23:23:59,44653.975,0.93,7.1
1146,4/3/22,  03:04:59,44654.128469999996,0.53,4.5
1147,4/3/22,  03:09:59,44654.13194,0.51,5.2
1148,4/3/22,  03:15:00,44654.13542,0.46,6.3
1149,4/3/22,  03:20:00,44654.138889999995,0.49,5.5
1150,4/3/22,  03:24:59,44654.142360000005,0.45,6.1
1151,4/3/22,  03:40:00,44654.152780000004,0.41,5.8
1152,4/3/22,  23:15:00,44654.96875,2.07,3.8
1153,4/3/22,  23:19:59,44654.972219999996,1.01,4.2
1154,4/3/22,  23:44:00,44654.98889,1.33,5.5
1155,4/4/22,  23:03:59,44655.961110000004,1.69,10.7
1156,4/4/22,  23:08:59,44655.96458,0.77,8.1
1157,4/4/22,  23:14:00,44655.96806,0.72,7.1
1158,4/4/22,  23:23:59,44655.975,0.91,5.8
1159,4/4/22,  23:28:59,44655.97847,0.86,8.7
1160,4/5/22,  03:53:59,44656.1625,0.9,3.3
1161,4/5/22,  03:58:59,44656.16597,0.67,4.9
1162,4/5/22,  04:03:59,44656.16944,0.96,2.7
1163,4/5/22,  04:09:00,44656.17292,0.75,1.0
1164,4/5/22,  04:14:00,44656.17639,1.0,1.3
1165,4/5/22,  04:18:59,44656.179860000004,0.82,0.4
1166,4/5/22,  04:23:59,44656.18333,0.91,1.0
1167,4/5/22,  04:29:00,44656.18681,0.75,0.1
1168,4/5/22,  04:34:00,44656.19028,0.7,2.3
1169,4/5/22,  04:43:59,44656.19722,1.17,3.6
1170,4/5/22,  04:48:59,44656.20069,0.71,4.0
1171,4/5/22,  04:54:00,44656.20417,0.77,3.3
1172,4/5/22,  04:59:00,44656.20764,0.86,1.5
1173,4/5/22,  05:03:59,44656.211110000004,0.92,2.4
1174,4/5/22,  05:08:59,44656.21458,0.82,2.3
1175,4/5/22,  05:23:59,44656.225,0.72,2.2
1176,4/5/22,  05:28:59,44656.22847,0.78,1.8
1177,4/5/22,  05:33:59,44656.23194,0.59,4.0
1178,4/5/22,  05:39:00,44656.23542,0.63,3.1
1179,4/5/22,  05:44:00,44656.23889,0.73,4.4
1180,4/5/22,  05:48:59,44656.242360000004,0.64,3.4
1181,4/5/22,  05:53:59,44656.24583,0.69,3.9
1182,4/5/22,  05:59:00,44656.24931,0.57,5.1
1183,4/5/22,  23:19:59,44656.972219999996,0.51,5.6
1184,4/5/22,  23:24:59,44656.97569,0.62,5.4
1185,4/6/22,  23:10:00,44657.965280000004,0.78,6.9
1186,4/6/22,  23:24:59,44657.97569,0.69,8.4
1187,4/7/22,  23:35:00,44658.982639999995,1.43,7.1
1188,4/7/22,  23:39:59,44658.986110000005,0.64,8.0
1189,4/7/22,  23:44:59,44658.98958,0.49,6.8
1190,4/8/22,  23:19:59,44659.972219999996,0.9,9.8
1191,4/8/22,  23:24:59,44659.97569,0.29,5.5
1192,4/9/22,  23:19:00,44660.97153,0.6,7.6
1193,4/10/22,  22:59:59,44661.95833,1.36,7.0
1194,4/10/22,  23:05:00,44661.96181,1.17,5.9
1195,4/10/22,  23:10:00,44661.965280000004,1.13,5.2
1196,4/10/22,  23:15:00,44661.96875,0.78,7.1
1197,4/10/22,  23:19:59,44661.972219999996,0.9,5.8
1198,4/11/22,  04:29:00,44662.18681,0.72,5.9
1199,4/11/22,  04:39:59,44662.19444,0.86,4.7
1200,4/11/22,  04:45:00,44662.19792,0.78,3.9
1201,4/11/22,  04:50:00,44662.201389999995,0.71,5.9
1202,4/11/22,  04:54:59,44662.204860000005,0.74,6.5
1203,4/11/22,  04:59:59,44662.20833,0.56,6.3
1204,4/11/22,  21:15:00,44662.88542,3.38,6.9
1205,4/12/22,  23:19:59,44663.972219999996,0.63,9.9
1206,4/12/22,  23:24:59,44663.97569,0.58,9.3
1207,4/13/22,  22:59:00,44664.95764,0.75,6.3
1208,4/13/22,  23:14:00,44664.96806,1.0,6.7
1209,4/14/22,  23:03:59,44665.961110000004,0.86,2.7
1210,4/14/22,  23:15:00,44665.96875,0.74,4.3
1211,4/15/22,  23:14:00,44666.96806,0.7,7.1
1212,4/16/22,  23:28:59,44667.97847,0.36,6.7
1213,4/17/22,  23:03:59,44668.961110000004,0.26,1.6
1214,4/18/22,  23:59:00,44669.99931,1.0,1.3
1215,4/19/22,  00:04:00,44670.00278,0.65,1.1
1216,4/19/22,  00:08:59,44670.00625,0.49,2.6
1217,4/19/22,  00:13:59,44670.00972,0.41,2.9
1218,4/19/22,  03:13:59,44670.13472,0.54,3.3
1219,4/19/22,  03:18:59,44670.13819,0.64,3.1
1220,4/19/22,  03:24:00,44670.14167,0.62,4.2
1221,4/19/22,  03:29:00,44670.14514,0.68,4.0
1222,4/19/22,  03:33:59,44670.148610000004,0.62,5.1
1223,4/19/22,  03:38:59,44670.15208,0.73,4.6
1224,4/19/22,  03:44:00,44670.15556,0.71,3.1
1225,4/19/22,  03:49:00,44670.15903,1.07,6.4
1226,4/19/22,  03:53:59,44670.1625,1.25,5.1
1227,4/19/22,  03:58:59,44670.16597,0.88,3.8
1228,4/19/22,  04:09:00,44670.17292,2.17,5.3
1229,4/19/22,  04:14:00,44670.17639,0.75,5.2
1230,4/19/22,  04:18:59,44670.179860000004,0.67,5.6
1231,4/19/22,  04:23:59,44670.18333,0.68,4.7
1232,4/19/22,  04:29:00,44670.18681,0.67,4.9
1233,4/19/22,  04:34:00,44670.19028,0.69,5.3
1234,4/19/22,  04:38:59,44670.19375,0.88,4.7
1235,4/19/22,  04:43:59,44670.19722,1.13,7.1
1236,4/19/22,  04:48:59,44670.20069,1.58,4.3
1237,4/19/22,  04:54:00,44670.20417,0.88,7.1
1238,4/19/22,  04:59:00,44670.20764,1.08,6.4
1239,4/19/22,  05:03:59,44670.211110000004,0.78,7.1
1240,4/19/22,  05:08:59,44670.21458,0.97,6.4
1241,4/19/22,  05:14:00,44670.21806,1.06,3.8
1242,4/19/22,  05:19:00,44670.22153,1.87,6.3
1243,4/19/22,  05:23:59,44670.225,3.39,5.0
1244,4/19/22,  05:28:59,44670.22847,0.9,5.3
1245,4/19/22,  05:33:59,44670.23194,0.86,6.0
1246,4/19/22,  05:39:00,44670.23542,0.88,4.5
1247,4/19/22,  05:44:00,44670.23889,0.91,6.3
1248,4/19/22,  05:48:59,44670.242360000004,1.83,4.4
1249,4/19/22,  05:53:59,44670.24583,1.79,5.9
1250,4/19/22,  05:59:00,44670.24931,1.03,4.7
1251,4/19/22,  22:54:00,44670.95417,12.69,4.5
1252,4/19/22,  22:59:00,44670.95764,2.09,4.3
1253,4/19/22,  23:03:59,44670.961110000004,0.99,4.9
1254,4/19/22,  23:14:00,44670.96806,1.13,3.9
1255,4/19/22,  23:19:00,44670.97153,0.98,5.1
1256,4/19/22,  23:23:59,44670.975,1.04,5.6
1257,4/19/22,  23:28:59,44670.97847,1.33,4.9
1258,4/19/22,  23:33:59,44670.98194,1.21,5.6
1259,4/19/22,  23:39:00,44670.98542,1.22,5.4
1260,4/19/22,  23:44:00,44670.98889,1.69,5.2
1261,4/19/22,  23:48:59,44670.992360000004,2.08,4.0
1262,4/20/22,  01:29:00,44671.06181,3.46,5.4
1263,4/20/22,  01:34:00,44671.06528,0.96,7.0
1264,4/20/22,  01:38:59,44671.06875,0.96,5.2
1265,4/20/22,  01:43:59,44671.07222,0.99,6.4
1266,4/20/22,  01:48:59,44671.07569,1.02,4.4
1267,4/20/22,  01:54:00,44671.07917,1.02,6.6
1268,4/20/22,  01:59:00,44671.08264,1.02,4.6
1269,4/20/22,  02:03:59,44671.086110000004,1.01,6.8
1270,4/20/22,  02:08:59,44671.08958,0.99,5.1
1271,4/20/22,  02:14:00,44671.09306,0.98,5.0
1272,4/20/22,  02:19:00,44671.09653,1.0,6.7
1273,4/20/22,  02:23:59,44671.1,1.04,5.9
1274,4/20/22,  02:28:59,44671.10347,1.1,5.8
1275,4/20/22,  02:33:59,44671.10694,1.23,5.4
1276,4/20/22,  02:48:59,44671.117360000004,1.13,3.7
1277,4/20/22,  02:53:59,44671.12083,1.0,5.4
1278,4/20/22,  02:59:00,44671.12431,1.0,5.1
1279,4/20/22,  03:04:00,44671.12778,0.91,5.0
1280,4/20/22,  03:08:59,44671.13125,1.14,5.9
1281,4/20/22,  03:13:59,44671.13472,1.12,5.1
1282,4/20/22,  03:18:59,44671.13819,0.97,4.9
1283,4/20/22,  03:24:00,44671.14167,1.06,4.4
1284,4/20/22,  03:29:00,44671.14514,0.97,3.7
1285,4/20/22,  04:18:59,44671.179860000004,1.06,4.5
1286,4/20/22,  04:23:59,44671.18333,2.67,6.6
1287,4/20/22,  04:29:00,44671.18681,0.86,3.2
1288,4/20/22,  04:43:59,44671.19722,0.99,3.9
1289,4/20/22,  04:54:00,44671.20417,1.23,4.0
1290,4/20/22,  04:59:00,44671.20764,1.07,3.6
1291,4/20/22,  05:03:59,44671.211110000004,1.26,3.4
1292,4/20/22,  05:08:59,44671.21458,1.08,3.8
1293,4/20/22,  05:14:00,44671.21806,0.89,4.7
1294,4/20/22,  05:19:00,44671.22153,1.05,4.2
1295,4/20/22,  05:33:59,44671.23194,0.88,3.4
1296,4/20/22,  05:39:00,44671.23542,0.82,3.7
1297,4/20/22,  05:53:59,44671.24583,0.83,4.0
1298,4/20/22,  05:59:00,44671.24931,0.82,3.7
1299,4/20/22,  23:08:59,44671.96458,1.81,4.7
1300,4/20/22,  23:14:00,44671.96806,1.49,6.5
1301,4/20/22,  23:24:59,44671.97569,1.5,5.9
1302,4/20/22,  23:30:00,44671.97917,1.36,6.2
1303,4/20/22,  23:35:00,44671.982639999995,1.4,8.5
1304,4/20/22,  23:39:00,44671.98542,1.44,8.1
1305,4/20/22,  23:44:00,44671.98889,1.42,10.1
1306,4/20/22,  23:59:00,44671.99931,1.06,9.4
1307,4/21/22,  00:09:59,44672.00694,1.91,8.1
1308,4/21/22,  00:15:00,44672.01042,1.52,9.3
1309,4/21/22,  00:20:00,44672.013889999995,1.71,10.4
1310,4/21/22,  00:24:00,44672.01667,1.39,8.6
1311,4/21/22,  00:38:59,44672.02708,1.35,8.2
1312,4/21/22,  00:44:00,44672.03056,1.16,10.9
1313,4/21/22,  00:49:00,44672.03403,1.23,10.2
1314,4/21/22,  00:53:59,44672.0375,1.16,10.3
1315,4/21/22,  00:58:59,44672.04097,0.93,7.7
1316,4/21/22,  04:29:00,44672.18681,0.9,14.3
1317,4/21/22,  04:34:00,44672.19028,0.95,8.6
1318,4/21/22,  04:38:59,44672.19375,0.73,9.4
1319,4/21/22,  04:43:59,44672.19722,0.8,8.2
1320,4/21/22,  04:48:59,44672.20069,0.75,8.4
1321,4/21/22,  04:54:00,44672.20417,0.73,11.3
1322,4/21/22,  04:59:00,44672.20764,0.81,10.3
1323,4/21/22,  05:03:59,44672.211110000004,0.77,12.7
1324,4/21/22,  05:08:59,44672.21458,0.77,8.3
1325,4/21/22,  05:14:00,44672.21806,0.68,9.8
1326,4/21/22,  05:19:00,44672.22153,0.73,9.5
1327,4/21/22,  05:33:59,44672.23194,0.64,7.7
1328,4/21/22,  05:39:00,44672.23542,0.53,9.0
1329,4/21/22,  05:44:00,44672.23889,0.57,9.1
1330,4/21/22,  05:48:59,44672.242360000004,0.61,9.4
1331,4/21/22,  05:53:59,44672.24583,0.63,9.3
1332,4/22/22,  22:34:00,44673.94028,0.65,8.4
1333,4/22/22,  22:38:59,44673.94375,0.53,9.4
1334,4/22/22,  22:43:59,44673.94722,9.85,7.5
1335,4/22/22,  22:48:59,44673.95069,0.75,8.8
1336,4/22/22,  22:54:00,44673.95417,0.74,8.6
1337,4/22/22,  22:59:00,44673.95764,0.65,10.6
1338,4/22/22,  23:03:59,44673.961110000004,1.06,9.5
1339,4/22/22,  23:08:59,44673.96458,0.73,10.4
1340,4/22/22,  23:14:00,44673.96806,0.59,9.8
1341,4/22/22,  23:28:59,44673.97847,0.6,8.9
1342,4/22/22,  23:33:59,44673.98194,0.69,0.1
1343,4/22/22,  23:39:00,44673.98542,0.71,10.2
1344,4/22/22,  23:44:00,44673.98889,0.63,9.0
1345,4/22/22,  23:48:59,44673.992360000004,0.62,0.1
1346,4/23/22,  00:04:00,44674.00278,0.62,10.8
1347,4/23/22,  00:08:59,44674.00625,0.57,8.3
1348,4/23/22,  00:13:59,44674.00972,0.66,8.4
1349,4/23/22,  00:18:59,44674.01319,0.56,8.6
1350,4/23/22,  00:24:00,44674.01667,0.67,11.9
1351,4/23/22,  00:29:00,44674.02014,0.64,11.0
1352,4/23/22,  00:44:00,44674.03056,0.82,9.8
1353,4/23/22,  00:49:00,44674.03403,0.74,9.1
1354,4/23/22,  00:53:59,44674.0375,0.66,8.2
1355,4/23/22,  00:58:59,44674.04097,0.57,7.0
1356,4/23/22,  01:03:59,44674.04444,0.58,8.0
1357,4/23/22,  01:09:00,44674.04792,0.6,6.9
1358,4/23/22,  01:23:59,44674.05833,0.64,5.7
1359,4/23/22,  01:38:59,44674.06875,0.63,4.7
1360,4/23/22,  01:43:59,44674.07222,0.79,4.6
1361,4/23/22,  01:48:59,44674.07569,0.8,5.4
1362,4/23/22,  01:54:00,44674.07917,0.63,2.8
1363,4/23/22,  01:59:00,44674.08264,0.82,2.9
1364,4/23/22,  02:03:59,44674.086110000004,0.56,3.9
1365,4/23/22,  02:08:59,44674.08958,0.57,3.0
1366,4/23/22,  02:23:59,44674.1,0.51,2.7
1367,4/23/22,  02:28:59,44674.10347,0.44,3.5
1368,4/23/22,  02:33:59,44674.10694,0.44,2.4
1369,4/23/22,  02:50:00,44674.11806,0.46,2.6
1370,4/23/22,  02:53:59,44674.12083,0.55,3.7
1371,4/23/22,  02:59:00,44674.12431,0.53,3.0
1372,4/23/22,  03:04:00,44674.12778,0.59,3.9
1373,4/23/22,  03:08:59,44674.13125,0.84,4.7
1374,4/23/22,  03:13:59,44674.13472,0.78,1.5
1375,4/23/22,  03:18:59,44674.13819,0.72,1.9
1376,4/23/22,  03:24:00,44674.14167,0.86,2.6
1377,4/23/22,  03:29:00,44674.14514,0.82,3.0
1378,4/23/22,  03:33:59,44674.148610000004,0.81,3.2
1379,4/23/22,  03:49:00,44674.15903,1.34,3.0
1380,4/23/22,  03:53:59,44674.1625,1.28,2.8
1381,4/23/22,  04:29:00,44674.18681,1.35,6.4
1382,4/23/22,  04:34:00,44674.19028,1.2,5.2
1383,4/23/22,  04:38:59,44674.19375,1.93,5.6
1384,4/23/22,  04:54:00,44674.20417,1.13,4.5
1385,4/23/22,  04:59:00,44674.20764,1.43,4.3
1386,4/23/22,  05:03:59,44674.211110000004,2.26,3.2
1387,4/23/22,  05:08:59,44674.21458,1.56,5.4
1388,4/23/22,  05:14:00,44674.21806,1.38,3.6
1389,4/23/22,  05:19:00,44674.22153,1.1,4.7
1390,4/23/22,  05:23:59,44674.225,1.08,4.0
1391,4/23/22,  05:28:59,44674.22847,1.12,6.7
1392,4/23/22,  05:44:00,44674.23889,1.51,4.3
1393,4/23/22,  05:48:59,44674.242360000004,1.06,7.1
1394,4/23/22,  05:53:59,44674.24583,1.01,4.5
1395,4/23/22,  05:59:00,44674.24931,0.93,3.6
1396,4/23/22,  22:54:00,44674.95417,2.65,5.9
1397,4/23/22,  22:59:00,44674.95764,0.43,5.7
1398,4/23/22,  23:14:00,44674.96806,0.61,5.1
1399,4/23/22,  23:19:00,44674.97153,0.64,4.7
1400,4/23/22,  23:23:59,44674.975,0.69,4.9
1401,4/23/22,  23:39:00,44674.98542,0.61,3.6
1402,4/23/22,  23:44:00,44674.98889,0.56,3.2
1403,4/23/22,  23:48:59,44674.992360000004,0.55,2.9
1404,4/23/22,  23:53:59,44674.99583,0.65,3.7
1405,4/23/22,  23:59:00,44674.99931,0.44,3.6
1406,4/24/22,  00:04:00,44675.00278,0.5,2.1
1407,4/24/22,  00:18:59,44675.01319,0.74,2.9
1408,4/24/22,  00:24:00,44675.01667,1.12,2.7
1409,4/24/22,  00:29:00,44675.02014,1.11,2.9
1410,4/24/22,  00:33:59,44675.023610000004,0.81,0.1
1411,4/24/22,  00:38:59,44675.02708,0.83,5.1
1412,4/24/22,  00:44:00,44675.03056,0.62,5.2
1413,4/24/22,  00:49:00,44675.03403,0.65,7.3
1414,4/24/22,  00:53:59,44675.0375,0.71,6.8
1415,4/24/22,  00:58:59,44675.04097,0.71,8.0
1416,4/24/22,  01:03:59,44675.04444,0.61,7.8
1417,4/24/22,  01:09:00,44675.04792,0.55,6.6
1418,4/24/22,  01:14:00,44675.05139,0.53,7.8
1419,4/24/22,  02:59:00,44675.12431,0.64,6.0
1420,4/24/22,  03:04:00,44675.12778,0.4,7.9
1421,4/24/22,  03:08:59,44675.13125,0.52,6.7
1422,4/24/22,  03:13:59,44675.13472,0.56,6.5
1423,4/24/22,  03:18:59,44675.13819,0.41,7.1
1424,4/24/22,  03:33:59,44675.148610000004,0.49,6.4
1425,4/24/22,  03:38:59,44675.15208,0.4,7.4
1426,4/24/22,  03:44:00,44675.15556,0.34,6.5
1427,4/24/22,  03:49:00,44675.15903,0.46,4.8
1428,4/24/22,  03:53:59,44675.1625,0.31,6.9
1429,4/24/22,  04:18:59,44675.179860000004,0.29,7.7
1430,4/24/22,  04:23:59,44675.18333,0.3,7.9
1431,4/24/22,  04:29:00,44675.18681,0.45,8.1
1432,4/24/22,  04:34:00,44675.19028,0.46,6.9
1433,4/24/22,  04:48:59,44675.20069,0.52,5.4
1434,4/24/22,  05:03:59,44675.211110000004,0.49,8.3
1435,4/24/22,  05:08:59,44675.21458,0.58,8.1
1436,4/24/22,  05:14:00,44675.21806,0.55,5.1
1437,4/24/22,  05:19:00,44675.22153,0.61,7.0
1438,4/24/22,  05:23:59,44675.225,0.61,7.5
1439,4/24/22,  05:28:59,44675.22847,0.56,10.5
1440,4/24/22,  05:33:59,44675.23194,0.56,7.8
1441,4/24/22,  05:39:00,44675.23542,0.45,5.2
1442,4/24/22,  05:44:00,44675.23889,0.47,6.8
1443,4/24/22,  05:48:59,44675.242360000004,0.51,6.5
1444,4/24/22,  05:53:59,44675.24583,0.4,5.9
1445,4/24/22,  22:54:00,44675.95417,1.15,7.1
1446,4/24/22,  22:59:00,44675.95764,1.25,7.0
1447,4/24/22,  23:08:59,44675.96458,1.22,6.3
1448,4/24/22,  23:14:00,44675.96806,1.04,5.7
1449,4/24/22,  23:19:00,44675.97153,0.95,6.9
1450,4/24/22,  23:23:59,44675.975,1.37,6.7
1451,4/25/22,  00:53:59,44676.0375,1.36,6.7
1452,4/25/22,  00:58:59,44676.04097,1.02,7.0
1453,4/25/22,  01:03:59,44676.04444,1.03,7.4
1454,4/25/22,  01:09:00,44676.04792,0.84,6.4
1455,4/25/22,  01:14:00,44676.05139,0.75,6.5
1456,4/25/22,  01:18:59,44676.054860000004,0.85,7.8
1457,4/25/22,  01:23:59,44676.05833,0.72,8.0
1458,4/25/22,  01:29:00,44676.06181,0.73,7.1
1459,4/25/22,  01:43:59,44676.07222,0.72,8.3
1460,4/25/22,  01:48:59,44676.07569,0.88,8.0
1461,4/25/22,  01:54:00,44676.07917,0.73,8.1
1462,4/25/22,  01:59:00,44676.08264,0.75,7.9
1463,4/25/22,  02:03:59,44676.086110000004,0.78,8.6
1464,4/25/22,  02:08:59,44676.08958,0.8,8.7
1465,4/25/22,  02:14:00,44676.09306,0.71,7.9
1466,4/25/22,  02:19:00,44676.09653,0.84,8.5
1467,4/25/22,  02:30:00,44676.10417,0.85,9.7
1468,4/25/22,  03:58:59,44676.16597,1.76,8.4
1469,4/25/22,  04:03:59,44676.16944,1.22,7.1
1470,4/25/22,  04:09:00,44676.17292,1.85,7.8
1471,4/25/22,  04:14:00,44676.17639,2.12,8.6
1472,4/25/22,  04:18:59,44676.179860000004,1.4,6.9
1473,4/25/22,  04:23:59,44676.18333,1.12,9.3
1474,4/25/22,  04:29:00,44676.18681,1.29,7.6
1475,4/25/22,  04:34:00,44676.19028,1.34,8.2
1476,4/25/22,  04:38:59,44676.19375,1.26,11.1
1477,4/25/22,  04:43:59,44676.19722,1.1,6.6
1478,4/25/22,  04:48:59,44676.20069,1.09,8.4
1479,4/25/22,  04:54:00,44676.20417,1.05,8.9
1480,4/25/22,  04:59:00,44676.20764,1.05,6.9
1481,4/25/22,  05:03:59,44676.211110000004,1.08,7.4
1482,4/25/22,  05:08:59,44676.21458,1.2,7.5
1483,4/25/22,  05:14:00,44676.21806,1.14,9.1
1484,4/25/22,  05:19:00,44676.22153,1.03,9.7
1485,4/25/22,  05:23:59,44676.225,1.01,8.3
1486,4/25/22,  05:28:59,44676.22847,1.12,6.3
1487,4/25/22,  05:33:59,44676.23194,0.98,8.3
1488,4/25/22,  05:39:00,44676.23542,1.21,9.4
1489,4/25/22,  05:53:59,44676.24583,1.14,8.9
1490,4/25/22,  05:59:00,44676.24931,1.11,7.5
1491,4/25/22,  22:39:59,44676.94444,1.97,7.9
1492,4/25/22,  22:45:00,44676.94792,1.98,0.1
1493,4/26/22,  00:33:59,44677.023610000004,1.72,8.2
1494,4/26/22,  00:38:59,44677.02708,0.92,8.0
1495,4/26/22,  00:44:00,44677.03056,0.9,8.9
1496,4/26/22,  00:49:00,44677.03403,0.77,9.8
1497,4/26/22,  00:53:59,44677.0375,0.89,9.3
1498,4/26/22,  00:58:59,44677.04097,0.71,10.3
1499,4/26/22,  01:03:59,44677.04444,0.7,9.9
1500,4/26/22,  01:20:00,44677.05556,0.76,9.3
1501,4/26/22,  03:15:00,44677.13542,1.73,11.3
1502,4/26/22,  03:20:00,44677.138889999995,1.87,11.9
1503,4/26/22,  03:24:59,44677.142360000005,1.74,14.0
1504,4/26/22,  03:29:59,44677.14583,1.77,11.4
1505,4/26/22,  03:35:00,44677.14931,1.64,10.6
1506,4/26/22,  03:40:00,44677.152780000004,1.53,13.5
1507,4/26/22,  03:44:00,44677.15556,1.52,12.0
1508,4/26/22,  03:49:00,44677.15903,1.82,10.8
1509,4/26/22,  03:53:59,44677.1625,1.66,12.9
1510,4/26/22,  03:58:59,44677.16597,1.58,12.6
1511,4/26/22,  04:03:59,44677.16944,1.68,11.8
1512,4/26/22,  04:09:00,44677.17292,1.63,9.4
1513,4/26/22,  04:20:00,44677.18056,2.51,13.4
1514,4/26/22,  04:25:00,44677.184030000004,2.14,10.7
1515,4/26/22,  04:30:00,44677.1875,1.8,12.0
1516,4/26/22,  04:45:00,44677.19792,2.23,13.0
1517,4/26/22,  04:50:00,44677.201389999995,2.96,11.3
1518,4/26/22,  05:05:00,44677.21181,2.21,10.5
1519,4/26/22,  05:19:59,44677.222219999996,1.34,12.9
1520,4/26/22,  05:24:59,44677.22569,1.26,10.8
1521,4/26/22,  05:30:00,44677.22917,1.08,12.8
1522,4/26/22,  05:35:00,44677.232639999995,1.46,11.3
1523,4/26/22,  05:39:59,44677.236110000005,1.52,12.0
1524,4/26/22,  05:44:59,44677.23958,1.38,10.8
1525,4/26/22,  05:50:00,44677.24306,1.4,10.6
1526,4/26/22,  05:55:00,44677.246530000004,1.49,8.6
1527,4/27/22,  05:14:00,44678.21806,3.15,9.5
1528,4/27/22,  05:19:00,44678.22153,2.82,11.0
1529,4/27/22,  05:23:59,44678.225,2.37,11.6
1530,4/27/22,  05:28:59,44678.22847,2.04,10.1
1531,4/27/22,  05:33:59,44678.23194,1.69,12.1
1532,4/27/22,  05:39:00,44678.23542,1.66,10.0
1533,4/27/22,  22:38:59,44678.94375,1.68,11.2
1534,4/27/22,  22:43:59,44678.94722,0.95,12.3
1535,4/28/22,  01:23:59,44679.05833,2.38,14.1
1536,4/28/22,  01:29:00,44679.06181,0.94,14.4
1537,4/28/22,  01:34:00,44679.06528,1.21,11.2
1538,4/28/22,  01:38:59,44679.06875,1.13,14.0
1539,4/28/22,  01:43:59,44679.07222,1.1,13.4
1540,4/28/22,  01:48:59,44679.07569,1.07,14.8
1541,4/28/22,  01:54:00,44679.07917,1.08,13.5
1542,4/28/22,  01:59:00,44679.08264,1.81,13.9
1543,4/28/22,  02:03:59,44679.086110000004,2.4,14.4
1544,4/28/22,  02:08:59,44679.08958,0.97,14.8
1545,4/28/22,  02:14:00,44679.09306,1.67,13.4
1546,4/28/22,  02:19:00,44679.09653,0.91,15.6
1547,4/28/22,  02:23:59,44679.1,0.87,15.3
1548,4/28/22,  02:28:59,44679.10347,0.79,13.6
1549,4/28/22,  02:33:59,44679.10694,0.81,15.0
1550,4/28/22,  02:39:00,44679.11042,0.83,15.7
1551,4/28/22,  02:44:00,44679.11389,0.8,15.6
1552,4/28/22,  02:48:59,44679.117360000004,0.78,15.4
1553,4/28/22,  03:38:59,44679.15208,1.12,14.7
1554,4/28/22,  03:44:00,44679.15556,1.06,16.5
1555,4/28/22,  03:49:00,44679.15903,1.14,14.7
1556,4/28/22,  03:53:59,44679.1625,1.14,14.5
1557,4/28/22,  03:58:59,44679.16597,0.96,16.4
1558,4/28/22,  04:03:59,44679.16944,0.88,13.5
1559,4/28/22,  04:14:59,44679.17708,0.74,14.2
1560,4/28/22,  04:20:00,44679.18056,0.68,12.3
