,datetime,p2,wind
13962,44635.25,0.87,5.7
13963,44635.253469999996,0.92,5.8
13964,44635.25694,1.18,6.0
13965,44635.26042,1.14,6.3
13966,44635.263889999995,1.11,5.9
13967,44635.267360000005,1.03,6.0
13968,44635.27083,0.87,5.5
13969,44635.27431,0.94,4.3
13970,44635.277780000004,0.95,4.6
13971,44635.28125,1.02,5.8
13972,44635.29167,0.94,4.9
13973,44635.295139999995,0.9,6.1
13974,44635.298610000005,0.93,5.9
13975,44635.30208,1.16,6.0
13976,44635.30556,0.92,5.3
13977,44635.309030000004,1.04,5.9
13978,44635.3125,1.25,4.6
13979,44635.315969999996,1.1,4.8
13980,44635.31944,0.95,6.0
13981,44635.32292,0.99,6.2
13982,44635.340280000004,0.92,6.8
13983,44635.34375,0.96,7.3
13984,44635.347219999996,0.83,7.1
13985,44635.357639999995,0.96,7.9
13986,44635.361110000005,0.89,8.0
13987,44635.36458,1.0,7.1
13988,44635.36806,0.95,6.3
13989,44635.371530000004,1.56,8.0
13990,44635.375,0.77,7.9
13991,44635.378469999996,0.72,8.2
13993,44635.38542,1.43,0.1
13994,44635.388889999995,1.26,7.1
13995,44635.392360000005,1.14,7.7
13996,44635.39583,1.0,7.4
13997,44635.39931,0.7,6.9
13998,44635.402780000004,0.67,7.4
14004,44635.423610000005,0.62,7.4
14078,44635.71458,5.25,2.8
14149,44635.97917,0.44,0.6
14150,44635.986110000005,0.7,4.1
14151,44636.0,0.6,2.2
14152,44636.003469999996,0.46,0.8
14153,44636.00694,0.47,1.4
14154,44636.01042,0.53,0.4
14155,44636.013889999995,0.49,0.3
14156,44636.017360000005,0.63,0.5
14157,44636.02083,0.53,3.4
14158,44636.02431,0.55,3.0
14159,44636.027780000004,0.45,2.5
14160,44636.03125,0.46,1.1
14161,44636.034719999996,0.51,0.4
14162,44636.03819,0.48,0.5
14163,44636.04167,0.46,0.6
14164,44636.045139999995,0.47,1.8
14165,44636.048610000005,0.46,1.7
14166,44636.05208,0.45,1.3
14167,44636.05556,0.54,0.9
14168,44636.059030000004,0.48,1.1
14169,44636.0625,0.49,1.5
14170,44636.065969999996,0.34,1.2
14171,44636.06944,0.49,1.3
14172,44636.07292,0.44,1.5
14173,44636.076389999995,0.38,1.4
14174,44636.079860000005,0.4,2.0
14175,44636.08333,0.49,2.3
14176,44636.08681,0.47,2.1
14177,44636.090280000004,0.41,2.5
14178,44636.09375,0.45,2.6
14179,44636.097219999996,0.44,2.9
14180,44636.10069,0.45,3.4
14181,44636.11458,0.77,3.4
14182,44636.11806,0.74,2.7
14183,44636.121530000004,0.4,3.1
14184,44636.125,0.6,3.4
14185,44636.128469999996,0.7,2.8
14186,44636.13194,0.78,3.1
14187,44636.13542,0.68,3.0
14188,44636.13819,0.54,3.5
14189,44636.14167,0.68,3.4
14190,44636.15208,0.44,3.6
14191,44636.15556,0.4,3.1
14192,44636.15903,0.38,3.2
14193,44636.16667,0.34,2.8
14194,44636.170139999995,0.39,2.7
14195,44636.173610000005,0.4,2.6
14196,44636.17708,0.43,2.8
14197,44636.18056,0.43,2.5
14198,44636.190969999996,0.46,2.5
14199,44636.20069,0.57,2.6
14200,44636.20417,0.51,3.2
14201,44636.20764,0.51,2.7
14202,44636.215280000004,0.79,2.8
14203,44636.222219999996,1.1,2.6
14204,44636.22569,0.92,1.6
14205,44636.236110000005,0.58,2.7
14206,44636.23958,0.54,3.7
14207,44636.24306,0.51,3.6
14208,44636.246530000004,0.52,2.6
14209,44636.25,0.6,2.1
14210,44636.253469999996,0.57,2.8
14211,44636.25625,0.51,3.3
14212,44636.25972,0.52,3.1
14213,44636.26319,0.51,2.3
14214,44636.26667,0.52,2.6
14215,44636.27014,0.5,4.3
14216,44636.273610000004,0.52,2.9
14217,44636.27708,0.55,3.3
14218,44636.28056,0.61,2.6
14219,44636.29444,0.58,3.3
14220,44636.29792,0.56,1.9
14221,44636.30139,0.53,2.7
14222,44636.31875,0.53,2.0
14223,44636.32222,0.52,2.5
14224,44636.32569,0.48,2.6
14225,44636.32917,0.53,2.0
14226,44636.33264,0.46,1.8
14227,44636.336110000004,0.47,2.1
14228,44636.33958,0.48,2.2
14229,44636.34306,0.52,2.5
14230,44636.34653,0.52,2.4
14231,44636.35,0.5,2.8
14232,44636.35347,0.48,1.9
14233,44636.35694,0.47,2.7
14234,44636.36042,0.51,2.1
14235,44636.36389,0.5,1.9
14236,44636.367360000004,0.53,2.5
14237,44636.37083,0.48,1.8
14238,44636.37431,0.44,2.3
14239,44636.37778,0.47,2.5
14240,44636.38125,0.44,2.3
14241,44636.38472,0.46,2.1
14242,44636.398610000004,0.67,1.6
14243,44636.40208,0.54,2.9
14244,44636.4125,0.76,2.3
14245,44636.41597,0.38,0.1
14246,44636.43681,0.31,3.0
14247,44636.65625,5.46,2.1
14248,44636.659719999996,1.68,0.6
14249,44636.97569,0.98,0.5
14250,44636.97917,0.69,0.8
14251,44637.0,0.83,1.7
14252,44637.003469999996,0.85,0.7
14253,44637.013889999995,0.84,1.3
14254,44637.017360000005,0.84,1.0
14255,44637.02083,0.83,1.1
14256,44637.02431,0.82,1.5
14257,44637.027780000004,0.76,0.9
14258,44637.03125,0.82,0.4
14259,44637.034719999996,0.76,0.5
14260,44637.03819,0.84,0.4
14261,44637.04167,0.82,0.8
14262,44637.045139999995,0.78,0.5
14263,44637.048610000005,1.09,0.4
14264,44637.05208,1.05,1.4
14265,44637.05556,1.14,1.6
14266,44637.059030000004,0.95,1.7
14267,44637.0625,0.89,2.9
14268,44637.065969999996,0.92,3.4
14269,44637.06944,0.79,3.0
14270,44637.07292,0.91,2.6
14271,44637.08333,0.78,1.6
14272,44637.08681,0.84,2.2
14273,44637.090280000004,0.77,2.7
14274,44637.09375,0.9,2.4
14275,44637.097219999996,0.64,1.6
14276,44637.10069,0.66,2.2
14277,44637.10417,0.76,2.4
14278,44637.107639999995,0.8,3.2
14279,44637.111110000005,0.87,2.9
14280,44637.11458,0.96,3.1
14281,44637.11806,0.87,2.7
14282,44637.121530000004,0.98,2.5
14283,44637.125,1.03,2.1
14284,44637.128469999996,1.21,1.8
14285,44637.13194,1.08,1.7
14286,44637.13542,1.08,1.1
14287,44637.138889999995,1.14,1.2
14288,44637.142360000005,1.09,0.5
14289,44637.14583,1.06,1.3
14290,44637.14931,0.99,1.0
14291,44637.152780000004,1.09,1.2
14292,44637.15625,1.1,1.3
14293,44637.159719999996,0.94,1.4
14294,44637.16319,0.79,0.7
14295,44637.16667,0.72,0.4
14296,44637.170139999995,0.7,0.5
14297,44637.173610000005,0.8,0.4
14298,44637.17708,0.79,0.6
14299,44637.1875,0.85,1.0
14300,44637.190969999996,0.77,0.9
14301,44637.201389999995,0.63,0.9
14302,44637.21181,1.05,1.4
14303,44637.222219999996,0.83,1.2
14304,44637.22569,0.52,1.7
14305,44637.236110000005,0.94,0.8
14306,44637.24306,1.97,1.0
14307,44637.246530000004,0.52,0.8
14308,44637.25,0.57,1.0
14309,44637.253469999996,0.86,0.4
14310,44637.25694,1.31,0.5
14311,44637.26042,0.84,0.3
14312,44637.263889999995,0.61,0.4
14313,44637.267360000005,0.77,0.2
14314,44637.27083,0.67,0.7
14315,44637.27431,0.56,1.1
14316,44637.277780000004,1.01,1.6
14317,44637.28125,0.73,1.4
14318,44637.284719999996,0.81,1.7
14319,44637.28819,0.75,1.2
14320,44637.29167,0.74,1.1
14321,44637.30556,0.71,1.0
14322,44637.309030000004,0.6,1.4
14323,44637.3125,0.64,1.2
14324,44637.315969999996,0.82,1.7
14325,44637.31944,1.19,1.4
14326,44637.32917,0.89,1.1
14327,44637.33264,0.73,1.0
14328,44637.336110000004,0.67,0.8
14329,44637.33958,1.17,0.5
14330,44637.34306,1.67,1.1
14331,44637.34653,1.68,1.5
14332,44637.35,0.99,1.3
14333,44637.35347,0.6,1.5
14334,44637.35694,0.66,1.4
14335,44637.36042,0.65,2.0
14336,44637.36389,0.5,1.3
14337,44637.367360000004,0.62,1.6
14338,44637.375,0.77,1.8
14339,44637.38542,0.81,0.9
14340,44637.388889999995,0.77,1.5
14341,44637.392360000005,0.71,1.1
14342,44637.39583,0.64,1.6
14343,44637.39931,0.71,1.3
14344,44637.40208,0.56,1.1
14345,44637.40556,0.57,1.6
14346,44637.40903,0.63,1.3
14347,44637.4125,0.69,1.8
14348,44637.42292,0.86,2.2
14349,44637.73542,4.58,6.8
14350,44637.73889,3.32,7.2
14351,44637.982639999995,1.33,3.4
14352,44638.048610000005,1.16,3.6
14353,44638.05208,1.15,4.5
14354,44638.05556,1.19,4.1
14355,44638.059030000004,1.4,4.7
14356,44638.0625,1.2,4.6
14357,44638.07292,1.47,5.1
14358,44638.08333,1.4,5.0
14359,44638.08681,1.22,4.9
14360,44638.097219999996,1.17,6.1
14361,44638.10069,1.05,5.9
14362,44638.10417,1.09,4.9
14363,44638.107639999995,1.26,5.2
14364,44638.111110000005,0.85,5.7
14365,44638.11458,0.92,5.4
14366,44638.125,1.32,4.9
14367,44638.128469999996,1.56,4.5
14368,44638.13194,1.55,4.3
14369,44638.13542,1.53,4.7
14370,44638.138889999995,1.36,4.6
14371,44638.142360000005,1.22,4.5
14372,44638.14583,1.42,3.9
14373,44638.14931,1.35,3.5
14374,44638.152780000004,1.64,3.4
14375,44638.15625,1.62,3.8
14376,44638.159719999996,1.72,3.3
14377,44638.16319,1.57,3.0
14378,44638.16667,1.51,3.1
14379,44638.170139999995,2.27,3.2
14380,44638.173610000005,3.54,2.6
14381,44638.17708,2.04,3.4
14382,44638.18056,1.94,3.3
14383,44638.184030000004,1.96,2.7
14384,44638.19375,1.47,4.5
14385,44638.19722,1.51,5.3
14386,44638.20069,1.65,5.8
14387,44638.20417,1.65,5.9
14388,44638.20764,1.28,6.3
14389,44638.211110000004,1.38,6.2
14390,44638.21458,1.36,6.7
14391,44638.21806,1.46,7.4
14392,44638.22153,1.37,6.7
14393,44638.225,1.73,8.1
14394,44638.22847,1.76,8.0
14395,44638.23194,2.14,7.5
14396,44638.23542,2.47,8.0
14397,44638.23889,2.65,7.9
14398,44638.242360000004,1.99,8.5
14399,44638.24583,1.44,8.4
14400,44638.24931,1.37,8.8
14401,44638.25278,1.1,9.1
14402,44638.26319,0.92,8.9
14403,44638.26667,2.54,8.7
14404,44638.27014,0.95,8.4
14405,44638.277780000004,1.71,7.4
14406,44638.28125,1.88,8.4
14407,44638.284719999996,1.75,8.2
14408,44638.28819,1.24,7.7
14409,44638.29167,1.19,7.6
14410,44638.295139999995,1.03,6.2
14411,44638.298610000005,1.26,6.3
14412,44638.30208,1.24,6.2
14413,44638.30556,1.13,6.0
14414,44638.309030000004,1.18,6.4
14415,44638.3125,1.89,6.0
14416,44638.315969999996,0.88,6.2
14417,44638.31944,0.82,6.0
14418,44638.32292,0.68,5.6
14419,44638.326389999995,0.69,5.8
14420,44638.329860000005,0.62,5.4
14421,44638.33333,2.2,5.5
14422,44638.33681,1.92,5.8
14423,44638.340280000004,0.89,6.2
14424,44638.34375,1.01,6.0
14425,44638.347219999996,1.15,6.5
14426,44638.35069,1.04,6.0
14427,44638.35417,1.1,6.1
14428,44638.357639999995,1.09,6.2
14429,44638.361110000005,1.12,7.2
14430,44638.36458,1.13,8.2
14431,44638.36806,1.0,8.6
14432,44638.371530000004,0.92,6.3
14433,44638.375,0.74,6.5
14434,44638.378469999996,2.13,6.1
14435,44638.388889999995,1.7,5.8
14436,44638.392360000005,1.1,6.3
14437,44638.39583,0.81,5.8
14438,44638.39931,0.67,6.1
14439,44638.402780000004,0.64,6.2
14440,44638.40625,0.82,6.5
14441,44638.409719999996,1.33,6.0
14445,44638.423610000005,1.28,5.3
14469,44638.53125,7.89,8.0
14470,44638.534719999996,7.46,8.2
14482,44638.58333,8.12,9.4
14483,44638.58681,7.98,9.1
14484,44638.590280000004,7.81,8.1
14489,44638.628469999996,8.15,9.8
14490,44638.63194,8.05,9.2
14491,44638.64167,8.41,8.4
14567,44638.97569,1.91,6.1
14573,44639.02708,2.11,8.6
14574,44639.03056,0.81,8.2
14575,44639.03403,0.68,8.3
14576,44639.0375,0.79,8.6
14577,44639.04097,0.87,8.8
14578,44639.04444,2.13,8.9
14579,44639.054860000004,1.7,9.7
14580,44639.06528,1.51,9.0
14581,44639.06875,0.76,9.3
14582,44639.07222,0.69,9.6
14583,44639.07569,0.71,9.5
14584,44639.07917,0.78,10.1
14585,44639.08264,0.86,10.0
14586,44639.086110000004,0.77,8.8
14587,44639.09653,0.61,10.0
14588,44639.1,0.53,9.1
14589,44639.11389,0.78,8.8
14590,44639.12431,0.61,8.6
14591,44639.12778,0.61,7.3
14592,44639.13125,0.84,8.7
14593,44639.13472,1.02,7.9
14594,44639.13819,1.01,7.7
14595,44639.14167,0.99,8.9
14596,44639.14514,0.7,9.0
14597,44639.148610000004,0.82,8.0
14598,44639.15208,0.73,8.7
14599,44639.15556,0.69,9.5
14600,44639.15903,0.81,8.1
14601,44639.1625,0.74,6.9
14602,44639.16597,0.72,7.9
14603,44639.16944,0.85,6.7
14604,44639.17292,0.72,7.7
14605,44639.17639,0.71,7.5
14606,44639.179860000004,0.81,7.6
14607,44639.18333,0.79,7.3
14608,44639.18681,0.69,6.9
14609,44639.19028,0.75,6.7
14610,44639.19375,0.74,6.4
14611,44639.19722,0.73,6.7
14612,44639.20069,0.67,7.2
14613,44639.20417,0.62,8.1
14614,44639.20764,0.93,7.9
14615,44639.211110000004,0.85,7.1
14616,44639.21458,0.98,7.5
14617,44639.225,0.8,7.8
14618,44639.22847,0.76,7.5
14619,44639.23194,0.69,7.1
14620,44639.23542,0.7,6.8
14621,44639.23889,0.64,9.8
14622,44639.242360000004,0.67,8.4
14623,44639.24583,0.58,7.3
14624,44639.24931,0.71,9.5
14625,44639.25278,0.84,8.4
14626,44639.26319,1.3,7.6
14627,44639.26667,4.0,6.8
14630,44639.27708,7.46,8.0
14631,44639.2875,0.67,7.2
14632,44639.29097,0.85,7.8
14633,44639.29444,0.91,7.0
14634,44639.30208,1.04,10.5
14635,44639.30556,0.82,10.9
14636,44639.315969999996,0.76,10.5
14637,44639.31944,0.37,8.6
14638,44639.32292,0.37,9.1
14639,44639.326389999995,0.44,10.8
14640,44639.329860000005,0.67,11.4
14641,44639.34375,0.61,9.4
14642,44639.347219999996,0.52,9.7
14643,44639.35069,0.57,10.2
14644,44639.35417,0.75,10.6
14645,44639.357639999995,0.62,9.3
14646,44639.361110000005,0.68,9.4
14647,44639.36458,0.65,7.8
14648,44639.36806,0.72,10.1
14649,44639.371530000004,0.47,9.7
14650,44639.375,0.48,10.0
14651,44639.378469999996,0.5,9.0
14652,44639.38194,0.49,10.5
14653,44639.38542,0.57,9.7
14654,44639.388889999995,0.69,9.2
14655,44639.392360000005,0.55,9.5
14656,44639.402780000004,0.52,9.6
14657,44639.40625,0.69,10.2
14658,44639.409719999996,0.5,9.7
14659,44639.41319,0.56,8.9
14660,44639.41667,0.39,10.0
14662,44639.43056,0.36,8.5
14811,44639.97847,1.83,5.1
14816,44639.99583,2.02,4.0
14817,44640.003469999996,0.89,2.7
14818,44640.00694,0.89,3.2
14819,44640.01042,1.15,2.4
14820,44640.013889999995,1.19,2.2
14821,44640.017360000005,1.21,2.0
14822,44640.02083,1.09,2.1
14823,44640.03056,1.05,2.2
14824,44640.03403,1.41,2.5
14825,44640.0375,1.14,2.3
14826,44640.04097,1.04,2.8
14827,44640.04444,0.94,3.0
14828,44640.04792,1.23,2.6
14829,44640.05139,1.33,3.2
14830,44640.054860000004,0.75,2.9
14831,44640.07222,1.28,3.3
14832,44640.07569,2.61,3.1
14833,44640.07917,3.23,3.3
14834,44640.08264,2.4,3.1
14835,44640.086110000004,0.51,3.8
14836,44640.08958,0.53,3.5
14837,44640.09306,0.49,3.7
14838,44640.09653,0.57,3.9
14839,44640.1,0.73,3.7
14840,44640.10347,0.8,3.6
14841,44640.10694,0.81,3.3
14842,44640.11042,0.66,3.6
14843,44640.11389,0.68,3.7
14844,44640.117360000004,0.7,3.8
14845,44640.12083,0.74,3.6
14846,44640.12431,0.6,4.1
14847,44640.12778,8.23,3.7
14848,44640.13125,2.3,3.5
14849,44640.13472,0.59,3.9
14850,44640.13819,0.72,4.0
14851,44640.14167,0.92,3.9
14852,44640.14514,0.92,3.7
14853,44640.148610000004,1.41,3.2
14854,44640.15208,2.02,3.7
14855,44640.15556,1.61,4.4
14856,44640.15903,1.89,4.0
14857,44640.1625,2.29,4.6
14858,44640.16597,1.42,5.2
14859,44640.16944,0.96,4.8
14860,44640.179860000004,0.81,4.6
14861,44640.18333,0.71,4.7
14862,44640.18681,0.55,4.6
14863,44640.19028,0.53,5.1
14864,44640.19375,0.53,4.9
14865,44640.20417,0.64,4.2
14866,44640.20764,0.67,4.8
14867,44640.211110000004,0.7,5.4
14868,44640.21458,0.7,5.1
14869,44640.21806,0.59,5.3
14870,44640.22153,0.58,5.0
14871,44640.225,0.58,4.6
14872,44640.22847,0.58,4.7
14873,44640.23194,0.68,4.3
14874,44640.23542,0.75,4.1
14875,44640.23889,0.65,4.7
14876,44640.242360000004,0.57,5.5
14877,44640.24583,0.52,5.4
14878,44640.24931,0.57,5.9
14879,44640.25278,0.62,6.2
14880,44640.25625,0.63,6.1
14881,44640.25972,0.57,6.3
14882,44640.26319,0.68,6.2
14883,44640.26667,0.68,5.7
14884,44640.27014,0.72,5.5
14885,44640.273610000004,0.67,6.8
14886,44640.27708,0.7,6.5
14887,44640.28056,0.81,6.8
14888,44640.28403,0.79,6.9
14889,44640.2875,0.77,7.3
14890,44640.29792,0.78,7.9
14891,44640.30556,0.75,6.6
14892,44640.309030000004,0.77,6.7
14893,44640.3125,0.71,6.9
14894,44640.315969999996,0.73,7.0
14895,44640.31944,0.7,6.8
14896,44640.32292,0.72,7.1
14897,44640.326389999995,0.68,6.8
14898,44640.329860000005,0.71,7.2
14899,44640.33333,0.7,6.7
14900,44640.33681,0.66,6.9
14901,44640.340280000004,0.63,6.5
14902,44640.34375,0.66,6.1
14903,44640.347219999996,0.66,5.6
14904,44640.35069,0.73,6.1
14905,44640.35417,0.78,5.8
14906,44640.357639999995,0.65,6.1
14907,44640.361110000005,0.59,5.7
14908,44640.36458,0.62,6.5
14909,44640.36806,0.64,7.1
14910,44640.371530000004,0.57,6.0
14911,44640.375,0.58,5.3
14912,44640.378469999996,0.53,5.5
14913,44640.38194,0.56,6.3
14914,44640.38542,0.66,5.7
14915,44640.388889999995,0.64,5.9
14916,44640.392360000005,0.55,5.0
14917,44640.39583,1.92,5.7
14918,44640.398610000004,0.75,6.7
14919,44640.40208,0.55,7.1
14920,44640.40556,0.52,6.9
14921,44640.40903,0.63,6.7
14922,44640.4125,2.39,6.5
14923,44640.42292,1.15,0.1
15071,44640.982639999995,0.5,1.7
15072,44640.986110000005,0.54,0.9
15082,44641.03403,0.78,0.2
15083,44641.0375,0.83,0.8
15084,44641.04097,0.84,0.2
15085,44641.04444,0.76,0.6
15086,44641.04792,0.58,0.1
15087,44641.05139,0.86,0.3
15088,44641.06181,0.9,0.3
15089,44641.06528,0.84,0.4
15090,44641.06875,0.88,1.4
15091,44641.07222,0.92,3.0
15092,44641.07569,0.91,3.4
15093,44641.07917,0.89,3.7
15094,44641.08264,1.13,4.1
15095,44641.086110000004,1.53,3.9
15096,44641.08958,1.65,4.3
15097,44641.09306,1.66,4.6
15098,44641.09653,1.8,4.3
15099,44641.1,1.92,4.0
15100,44641.10347,1.76,5.1
15101,44641.10694,1.51,5.2
15102,44641.11042,1.51,5.3
15103,44641.11389,1.41,5.1
15104,44641.117360000004,0.84,4.3
15105,44641.12083,0.89,3.5
15106,44641.12431,0.81,4.9
15107,44641.12778,0.68,5.3
15108,44641.13125,0.64,5.4
15109,44641.13472,0.67,5.2
15110,44641.13819,0.63,4.8
15111,44641.14583,0.74,5.3
15112,44641.14931,0.73,5.1
15113,44641.159719999996,0.69,5.6
15114,44641.16319,0.73,4.8
15115,44641.16667,0.7,5.7
15116,44641.170139999995,0.67,3.1
15117,44641.173610000005,0.63,7.0
15118,44641.17708,0.67,6.0
15119,44641.18056,0.66,6.6
15120,44641.184030000004,0.66,7.3
15121,44641.1875,0.66,7.9
15122,44641.190969999996,0.72,8.1
15123,44641.19444,0.93,8.0
15124,44641.19792,0.91,7.6
15125,44641.201389999995,0.81,7.4
15126,44641.204860000005,0.79,7.1
15127,44641.20833,0.74,6.7
15128,44641.21181,0.77,6.6
15129,44641.215280000004,0.84,6.5
15130,44641.21875,0.79,6.8
15131,44641.22917,0.63,6.9
15132,44641.23958,0.54,6.4
15133,44641.24306,0.55,6.5
15134,44641.246530000004,0.58,6.8
15135,44641.25,0.55,6.7
15136,44641.253469999996,0.58,6.9
15137,44641.25694,0.7,6.3
15138,44641.26042,0.66,7.2
15139,44641.263889999995,0.65,6.9
15140,44641.27431,0.52,6.8
15141,44641.277780000004,0.5,6.9
15142,44641.28125,0.65,6.2
15143,44641.284719999996,0.7,6.4
15144,44641.295139999995,0.76,6.2
15145,44641.298610000005,0.57,5.6
15146,44641.30208,0.59,5.9
15147,44641.30556,0.56,5.6
15148,44641.315969999996,1.04,6.2
15149,44641.31944,1.24,6.4
15150,44641.340280000004,0.61,4.1
15151,44641.34375,0.51,6.6
15152,44641.347219999996,0.53,6.8
15153,44641.35069,0.57,5.7
15154,44641.35417,0.64,6.8
15155,44641.357639999995,0.58,6.6
15156,44641.361110000005,0.65,5.8
15157,44641.36458,0.74,5.5
15158,44641.36806,0.89,5.7
15159,44641.371530000004,0.97,5.3
15160,44641.375,0.94,6.0
15161,44641.378469999996,1.21,4.9
15162,44641.388889999995,1.21,5.1
15163,44641.392360000005,1.3,6.8
15164,44641.39583,0.59,6.7
15165,44641.39931,1.32,6.3
15166,44641.402780000004,0.93,6.7
15167,44641.40625,1.27,7.1
15168,44641.409719999996,0.81,7.0
15169,44641.41319,1.34,6.1
15171,44641.42708,1.19,4.9
15256,44641.773610000004,1.9,5.7
15289,44642.065969999996,1.07,3.2
15290,44642.06944,0.47,3.1
15291,44642.079860000005,0.55,3.4
15292,44642.08333,0.53,3.7
15293,44642.08681,0.56,3.8
15294,44642.097219999996,0.55,4.4
15295,44642.107639999995,1.11,4.8
15296,44642.11806,1.11,5.5
15297,44642.121530000004,1.04,5.6
15298,44642.125,0.96,6.2
15300,44642.13194,0.48,6.3
15301,44642.13542,0.6,5.8
15302,44642.138889999995,0.56,4.6
15303,44642.142360000005,0.63,5.8
15304,44642.14583,0.47,5.6
15305,44642.14931,0.53,5.5
15306,44642.152780000004,0.76,5.4
15307,44642.15625,0.91,4.4
15308,44642.159719999996,0.83,5.5
15310,44642.16667,2.45,4.7
15311,44642.170139999995,1.46,5.5
15312,44642.173610000005,1.18,5.8
15313,44642.17708,1.08,4.5
15314,44642.18056,0.98,5.2
15315,44642.184030000004,0.45,5.0
15316,44642.19444,0.44,5.0
15317,44642.19792,0.44,5.2
15318,44642.201389999995,3.21,5.6
15319,44642.204860000005,3.11,6.3
15320,44642.20764,2.78,6.2
15321,44642.21806,2.5,5.8
15322,44642.22153,1.68,5.5
15323,44642.225,0.79,5.3
15324,44642.22847,0.77,5.1
15325,44642.23194,0.44,5.0
15326,44642.23542,0.48,5.6
15327,44642.23889,0.57,6.2
15328,44642.242360000004,0.66,6.3
15329,44642.24583,0.54,6.6
15330,44642.24931,1.09,6.4
15331,44642.25278,1.1,6.2
15332,44642.25625,1.18,6.5
15333,44642.25972,1.3,6.6
15334,44642.27014,1.04,6.6
15335,44642.273610000004,0.78,7.2
15336,44642.27708,0.78,7.1
15337,44642.28056,0.94,6.7
15338,44642.304860000004,0.78,7.5
15339,44642.30833,0.74,7.4
15340,44642.31181,0.69,7.5
15341,44642.31528,0.8,7.7
15342,44642.31875,0.74,7.5
15343,44642.32917,0.85,8.0
15344,44642.33264,0.74,8.3
15345,44642.336110000004,0.63,8.4
15346,44642.33958,0.58,8.2
15347,44642.34306,0.66,8.6
15348,44642.34653,0.69,8.3
15349,44642.35,0.63,8.5
15350,44642.35347,0.57,8.4
15351,44642.35694,0.57,8.6
15352,44642.36042,0.65,8.7
15353,44642.36389,0.74,8.5
15354,44642.367360000004,0.68,8.3
15355,44642.37083,0.59,8.4
15356,44642.37431,0.59,8.6
15357,44642.37778,0.57,8.8
15358,44642.38125,0.59,8.7
15359,44642.38472,0.59,9.0
15360,44642.38819,0.61,9.1
15361,44642.39167,0.53,9.2
15362,44642.39514,0.51,9.3
15363,44642.398610000004,0.55,9.2
15364,44642.40208,0.63,9.3
15365,44642.40556,0.62,9.4
15366,44642.40903,0.74,9.5
15367,44642.4125,0.66,9.6
15368,44642.41597,0.61,9.4
15370,44642.42292,0.81,9.4
15450,44642.78125,1.56,7.5
15470,44642.97569,1.23,3.8
15471,44642.97917,1.24,5.4
15472,44642.982639999995,1.42,5.1
15473,44642.986110000005,1.53,4.2
15489,44643.045139999995,3.47,4.2
15490,44643.05208,4.35,4.3
15491,44643.05556,4.7,3.8
15492,44643.059030000004,4.56,4.1
15493,44643.0625,4.88,3.8
15494,44643.065969999996,5.33,4.1
15495,44643.06944,5.43,3.8
15496,44643.07292,3.74,4.1
15497,44643.076389999995,1.32,4.2
15498,44643.079860000005,1.3,3.9
15499,44643.08333,1.43,4.2
15500,44643.08681,1.28,4.6
15516,44643.152780000004,0.81,5.6
15517,44643.15625,0.8,5.3
15518,44643.159719999996,0.98,5.5
15519,44643.16319,1.11,5.6
15520,44643.16667,1.38,5.5
15521,44643.170139999995,1.41,5.3
15522,44643.173610000005,1.23,5.0
15523,44643.17708,0.99,5.1
15524,44643.18056,1.1,5.2
15525,44643.184030000004,2.12,5.3
15526,44643.1875,1.01,5.7
15527,44643.190969999996,0.99,5.8
15528,44643.20833,0.93,5.8
15529,44643.21181,1.19,5.5
15530,44643.215280000004,1.23,5.6
15531,44643.21875,1.06,5.7
15532,44643.222219999996,0.96,5.8
15533,44643.22569,0.93,6.1
15534,44643.236110000005,1.1,6.0
15535,44643.23958,1.16,6.3
15536,44643.24306,1.22,6.5
15537,44643.246530000004,1.69,6.2
15538,44643.25694,1.81,6.3
15539,44643.26042,1.85,6.2
15540,44643.263889999995,2.49,5.8
15541,44643.267360000005,1.01,6.1
15542,44643.27083,1.0,5.6
15543,44643.27431,0.95,6.5
15544,44643.277780000004,1.03,7.1
15545,44643.28125,0.97,6.9
15546,44643.284719999996,1.04,7.0
15547,44643.295139999995,1.17,7.7
15548,44643.298610000005,0.85,7.2
15549,44643.30208,0.92,6.3
15550,44643.30556,1.95,6.4
15551,44643.309030000004,1.13,7.1
15552,44643.3125,0.69,6.5
15553,44643.32292,1.14,7.4
15554,44643.326389999995,1.19,7.7
15555,44643.329860000005,1.01,8.1
15556,44643.33333,0.87,7.9
15557,44643.33681,0.94,8.0
15558,44643.340280000004,0.88,7.6
15559,44643.34375,0.85,7.5
15560,44643.347219999996,2.43,8.0
15561,44643.35069,1.58,8.1
15562,44643.35417,1.42,8.3
15563,44643.357639999995,1.01,8.2
15564,44643.361110000005,0.7,9.6
15565,44643.36458,0.77,10.2
15566,44643.36806,0.8,10.5
15567,44643.371530000004,0.81,9.7
15568,44643.375,1.04,11.7
15569,44643.378469999996,1.48,10.7
15570,44643.38194,1.62,9.9
15571,44643.38542,0.86,11.7
15572,44643.388889999995,0.91,10.4
15573,44643.39167,1.04,10.3
15582,44643.42292,0.95,11.0
15604,44643.51319,0.95,11.5
15619,44643.57292,6.12,10.5
15620,44643.576389999995,4.67,10.2
15663,44643.72917,4.44,7.5
