Datetime,westV_fill
44561.94653,0.0
44561.94722,0.0
44561.94792,0.0
44561.94861,0.0
44561.94931,0.0
44561.95000,0.0
44561.95069,0.0
44561.95139,0.0
44561.95208,0.0
44561.95278,0.0
44561.95347,0.0
44561.95417,0.0
44561.95486,0.0
44561.95556,0.0
44561.95625,0.0
44561.95694,0.0
44561.95764,0.0
44561.95833,0.0
44561.95903,0.0
44561.95972,0.0
44561.96042,0.0
44561.96111,0.0
44561.96181,0.0
44561.96250,0.0
44561.96319,0.0
44561.96389,0.0
44561.96458,0.0
44561.96528,0.0
44561.96597,0.0
44561.96667,0.0
44561.96736,0.0
44561.96806,0.0
44561.96875,0.0
44561.96944,0.0
44561.97014,0.0
44561.97083,0.0
44561.97153,0.0
44561.97222,0.0
44561.97292,0.0
44561.97361,0.0
44561.97431,0.0
44561.97500,0.0
44561.98056,0.0
44561.98264,0.0
44561.98542,0.0
44561.98611,0.0
44561.98681,0.0
44561.98819,0.0
44561.98889,0.0
44561.98958,0.0
44561.99028,0.0
44561.99167,0.0
44561.99236,0.0
44561.99514,0.0
44561.99583,0.0
44561.99653,0.0
44561.99722,19.0
44561.99792,30.0
44561.99861,30.0
44561.99931,30.0
44562.00000,30.0
44562.00069,30.0
44562.00139,30.0
44562.00208,30.0
44562.00278,30.0
44562.00347,30.0
44562.00417,30.0
44562.00486,30.0
44562.00556,30.0
44562.00595,30.0
44562.00625,30.0
44562.00694,30.0
44562.00764,30.0
44562.00833,30.0
44562.00903,30.0
44562.00972,30.0
44562.01042,30.0
44562.01111,30.0
44562.01181,30.0
44562.01250,30.0
44562.01319,30.0
44562.01389,30.0
44562.01458,30.0
44562.01528,30.0
44562.01597,30.0
44562.01667,30.0
44562.01736,30.0
44562.01806,30.0
44562.01875,30.0
44562.01944,30.0
44562.02014,30.0
44562.02083,30.0
44562.02153,30.0
44562.02222,30.0
44562.02292,30.0
44562.02361,30.0
44562.02431,30.0
44562.02500,30.0
44562.02569,30.0
44562.02639,30.0
44562.02708,30.0
44562.02778,30.0
44562.02847,30.0
44562.02917,30.0
44562.02986,30.0
44562.03056,30.0
44562.03125,30.0
44562.03194,30.0
44562.03264,30.0
44562.03333,30.0
44562.03403,30.0
44562.03472,30.0
44562.03542,30.0
44562.03611,30.0
44562.03681,30.0
44562.03750,30.0
44562.03819,30.0
44562.03889,30.0
44562.03958,30.0
44562.03975,30.0
44562.04028,30.0
44562.04034,30.0
44562.04091,30.0
44562.04097,30.0
44562.04167,30.0
44562.04236,30.0
44562.04306,30.0
44562.04375,30.0
44562.04444,30.0
44562.04514,30.0
44562.04583,30.0
44562.04614,30.0
44562.04653,30.0
44562.04671,30.0
44562.04722,30.0
44562.04729,30.0
44562.04787,30.0
44562.04792,30.0
44562.04845,30.0
44562.04861,30.0
44562.04903,30.0
44562.04931,30.0
44562.05000,30.0
44562.05069,30.0
44562.05139,30.0
44562.05208,30.0
44562.05278,30.0
44562.05347,30.0
44562.05417,30.0
44562.05486,30.0
44562.05556,30.0
44562.05625,30.0
44562.05694,30.0
44562.05764,30.0
44562.05833,30.0
44562.05903,30.0
44562.05972,30.0
44562.06042,30.0
44562.06111,30.0
44562.06181,30.0
44562.06250,30.0
44562.06319,30.0
44562.06389,30.0
44562.06458,30.0
44562.06528,30.0
44562.06597,30.0
44562.06667,30.0
44562.06736,30.0
44562.06806,30.0
44562.06875,30.0
44562.06944,30.0
44562.07014,30.0
44562.07083,30.0
44562.07153,30.0
44562.07222,30.0
44562.07292,30.0
44562.07361,30.0
44562.07431,30.0
44562.07500,30.0
44562.07569,30.0
44562.07639,30.0
44562.07708,30.0
44562.07778,30.0
44562.07847,30.0
44562.07917,30.0
44562.07986,30.0
44562.08056,30.0
44562.08125,30.0
44562.08194,30.0
44562.08264,30.0
44562.08333,30.0
44562.08403,30.0
44562.08472,30.0
44562.08542,30.0
44562.08611,30.0
44562.08681,30.0
44562.08750,30.0
44562.08819,30.0
44562.08889,30.0
44562.08958,30.0
44562.09028,30.0
44562.09097,30.0
44562.09167,30.0
44562.09236,30.0
44562.09306,30.0
44562.09375,30.0
44562.09444,30.0
44562.09514,30.0
44562.09583,30.0
44562.09653,30.0
44562.09722,30.0
44562.09792,30.0
44562.09861,30.0
44562.09931,30.0
44562.10000,30.0
44562.10069,30.0
44562.10139,30.0
44562.10208,30.0
44562.10278,30.0
44562.10347,30.0
44562.10417,30.0
44562.10486,30.0
44562.10556,30.0
44562.10625,30.0
44562.10694,30.0
44562.10737,30.0
44562.10764,30.0
44562.10772,30.0
44562.10807,30.0
44562.10833,30.0
44562.10841,30.0
44562.10876,30.0
44562.10903,30.0
44562.10911,30.0
44562.10946,30.0
44562.10972,30.0
44562.10981,30.0
44562.11016,30.0
44562.11042,30.0
44562.11050,30.0
44562.11085,30.0
44562.11111,30.0
44562.11120,30.0
44562.11155,30.0
44562.11181,30.0
44562.11190,30.0
44562.11224,30.0
44562.11250,30.0
44562.11259,30.0
44562.11294,30.0
44562.11319,30.0
44562.11329,30.0
44562.11364,30.0
44562.11389,30.0
44562.11399,30.0
44562.11433,30.0
44562.11458,30.0
44562.11468,30.0
44562.11503,30.0
44562.11528,30.0
44562.11538,30.0
44562.11573,30.0
44562.11597,30.0
44562.11607,30.0
44562.11642,30.0
44562.11667,30.0
44562.11677,30.0
44562.11712,30.0
44562.11736,30.0
44562.11747,30.0
44562.11781,30.0
44562.11806,30.0
44562.11816,30.0
44562.11851,30.0
44562.11875,30.0
44562.11886,30.0
44562.11921,30.0
44562.11944,30.0
44562.11956,30.0
44562.11990,30.0
44562.12014,30.0
44562.12083,30.0
44562.12153,30.0
44562.12202,30.0
44562.12222,30.0
44562.12237,30.0
44562.12272,30.0
44562.12292,30.0
44562.12307,30.0
44562.12342,30.0
44562.12361,30.0
44562.12377,30.0
44562.12412,30.0
44562.12431,30.0
44562.12446,30.0
44562.12481,30.0
44562.12500,30.0
44562.12516,30.0
44562.12551,30.0
44562.12569,30.0
44562.12586,30.0
44562.12621,30.0
44562.12639,30.0
44562.12656,30.0
44562.12691,30.0
44562.12708,30.0
44562.12726,30.0
44562.12778,30.0
44562.12847,30.0
44562.12917,30.0
44562.12986,30.0
44562.13056,30.0
44562.13125,30.0
44562.13194,30.0
44562.13264,30.0
44562.13333,30.0
44562.13403,30.0
44562.13472,30.0
44562.13542,30.0
44562.13611,30.0
44562.13681,30.0
44562.13750,30.0
44562.13796,30.0
44562.13819,30.0
44562.13830,30.0
44562.13865,30.0
44562.13889,30.0
44562.13900,30.0
44562.13935,30.0
44562.13958,30.0
44562.13970,30.0
44562.14004,30.0
44562.14028,30.0
44562.14039,30.0
44562.14074,30.0
44562.14097,30.0
44562.14109,30.0
44562.14144,30.0
44562.14167,30.0
44562.14179,30.0
44562.14213,30.0
44562.14236,30.0
44562.14248,30.0
44562.14283,30.0
44562.14306,30.0
44562.14318,30.0
44562.14353,30.0
44562.14375,30.0
44562.14387,30.0
44562.14422,30.0
44562.14444,30.0
44562.14457,30.0
44562.14492,30.0
44562.14514,30.0
44562.14527,30.0
44562.14562,30.0
44562.14583,30.0
44562.14596,30.0
44562.14631,30.0
44562.14653,30.0
44562.14666,30.0
44562.14701,30.0
44562.14722,30.0
44562.14736,30.0
44562.14770,30.0
44562.14792,30.0
44562.14805,30.0
44562.14840,30.0
44562.14861,30.0
44562.14875,30.0
44562.14910,30.0
44562.14931,30.0
44562.14945,30.0
44562.14979,30.0
44562.15000,30.0
44562.15014,30.0
44562.15049,30.0
44562.15069,30.0
44562.15084,30.0
44562.15119,30.0
44562.15139,30.0
44562.15153,30.0
44562.15188,30.0
44562.15208,30.0
44562.15223,30.0
44562.15258,30.0
44562.15278,30.0
44562.15293,30.0
44562.15328,30.0
44562.15347,30.0
44562.15362,30.0
44562.15397,30.0
44562.15417,30.0
44562.15486,30.0
44562.15556,30.0
44562.15625,30.0
44562.15627,30.0
44562.15662,30.0
44562.15694,30.0
44562.15697,30.0
44562.15732,30.0
44562.15764,30.0
44562.15767,30.0
44562.15801,30.0
44562.15833,30.0
44562.15836,30.0
44562.15871,30.0
44562.15903,30.0
44562.15906,30.0
44562.15941,30.0
44562.15972,30.0
44562.15976,30.0
44562.16010,30.0
44562.16042,30.0
44562.16111,30.0
44562.16181,30.0
44562.16250,30.0
44562.16319,30.0
44562.16389,30.0
44562.16458,30.0
44562.16528,30.0
44562.16597,30.0
44562.16667,30.0
44562.16736,30.0
44562.16806,30.0
44562.16875,30.0
44562.16944,30.0
44562.17014,30.0
44562.17083,30.0
44562.17153,30.0
44562.17222,30.0
44562.17292,30.0
44562.17361,30.0
44562.17431,30.0
44562.17500,30.0
44562.17569,30.0
44562.17639,30.0
44562.17708,30.0
44562.17778,30.0
44562.17847,30.0
44562.17917,30.0
44562.17986,30.0
44562.18056,30.0
44562.18125,30.0
44562.18194,30.0
44562.18264,30.0
44562.18333,30.0
44562.18403,30.0
44562.18472,30.0
44562.18542,30.0
44562.18611,30.0
44562.18681,30.0
44562.18750,30.0
44562.18819,30.0
44562.18889,30.0
44562.18958,30.0
44562.19028,30.0
44562.19097,30.0
44562.19167,30.0
44562.19236,30.0
44562.19306,30.0
44562.19375,30.0
44562.19444,30.0
44562.19514,30.0
44562.19583,30.0
44562.19653,30.0
44562.19722,30.0
44562.19792,30.0
44562.19861,30.0
44562.19892,30.0
44562.19927,30.0
44562.19931,30.0
44562.19962,30.0
44562.19997,30.0
44562.20000,30.0
44562.20032,30.0
44562.20066,30.0
44562.20069,30.0
44562.20101,30.0
44562.20136,30.0
44562.20139,30.0
44562.20188,30.0
44562.20208,30.0
44562.20223,30.0
44562.20258,30.0
44562.20278,30.0
44562.20293,30.0
44562.20327,30.0
44562.20347,30.0
44562.20362,30.0
44562.20397,30.0
44562.20417,30.0
44562.20432,30.0
44562.20467,30.0
44562.20486,30.0
44562.20502,30.0
44562.20537,30.0
44562.20556,30.0
44562.20625,30.0
44562.20694,30.0
44562.20709,30.0
44562.20744,30.0
44562.20764,30.0
44562.20779,30.0
44562.20814,30.0
44562.20833,30.0
44562.20849,30.0
44562.20884,30.0
44562.20903,30.0
44562.20919,30.0
44562.20954,30.0
44562.20972,30.0
44562.20989,30.0
44562.21024,30.0
44562.21042,30.0
44562.21059,30.0
44562.21111,30.0
44562.21131,30.0
44562.21166,30.0
44562.21181,30.0
44562.21201,30.0
44562.21236,30.0
44562.21250,30.0
44562.21271,30.0
44562.21306,30.0
44562.21319,30.0
44562.21341,30.0
44562.21376,30.0
44562.21389,30.0
44562.21429,30.0
44562.21458,30.0
44562.21464,30.0
44562.21499,30.0
44562.21528,30.0
44562.21561,30.0
44562.21596,30.0
44562.21597,30.0
44562.21631,30.0
44562.21666,30.0
44562.21667,30.0
44562.21701,30.0
44562.21736,30.0
44562.21771,30.0
44562.21806,30.0
44562.21841,30.0
44562.21875,30.0
44562.21876,30.0
44562.21911,30.0
44562.21944,30.0
44562.21946,30.0
44562.21981,30.0
44562.22014,30.0
44562.22016,30.0
44562.22051,30.0
44562.22083,30.0
44562.22085,30.0
44562.22120,30.0
44562.22153,30.0
44562.22155,30.0
44562.22190,30.0
44562.22222,30.0
44562.22225,30.0
44562.22261,30.0
44562.22292,30.0
44562.22295,30.0
44562.22330,30.0
44562.22361,30.0
44562.22365,30.0
44562.22400,30.0
44562.22431,30.0
44562.22435,30.0
44562.22470,30.0
44562.22500,30.0
44562.22505,30.0
44562.22540,30.0
44562.22569,30.0
44562.22575,30.0
44562.22610,30.0
44562.22639,30.0
44562.22645,30.0
44562.22680,30.0
44562.22708,30.0
44562.22715,30.0
44562.22750,30.0
44562.22778,30.0
44562.22785,30.0
44562.22819,30.0
44562.22847,30.0
44562.22854,30.0
44562.22889,30.0
44562.22917,30.0
44562.22924,30.0
44562.22959,30.0
44562.22986,30.0
44562.22994,30.0
44562.23029,30.0
44562.23056,30.0
44562.23064,30.0
44562.23099,30.0
44562.23125,30.0
44562.23134,30.0
44562.23169,30.0
44562.23194,30.0
44562.23204,30.0
44562.23239,30.0
44562.23264,30.0
44562.23274,30.0
44562.23309,30.0
44562.23333,30.0
44562.23344,30.0
44562.23403,30.0
44562.23472,30.0
44562.23532,30.0
44562.23542,30.0
44562.23567,30.0
44562.23602,30.0
44562.23611,30.0
44562.23637,30.0
44562.23672,30.0
44562.23681,30.0
44562.23739,30.0
44562.23750,30.0
44562.23774,30.0
44562.23809,30.0
44562.23819,30.0
44562.23844,30.0
44562.23879,30.0
44562.23889,30.0
44562.23915,30.0
44562.23949,30.0
44562.23958,30.0
44562.23985,30.0
44562.24020,30.0
44562.24028,30.0
44562.24055,30.0
44562.24090,30.0
44562.24097,30.0
44562.24125,30.0
44562.24160,30.0
44562.24167,30.0
44562.24236,30.0
44562.24306,30.0
44562.24375,30.0
44562.24444,30.0
44562.24514,30.0
44562.24583,30.0
44562.24653,30.0
44562.24722,30.0
44562.24792,30.0
44562.24861,30.0
44562.24931,30.0
44562.87500,0.0
44562.87569,0.0
44562.87639,0.0
44562.87708,0.0
44562.87778,0.0
44562.87847,0.0
44562.87917,0.0
44562.87986,0.0
44562.88056,0.0
44562.88125,0.0
44562.88194,0.0
44562.88264,0.0
44562.88333,0.0
44562.88403,0.0
44562.88472,0.0
44562.88542,0.0
44562.88611,0.0
44562.88681,0.0
44562.88750,0.0
44562.88819,0.0
44562.88889,0.0
44562.88958,0.0
44562.89028,0.0
44562.89097,0.0
44562.89167,0.0
44562.89236,0.0
44562.89306,0.0
44562.89375,0.0
44562.89444,0.0
44562.89514,0.0
44562.89583,0.0
44562.89653,0.0
44562.89722,0.0
44562.89792,0.0
44562.89861,0.0
44562.89931,0.0
44562.90000,0.0
44562.90069,0.0
44562.90139,0.0
44562.90208,0.0
44562.90278,0.0
44562.90347,0.0
44562.90417,0.0
44562.90486,0.0
44562.90556,0.0
44562.90625,0.0
44562.90694,0.0
44562.90764,0.0
44562.90833,0.0
44562.90903,0.0
44562.90972,0.0
44562.91042,0.0
44562.91111,0.0
44562.91181,0.0
44562.91250,0.0
44562.91319,0.0
44562.91389,0.0
44562.91458,0.0
44562.91528,0.0
44562.91597,0.0
44562.91667,0.0
44562.91736,0.0
44562.91806,0.0
44562.91875,0.0
44562.91944,0.0
44562.92014,0.0
44562.92083,0.0
44562.92153,0.0
44562.92222,0.0
44562.92292,0.0
44562.92361,0.0
44562.92431,0.0
44562.92500,0.0
44562.92569,0.0
44562.92639,0.0
44562.92708,0.0
44562.92778,0.0
44562.92847,0.0
44562.92917,0.0
44562.92986,0.0
44562.93056,0.0
44562.93125,0.0
44562.93194,0.0
44562.93264,0.0
44562.93333,0.0
44562.93403,0.0
44562.93472,0.0
44562.93542,0.0
44562.93611,0.0
44562.93681,0.0
44562.93750,0.0
44562.93819,0.0
44562.93889,0.0
44562.93958,0.0
44562.94028,0.0
44562.94097,0.0
44562.94167,0.0
44562.94236,0.0
44562.94306,0.0
44562.94375,0.0
44562.94444,0.0
44562.94514,0.0
44562.94583,0.0
44562.94653,0.0
44562.94722,0.0
44562.94792,0.0
44562.94861,0.0
44562.94931,0.0
44562.95000,0.0
44562.95069,0.0
44562.95139,0.0
44562.95208,0.0
44562.95278,0.0
44562.95347,0.0
44562.95417,0.0
44562.95486,0.0
44562.95556,0.0
44562.95625,0.0
44562.95694,0.0
44562.95764,0.0
44562.95833,0.0
44562.95903,0.0
44562.95972,0.0
44562.96042,0.0
44562.96111,0.0
44562.96181,0.0
44562.96250,0.0
44562.96319,0.0
44562.96389,0.0
44562.96458,0.0
44562.96528,0.0
44562.96597,0.0
44562.96667,0.0
44562.96736,0.0
44562.96806,0.0
44562.96875,0.0
44562.96944,0.0
44562.97014,0.0
44562.97083,0.0
44562.97153,0.0
44562.97222,0.0
44562.97292,0.0
44562.97361,0.0
44562.97431,0.0
44562.97500,0.0
44562.97569,0.0
44562.97639,0.0
44562.97708,0.0
44562.97778,0.0
44562.97847,0.0
44562.97917,0.0
44562.97986,0.0
44562.98056,0.0
44562.98125,0.0
44562.98194,0.0
44562.98264,0.0
44562.98333,0.0
44562.98403,0.0
44562.98472,0.0
44562.98542,0.0
44562.98611,0.0
44562.98681,0.0
44562.98750,0.0
44562.98819,0.0
44562.98889,0.0
44562.98958,0.0
44562.99028,0.0
44562.99097,0.0
44562.99167,0.0
44562.99236,0.0
44562.99306,0.0
44562.99375,0.0
44562.99444,0.0
44562.99514,0.0
44562.99583,0.0
44562.99653,0.0
44562.99722,4.0
44562.99792,25.0
44562.99861,30.0
44562.99931,30.0
44563.00000,30.0
44563.00069,30.0
44563.00139,30.0
44563.00208,30.0
44563.00278,30.0
44563.00347,30.0
44563.00417,30.0
44563.00486,30.0
44563.00556,30.0
44563.00625,30.0
44563.00694,30.0
44563.00764,30.0
44563.00833,30.0
44563.00903,30.0
44563.00972,30.0
44563.01042,30.0
44563.01111,30.0
44563.01181,30.0
44563.01250,30.0
44563.01319,30.0
44563.01389,30.0
44563.01458,30.0
44563.01528,30.0
44563.01597,30.0
44563.01667,30.0
44563.01736,30.0
44563.01806,30.0
44563.01875,30.0
44563.01944,30.0
44563.01952,30.0
44563.01987,30.0
44563.02014,30.0
44563.02022,30.0
44563.02056,30.0
44563.02083,30.0
44563.02091,30.0
44563.02126,30.0
44563.02153,30.0
44563.02161,30.0
44563.02196,30.0
44563.02222,30.0
44563.02231,30.0
44563.02266,30.0
44563.02292,30.0
44563.02301,30.0
44563.02336,30.0
44563.02361,30.0
44563.02371,30.0
44563.02406,30.0
44563.02431,30.0
44563.02440,30.0
44563.02475,30.0
44563.02500,30.0
44563.02510,30.0
44563.02545,30.0
44563.02569,30.0
44563.02580,30.0
44563.02615,30.0
44563.02639,30.0
44563.02650,30.0
44563.02685,30.0
44563.02708,30.0
44563.02720,30.0
44563.02755,30.0
44563.02778,30.0
44563.02790,30.0
44563.02824,30.0
44563.02847,30.0
44563.02859,30.0
44563.02894,30.0
44563.02917,30.0
44563.02929,30.0
44563.02964,30.0
44563.02986,30.0
44563.02999,30.0
44563.03034,30.0
44563.03056,30.0
44563.03069,30.0
44563.03104,30.0
44563.03125,30.0
44563.03139,30.0
44563.03174,30.0
44563.03194,30.0
44563.03209,30.0
44563.03243,30.0
44563.03264,30.0
44563.03278,30.0
44563.03313,30.0
44563.03333,30.0
44563.03348,30.0
44563.03383,30.0
44563.03403,30.0
44563.03418,30.0
44563.03453,30.0
44563.03472,30.0
44563.03488,30.0
44563.03542,30.0
44563.03611,30.0
44563.03681,30.0
44563.03750,30.0
44563.03819,30.0
44563.03889,30.0
44563.03958,30.0
44563.04028,30.0
44563.04097,30.0
44563.04167,30.0
44563.04236,30.0
44563.04306,30.0
44563.04375,30.0
44563.04444,30.0
44563.04514,30.0
44563.04583,30.0
44563.04653,30.0
44563.04722,30.0
44563.04792,30.0
44563.04861,30.0
44563.04931,30.0
44563.05000,30.0
44563.05069,30.0
44563.05139,30.0
44563.05208,30.0
44563.05278,30.0
44563.05347,30.0
44563.05417,30.0
44563.05486,30.0
44563.05556,30.0
44563.05625,30.0
44563.05694,30.0
44563.05764,30.0
44563.05833,30.0
44563.05903,30.0
44563.05972,30.0
44563.06042,30.0
44563.06111,30.0
44563.06181,30.0
44563.06250,30.0
44563.06319,30.0
44563.06389,30.0
44563.06458,30.0
44563.06528,30.0
44563.06597,30.0
44563.06667,30.0
44563.06736,30.0
44563.06806,30.0
44563.06875,30.0
44563.06944,30.0
44563.07014,30.0
44563.07083,30.0
44563.07153,30.0
44563.07222,30.0
44563.07292,30.0
44563.07361,30.0
44563.07431,30.0
44563.07500,30.0
44563.07569,30.0
44563.07639,30.0
44563.07708,30.0
44563.07778,30.0
44563.07847,30.0
44563.07917,30.0
44563.07986,30.0
44563.08056,30.0
44563.08125,30.0
44563.08194,30.0
44563.08264,30.0
44563.08333,30.0
44563.08403,30.0
44563.08472,30.0
44563.08542,30.0
44563.08611,30.0
44563.08681,30.0
44563.08750,30.0
44563.08819,30.0
44563.08889,30.0
44563.08958,30.0
44563.09028,30.0
44563.09097,30.0
44563.09167,30.0
44563.09236,30.0
44563.09306,30.0
44563.09375,30.0
44563.09444,30.0
44563.09514,30.0
44563.09583,30.0
44563.09653,30.0
44563.09722,30.0
44563.09792,30.0
44563.09861,30.0
44563.09931,30.0
44563.10000,30.0
44563.10069,30.0
44563.10139,30.0
44563.10208,30.0
44563.10278,30.0
44563.10347,30.0
44563.10417,30.0
44563.10486,30.0
44563.10556,30.0
44563.10625,30.0
44563.10694,30.0
44563.10764,30.0
44563.10833,30.0
44563.10903,30.0
44563.10972,30.0
44563.11042,30.0
44563.11111,30.0
44563.11250,30.0
44563.11319,30.0
44563.11389,30.0
44563.11458,30.0
44563.11528,30.0
44563.11597,30.0
44563.11667,30.0
44563.11736,30.0
44563.11806,30.0
44563.11875,30.0
44563.11944,30.0
44563.12014,30.0
44563.12083,30.0
44563.12153,30.0
44563.12222,30.0
44563.12292,30.0
44563.12361,30.0
44563.12431,30.0
44563.12500,30.0
44563.12569,30.0
44563.12639,30.0
44563.12708,30.0
44563.12847,30.0
44563.12917,30.0
44563.12986,30.0
44563.13056,30.0
44563.13125,30.0
44563.13194,30.0
44563.13264,30.0
44563.13333,30.0
44563.13403,30.0
44563.13472,30.0
44563.13542,30.0
44563.13611,30.0
44563.13681,30.0
44563.13750,30.0
44563.13819,30.0
44563.13889,30.0
44563.13958,30.0
44563.14028,30.0
44563.14097,30.0
44563.14167,30.0
44563.14236,30.0
44563.14306,30.0
44563.14375,30.0
44563.14444,30.0
44563.14514,30.0
44563.14583,30.0
44563.14653,30.0
44563.14722,30.0
44563.14792,30.0
44563.14861,30.0
44563.14931,30.0
44563.15000,30.0
44563.15069,30.0
44563.15139,30.0
44563.15208,30.0
44563.15278,30.0
44563.15347,30.0
44563.15417,30.0
44563.15486,30.0
44563.15556,30.0
44563.15625,30.0
44563.15694,30.0
44563.15764,30.0
44563.15833,30.0
44563.15903,30.0
44563.15972,30.0
44563.16042,30.0
44563.16111,30.0
44563.16181,30.0
44563.16250,30.0
44563.16319,30.0
44563.16389,30.0
44563.16458,30.0
44563.16528,30.0
44563.16597,30.0
44563.16667,30.0
44563.16736,30.0
44563.16806,30.0
44563.16875,30.0
44563.16944,30.0
44563.17014,30.0
44563.17083,30.0
44563.17153,30.0
44563.17222,30.0
44563.17292,30.0
44563.17361,30.0
44563.17431,30.0
44563.17500,30.0
44563.17569,30.0
44563.17639,30.0
44563.17708,30.0
44563.17778,30.0
44563.17847,30.0
44563.17917,30.0
44563.17986,30.0
44563.18056,30.0
44563.18125,30.0
44563.18194,30.0
44563.18264,30.0
44563.18333,30.0
44563.18403,30.0
44563.18472,30.0
44563.18542,30.0
44563.18611,30.0
44563.18681,30.0
44563.18750,30.0
44563.18819,30.0
44563.18889,30.0
44563.18958,30.0
44563.19028,30.0
44563.19097,30.0
44563.19167,30.0
44563.19236,30.0
44563.19306,30.0
44563.19375,30.0
44563.19444,30.0
44563.19514,30.0
44563.19583,30.0
44563.19653,30.0
44563.19722,30.0
44563.19792,30.0
44563.19861,30.0
44563.19931,30.0
44563.20000,30.0
44563.20069,30.0
44563.20139,30.0
44563.20208,30.0
44563.20278,30.0
44563.20347,30.0
44563.20417,30.0
44563.20486,30.0
44563.20556,30.0
44563.20625,30.0
44563.20694,30.0
44563.20764,30.0
44563.20833,30.0
44563.20903,30.0
44563.20972,30.0
44563.21042,30.0
44563.21111,30.0
44563.21181,30.0
44563.21250,30.0
44563.21319,30.0
44563.21389,30.0
44563.21458,30.0
44563.21528,30.0
44563.21597,30.0
44563.21667,30.0
44563.21736,30.0
44563.21806,30.0
44563.21875,30.0
44563.21944,30.0
44563.22083,30.0
44563.22153,30.0
44563.22222,30.0
44563.22292,30.0
44563.22361,30.0
44563.22639,30.0
44563.22708,30.0
44563.22778,30.0
44563.22847,30.0
44563.22917,30.0
44563.23056,30.0
44563.23125,30.0
44563.23194,30.0
44563.23264,30.0
44563.23333,30.0
44563.23403,30.0
44563.23472,30.0
44563.23542,30.0
44563.23611,30.0
44563.23681,30.0
44563.23750,30.0
44563.23819,30.0
44563.23889,30.0
44563.23958,30.0
44563.24028,30.0
44563.24097,30.0
44563.24167,30.0
44563.24236,30.0
44563.24306,30.0
44563.24514,30.0
44563.24583,30.0
44563.24722,30.0
44563.24792,30.0
44563.24861,30.0
44563.24931,30.0
44563.87500,0.0
44563.87569,0.0
44563.87639,0.0
44563.87708,0.0
44563.87778,0.0
44563.87847,0.0
44563.87917,0.0
44563.87986,0.0
44563.88125,0.0
44563.88194,0.0
44563.88264,0.0
44563.88333,0.0
44563.88403,0.0
44563.88472,0.0
44563.88542,0.0
44563.88611,0.0
44563.88681,0.0
44563.88750,0.0
44563.88819,0.0
44563.88889,0.0
44563.88958,0.0
44563.89028,0.0
44563.89097,0.0
44563.89167,0.0
44563.89236,0.0
44563.89306,0.0
44563.89375,0.0
44563.89444,0.0
44563.89514,0.0
44563.89583,0.0
44563.89653,0.0
44563.89722,0.0
44563.89792,0.0
44563.89861,0.0
44563.89931,0.0
44563.90000,0.0
44563.90069,0.0
44563.90139,0.0
44563.90208,0.0
44563.90278,0.0
44563.90347,0.0
44563.90417,0.0
44563.90486,0.0
44563.90556,0.0
44563.90625,0.0
44563.90694,0.0
44563.90764,0.0
44563.90833,0.0
44563.90903,0.0
44563.90972,0.0
44563.91042,0.0
44563.91181,0.0
44563.91250,0.0
44563.91319,0.0
44563.91389,0.0
44563.91458,0.0
44563.91528,0.0
44563.91597,0.0
44563.91667,0.0
44563.91736,0.0
44563.91806,0.0
44563.91875,0.0
44563.91944,0.0
44563.92014,0.0
44563.92083,0.0
44563.92153,0.0
44563.92292,0.0
44563.92361,0.0
