Datetime,westV_fill
44571.20536,95.0
44571.20556,95.0
44571.20556,95.0
44571.20556,95.0
44571.20571,95.0
44571.20606,95.0
44571.20625,95.0
44571.20625,95.0
44571.20641,95.0
44571.20676,95.0
44571.20694,95.0
44571.20694,95.0
44571.20711,95.0
44571.20746,95.0
44571.20764,95.0
44571.20764,95.0
44571.20781,95.0
44571.20816,95.0
44571.20833,95.0
44571.20833,95.0
44571.20833,95.0
44571.20851,95.0
44571.20886,95.0
44571.20903,95.0
44571.20903,95.0
44571.20920,95.0
44571.20955,95.0
44571.20972,95.0
44571.20972,95.0
44571.20990,95.0
44571.21025,95.0
44571.21042,95.0
44571.21042,95.0
44571.21060,95.0
44571.21095,95.0
44571.21111,95.0
44571.21111,95.0
44571.21130,95.0
44571.21165,95.0
44571.21181,95.0
44571.21181,95.0
44571.21200,95.0
44571.21235,95.0
44571.21250,95.0
44571.21250,95.0
44571.21250,95.0
44571.21270,95.0
44571.21305,95.0
44571.21319,95.0
44571.21319,95.0
44571.21339,95.0
44571.21374,95.0
44571.21389,95.0
44571.21389,95.0
44571.21409,95.0
44571.21444,95.0
44571.21458,95.0
44571.21458,95.0
44571.21479,95.0
44571.21514,95.0
44571.21528,95.0
44571.21528,95.0
44571.21549,95.0
44571.21584,95.0
44571.21597,95.0
44571.21597,95.0
44571.21619,95.0
44571.21654,95.0
44571.21667,95.0
44571.21667,95.0
44571.21667,95.0
44571.21689,95.0
44571.21723,95.0
44571.21736,95.0
44571.21736,95.0
44571.21736,95.0
44571.21758,95.0
44571.21793,95.0
44571.21806,95.0
44571.21806,95.0
44571.21806,95.0
44571.21828,95.0
44571.21863,95.0
44571.21875,95.0
44571.21875,95.0
44571.21898,95.0
44571.21933,95.0
44571.21944,95.0
44571.21944,95.0
44571.21968,95.0
44571.22003,95.0
44571.22014,95.0
44571.22038,95.0
44571.22073,95.0
44571.22083,95.0
44571.22108,95.0
44571.22142,95.0
44571.22153,95.0
44571.22153,95.0
44571.22177,95.0
44571.22212,95.0
44571.22222,95.0
44571.22222,95.0
44571.22222,95.0
44571.22247,95.0
44571.22282,95.0
44571.22292,95.0
44571.22292,95.0
44571.22292,95.0
44571.22317,95.0
44571.22352,95.0
44571.22361,95.0
44571.22361,95.0
44571.22387,95.0
44571.22422,95.0
44571.22431,95.0
44571.22431,95.0
44571.22457,95.0
44571.22492,95.0
44571.22500,95.0
44571.22500,95.0
44571.22526,95.0
44571.22561,95.0
44571.22569,95.0
44571.22596,95.0
44571.22631,95.0
44571.22639,95.0
44571.22666,95.0
44571.22701,95.0
44571.22708,95.0
44571.22736,95.0
44571.22771,95.0
44571.22778,95.0
44571.22778,95.0
44571.22806,95.0
44571.22841,95.0
44571.22847,95.0
44571.22847,95.0
44571.22876,95.0
44571.22910,95.0
44571.22917,95.0
44571.22917,95.0
44571.22945,95.0
44571.22980,95.0
44571.22986,95.0
44571.22986,95.0
44571.23015,95.0
44571.23050,95.0
44571.23056,95.0
44571.23056,95.0
44571.23085,95.0
44571.23120,95.0
44571.23125,95.0
44571.23125,95.0
44571.23155,95.0
44571.23190,95.0
44571.23194,95.0
44571.23194,95.0
44571.23194,95.0
44571.23225,95.0
44571.23260,95.0
44571.23264,95.0
44571.23264,95.0
44571.23295,95.0
44571.23329,95.0
44571.23333,95.0
44571.23333,95.0
44571.23364,95.0
44571.23399,95.0
44571.23403,95.0
44571.23403,95.0
44571.23403,95.0
44571.23434,95.0
44571.23469,95.0
44571.23472,95.0
44571.23472,95.0
44571.23504,95.0
44571.23539,95.0
44571.23542,95.0
44571.23542,95.0
44571.23574,95.0
44571.23609,95.0
44571.23611,95.0
44571.23611,95.0
44571.23611,95.0
44571.23644,95.0
44571.23679,95.0
44571.23681,95.0
44571.23713,95.0
44571.23748,95.0
44571.23750,95.0
44571.23783,95.0
44571.23818,95.0
44571.23819,95.0
44571.23853,95.0
44571.23888,95.0
44571.23889,95.0
44571.23889,95.0
44571.23923,95.0
44571.23958,95.0
44571.23958,95.0
44571.23993,95.0
44571.24028,95.0
44571.24028,95.0
44571.24028,95.0
44571.24063,95.0
44571.24097,95.0
44571.24097,95.0
44571.24098,95.0
44571.24132,95.0
44571.24167,95.0
44571.24167,95.0
44571.24167,95.0
44571.24202,95.0
44571.24236,95.0
44571.24236,95.0
44571.24237,95.0
44571.24272,95.0
44571.24306,95.0
44571.24306,95.0
44571.24307,95.0
44571.24342,95.0
44571.24375,95.0
44571.24375,95.0
44571.24375,95.0
44571.24377,95.0
44571.24412,95.0
44571.24444,95.0
44571.24444,95.0
44571.24447,95.0
44571.24482,95.0
44571.24514,95.0
44571.24514,95.0
44571.24516,95.0
44571.24551,95.0
44571.24583,95.0
44571.24583,95.0
44571.24586,95.0
44571.24621,95.0
44571.24653,95.0
44571.24653,95.0
44571.24656,95.0
44571.24691,95.0
44571.24722,95.0
44571.24722,95.0
44571.24726,95.0
44571.24761,95.0
44571.24792,95.0
44571.24792,95.0
44571.24796,95.0
44571.24831,95.0
44571.24861,95.0
44571.24861,95.0
44571.24866,95.0
44571.24900,95.0
44571.24931,95.0
44571.24931,95.0
44571.24931,95.0
44571.24935,-0.1
44571.24970,-0.1
44571.87500,0.0
44571.87569,0.0
44571.87639,0.0
44571.87708,0.0
44571.87778,0.0
44571.87847,0.0
44571.87917,0.0
44571.87986,0.0
44571.88056,0.0
44571.88125,0.0
44571.88194,0.0
44571.88264,0.0
44571.88333,0.0
44571.88403,0.0
44571.88472,0.0
44571.88542,0.0
44571.88611,0.0
44571.88681,0.0
44571.88750,0.0
44571.88819,0.0
44571.88889,0.0
44571.88958,0.0
44571.89028,0.0
44571.89097,0.0
44571.89167,0.0
44571.89236,0.0
44571.89306,0.0
44571.89375,0.0
44571.89444,0.0
44571.89514,0.0
44571.89583,0.0
44571.89653,0.0
44571.89722,0.0
44571.89792,0.0
44571.89861,0.0
44571.89931,0.0
44571.90000,0.0
44571.90069,0.0
44571.90139,0.0
44571.90208,0.0
44571.90278,0.0
44571.90347,0.0
44571.90417,0.0
44571.90486,0.0
44571.90556,0.0
44571.90625,0.0
44571.90694,0.0
44571.90764,0.0
44571.90833,0.0
44571.90903,0.0
44571.90972,0.0
44571.91042,0.0
44571.91111,0.0
44571.91181,0.0
44571.91250,0.0
44571.91319,0.0
44571.91389,0.0
44571.91458,0.0
44571.91528,0.0
44571.91597,0.0
44571.91667,0.0
44571.91736,0.0
44571.91806,0.0
44571.91875,0.0
44571.91944,0.0
44571.92014,0.0
44571.92083,0.0
44571.92153,0.0
44571.92222,0.0
44571.92292,0.0
44571.92361,0.0
44571.92431,0.0
44571.92500,0.0
44571.92569,0.0
44571.92639,0.0
44571.92708,0.0
44571.92778,0.0
44571.92847,0.0
44571.92917,0.0
44571.92986,0.0
44571.93056,0.0
44571.93125,0.0
44571.93194,0.0
44571.93264,0.0
44571.93333,0.0
44571.93403,0.0
44571.93472,0.0
44571.93542,0.0
44571.93611,0.0
44571.93681,0.0
44571.93750,0.0
44571.93819,0.0
44571.93889,0.0
44571.93958,0.0
44571.94028,0.0
44571.94097,0.0
44571.94167,0.0
44571.94236,0.0
44571.94306,0.0
44571.94375,0.0
44571.94444,0.0
44571.94514,0.0
44571.94583,0.0
44571.94653,0.0
44571.94722,0.0
44571.94792,0.0
44571.94861,0.0
44571.94931,0.0
44571.95000,0.0
44571.95069,0.0
44571.95139,0.0
44571.95208,0.0
44571.95278,0.0
44571.95347,0.0
44571.95417,0.0
44571.95486,0.0
44571.95556,0.0
44571.95625,0.0
44571.95694,0.0
44571.95764,0.0
44571.95833,0.0
44571.95903,0.0
44571.95972,0.0
44571.96042,0.0
44571.96111,0.0
44571.96181,0.0
44571.96250,0.0
44571.96319,0.0
44571.96389,0.0
44571.96458,0.0
44571.96528,0.0
44571.96597,0.0
44571.96667,0.0
44571.96736,0.0
44571.96806,0.0
44571.96875,0.0
44571.96944,0.0
44571.97014,0.0
44571.97083,0.0
44571.97153,0.0
44571.97222,0.0
44571.97292,0.0
44571.97361,0.0
44571.97431,0.0
44571.97500,0.0
44571.97569,0.0
44571.97639,0.0
44571.97708,0.0
44571.97778,0.0
44571.97847,0.0
44571.97917,0.0
44571.97986,0.0
44571.98056,0.0
44571.98125,0.0
44571.98194,0.0
44571.98264,0.0
44571.98333,0.0
44571.98403,0.0
44571.98472,0.0
44571.98542,0.0
44571.98611,0.0
44571.98681,0.0
44571.98750,0.0
44571.98819,0.0
44571.98889,0.0
44571.98958,0.0
44571.99028,0.0
44571.99097,0.0
44571.99167,0.0
44571.99236,0.0
44571.99306,0.0
44571.99375,0.0
44571.99444,0.0
44571.99514,0.0
44571.99583,0.0
44571.99653,0.0
44571.99653,0.0
44571.99722,35.0
44571.99792,35.0
44571.99792,79.0
44571.99861,79.0
44571.99861,79.0
44571.99861,80.0
44571.99931,80.0
44571.99931,80.0
44572.00000,80.0
44572.00069,80.0
44572.00139,80.0
44572.00139,80.0
44572.00208,80.0
44572.00208,80.0
44572.00208,80.0
44572.00278,80.0
44572.00278,80.0
44572.00278,80.0
44572.00347,80.0
44572.00347,80.0
44572.00347,80.0
44572.00417,80.0
44572.00417,80.0
44572.00486,80.0
44572.00556,80.0
44572.00625,80.0
44572.00694,80.0
44572.00764,80.0
44572.00833,80.0
44572.00903,80.0
44572.00972,80.0
44572.01042,80.0
44572.01111,80.0
44572.01181,80.0
44572.01250,80.0
44572.01250,80.0
44572.01319,80.0
44572.01319,80.0
44572.01389,80.0
44572.01389,80.0
44572.01532,-0.1
44572.01590,-0.1
44572.01731,-0.1
44572.01736,64.0
44572.01766,64.0
44572.01801,64.0
44572.01806,64.0
44572.02569,50.0
44572.02654,-0.1
44572.02688,-0.1
44572.02708,50.0
44572.02723,50.0
44572.02778,50.0
44572.02847,50.0
44572.02917,50.0
44572.03077,-0.1
44572.03125,50.0
44572.03170,-0.1
44572.03205,-0.1
44572.03240,-0.1
44572.03275,-0.1
44572.03310,-0.1
44572.03333,50.0
44572.03345,50.0
44572.03380,50.0
44572.03403,50.0
44572.03403,50.0
44572.03415,-0.1
44572.03449,-0.1
44572.03486,-0.1
44572.03521,-0.1
44572.03556,-0.1
44572.03591,-0.1
44572.03626,-0.1
44572.03661,-0.1
44572.03697,-0.1
44572.03732,-0.1
44572.03750,50.0
44572.03767,50.0
44572.03802,50.0
44572.03819,50.0
44572.03837,50.0
44572.03889,50.0
44572.03958,50.0
44572.04028,50.0
44572.04407,-0.1
44572.04442,-0.1
44572.04444,50.0
44572.04477,50.0
44572.04513,50.0
44572.04514,50.0
44572.04548,50.0
44572.04583,50.0
44572.04617,50.0
44572.04652,50.0
44572.04653,50.0
44572.04722,50.0
44572.04760,50.0
44572.04792,50.0
44572.04807,50.0
44572.04841,50.0
44572.04861,50.0
44572.04876,50.0
44572.04911,50.0
44572.04931,50.0
44572.04946,50.0
44572.04981,50.0
44572.05000,50.0
44572.05015,50.0
44572.05050,50.0
44572.05069,50.0
44572.05085,50.0
44572.05120,50.0
44572.05139,50.0
44572.05155,50.0
44572.05200,50.0
44572.05208,50.0
44572.05234,50.0
44572.05269,50.0
44572.05278,50.0
44572.05304,50.0
44572.05339,50.0
44572.05347,50.0
44572.05374,50.0
44572.05416,50.0
44572.05417,50.0
44572.05417,50.0
44572.05451,50.0
44572.05486,50.0
44572.05488,50.0
44572.05556,50.0
44572.05586,50.0
44572.05621,50.0
44572.05625,50.0
44572.05694,50.0
44572.05764,50.0
44572.05833,50.0
44572.05903,50.0
44572.05972,50.0
44572.06042,50.0
44572.06111,50.0
44572.06181,50.0
44572.06250,50.0
44572.06319,50.0
44572.06389,50.0
44572.06458,50.0
44572.06528,50.0
44572.06597,50.0
44572.06654,50.0
44572.06667,50.0
44572.06667,50.0
44572.06700,50.0
44572.06736,50.0
44572.06806,50.0
44572.06875,50.0
44572.06875,50.0
44572.06944,50.0
44572.06944,50.0
44572.07014,50.0
44572.07014,50.0
44572.07083,50.0
44572.07275,-0.1
44572.07333,-0.1
44572.07392,-0.1
44572.07450,-0.1
44572.07500,50.0
44572.07530,-0.1
44572.07588,-0.1
44572.07685,-0.1
44572.07720,-0.1
44572.07755,-0.1
44572.07789,-0.1
44572.07824,-0.1
44572.07859,-0.1
44572.07894,-0.1
44572.07917,50.0
44572.07929,-0.1
44572.07964,-0.1
44572.07999,-0.1
44572.08034,-0.1
44572.08069,-0.1
44572.08153,-0.1
44572.08211,-0.1
44572.08542,50.0
44572.08563,50.0
44572.08611,50.0
44572.08624,-0.1
44572.08750,50.0
44572.08944,-0.1
44572.09002,-0.1
44572.09060,-0.1
44572.09118,-0.1
44572.09176,-0.1
44572.09234,-0.1
44572.09236,50.0
44572.09292,-0.1
44572.09350,-0.1
44572.09407,-0.1
44572.09465,-0.1
44572.09523,-0.1
44572.09581,-0.1
44572.09639,-0.1
44572.09653,50.0
44572.09696,50.0
44572.09722,50.0
44572.09754,50.0
44572.09792,50.0
44572.09812,50.0
44572.09861,50.0
44572.09931,50.0
44572.09931,50.0
44572.10000,50.0
44572.10000,50.0
44572.10208,50.0
44572.10208,50.0
44572.10274,-0.1
44572.10315,-0.1
44572.10356,-0.1
44572.10397,-0.1
44572.10438,-0.1
44572.10478,-0.1
44572.10556,50.0
44572.10601,-0.1
44572.10642,-0.1
44572.10682,-0.1
44572.10723,-0.1
44572.10764,-0.1
44572.10805,-0.1
44572.10846,-0.1
44572.10903,50.0
44572.10961,-0.1
44572.10996,-0.1
44572.11030,-0.1
44572.11065,-0.1
44572.11100,-0.1
44572.11135,-0.1
44572.11169,-0.1
44572.11204,-0.1
44572.11239,-0.1
44572.11250,50.0
44572.11274,-0.1
44572.11308,-0.1
44572.11343,-0.1
44572.11378,-0.1
44572.11413,-0.1
44572.11448,-0.1
44572.11482,-0.1
44572.11517,-0.1
44572.11552,-0.1
44572.11587,-0.1
44572.11621,-0.1
44572.11656,-0.1
44572.11667,50.0
44572.11691,50.0
44572.11736,50.0
44572.11806,50.0
44572.11875,50.0
44572.12292,50.0
44572.12361,50.0
44572.12431,50.0
44572.12778,50.0
44572.13056,50.0
44572.13611,50.0
44572.13681,50.0
44572.13958,50.0
44572.14167,50.0
44572.14236,50.0
44572.14236,50.0
44572.14514,50.0
44572.14583,50.0
44572.14583,50.0
44572.14722,50.0
44572.14931,50.0
44572.15208,50.0
44572.15278,50.0
44572.15278,50.0
44572.15625,50.0
44572.15701,-0.1
44572.15793,-0.1
44572.15828,-0.1
44572.15863,-0.1
44572.15898,-0.1
44572.15903,50.0
44572.15933,-0.1
44572.15968,-0.1
44572.16003,-0.1
44572.16038,-0.1
44572.16073,-0.1
44572.16107,-0.1
44572.16111,50.0
44572.16142,-0.1
44572.16177,-0.1
44572.16212,-0.1
44572.16247,-0.1
44572.16250,50.0
44572.16282,-0.1
44572.16317,-0.1
44572.16352,-0.1
44572.16387,-0.1
44572.16422,-0.1
44572.16457,-0.1
44572.16458,50.0
44572.16492,50.0
44572.16526,50.0
44572.16528,50.0
44572.16561,50.0
44572.16596,50.0
44572.16597,50.0
44572.16631,-0.1
44572.16666,-0.1
44572.16701,-0.1
44572.16736,-0.1
44572.16771,-0.1
44572.16806,50.0
44572.16841,-0.1
44572.16876,-0.1
44572.16910,-0.1
44572.16944,50.0
44572.16945,-0.1
44572.16980,-0.1
44572.17015,-0.1
44572.17050,-0.1
44572.17085,-0.1
44572.17120,-0.1
44572.17155,-0.1
44572.17190,-0.1
44572.17225,-0.1
44572.17260,-0.1
44572.17292,50.0
44572.17294,-0.1
44572.17329,-0.1
44572.17364,-0.1
44572.17399,-0.1
44572.17434,-0.1
44572.17469,-0.1
44572.17500,50.0
44572.17504,-0.1
44572.17539,-0.1
44572.17574,-0.1
44572.17609,-0.1
44572.17639,50.0
44572.17644,50.0
44572.17679,50.0
44572.17708,50.0
44572.17713,50.0
44572.17748,50.0
44572.17778,50.0
44572.17783,-0.1
44572.17818,-0.1
44572.17853,-0.1
44572.17888,-0.1
44572.17923,-0.1
44572.17958,-0.1
44572.17986,50.0
44572.17993,-0.1
44572.18028,-0.1
44572.18063,-0.1
44572.18097,-0.1
44572.18132,-0.1
44572.18167,-0.1
44572.18202,-0.1
44572.18237,-0.1
44572.18264,50.0
44572.18272,50.0
44572.18307,50.0
44572.18333,50.0
44572.18333,50.0
44572.18342,50.0
44572.18377,50.0
44572.18403,50.0
44572.18412,50.0
44572.18447,50.0
44572.18472,50.0
44572.18482,50.0
44572.18516,50.0
44572.18542,50.0
44572.18542,50.0
44572.18611,50.0
44572.18681,50.0
44572.18784,-0.1
44572.18819,-0.1
44572.18854,-0.1
44572.18888,-0.1
44572.18889,50.0
44572.18923,-0.1
44572.18958,-0.1
44572.18993,-0.1
44572.19028,-0.1
44572.19063,-0.1
44572.19097,-0.1
44572.19132,-0.1
44572.19167,50.0
44572.19202,50.0
44572.19236,50.0
44572.19237,50.0
44572.19271,50.0
44572.19306,50.0
44572.19306,50.0
44572.19341,-0.1
44572.19376,-0.1
44572.19496,-0.1
44572.19531,-0.1
44572.19565,-0.1
44572.19583,50.0
44572.19600,50.0
44572.19635,50.0
44572.19653,50.0
44572.19653,50.0
44572.19670,-0.1
44572.19704,-0.1
44572.19739,-0.1
44572.19774,-0.1
44572.19809,-0.1
44572.19843,-0.1
44572.19878,-0.1
44572.19913,-0.1
44572.19948,-0.1
44572.19983,-0.1
44572.20017,-0.1
44572.20052,-0.1
44572.20069,50.0
44572.20087,50.0
44572.20139,50.0
44572.20208,50.0
44572.20208,50.0
44572.20278,50.0
44572.20347,50.0
44572.20417,50.0
44572.20417,50.0
44572.20486,50.0
44572.20694,50.0
44572.20972,50.0
44572.21042,50.0
44572.21181,50.0
44572.21250,50.0
44572.21250,50.0
44572.21319,50.0
44572.21319,50.0
44572.21458,50.0
44572.21597,50.0
44572.21655,50.0
44572.21667,50.0
44572.21690,50.0
44572.21725,50.0
44572.21736,50.0
44572.21760,-0.1
44572.21794,-0.1
44572.21829,-0.1
44572.21864,-0.1
44572.21875,50.0
44572.21899,50.0
44572.21934,50.0
44572.21944,50.0
44572.21969,-0.1
44572.22004,-0.1
44572.22039,-0.1
44572.22074,-0.1
44572.22109,-0.1
44572.22144,-0.1
44572.22153,50.0
44572.22178,50.0
44572.22213,50.0
44572.22222,50.0
44572.22248,-0.1
44572.22283,-0.1
44572.22318,-0.1
44572.22353,-0.1
44572.22361,50.0
44572.22389,-0.1
44572.22424,-0.1
44572.22498,-0.1
44572.22500,50.0
44572.22533,50.0
44572.22568,50.0
44572.22569,50.0
44572.22708,50.0
44572.22720,-0.1
44572.22778,-0.1
44572.22837,-0.1
44572.22917,50.0
44572.22918,-0.1
44572.22977,-0.1
44572.23056,50.0
44572.23125,50.0
44572.23125,50.0
44572.23194,50.0
44572.23194,50.0
44572.23264,50.0
44572.23264,50.0
44572.23275,50.0
44572.23333,50.0
44572.23333,50.0
44572.23333,50.0
44572.23403,50.0
44572.23403,50.0
44572.23403,50.0
44572.23522,-0.1
44572.23611,50.0
44572.23681,50.0
44572.23681,50.0
44572.23749,-0.1
44572.23849,-0.1
44572.23889,50.0
44572.23987,-0.1
44572.24028,50.0
44572.24064,-0.1
44572.24122,-0.1
44572.24167,50.0
44572.24180,-0.1
44572.24306,50.0
44572.24375,50.0
44572.24514,50.0
44572.24583,50.0
44572.24583,50.0
44572.24653,50.0
44572.24700,-0.1
44572.24792,50.0
44572.24861,50.0
44572.24861,50.0
44572.24931,50.0
44572.98264,0.0
44572.98333,0.0
44572.98333,0.0
44572.98403,15.0
44572.98403,0.0
44572.98472,15.0
44572.98472,15.0
44572.98472,69.0
44572.98542,69.0
44572.98542,69.0
44572.98542,95.0
44572.98750,64.0
44572.98819,64.0
44572.98819,15.0
44572.98889,15.0
44572.98889,5.0
44572.98889,15.0
44572.98958,5.0
44572.98958,5.0
44572.98958,5.0
44572.99028,5.0
44572.99028,5.0
44572.99028,5.0
44572.99097,5.0
44572.99097,5.0
44572.99097,5.0
44572.99167,5.0
44572.99236,5.0
44572.99306,5.0
44572.99444,5.0
44572.99514,47.0
44572.99583,94.0
44572.99653,94.0
44572.99722,94.0
44572.99792,94.0
44572.99861,95.0
44572.99861,95.0
44572.99931,95.0
44573.00000,95.0
44573.00139,95.0
44573.00208,95.0
44573.00278,95.0
44573.00347,95.0
44573.00417,95.0
44573.00417,95.0
44573.00486,95.0
44573.00556,95.0
44573.00625,95.0
44573.00694,95.0
44573.00694,95.0
44573.00764,95.0
44573.00833,95.0
44573.00903,95.0
44573.00972,95.0
44573.01042,95.0
44573.01111,95.0
44573.01181,95.0
44573.01250,95.0
44573.01319,95.0
44573.01389,95.0
44573.01458,95.0
44573.01528,95.0
44573.01528,95.0
44573.01597,95.0
44573.01632,95.0
44573.01667,95.0
44573.01702,95.0
44573.01736,95.0
44573.01806,95.0
44573.01806,95.0
44573.01875,95.0
44573.01944,95.0
44573.02014,95.0
44573.02083,95.0
44573.02153,95.0
44573.02153,95.0
44573.02222,95.0
44573.02292,95.0
44573.02361,95.0
44573.02431,95.0
44573.02496,95.0
44573.02500,95.0
44573.02531,95.0
44573.02566,95.0
44573.02569,95.0
44573.02601,95.0
44573.02636,95.0
44573.02639,95.0
44573.02670,95.0
44573.02705,95.0
44573.02708,95.0
44573.02740,95.0
44573.02775,95.0
44573.02778,95.0
44573.02778,95.0
44573.02810,95.0
44573.02845,95.0
44573.02847,95.0
44573.02880,95.0
44573.02915,95.0
44573.02917,95.0
44573.02917,95.0
44573.02986,95.0
44573.02986,95.0
44573.03056,95.0
44573.03125,95.0
44573.03194,95.0
44573.03264,95.0
44573.03264,95.0
44573.03333,95.0
44573.03403,95.0
44573.03472,95.0
44573.03472,95.0
44573.03542,95.0
44573.03542,95.0
44573.03542,95.0
44573.03611,95.0
44573.03681,95.0
44573.03750,95.0
44573.03819,95.0
44573.03819,95.0
44573.03889,95.0
44573.03958,95.0
44573.04028,95.0
44573.04097,95.0
44573.04097,95.0
44573.04167,95.0
44573.04236,95.0
44573.04306,95.0
44573.04375,95.0
44573.04375,95.0
44573.04444,95.0
44573.04514,95.0
44573.04583,95.0
44573.04653,95.0
44573.04653,95.0
44573.04722,95.0
44573.04792,95.0
44573.04861,95.0
44573.04931,95.0
44573.04931,95.0
44573.05000,95.0
44573.05069,95.0
44573.05139,95.0
44573.05208,95.0
44573.05208,95.0
44573.05278,95.0
44573.05347,95.0
44573.05417,95.0
44573.05486,95.0
44573.05486,95.0
44573.05556,95.0
44573.05625,95.0
44573.05694,95.0
44573.05764,95.0
44573.05764,95.0
44573.05833,95.0
44573.05903,95.0
44573.05962,95.0
44573.05972,95.0
44573.06042,95.0
44573.06042,95.0
44573.06074,95.0
44573.06109,95.0
44573.06111,95.0
44573.06144,95.0
44573.06179,95.0
44573.06181,95.0
44573.06214,95.0
44573.06248,95.0
44573.06250,95.0
44573.06250,95.0
44573.06283,95.0
44573.06318,95.0
44573.06319,95.0
44573.06319,95.0
44573.06353,95.0
44573.06388,95.0
44573.06389,95.0
44573.06389,95.0
44573.06389,95.0
44573.06423,95.0
44573.06458,95.0
44573.06493,95.0
44573.06528,95.0
44573.06528,95.0
44573.06563,95.0
44573.06597,95.0
44573.06597,95.0
44573.06598,95.0
44573.06632,95.0
44573.06667,95.0
44573.06667,95.0
44573.06667,95.0
44573.06702,95.0
44573.06736,95.0
44573.06737,95.0
44573.06772,95.0
44573.06806,95.0
44573.06807,95.0
44573.06842,95.0
44573.06875,95.0
44573.06875,95.0
44573.06877,95.0
44573.06912,95.0
44573.06944,95.0
44573.06944,95.0
44573.06944,95.0
44573.06947,95.0
44573.06982,95.0
44573.07014,95.0
44573.07017,95.0
44573.07051,95.0
44573.07083,95.0
44573.07083,95.0
44573.07086,95.0
44573.07121,95.0
44573.07153,95.0
44573.07156,95.0
44573.07191,95.0
44573.07222,95.0
44573.07222,95.0
44573.07226,95.0
44573.07261,95.0
44573.07292,95.0
44573.07292,95.0
44573.07296,95.0
44573.07331,95.0
44573.07361,95.0
44573.07361,95.0
44573.07366,95.0
44573.07401,95.0
44573.07431,95.0
44573.07431,95.0
44573.07435,95.0
44573.07470,95.0
44573.07500,95.0
44573.07500,95.0
44573.07505,95.0
44573.07540,95.0
44573.07569,95.0
44573.07569,95.0
44573.07569,95.0
44573.07575,95.0
44573.07610,95.0
44573.07639,95.0
44573.07645,95.0
44573.07680,95.0
44573.07708,95.0
44573.07715,95.0
44573.07750,95.0
44573.07778,95.0
44573.07778,95.0
44573.07785,95.0
44573.07820,95.0
44573.07847,95.0
44573.07847,95.0
44573.07847,95.0
44573.07854,95.0
44573.07889,95.0
44573.07917,95.0
44573.07924,95.0
44573.07959,95.0
44573.07986,95.0
44573.07994,95.0
44573.08029,95.0
44573.08056,95.0
44573.08056,95.0
44573.08064,95.0
44573.08099,95.0
44573.08125,95.0
44573.08125,95.0
44573.08125,95.0
44573.08134,95.0
44573.08169,95.0
44573.08194,95.0
44573.08204,95.0
44573.08238,95.0
44573.08264,95.0
44573.08264,95.0
44573.08273,95.0
44573.08308,95.0
44573.08333,95.0
44573.08333,95.0
44573.08343,95.0
44573.08378,95.0
44573.08403,95.0
44573.08403,95.0
44573.08413,95.0
44573.08448,95.0
44573.08472,95.0
44573.08472,95.0
44573.08472,95.0
44573.08483,95.0
44573.08518,95.0
44573.08542,95.0
44573.08553,95.0
44573.08588,95.0
44573.08611,95.0
44573.08622,95.0
44573.08657,95.0
44573.08681,95.0
44573.08681,95.0
44573.08692,95.0
44573.08727,95.0
44573.08750,95.0
44573.08762,95.0
44573.08797,95.0
44573.08819,95.0
44573.08832,95.0
44573.08867,95.0
44573.08889,95.0
44573.08902,95.0
44573.08937,95.0
44573.08958,95.0
44573.08972,95.0
44573.09007,95.0
44573.09028,95.0
44573.09028,95.0
44573.09041,95.0
44573.09076,95.0
44573.09097,95.0
44573.09111,95.0
44573.09146,95.0
44573.09167,95.0
44573.09167,95.0
44573.09181,95.0
44573.09216,95.0
44573.09236,95.0
44573.09236,95.0
44573.09251,95.0
44573.09286,95.0
44573.09306,95.0
44573.09306,95.0
44573.09306,95.0
44573.09321,95.0
44573.09356,95.0
44573.09375,95.0
44573.09391,95.0
44573.09425,95.0
44573.09444,95.0
44573.09460,95.0
44573.09495,95.0
44573.09514,95.0
44573.09530,95.0
44573.09565,95.0
44573.09583,95.0
44573.09583,95.0
44573.09600,95.0
44573.09635,95.0
44573.09653,95.0
44573.09653,95.0
44573.09670,95.0
44573.09705,95.0
44573.09722,95.0
44573.09722,95.0
44573.09740,95.0
44573.09775,95.0
44573.09792,95.0
44573.09792,95.0
44573.09810,95.0
44573.09844,95.0
44573.09861,95.0
44573.09861,95.0
44573.09879,95.0
44573.09914,95.0
44573.09931,95.0
44573.09931,95.0
44573.09931,95.0
44573.09949,95.0
44573.09984,95.0
44573.10000,95.0
44573.10000,95.0
44573.10019,95.0
44573.10054,95.0
44573.10069,95.0
44573.10069,95.0
44573.10089,95.0
44573.10124,95.0
44573.10139,95.0
44573.10139,95.0
44573.10159,95.0
44573.10194,95.0
44573.10208,95.0
44573.10208,95.0
44573.10208,95.0
44573.10228,95.0
44573.10263,95.0
44573.10278,95.0
44573.10298,95.0
44573.10333,95.0
44573.10347,95.0
44573.10368,95.0
44573.10403,95.0
44573.10417,95.0
44573.10417,95.0
44573.10438,95.0
44573.10473,95.0
44573.10486,95.0
44573.10486,95.0
44573.10508,95.0
44573.10543,95.0
44573.10556,95.0
44573.10556,95.0
44573.10556,95.0
44573.10578,95.0
44573.10612,95.0
44573.10625,95.0
44573.10625,95.0
44573.10647,95.0
44573.10682,95.0
44573.10694,95.0
44573.10694,95.0
44573.10764,95.0
44573.10764,95.0
44573.10833,95.0
44573.10833,95.0
44573.10903,95.0
44573.10972,95.0
44573.11042,95.0
