Datetime,az_fill
44561.94653,0.0
44561.94722,0.0
44561.94792,0.0
44561.94861,0.0
44561.94931,0.0
44561.95000,0.0
44561.95069,0.0
44561.95139,0.0
44561.95208,0.0
44561.95278,0.0
44561.95347,0.0
44561.95417,0.0
44561.95486,0.0
44561.95556,0.0
44561.95625,0.0
44561.95694,0.0
44561.95764,0.0
44561.95833,0.0
44561.95903,0.0
44561.95972,0.0
44561.96042,0.0
44561.96111,0.0
44561.96181,0.0
44561.96250,0.0
44561.96319,0.0
44561.96389,0.0
44561.96458,0.0
44561.96528,0.0
44561.96597,0.0
44561.96667,0.0
44561.96736,0.0
44561.96806,0.0
44561.96875,0.0
44561.96944,0.0
44561.97014,0.0
44561.97083,0.0
44561.97153,0.0
44561.97222,0.0
44561.97292,0.0
44561.97361,0.0
44561.97431,140.4
44561.97500,178.4
44561.98056,178.4
44561.98264,178.4
44561.98542,178.4
44561.98611,178.4
44561.98681,178.4
44561.98819,178.4
44561.98889,178.4
44561.98958,178.4
44561.99028,178.4
44561.99167,178.4
44561.99236,178.4
44561.99514,178.4
44561.99583,178.4
44561.99653,178.4
44561.99722,178.4
44561.99792,178.4
44561.99861,178.4
44561.99931,178.4
44562.00000,178.4
44562.00069,178.4
44562.00139,178.4
44562.00208,178.4
44562.00278,178.4
44562.00347,178.4
44562.00417,178.4
44562.00486,178.4
44562.00556,178.4
44562.00595,178.4
44562.00625,178.4
44562.00694,178.4
44562.00764,178.4
44562.00833,178.4
44562.00903,178.4
44562.00972,178.4
44562.01042,178.4
44562.01111,178.4
44562.01181,178.4
44562.01250,178.4
44562.01319,178.4
44562.01389,178.4
44562.01458,178.4
44562.01528,178.4
44562.01597,178.4
44562.01667,178.4
44562.01736,178.4
44562.01806,178.4
44562.01875,178.4
44562.01944,178.4
44562.02014,178.4
44562.02083,178.4
44562.02153,178.4
44562.02222,178.4
44562.02292,178.4
44562.02361,178.4
44562.02431,178.4
44562.02500,178.4
44562.02569,178.4
44562.02639,178.4
44562.02708,178.4
44562.02778,178.4
44562.02847,178.4
44562.02917,178.4
44562.02986,178.4
44562.03056,178.4
44562.03125,178.4
44562.03194,178.4
44562.03264,178.4
44562.03333,178.4
44562.03403,178.4
44562.03472,178.4
44562.03542,178.4
44562.03611,178.4
44562.03681,178.4
44562.03750,178.4
44562.03819,172.0
44562.03889,172.0
44562.03958,172.0
44562.03975,172.0
44562.04028,172.0
44562.04034,172.0
44562.04091,172.0
44562.04097,172.0
44562.04167,172.0
44562.04236,171.5
44562.04306,171.5
44562.04375,171.5
44562.04444,171.5
44562.04514,171.5
44562.04583,175.7
44562.04614,175.7
44562.04653,175.7
44562.04671,175.7
44562.04722,175.7
44562.04729,175.7
44562.04787,175.7
44562.04792,175.7
44562.04845,175.7
44562.04861,175.7
44562.04903,175.7
44562.04931,175.7
44562.05000,179.8
44562.05069,179.8
44562.05139,179.8
44562.05208,179.8
44562.05278,179.8
44562.05347,179.8
44562.05417,184.1
44562.05486,184.1
44562.05556,201.7
44562.05625,230.8
44562.05694,230.8
44562.05764,230.8
44562.05833,230.8
44562.05903,230.8
44562.05972,230.8
44562.06042,230.8
44562.06111,230.8
44562.06181,230.8
44562.06250,230.8
44562.06319,230.8
44562.06389,230.8
44562.06458,230.8
44562.06528,230.8
44562.06597,230.8
44562.06667,230.8
44562.06736,230.8
44562.06806,230.8
44562.06875,230.8
44562.06944,230.8
44562.07014,230.8
44562.07083,230.8
44562.07153,230.8
44562.07222,230.8
44562.07292,230.8
44562.07361,230.8
44562.07431,233.7
44562.07500,233.7
44562.07569,233.7
44562.07639,233.7
44562.07708,233.7
44562.07778,233.7
44562.07847,233.7
44562.07917,233.7
44562.07986,233.7
44562.08056,233.7
44562.08125,233.7
44562.08194,233.7
44562.08264,233.7
44562.08333,233.7
44562.08403,233.7
44562.08472,233.7
44562.08542,233.7
44562.08611,233.7
44562.08681,233.7
44562.08750,233.7
44562.08819,233.7
44562.08889,232.6
44562.08958,232.6
44562.09028,232.6
44562.09097,232.6
44562.09167,232.6
44562.09236,232.6
44562.09306,232.6
44562.09375,232.6
44562.09444,232.6
44562.09514,232.6
44562.09583,232.6
44562.09653,232.6
44562.09722,232.6
44562.09792,232.6
44562.09861,232.6
44562.09931,232.6
44562.10000,232.6
44562.10069,231.5
44562.10139,231.5
44562.10208,231.5
44562.10278,231.5
44562.10347,231.5
44562.10417,255.5
44562.10486,282.0
44562.10556,282.0
44562.10625,282.0
44562.10694,282.0
44562.10737,282.0
44562.10764,282.0
44562.10772,282.0
44562.10807,282.0
44562.10833,282.0
44562.10841,282.0
44562.10876,282.0
44562.10903,282.0
44562.10911,282.0
44562.10946,282.0
44562.10972,282.0
44562.10981,281.9
44562.11016,281.9
44562.11042,281.9
44562.11050,281.9
44562.11085,281.9
44562.11111,281.9
44562.11120,281.9
44562.11155,281.9
44562.11181,281.9
44562.11190,281.9
44562.11224,281.9
44562.11250,281.9
44562.11259,281.9
44562.11294,281.9
44562.11319,281.9
44562.11329,281.9
44562.11364,281.9
44562.11389,281.9
44562.11399,281.9
44562.11433,281.9
44562.11458,281.9
44562.11468,281.9
44562.11503,281.9
44562.11528,281.9
44562.11538,281.4
44562.11573,281.4
44562.11597,280.8
44562.11607,280.8
44562.11642,280.8
44562.11667,280.8
44562.11677,280.8
44562.11712,280.8
44562.11736,280.8
44562.11747,280.8
44562.11781,280.8
44562.11806,280.8
44562.11816,280.8
44562.11851,280.8
44562.11875,280.8
44562.11886,280.8
44562.11921,280.8
44562.11944,280.8
44562.11956,280.1
44562.11990,280.1
44562.12014,279.5
44562.12083,279.5
44562.12153,279.5
44562.12202,279.5
44562.12222,279.5
44562.12237,279.5
44562.12272,279.5
44562.12292,279.5
44562.12307,279.5
44562.12342,279.5
44562.12361,279.5
44562.12377,279.5
44562.12412,279.5
44562.12431,279.5
44562.12446,279.5
44562.12481,279.5
44562.12500,279.5
44562.12516,278.9
44562.12551,278.9
44562.12569,278.3
44562.12586,278.3
44562.12621,278.3
44562.12639,278.3
44562.12656,278.3
44562.12691,278.3
44562.12708,278.3
44562.12726,265.2
44562.12778,252.1
44562.12847,237.3
44562.12917,242.6
44562.12986,242.6
44562.13056,247.6
44562.13125,247.6
44562.13194,247.6
44562.13264,247.6
44562.13333,252.6
44562.13403,252.6
44562.13472,276.6
44562.13542,327.2
44562.13611,341.2
44562.13681,341.2
44562.13750,341.2
44562.13796,340.8
44562.13819,340.3
44562.13830,340.1
44562.13865,340.1
44562.13889,339.9
44562.13900,339.9
44562.13935,339.9
44562.13958,339.9
44562.13970,339.9
44562.14004,339.9
44562.14028,339.9
44562.14039,339.7
44562.14074,339.7
44562.14097,339.5
44562.14109,339.5
44562.14144,339.5
44562.14167,339.5
44562.14179,339.5
44562.14213,339.5
44562.14236,339.5
44562.14248,339.5
44562.14283,339.5
44562.14306,339.5
44562.14318,339.5
44562.14353,339.5
44562.14375,339.5
44562.14387,338.7
44562.14422,338.7
44562.14444,337.9
44562.14457,337.9
44562.14492,337.9
44562.14514,337.9
44562.14527,337.9
44562.14562,337.9
44562.14583,337.9
44562.14596,337.9
44562.14631,337.9
44562.14653,337.9
44562.14666,337.2
44562.14701,337.2
44562.14722,336.5
44562.14736,336.5
44562.14770,336.5
44562.14792,336.5
44562.14805,336.5
44562.14840,336.5
44562.14861,336.5
44562.14875,336.5
44562.14910,336.5
44562.14931,336.5
44562.14945,336.5
44562.14979,336.5
44562.15000,336.5
44562.15014,335.9
44562.15049,335.9
44562.15069,335.2
44562.15084,335.2
44562.15119,335.2
44562.15139,335.2
44562.15153,335.2
44562.15188,335.2
44562.15208,335.2
44562.15223,335.2
44562.15258,335.2
44562.15278,335.2
44562.15293,334.5
44562.15328,334.5
44562.15347,333.9
44562.15362,333.4
44562.15397,333.4
44562.15417,332.9
44562.15486,331.4
44562.15556,329.9
44562.15625,329.3
44562.15627,329.3
44562.15662,329.3
44562.15694,329.3
44562.15697,329.3
44562.15732,329.3
44562.15764,329.3
44562.15767,329.3
44562.15801,329.3
44562.15833,329.3
44562.15836,329.0
44562.15871,329.0
44562.15903,328.6
44562.15906,328.6
44562.15941,328.6
44562.15972,328.6
44562.15976,328.6
44562.16010,328.6
44562.16042,328.6
44562.16111,156.0
44562.16181,60.6
44562.16250,60.6
44562.16319,60.6
44562.16389,60.6
44562.16458,60.6
44562.16528,60.6
44562.16597,60.6
44562.16667,64.7
44562.16736,64.7
44562.16806,64.7
44562.16875,64.7
44562.16944,64.7
44562.17014,64.7
44562.17083,63.4
44562.17153,63.4
44562.17222,63.4
44562.17292,63.4
44562.17361,63.4
44562.17431,63.4
44562.17500,62.0
44562.17569,62.0
44562.17639,62.0
44562.17708,62.0
44562.17778,62.0
44562.17847,62.0
44562.17917,62.0
44562.17986,60.6
44562.18056,60.6
44562.18125,60.6
44562.18194,60.6
44562.18264,60.6
44562.18333,60.6
44562.18403,59.1
44562.18472,59.1
44562.18542,59.1
44562.18611,59.1
44562.18681,59.1
44562.18750,59.1
44562.18819,57.7
44562.18889,57.7
44562.18958,57.7
44562.19028,57.7
44562.19097,57.7
44562.19167,56.2
44562.19236,56.2
44562.19306,56.2
44562.19375,56.2
44562.19444,56.2
44562.19514,71.0
44562.19583,113.2
44562.19653,113.2
44562.19722,113.2
44562.19792,113.2
44562.19861,113.2
44562.19892,113.2
44562.19927,113.2
44562.19931,113.2
44562.19962,113.2
44562.19997,113.2
44562.20000,113.2
44562.20032,113.2
44562.20066,113.2
44562.20069,113.2
44562.20101,113.2
44562.20136,113.2
44562.20139,113.2
44562.20188,113.2
44562.20208,113.2
44562.20223,113.2
44562.20258,113.2
44562.20278,113.2
44562.20293,113.2
44562.20327,113.2
44562.20347,113.2
44562.20362,113.2
44562.20397,113.2
44562.20417,113.2
44562.20432,113.2
44562.20467,113.2
44562.20486,113.2
44562.20502,113.2
44562.20537,113.2
44562.20556,113.2
44562.20625,113.2
44562.20694,113.2
44562.20709,113.2
44562.20744,113.2
44562.20764,113.2
44562.20779,113.2
44562.20814,113.2
44562.20833,113.2
44562.20849,113.2
44562.20884,113.2
44562.20903,113.2
44562.20919,113.2
44562.20954,113.2
44562.20972,113.2
44562.20989,113.2
44562.21024,113.2
44562.21042,113.2
44562.21059,113.2
44562.21111,113.2
44562.21131,113.2
44562.21166,113.2
44562.21181,113.2
44562.21201,113.2
44562.21236,113.2
44562.21250,113.2
44562.21271,113.2
44562.21306,113.2
44562.21319,113.2
44562.21341,113.2
44562.21376,113.2
44562.21389,113.2
44562.21429,113.2
44562.21458,113.2
44562.21464,113.2
44562.21499,113.2
44562.21528,113.2
44562.21561,113.2
44562.21596,113.2
44562.21597,113.2
44562.21631,113.2
44562.21666,113.2
44562.21667,113.2
44562.21701,113.2
44562.21736,113.2
44562.21771,113.2
44562.21806,113.2
44562.21841,113.2
44562.21875,113.2
44562.21876,113.2
44562.21911,113.2
44562.21944,113.2
44562.21946,113.2
44562.21981,113.2
44562.22014,113.2
44562.22016,113.2
44562.22051,113.2
44562.22083,113.2
44562.22085,113.2
44562.22120,113.2
44562.22153,113.2
44562.22155,113.2
44562.22190,113.2
44562.22222,113.2
44562.22225,113.2
44562.22261,113.2
44562.22292,113.2
44562.22295,113.2
44562.22330,113.2
44562.22361,113.2
44562.22365,113.2
44562.22400,113.2
44562.22431,113.2
44562.22435,113.2
44562.22470,113.2
44562.22500,113.2
44562.22505,113.2
44562.22540,113.2
44562.22569,113.2
44562.22575,113.2
44562.22610,113.2
44562.22639,113.2
44562.22645,113.2
44562.22680,113.2
44562.22708,113.2
44562.22715,113.2
44562.22750,113.2
44562.22778,113.2
44562.22785,113.2
44562.22819,113.2
44562.22847,113.2
44562.22854,113.2
44562.22889,113.2
44562.22917,113.2
44562.22924,113.2
44562.22959,113.2
44562.22986,113.2
44562.22994,113.2
44562.23029,113.2
44562.23056,113.2
44562.23064,113.2
44562.23099,113.2
44562.23125,113.2
44562.23134,113.2
44562.23169,113.2
44562.23194,113.2
44562.23204,113.2
44562.23239,113.2
44562.23264,113.2
44562.23274,113.2
44562.23309,113.2
44562.23333,113.2
44562.23344,118.2
44562.23403,123.2
44562.23472,123.2
44562.23532,123.2
44562.23542,123.2
44562.23567,123.2
44562.23602,123.2
44562.23611,123.2
44562.23637,123.2
44562.23672,123.2
44562.23681,123.2
44562.23739,123.2
44562.23750,123.2
44562.23774,123.2
44562.23809,123.2
44562.23819,123.2
44562.23844,123.2
44562.23879,123.2
44562.23889,123.2
44562.23915,123.2
44562.23949,123.2
44562.23958,123.2
44562.23985,123.2
44562.24020,123.2
44562.24028,123.2
44562.24055,123.2
44562.24090,123.2
44562.24097,123.2
44562.24125,123.2
44562.24160,123.2
44562.24167,123.2
44562.24236,98.3
44562.24306,84.2
44562.24375,84.2
44562.24444,84.2
44562.24514,84.2
44562.24583,84.2
44562.24653,84.2
44562.24722,84.2
44562.24792,83.5
44562.24861,83.5
44562.24931,83.5
44562.87500,180.0
44562.87569,180.0
44562.87639,180.0
44562.87708,180.0
44562.87778,180.0
44562.87847,180.0
44562.87917,180.0
44562.87986,180.0
44562.88056,180.0
44562.88125,180.0
44562.88194,180.0
44562.88264,180.0
44562.88333,180.0
44562.88403,180.0
44562.88472,180.0
44562.88542,180.0
44562.88611,180.0
44562.88681,180.0
44562.88750,180.0
44562.88819,180.0
44562.88889,180.0
44562.88958,180.0
44562.89028,180.0
44562.89097,180.0
44562.89167,180.0
44562.89236,180.0
44562.89306,180.0
44562.89375,180.0
44562.89444,180.0
44562.89514,180.0
44562.89583,180.0
44562.89653,180.0
44562.89722,180.0
44562.89792,180.0
44562.89861,180.0
44562.89931,180.0
44562.90000,180.0
44562.90069,180.0
44562.90139,180.0
44562.90208,180.0
44562.90278,180.0
44562.90347,180.0
44562.90417,180.0
44562.90486,180.0
44562.90556,180.0
44562.90625,180.0
44562.90694,180.0
44562.90764,180.0
44562.90833,180.0
44562.90903,180.0
44562.90972,180.0
44562.91042,180.0
44562.91111,180.0
44562.91181,180.0
44562.91250,180.0
44562.91319,180.0
44562.91389,180.0
44562.91458,180.0
44562.91528,180.0
44562.91597,180.0
44562.91667,180.0
44562.91736,180.0
44562.91806,180.0
44562.91875,180.0
44562.91944,180.0
44562.92014,180.0
44562.92083,180.0
44562.92153,180.0
44562.92222,180.0
44562.92292,180.0
44562.92361,180.0
44562.92431,180.0
44562.92500,180.0
44562.92569,180.0
44562.92639,180.0
44562.92708,180.0
44562.92778,180.0
44562.92847,180.0
44562.92917,180.0
44562.92986,180.0
44562.93056,180.0
44562.93125,180.0
44562.93194,180.0
44562.93264,180.0
44562.93333,180.0
44562.93403,180.0
44562.93472,180.0
44562.93542,180.0
44562.93611,180.0
44562.93681,180.0
44562.93750,180.0
44562.93819,180.0
44562.93889,180.0
44562.93958,180.0
44562.94028,180.0
44562.94097,180.0
44562.94167,180.0
44562.94236,180.0
44562.94306,180.0
44562.94375,180.0
44562.94444,180.0
44562.94514,180.0
44562.94583,180.0
44562.94653,180.0
44562.94722,180.0
44562.94792,180.0
44562.94861,180.0
44562.94931,180.0
44562.95000,180.0
44562.95069,180.0
44562.95139,180.0
44562.95208,180.0
44562.95278,180.0
44562.95347,180.0
44562.95417,180.0
44562.95486,180.0
44562.95556,180.0
44562.95625,180.0
44562.95694,180.0
44562.95764,180.0
44562.95833,180.0
44562.95903,180.0
44562.95972,180.0
44562.96042,180.0
44562.96111,180.0
44562.96181,180.0
44562.96250,180.0
44562.96319,180.0
44562.96389,180.0
44562.96458,180.0
44562.96528,180.0
44562.96597,180.0
44562.96667,180.0
44562.96736,180.0
44562.96806,180.0
44562.96875,180.0
44562.96944,180.0
44562.97014,180.0
44562.97083,180.0
44562.97153,180.0
44562.97222,180.0
44562.97292,180.0
44562.97361,180.0
44562.97431,180.0
44562.97500,180.0
44562.97569,180.0
44562.97639,180.0
44562.97708,180.0
44562.97778,180.0
44562.97847,180.0
44562.97917,180.0
44562.97986,180.0
44562.98056,180.0
44562.98125,180.0
44562.98194,180.0
44562.98264,180.0
44562.98333,180.0
44562.98403,180.0
44562.98472,180.0
44562.98542,180.0
44562.98611,180.0
44562.98681,180.0
44562.98750,180.0
44562.98819,180.0
44562.98889,180.0
44562.98958,180.0
44562.99028,180.0
44562.99097,180.0
44562.99167,180.0
44562.99236,180.0
44562.99306,180.0
44562.99375,180.0
44562.99444,180.0
44562.99514,180.0
44562.99583,180.0
44562.99653,180.0
44562.99722,180.0
44562.99792,180.0
44562.99861,180.0
44562.99931,180.0
44563.00000,180.0
44563.00069,180.0
44563.00139,180.0
44563.00208,180.0
44563.00278,180.0
44563.00347,180.0
44563.00417,180.0
44563.00486,180.0
44563.00556,180.0
44563.00625,180.0
44563.00694,180.0
44563.00764,180.0
44563.00833,143.5
44563.00903,91.3
44563.00972,91.3
44563.01042,91.3
44563.01111,91.3
44563.01181,91.3
44563.01250,91.3
44563.01319,91.3
44563.01389,91.3
44563.01458,91.3
44563.01528,91.3
44563.01597,91.3
44563.01667,121.0
44563.01736,151.7
44563.01806,151.7
44563.01875,151.7
44563.01944,151.7
44563.01952,151.7
44563.01987,151.7
44563.02014,151.7
44563.02022,151.7
44563.02056,151.7
44563.02083,151.7
44563.02091,153.1
44563.02126,153.1
44563.02153,154.6
44563.02161,154.6
44563.02196,154.6
44563.02222,154.6
44563.02231,154.6
44563.02266,154.6
44563.02292,154.6
44563.02301,154.6
44563.02336,154.6
44563.02361,154.6
44563.02371,154.6
44563.02406,154.6
44563.02431,154.6
44563.02440,154.6
44563.02475,154.6
44563.02500,154.6
44563.02510,156.6
44563.02545,156.6
44563.02569,158.5
44563.02580,158.5
44563.02615,158.5
44563.02639,158.5
44563.02650,158.5
44563.02685,158.5
44563.02708,158.5
44563.02720,158.5
44563.02755,158.5
44563.02778,158.5
44563.02790,158.5
44563.02824,158.5
44563.02847,158.5
44563.02859,158.5
44563.02894,158.5
44563.02917,158.5
44563.02929,158.5
44563.02964,158.5
44563.02986,158.5
44563.02999,160.4
44563.03034,160.4
44563.03056,162.4
44563.03069,162.4
44563.03104,162.4
44563.03125,162.4
44563.03139,162.4
44563.03174,162.4
44563.03194,162.4
44563.03209,162.4
44563.03243,162.4
44563.03264,162.4
44563.03278,162.4
44563.03313,162.4
44563.03333,162.4
44563.03348,162.4
44563.03383,162.4
44563.03403,162.4
44563.03418,165.6
44563.03453,165.6
44563.03472,168.8
44563.03488,189.9
44563.03542,210.9
44563.03611,246.9
44563.03681,246.9
44563.03750,246.9
44563.03819,246.9
44563.03889,246.9
44563.03958,246.9
44563.04028,246.9
44563.04097,246.9
44563.04167,246.9
44563.04236,246.9
44563.04306,246.9
44563.04375,246.9
44563.04444,246.9
44563.04514,246.9
44563.04583,246.9
44563.04653,246.9
44563.04722,246.9
44563.04792,246.9
44563.04861,246.9
44563.04931,246.9
44563.05000,246.9
44563.05069,246.9
44563.05139,246.9
44563.05208,246.9
44563.05278,246.9
44563.05347,246.9
44563.05417,246.9
44563.05486,246.9
44563.05556,246.9
44563.05625,246.9
44563.05694,246.9
44563.05764,215.3
44563.05833,184.4
44563.05903,184.4
44563.05972,184.4
44563.06042,184.4
44563.06111,184.4
44563.06181,184.4
44563.06250,184.4
44563.06319,185.4
44563.06389,185.4
44563.06458,185.4
44563.06528,185.4
44563.06597,185.4
44563.06667,185.4
44563.06736,185.4
44563.06806,187.6
44563.06875,187.6
44563.06944,187.6
44563.07014,187.6
44563.07083,187.6
44563.07153,187.6
44563.07222,187.6
44563.07292,187.6
44563.07361,189.8
44563.07431,189.8
44563.07500,189.8
44563.07569,189.8
44563.07639,189.8
44563.07708,189.8
44563.07778,189.8
44563.07847,189.8
44563.07917,192.0
44563.07986,192.0
44563.08056,192.0
44563.08125,192.0
44563.08194,192.0
44563.08264,192.0
44563.08333,192.0
44563.08403,194.2
44563.08472,194.2
44563.08542,194.2
44563.08611,194.2
44563.08681,194.2
44563.08750,194.2
44563.08819,194.2
44563.08889,194.2
44563.08958,196.3
44563.09028,196.3
44563.09097,196.3
44563.09167,196.3
44563.09236,196.3
44563.09306,196.3
44563.09375,196.3
44563.09444,196.3
44563.09514,196.3
44563.09583,198.4
44563.09653,198.4
44563.09722,198.4
44563.09792,198.4
44563.09861,198.4
44563.09931,198.4
44563.10000,198.4
44563.10069,198.4
44563.10139,200.4
44563.10208,200.4
44563.10278,200.4
44563.10347,200.4
44563.10417,200.4
44563.10486,200.4
44563.10556,200.4
44563.10625,200.4
44563.10694,200.4
44563.10764,202.4
44563.10833,202.4
44563.10903,202.4
44563.10972,202.4
44563.11042,202.4
44563.11111,202.4
44563.11250,202.4
44563.11319,202.4
44563.11389,202.4
44563.11458,204.4
44563.11528,204.4
44563.11597,204.4
44563.11667,204.4
44563.11736,204.4
44563.11806,204.4
44563.11875,204.4
44563.11944,204.4
44563.12014,204.4
44563.12083,204.4
44563.12153,206.2
44563.12222,206.2
44563.12292,206.2
44563.12361,206.2
44563.12431,206.2
44563.12500,206.2
44563.12569,206.2
44563.12639,206.2
44563.12708,206.2
44563.12847,208.1
44563.12917,208.1
44563.12986,208.1
44563.13056,208.1
44563.13125,208.1
44563.13194,208.1
44563.13264,208.1
44563.13333,208.1
44563.13403,208.1
44563.13472,208.1
44563.13542,208.1
44563.13611,208.1
44563.13681,209.9
44563.13750,209.9
44563.13819,209.9
44563.13889,209.9
44563.13958,209.9
44563.14028,209.9
44563.14097,209.9
44563.14167,209.9
44563.14236,209.9
44563.14306,209.9
44563.14375,209.9
44563.14444,209.9
44563.14514,211.7
44563.14583,211.7
44563.14653,211.7
44563.14722,211.7
44563.14792,211.7
44563.14861,211.7
44563.14931,211.7
44563.15000,211.7
44563.15069,211.7
44563.15139,211.7
44563.15208,211.7
44563.15278,211.7
44563.15347,211.7
44563.15417,211.7
44563.15486,213.2
44563.15556,213.2
44563.15625,213.2
44563.15694,213.2
44563.15764,213.2
44563.15833,213.2
44563.15903,213.2
44563.15972,213.2
44563.16042,213.2
44563.16111,213.2
44563.16181,213.2
44563.16250,213.2
44563.16319,213.2
44563.16389,213.2
44563.16458,213.2
44563.16528,213.2
44563.16597,215.1
44563.16667,215.5
44563.16736,215.5
44563.16806,215.5
44563.16875,215.5
44563.16944,215.5
44563.17014,215.5
44563.17083,215.5
44563.17153,215.5
44563.17222,215.5
44563.17292,215.5
44563.17361,215.5
44563.17431,215.5
44563.17500,215.5
44563.17569,215.5
44563.17639,215.5
44563.17708,215.5
44563.17778,215.5
44563.17847,215.5
44563.17917,216.1
44563.17986,216.1
44563.18056,216.1
44563.18125,216.1
44563.18194,216.1
44563.18264,216.1
44563.18333,216.1
44563.18403,216.1
44563.18472,216.1
44563.18542,216.1
44563.18611,216.1
44563.18681,216.1
44563.18750,216.1
44563.18819,216.1
44563.18889,216.1
44563.18958,216.1
44563.19028,216.1
44563.19097,216.1
44563.19167,216.1
44563.19236,216.1
44563.19306,216.1
44563.19375,216.1
44563.19444,216.1
44563.19514,216.1
44563.19583,216.1
44563.19653,216.1
44563.19722,216.1
44563.19792,217.7
44563.19861,217.7
44563.19931,217.7
44563.20000,217.7
44563.20069,217.7
44563.20139,217.7
44563.20208,217.7
44563.20278,217.7
44563.20347,217.7
44563.20417,217.7
44563.20486,217.7
44563.20556,217.7
44563.20625,217.7
44563.20694,217.7
44563.20764,217.7
44563.20833,217.7
44563.20903,217.7
44563.20972,217.7
44563.21042,217.7
44563.21111,217.7
44563.21181,217.7
44563.21250,217.7
44563.21319,217.7
44563.21389,217.7
44563.21458,217.7
44563.21528,217.7
44563.21597,217.7
44563.21667,217.7
44563.21736,217.7
44563.21806,217.7
44563.21875,217.7
44563.21944,217.7
44563.22083,217.7
44563.22153,217.7
44563.22222,217.7
44563.22292,217.7
44563.22361,217.7
44563.22639,217.7
44563.22708,217.7
44563.22778,217.7
44563.22847,217.7
44563.22917,217.7
44563.23056,217.7
44563.23125,217.7
44563.23194,217.7
44563.23264,217.7
44563.23333,217.7
44563.23403,241.4
44563.23472,297.5
44563.23542,183.7
44563.23611,31.8
44563.23681,31.8
44563.23750,31.8
44563.23819,31.8
44563.23889,31.7
44563.23958,31.7
44563.24028,31.7
44563.24097,31.7
44563.24167,31.7
44563.24236,29.6
44563.24306,29.6
44563.24514,27.7
44563.24583,27.7
44563.24722,27.7
44563.24792,25.6
44563.24861,25.6
44563.24931,25.6
44563.87500,0.0
44563.87569,0.0
44563.87639,0.0
44563.87708,0.0
44563.87778,0.0
44563.87847,0.0
44563.87917,0.0
44563.87986,0.0
44563.88125,0.0
44563.88194,0.0
44563.88264,0.0
44563.88333,0.0
44563.88403,0.0
44563.88472,0.0
44563.88542,0.0
44563.88611,0.0
44563.88681,0.0
44563.88750,0.0
44563.88819,0.0
44563.88889,0.0
44563.88958,0.0
44563.89028,0.0
44563.89097,0.0
44563.89167,0.0
44563.89236,0.0
44563.89306,0.0
44563.89375,0.0
44563.89444,0.0
44563.89514,0.0
44563.89583,0.0
44563.89653,0.0
44563.89722,0.0
44563.89792,0.0
44563.89861,0.0
44563.89931,0.0
44563.90000,0.0
44563.90069,0.0
44563.90139,0.0
44563.90208,0.0
44563.90278,0.0
44563.90347,0.0
44563.90417,0.0
44563.90486,0.0
44563.90556,0.0
44563.90625,0.0
44563.90694,0.0
44563.90764,0.0
44563.90833,0.0
44563.90903,0.0
44563.90972,0.0
44563.91042,0.0
44563.91181,0.0
44563.91250,0.0
44563.91319,0.0
44563.91389,0.0
44563.91458,0.0
44563.91528,0.0
44563.91597,0.0
44563.91667,0.0
44563.91736,0.0
44563.91806,0.0
44563.91875,0.0
44563.91944,0.0
44563.92014,0.0
44563.92083,0.0
44563.92153,0.0
44563.92292,0.0
44563.92361,0.0
44563.92431,0.0
