datetime,p2,wind
44565.02708,0.58000,1.6
44565.32569,1.26000,4.9
44565.32917,0.66222,5.1
44565.33264,0.61400,5.2
44565.336110000004,0.64000,5.1
44565.33958,0.73222,5.0
44565.34306,0.64800,5.1
44565.34653,0.64700,5.0
44565.35,0.68200,5.2
44565.35347,0.77875,5.4
44565.42292,0.59000,6.3
44566.0375,0.84000,1.4
44566.11389,0.98615,1.0
44566.117360000004,0.89333,1.5
44566.12083,0.71400,0.3
44566.13125,0.57333,0.9
44566.13472,0.46000,0.1
44566.13819,0.47444,0.2
44566.14167,0.45667,0.4
44566.14514,0.51600,1.3
44566.148610000004,0.50100,1.0
44566.15208,0.49300,1.3
44566.15556,0.46000,0.7
44566.15903,0.46900,1.0
44566.1625,0.43500,1.3
44566.17292,0.44133,0.9
44566.17639,0.47600,0.8
44566.179860000004,0.51500,0.6
44566.19722,0.47553,1.2
44566.20069,0.49200,1.4
44566.20417,0.45714,1.7
44566.23542,0.39667,1.3
44566.23889,0.69500,1.4
44566.242360000004,0.83000,1.6
44566.24583,0.63444,1.4
44566.24931,0.80400,1.7
44566.25278,0.43000,1.8
44566.33958,6.62000,0.6
44566.34306,1.33125,0.4
44566.34653,0.50100,0.8
44566.35,0.43400,0.9
44566.35347,0.50800,1.0
44566.35694,0.52800,1.1
44566.36042,0.57000,1.2
44566.36389,0.73500,1.0
44566.37431,0.83571,1.0
44566.42292,0.60000,3.9
44567.03056,0.41333,1.9
44567.26667,0.39400,2.6
44567.27708,0.28103,2.3
44567.28056,0.29700,2.6
44567.28403,0.30900,3.0
44567.2875,0.28000,2.8
44567.29097,0.26400,2.5
44567.29444,0.29600,2.2
44567.29792,0.34600,2.5
44567.30139,0.30333,2.2
44567.304860000004,0.26444,2.0
44567.31528,0.46000,2.2
44567.31875,0.30900,2.1
44567.32222,0.38600,2.5
44567.33264,0.33793,1.3
44567.336110000004,0.39900,0.8
44567.33958,0.43300,0.4
44567.34306,0.41200,0.7
44567.35694,0.36375,1.0
44567.367360000004,0.38833,0.5
44567.429860000004,0.34000,0.9
44567.49583,0.34000,0.7
44568.03403,1.29500,1.4
44568.05139,0.44250,0.8
44568.12083,0.34000,0.8
44568.12431,0.27800,1.1
44568.12778,0.22500,1.0
44568.13125,0.25500,1.2
44568.13819,0.34667,0.3
44568.14167,0.28400,0.5
44568.14514,0.33400,0.3
44568.148610000004,0.29900,0.6
44568.15208,0.25400,1.0
44568.15556,0.67143,0.7
44568.15903,0.45750,0.5
44568.1625,0.48400,0.9
44568.16597,0.33000,1.0
44568.16944,0.33444,0.4
44568.17292,0.28800,1.0
44568.17639,0.30222,1.2
44568.179860000004,0.32714,1.5
44568.18333,0.30700,1.3
44568.18681,0.28286,1.2
44568.19722,0.47917,1.7
44568.20417,0.34167,0.9
44568.20764,0.34300,1.0
44568.21806,0.36600,1.7
44568.22153,0.35800,1.5
44568.225,0.40000,1.1
44568.22847,0.45750,1.0
44568.242360000004,0.38423,1.6
44568.24583,0.26600,1.5
44568.24931,0.30000,0.6
44568.25278,0.23000,1.0
44568.26319,0.29850,0.8
44568.26667,0.41250,0.7
44568.27014,0.34600,1.1
44568.273610000004,0.34000,0.9
44568.27708,0.38600,1.0
44568.28056,0.30500,1.3
44568.28403,0.37600,1.2
44568.2875,0.40714,1.3
44568.29097,0.43000,1.4
44568.31875,0.49902,1.4
44568.32222,0.41700,1.3
44568.32569,0.41400,0.8
44568.32917,0.49300,1.0
44568.33264,0.63400,1.2
44568.336110000004,0.51900,1.0
44568.33958,0.53400,1.3
44568.34306,0.56900,1.0
44568.36042,0.49060,1.4
44568.37083,0.54591,1.6
44568.42292,0.71000,1.8
44568.49583,0.71000,0.1
44568.59653,4.18600,3.6
44568.6,4.19000,3.4
44569.02014,0.82750,3.8
44569.02708,0.31500,1.5
44569.19722,0.47333,1.3
44569.20069,0.44333,1.7
44569.20417,0.38800,1.5
44569.20764,0.43300,1.6
44569.21806,0.48733,2.0
44569.22153,0.43000,1.4
44569.225,0.51167,1.5
44569.22847,0.48800,1.9
44569.23194,0.46833,2.0
44569.23542,0.44100,1.3
44569.23889,0.38000,1.2
44569.242360000004,2.06000,1.4
44569.24583,0.45800,2.0
44569.24931,0.52667,1.9
44569.25278,0.46000,1.3
44569.25625,0.47700,1.6
44569.25972,0.45100,1.4
44569.27014,0.36250,1.4
44569.28056,4166.98750,1.9
44569.30139,0.62948,2.3
44569.304860000004,0.56000,2.2
44569.30833,0.46500,1.8
44569.33264,5263.49053,1.4
44569.336110000004,0.35250,1.7
44569.33958,0.88500,1.8
44569.34306,0.72100,1.6
44569.34653,0.49875,1.3
44569.35,0.61300,1.7
44569.35347,0.64143,1.6
44569.35694,0.60000,1.5
44569.367360000004,0.53048,1.0
44569.37778,0.44867,1.0
44569.42292,0.47000,1.1
44570.023610000004,0.65500,2.5
44570.02708,0.62333,3.9
44570.03403,0.52667,2.2
44570.06181,0.58000,4.5
44570.07569,0.44325,2.2
44570.086110000004,0.52667,2.4
44570.08958,0.45400,2.6
44570.1,0.38778,2.8
44570.10347,0.32000,3.3
44570.11042,0.45714,3.0
44570.11389,0.41300,3.4
44570.117360000004,0.41000,2.5
44570.12083,0.48333,3.0
44570.12431,0.38400,2.7
44570.12778,0.32250,3.2
44570.13125,0.36100,4.3
44570.13472,0.34700,3.7
44570.13819,0.31625,3.9
44570.14167,0.39900,3.6
44570.15208,0.55667,3.8
44570.15556,0.48000,3.7
44570.15903,0.47800,3.8
44570.1625,0.47800,3.4
44570.17292,1.12056,3.2
44570.17639,0.95800,3.5
44570.179860000004,0.62000,3.0
44570.18333,0.78500,3.3
44570.35347,0.46571,4.2
44570.35694,0.59889,5.0
44570.36042,0.53100,4.5
44570.36389,0.51000,4.1
44570.42292,0.51000,6.5
44570.49583,0.51000,4.2
44571.02014,0.83000,2.5
44571.02708,0.58750,2.5
44571.03056,0.50333,2.4
44571.03403,0.62000,0.6
44571.0375,0.62333,1.1
44571.04097,0.51600,0.7
44571.05139,0.56433,1.4
44571.054860000004,0.61300,0.7
44571.05833,0.68200,0.8
44571.06181,0.59300,1.2
44571.06528,0.73100,1.5
44571.06875,0.73000,1.3
44571.07222,0.85778,1.1
44571.07569,0.85444,0.6
44571.086110000004,0.71600,1.4
44571.08958,0.64400,1.5
44571.1,0.61333,1.4
44571.10347,0.71900,1.6
44571.10694,0.69400,1.2
44571.11042,0.65750,1.7
44571.117360000004,0.77000,1.5
44571.12083,0.62625,1.6
44571.12431,0.46600,2.3
44571.12778,0.44300,1.6
44571.13125,0.46300,1.8
44571.13472,0.45500,0.5
44571.13819,0.38500,1.5
44571.148610000004,0.38700,0.2
44571.15903,0.36967,0.8
44571.1625,0.41300,0.4
44571.16597,0.35500,0.5
44571.16944,0.34200,0.8
44571.179860000004,0.42448,0.8
44571.18333,0.42400,0.6
44571.18681,0.44100,1.0
44571.20764,0.44700,0.6
44571.22153,0.34825,0.6
44571.225,0.40700,0.3
44571.22847,0.42800,1.0
44571.23194,0.49900,0.8
44571.23542,0.51000,1.2
44571.23889,0.47000,0.6
44571.242360000004,0.38111,0.1
44571.24583,0.38500,1.0
44571.24931,0.40400,0.4
44571.25278,0.39000,0.5
44571.25625,0.41300,0.2
44571.25972,0.36300,0.1
44571.26319,0.36000,0.5
44571.27708,1.19800,2.0
44571.28056,0.91167,2.1
44571.28403,0.81400,2.2
44571.29097,0.74000,2.2
44571.29444,0.89000,1.9
44571.29792,0.78200,2.5
44571.30139,0.72400,1.9
44571.304860000004,0.60600,2.2
44571.30833,0.53400,2.6
44571.31181,0.57900,3.1
44571.31528,0.54800,3.0
44571.31875,0.69500,3.4
44571.32222,0.84556,3.3
44571.32569,0.60625,3.4
44571.33958,0.75345,3.3
44571.34306,0.62333,3.0
44571.34653,0.70400,2.3
44571.35,0.93000,1.6
44571.35347,0.87000,1.8
44571.42292,0.87000,2.2
44571.49931,0.87000,3.9
44571.61389,1.82000,2.4
44571.617360000004,0.49750,2.2
44572.01667,2.81000,5.4
44572.02014,0.73667,2.6
44572.02708,0.59000,2.1
44572.03056,0.80000,3.2
44572.03403,0.71250,2.4
44572.0375,0.76100,1.7
44572.04097,0.53667,1.9
44572.04444,0.70500,0.7
44572.04792,0.79571,1.6
44572.05139,1.00700,0.8
44572.054860000004,0.83556,1.4
44572.05833,0.91000,2.0
44572.06875,1.24500,0.3
44572.07569,0.64600,1.1
44572.07917,0.68625,0.8
44572.08264,0.76714,1.5
44572.086110000004,0.84000,0.4
44572.08958,1.04000,2.2
